year,Bill_id,Bill_description,Patron_id,Patron_name
2026,HB1,"Minimum wage; increases incrementally to $15.00 per hour by January 1, 2028.",H0173,Ward
2026,HB2,"Electric utilities; energy efficiency upgrades, report.",H0172,Sickles
2026,HB3,"Income-Qualified Energy Efficiency and Weatherization Task Force; established, report.",H0372,LeVere Bolling
2026,HB4,"Affordable housing; preservation, definitions, civil penalty.",H0334,Bennett-Parker
2026,HB5,"Employment; paid sick leave, civil penalties.",H0295,Convirs-Fowler
2026,HB6,"Contraception; definitions, establishes right to obtain, applicability, enforcement.",H0284,Price
2026,HB7,"Law-enforcement officers; restrictions on wearing of facial coverings, exceptions, civil liability.",H0368,Jones
2026,HB8,General Assembly; intergovernmental affairs.,H0124,Ware
2026,HB9,"Eastern Daylight Time; Commonwealth shall observe year-round upon enactment by Congress, etc.",H0308,McNamara
2026,HB10,Real property tax; classification of land and improvements.,H0308,McNamara
2026,HB11,"Emergency custody orders; transportation to treatment center, etc.",H0308,McNamara
2026,HB12,"Income tax, state; standard deduction.",H0308,McNamara
2026,HB13,RS and UT; food purchased for human consumption and essential personal hygiene products.,H0308,McNamara
2026,HB14,Virginia Residential Landlord and Tenant Act; enforcement by localities.,H0284,Price
2026,HB15,"Va. Residential Landlord and Tenant Act; landlord remedies, noncompliance with rental agreement.",H0284,Price
2026,HB16,Community service work in lieu of payment of fines and costs; work performed while incarcerated.,H0284,Price
2026,HB17,"Fines and costs; period of limitations on collection, responsibility for collections.",H0284,Price
2026,HB18,"Employee Child Care Assistance Program; established, reports.",H0375,McClure
2026,HB19,"Firearms; purchase, etc., after assault & battery of family or household member or intimate partner.",H0375,McClure
2026,HB20,"Minimum wage; farm laborers or farm employees, temporary foreign workers.",H0375,McClure
2026,HB21,"Firearm industry members; creates standards of responsible conduct, civil liability.",H0317,Helmer
2026,HB22,"VMI; removes certain authority, disciplinary immunity for certain individuals who make reports.",H0317,Helmer
2026,HB23,"Elections; primary dates, presidential year primaries.",H0317,Helmer
2026,HB24,Concealed handgun permits; reciprocity with other states.,H0317,Helmer
2026,HB25,Railroad safety; minimum train crew used in movement of freight.,H0353,Anthony
2026,HB26,"Marijuana-related offenses; modification of sentence, sunset.",H0365,Henson
2026,HB27,"Overtime for certain employees; pay for domestic workers, delayed effective date.",H0365,Henson
2026,HB28,Voter registration; regular periodic review of registration records.,H0365,Henson
2026,HB29,Budget Bill.,H0227,Torian
2026,HB30,Budget Bill.,H0227,Torian
2026,HB31,"Professionally Licensed Teacher Supplemental Pay Program; established, report.",H0360,Feggans
2026,HB32,Problem Gambling Treatment and Support Advisory Committee; appointment of additional members.,H0281,Krizek
2026,HB33,"Income tax, state; pass-through entities, sunset.",H0308,McNamara
2026,HB34,Sexual Offense Prevention and Response Officer; feasibility of establishing position.,H0314,"Cole, J.G."
2026,HB35,Restorative housing and isolated confinement; restrictions on use.,H0314,"Cole, J.G."
2026,HB36,"Standards of Quality; class size limits, exception for certain ensemble music classes.",H0314,"Cole, J.G."
2026,HB37,"Developmental disability waivers; financial eligibility standards, sunset repeal.",H0344,Shin
2026,HB38,"Public schools; mental health awareness training and instruction, requirements.",H0365,Henson
2026,HB39,Duty of settlement agent; restrictive covenants.,H0264,Simon
2026,HB40,"Plastic firearms or receivers, etc., transfer, etc., prohibited; penalties.",H0264,Simon
2026,HB41,Elections; procedures for removal of electoral board members and general registrars.,H0264,Simon
2026,HB42,Posting of building permit; identification of mechanics' lien agent.,H0264,Simon
2026,HB43,"Suicide; abolishes common-law crime, delayed effective date, report.",H0264,Simon
2026,HB44,"Elections; campaign finance disclosure reports, searchable electronic database.",H0281,Krizek
2026,HB45,"Fees to hunt, fish, and trap; free or partially discounted, reimbursement.",H0259,Fowler
2026,HB46,Judges; maximum number in each judicial circuit.,H0301,Reid
2026,HB47,"Income tax, state; subtractions, uniformed services and foreign service retirement benefits.",H0301,Reid
2026,HB48,Suicide prevention; VDH to convene work group to develop plan to reduce among at-risk populations.,H0301,Reid
2026,HB49,"Pari-mutuel wagering; historical horse racing, percentage retained for distribution.",H0301,Reid
2026,HB50,VHSL; feasibility of adding cricket as a sanctioned sport in Planning District 8.,H0301,Reid
2026,HB51,Elections; time of certain local elections.,H0267,Bloxom
2026,HB52,Marine Resources Commission; beneficial use of dredged material.,H0267,Bloxom
2026,HB53,"Student bullying; adjusts definition, characteristics of victim.",H0314,"Cole, J.G."
2026,HB54,State Government Internship Coordinator; DHRM to establish and employ.,H0269,Sullivan
2026,HB55,"Noise abatement monitoring systems; local authorities to place and operate, civil penalties.",H0269,Sullivan
2026,HB56,"Virginia Military Survivors and Dependents Education Program; tuition and fee waivers, eligibility.",H0360,Feggans
2026,HB57,"Vehicles designed and used for transportation of passengers; fees, funds returned to a locality.",H0360,Feggans
2026,HB58,"Virginia Board for Asbestos, Lead, and Home Inspectors; renamed, radon measurement, etc.",H0281,Krizek
2026,HB59,"Reapportionment; reallocation of populations, population data, civil commitment facilities.",H0124,Ware
2026,HB60,"Life or health insurances; unfair discrimination, pre-exposure prophylaxis for prevention of HIV.",H0173,Ward
2026,HB61,"Small SWaM Business Procurement Enhancement Program; established, report.",H0173,Ward
2026,HB62,"Tazewell, Town of; amending charter, residency requirement for town manager.",H0224,Morefield
2026,HB63,Southwest Reg. Recreation Authority; certification of Southwest Regional Recreation Area rangers.,H0224,Morefield
2026,HB64,Health insurance; coverage for speech therapy as a treatment for stuttering.,H0314,"Cole, J.G."
2026,HB65,"Apple Board; repealing Board and Apple Fund effective July 1, 2028, delayed effective date, report.",H0317,Helmer
2026,HB66,Federal benefit programs; DMAS & DSS shall study technology systems used to administer.,H0360,Feggans
2026,HB67,"Offshore Wind Industry Workforce Program and Fund; established, report, sunset.",H0360,Feggans
2026,HB68,"Real property; effect on rate when assessment results in tax increase, consideration of inflation.",H0308,McNamara
2026,HB69,"Retail franchise agreements; governing law, competition restrictions.",H0317,Helmer
2026,HB70,"Resilient Virginia Revolving Fund; projects in low-income geographic areas, nature-based solutions.",H0360,Feggans
2026,HB71,"Absentee voting in person; voter satellite offices, days and hours of operation.",H0380,Reaser
2026,HB72,Real property tax; classification of land and improvements in City of Fredericksburg.,H0314,"Cole, J.G."
2026,HB73,Juvenile and domestic relations district courts; petitions for relief of care and custody.,H0314,"Cole, J.G."
2026,HB74,Electric utilities; recovery of development costs associated with small modular reactor.,H0370,Keys-Gamarra
2026,HB75,Medical marijuana; administration to terminally ill patients.,H0370,Keys-Gamarra
2026,HB76,Foster care; DSS to establish/maintain supply of new luggage to transport child's belongings.,H0370,Keys-Gamarra
2026,HB77,"Law-enforcement officers, state and local; enforcement of federal traffic infractions.",H0281,Krizek
2026,HB78,"Elections administration; duties of local electoral boards, certification of election, etc.",H0284,Price
2026,HB79,"Virginia Residential Landlord and Tenant Act; duties of landlord, mold remediation, civil penalty.",H0284,Price
2026,HB80,Civilian deaths in custody; local and regional adult correctional facilities failure to report.,H0284,Price
2026,HB81,State agencies; amdnt. of regulations pertaining to maximum temp. at which certain rooms may be kept.,H0284,Price
2026,HB82,"Elections; deadline for receipt of absentee ballots and certain other information, etc.",H0375,McClure
2026,HB83,Virginia Information Technologies Agency; powers of the CIO; creation of Cyber Civilian Corps.,H0360,Feggans
2026,HB84,Electric utilities and licensed suppliers of electricity; regional transmission entities.,H0371,Laufer
2026,HB85,Va.-specific postsecondary transition counselor certificate program; development and establishment.,H0371,Laufer
2026,HB86,"Mattress Stewardship Program; established, definitions, report.",H0371,Laufer
2026,HB87,"State plan for med. assistance; patient-initiated consultation, provider-to-provider consultation.",H0371,Laufer
2026,HB88,Highway rights-of-way; invasive species.,H0371,Laufer
2026,HB89,"Candidates for office; electronic filing of forms, petitions, etc., with Department of Elections.",H0314,"Cole, J.G."
2026,HB90,Health insurance; coverage for scalp treatment during cancer chemotherapy treatment.,H0351,Seibold
2026,HB91,"Minors; limiting room or cell confinement in a juvenile correctional facility, report.",H0351,Seibold
2026,HB92,"Public schools; At-Risk Program established, Standards of Quality.",H0266,Rasoul
2026,HB93,Firearms; transfers to another person from a prohibited person.,H0334,Bennett-Parker
2026,HB94,Vehicle registration fees; disabled veterans.,H0334,Bennett-Parker
2026,HB95,"Va. Residential Landlord and Tenant Act; landlord remedies, noncompliance with rental agreement.",H0334,Bennett-Parker
2026,HB96,School breakfast; availability at no cost to students.,H0334,Bennett-Parker
2026,HB97,Precious metals dealers; permit requirements.,H0333,Ballard
2026,HB98,"Glen Lyn, Town of; repealing charter.",H0333,Ballard
2026,HB99,Felony eluding; mandatory minimum term in correctional facility.,H0333,Ballard
2026,HB100,Payment or delivery of small asset by affidavit; Office of the Executive Secretary to prepare form.,H0333,Ballard
2026,HB101,Concealed handguns; alternate methods of submission of applications for permits.,H0333,Ballard
2026,HB102,Voluntary manslaughter; increases penalty.,H0333,Ballard
2026,HB103,Early Intervention Program for Infants and Toddlers with Disabilities; program extension.,H0333,Ballard
2026,HB104,Virginia Historic Landmarks Register; bicentennial farms.,H0333,Ballard
2026,HB105,Bicentennial farm program; State Forester to establish and administer.,H0333,Ballard
2026,HB106,Concealed handgun permit; lowers fee for processing an application.,H0333,Ballard
2026,HB107,Underinsured motorist benefits; actions against released defendant.,H0333,Ballard
2026,HB108,Honor Guard Grant Program; Department of Veterans Services to establish.,H0333,Ballard
2026,HB109,"Noxious weeds; amends definition, commercial viability, phase-out period, report.",H0351,Seibold
2026,HB110,"Handguns in unattended motor vehicle; definitions, penalty.",H0371,Laufer
2026,HB111,"Voter registration; cancellation of registration, sources of data.",H0371,Laufer
2026,HB112,"Mammalian wildlife; separation and hybridization prohibited, exceptions.",H0371,Laufer
2026,HB113,"Elections; soliciting or accepting bribe to influence or procure voter registration, penalty.",H0317,Helmer
2026,HB114,"Electric utility infrastructure; Dept. of Energy and SCC to conduct an analysis, report.",H0124,Ware
2026,HB115,"Waste to Energy Grant Program; established, report.",H0173,Ward
2026,HB116,School board employee grievance procedure; timing of dispute resolution.,H0173,Ward
2026,HB117,"Youth, Virginia Commission on; nonlegislative citizen member, person younger than 18 years of age.",H0351,Seibold
2026,HB118,Discovery materials or evidence; accused may request to copy or photograph any materials.,H0370,Keys-Gamarra
2026,HB119,Uniform Statewide Building Code; stakeholder group to evaluate temperature regulation.,H0370,Keys-Gamarra
2026,HB120,"Public Utility Ombudsman, Office of the; established, delayed effective date.",H0370,Keys-Gamarra
2026,HB121,"Surveillance pricing; prohibited, civil penalties.",H0370,Keys-Gamarra
2026,HB122,Cosmetic products; manufacturing or sale with certain ingredients prohibited.,H0370,Keys-Gamarra
2026,HB123,"Delinquent children; loss of driving privileges for alcohol, firearm, and drug offenses, truancy.",H0380,Reaser
2026,HB124,"Assault and battery; adds district court temporary recall judge, penalty.",H0380,Reaser
2026,HB125,Public school teachers; reemployment of teacher who has not received continuing contract status.,H0380,Reaser
2026,HB126,"Local, regional, and community correctional facilities; access to counsel for inmates.",H0354,Callsen
2026,HB127,"Person not free on bail; court appearance, right to counsel.",H0354,Callsen
2026,HB128,Ancillary traffic infractions; certification.,H0354,Callsen
2026,HB129,Deer; permit may be issued to kill if damaging residential plants and certain property.,H0390,Cornett
2026,HB130,"Workers' compensation; presumption of certain cancers, sheriffs and deputy sheriffs.",H0390,Cornett
2026,HB131,"Higher educational institutions, public; reasonable accommodations for religious beliefs, etc.",H0264,Simon
2026,HB132,"Graduation with an advanced studies diploma; requirements, complet. of Int'l Baccalaureate diploma.",H0264,Simon
2026,HB133,Electronic execution of estate planning documents; codifies Uniform Electronic Wills Act.,H0264,Simon
2026,HB134,Virginia Conservation Easement Act; definition of federally recognized tribe.,H0264,Simon
2026,HB135,"Virginia Code Commission; extends subdivision plats work group, report.",H0264,Simon
2026,HB136,"Sickle cell disease; feasibility of Medicaid benefit and Medicaid Health Homes, report.",H0301,Reid
2026,HB137,"Income tax, state; increases current cap of military benefits that may be subtracted.",H0360,Feggans
2026,HB138,Public high schools; career coach required.,H0323,Simonds
2026,HB139,School board policies; unpaid educational leave for certain employee association officers.,H0323,Simonds
2026,HB140,"Federally Recognized Tribes, Commission on; purpose, powers, sunset extended.",H0281,Krizek
2026,HB141,Virginia Passenger Rail Authority; certain exemptions.,H0301,Reid
2026,HB142,"Access to Housing Task Force; established, report.",H0361,Gardner
2026,HB143,Surplus real property; prioritization of disposition for affordable and middle-income housing.,H0361,Gardner
2026,HB144,"Waverly, Town of; amending charter, transitioning town government.",H0347,Wachsmann
2026,HB145,"Fantasy contests; regulation and taxation, civil penalty, repeals Fantasy Contests Act.",H0281,Krizek
2026,HB146,"Health Care Learning Lab and Regulatory Improvement Program; established, report, sunset.",H0348,Williams
2026,HB147,U.S. Route 58 Corridor Development Program; issuance of bonds.,H0348,Williams
2026,HB148,"Children; seizure, etc., of property used in connection with exploitation and solicitation.",H0348,Williams
2026,HB149,Probation; decreasing period.,H0348,Williams
2026,HB150,Felonies; limitation on prosecution due to lapse of time after finding of probable cause.,H0348,Williams
2026,HB151,Food service permits; out-of-state caterers.,H0348,Williams
2026,HB152,Little bluestem (Schizachyrium scoparium); designating as the official state grass.,H0351,Seibold
2026,HB153,"Data centers; site assessment, sound profile of the high energy use facility.",H0382,Thomas
2026,HB154,"Data centers; use of emergency generation unit, disclosure requirements.",H0382,Thomas
2026,HB155,Electric utilities; certificate of operation for high-load facilities.,H0382,Thomas
2026,HB156,Electronic death reg. system; requiring certain applicants for licensure to complete training.,H0281,Krizek
2026,HB157,Real Estate Board; an applicant for new real estate license to certify criminal history info.,H0351,Seibold
2026,HB158,Abuse or neglect of a child; transition of a child to sex or gender other than biological sex.,H0364,Griffin
2026,HB159,"Va. Freedom of Information Act; proceedings for enforcement, petition for mandamus or injunction.",H0264,Simon
2026,HB160,"FOIA; officers, employees, or members of a public body, alleged willful and knowing violations.",H0264,Simon
2026,HB161,"Virginia Lottery; internet gaming authorized, definitions, penalties, effective clause.",H0264,Simon
2026,HB162,Public campaign financing; counties and cities may establish for certain offices.,H0264,Simon
2026,HB163,"Notarization, filing, & recordation of certain land records; duties of notary or settlement agent.",H0264,Simon
2026,HB164,Housing for local employees; grants for homeownership.,H0382,Thomas
2026,HB165,"Contractors, Board for; examinations available in alternative languages.",H0382,Thomas
2026,HB166,"Noise ordinances; removes exemption for industrial property, civil penalties.",H0382,Thomas
2026,HB167,Tax exemptions; Confederacy organizations.,H0311,Askew
2026,HB168,Election of certain governing bodies; conversion to single-member districts.,H0311,Askew
2026,HB169,"Emergency management; work group to evaluate existing needs in the Commonwealth, report.",H0311,Askew
2026,HB170,"Real estate appraisers; ed. requirements for licensure, fair housing and appraisal bias course.",H0311,Askew
2026,HB171,"Student instruction; Internet safety, policy to include key modern digital safety topics.",H0311,Askew
2026,HB172,"Criminal cases; request for a jury to ascertain range of punishment, etc.",H0396,Mehta
2026,HB173,"State correctional facilities; visitation policies, annual report.",H0353,Anthony
2026,HB174,Va. Residential Landlord & Tenant Act; early termination of rental agreement by military personnel.,H0360,Feggans
2026,HB175,"Real property; tax exemption, surviving spouses of members of Armed Forces who died in line of duty.",H0360,Feggans
2026,HB176,State-facilitated IRA savings program; various changes to the program.,H0227,Torian
2026,HB177,Fee for passing bad checks to localities; payment order not paid by recipient.,H0353,Anthony
2026,HB178,Certified student support agencies; DOE to assess impact of developing program for students.,H0353,Anthony
2026,HB179,"Virginia Fleet Modernization Advisory Council; established, report, sunset.",H0353,Anthony
2026,HB180,"Work-Based Learning Coordinator Pilot Program; established, report, sunset.",H0353,Anthony
2026,HB181,Affordable dwelling unit program; adds Roanoke City to list of localities with authority to provide.,H0266,Rasoul
2026,HB182,High school graduation requirements; history and social studies credits.,H0301,Reid
2026,HB183,"First-time home buyer savings plan; townhouses, principal limits.",H0301,Reid
2026,HB184,"All-Payer Claims Database; Virginia Department of Health shall conduct an evaluation, report.",H0317,Helmer
2026,HB185,Orders closing a proceeding; petitions for review.,H0396,Mehta
2026,HB186,"Estheticians; permanent make-up specialty insurance, licensure by endorsement.",H0348,Williams
2026,HB187,"Virginia Beach, City of; amending charter, transition to a city council, voting districts.",H0295,Convirs-Fowler
2026,HB188,"Income tax, state; establishes a new income tax bracket beginning in taxable year 2026.",H0295,Convirs-Fowler
2026,HB189,"Certain student assessment requirements; calculation of final course grade, effective clause.",H0295,Convirs-Fowler
2026,HB190,"Electronic fund transfers; Office of AG shall convene work group to review fraudulent activity, etc.",H0295,Convirs-Fowler
2026,HB191,Victims of sex trafficking; immunity for minors to arrest or prosecution for prostitution.,H0295,Convirs-Fowler
2026,HB192,General district courts; jurisdictional limits relating to motor vehicle accidents.,H0295,Convirs-Fowler
2026,HB193,Parole; exception to limitation on the application of parole statutes.,H0207,McQuinn
2026,HB194,Judges; maximum number of judges in each judicial district.,H0207,McQuinn
2026,HB195,Programs for at-risk students; permissible uses of funding.,H0207,McQuinn
2026,HB196,"Mixed-income housing; creating a two-year pilot program that provides loan origination, etc.",H0382,Thomas
2026,HB197,"Zoning appeals, board of; appellate jurisdiction upon appeal from the circuit court.",H0382,Thomas
2026,HB198,"Local government; review of decision by board of zoning appeals, procedures for filing petition.",H0382,Thomas
2026,HB199,Standards of Learning assessments; through-year growth assessment system eliminated.,H0266,Rasoul
2026,HB200,"Transit Entities, certain; funding and administration.",H0207,McQuinn
2026,HB201,School boards; safe storage of prescription drugs and firearms in the household.,H0355,Cohen
2026,HB202,"Single-family-homes; prohibited acquisition, civil penalty.",H0364,Griffin
2026,HB203,"Middle Eastern and North African Advisory Board; established, sunset.",H0380,Reaser
2026,HB204,Virginia Law Officers' Retirement System; extends membership to emergency dispatchers.,H0335,Cherry
2026,HB205,"Va. Retirement System; enhanced retirement benefits for 911 dispatchers, delayed effective date.",H0335,Cherry
2026,HB206,College partnership laboratory schools; transparency.,H0370,Keys-Gamarra
2026,HB207,Retail Sales and Use Tax; imposes firearm suppressor tax.,H0370,Keys-Gamarra
2026,HB208,Anti-harassment orders; creates a procedure for issuing an order.,H0348,Williams
2026,HB209,Peer recovery specialists; VDH & DOC to develop guidelines for hiring.,H0284,Price
2026,HB210,School meal debt; each school board to annually report.,H0284,Price
2026,HB211,"Head start, etc.; Head Start State Collaboration Office to develop for endorsement a report, etc.",H0361,Gardner
2026,HB212,"Election offenses; intimidation and threats toward election officials, penalty.",H0361,Gardner
2026,HB213,Uniform Military and Overseas Voters Act; restrictions on ballot eligibility.,H0360,Feggans
2026,HB214,Home Flood Protection Assistance Program; enables a locality to establish by ordinance.,H0360,Feggans
2026,HB215,"Voter registration; list maintenance, third-party data exchanges approved by State Bd. of Elections.",H0365,Henson
2026,HB216,"Health insurance; coverage for prosthetic and custom orthotic devices and components, reports.",H0317,Helmer
2026,HB217,"Assault firearms & certain ammunition feeding devices; purchase, sale, etc., prohibited, penalties.",H0317,Helmer
2026,HB218,Casino gaming; consideration of service permit application.,H0207,McQuinn
2026,HB219,Kei vehicles; operation and requirements.,H0360,Feggans
2026,HB220,Health insurance; tobacco surcharge.,H0219,Hope
2026,HB221,"Appeals bond; indigent parties, appeal of unlawful detainer.",H0219,Hope
2026,HB222,Public pools; regulations.,H0219,Hope
2026,HB223,Public defender; local funding for positions.,H0219,Hope
2026,HB224,Paternity; proceedings to establish.,H0219,Hope
2026,HB225,Marcus Alert Evaluation Task Force; created.,H0219,Hope
2026,HB226,County manager plan of government; independent policing auditor.,H0219,Hope
2026,HB227,Line of Duty Act; transitional coverage.,H0390,Cornett
2026,HB228,"Accountancy, Board of; licensing requirements, inactive and emeritus status.",H0308,McNamara
2026,HB229,Weapons; possession prohibited in hospital that provides mental health or developmental services.,H0366,Hernandez
2026,HB230,"Motor vehicles; use of safety belt systems, certain emergency medical services personnel exempted.",H0207,McQuinn
2026,HB231,"Autism Advisory Council; name change, membership, staffing, powers and duties.",H0355,Cohen
2026,HB232,"Collaborative agreements; removes registered nurses from list of practitioners, etc.",H0347,Wachsmann
2026,HB233,"Motor vehicles; use of safety belt systems, exempts certain emergency medical services personnel.",H0347,Wachsmann
2026,HB234,"Elections; general provisions, electoral board members to wear identification, civil penalty.",H0399,Pope Adams
2026,HB235,"Elections; districts, precincts, and polling places, pilot program for super precincts.",H0361,Gardner
2026,HB236,"Local, regional, and school library material; establishment of model policies.",H0361,Gardner
2026,HB237,Va. Coastal Resilience Master Plan; identifying areas where marshes may migrate in face of sea rise.,H0239,Lopez
2026,HB238,"Minimum wage and overtime wages; payment, of wages, misclassification of workers, civil actions.",H0239,Lopez
2026,HB239,Loudoun County; DCR to accept property to establish a state park.,H0239,Lopez
2026,HB240,"Admission to bail; fixing terms of bail, mental health considerations.",H0361,Gardner
2026,HB241,"License plates; only rear plate required, exception.",H0314,"Cole, J.G."
2026,HB242,Public utilities; budget plan payment increases.,H0314,"Cole, J.G."
2026,HB243,Corporate welfare tax; imposes on large employers a tax equal to 100% of qualified employee benefit.,H0314,"Cole, J.G."
2026,HB244,Robbery; conforms certain provisions of Code to degrees of robbery offenses.,H0108,Watts
2026,HB245,"Jurisdiction of district courts in felony cases; specialty dockets, Behavioral Health Docket Act.",H0108,Watts
2026,HB246,"Mental illness, neurocognitive disorder, etc.; affirmative defense or reduced penalty.",H0108,Watts
2026,HB247,"Deferred dispos. in criminal case; persons with autism, intellectual, or developmental disabilities.",H0108,Watts
2026,HB248,Interjurisdictional law-enforcement agreements; development of behavioral health co-response teams.,H0108,Watts
2026,HB249,Marcus alert system; external database information removal.,H0108,Watts
2026,HB250,"Sex offenses prohibiting proximity to children; Park Authorities Act, penalty.",H0108,Watts
2026,HB251,Assault and battery; creates Class 6 felony for serious bodily injury.,H0108,Watts
2026,HB252,Servient estate; establishes relocation or modification of easement by owner.,H0108,Watts
2026,HB253,Interstate Teacher Mobility Compact; enters the Commonwealth into Compact.,H0349,Glass
2026,HB254,Child Care Subsidy Program; income-based eligibility for assistance.,H0349,Glass
2026,HB255,"School Psychologists, Interstate Compact for; enters the Commonwealth into Compact.",H0349,Glass
2026,HB256,Comprehensive plan; environmental justice strategy.,H0323,Simonds
2026,HB257,Comprehensive plan; social determinants of health.,H0323,Simonds
2026,HB258,Early childhood care and education; updates terminology.,H0323,Simonds
2026,HB259,"Home-Based Child Care Provider Start-Up Grants Pilot Program; established, sunset.",H0323,Simonds
2026,HB260,Public service companies; prevailing wage rate for underground infrastructure work.,H0323,Simonds
2026,HB261,Real property; tax classification of land and improvements in City of Newport News.,H0323,Simonds
2026,HB262,Minimum parking requirements; prohibition on mandates by localities.,H0323,Simonds
2026,HB263,Certified school library specialists; Superintendent of Public Instruction to employ in DOE.,H0323,Simonds
2026,HB264,"School Construction and Modernization, Commission on; extends sunset date.",H0323,Simonds
2026,HB265,"Students, certain; grants at public institutions of higher education, qualifications.",H0345,Tata
2026,HB266,Child abuse and neglect; creates centralized intake and validity determination.,H0345,Tata
2026,HB267,"Workers with disabilities; earned income disregard, cost-of-living adjustment.",H0345,Tata
2026,HB268,"Fines and costs; period of limitations on collection, deferred payment agreement.",H0366,Hernandez
2026,HB269,"Motorized mobility vehicles; established as a new class of vehicle, civil penalties.",H0301,Reid
2026,HB270,State parks; access for veterans; free entry and discounted services.,H0136,Wright
2026,HB271,"Gaming Commission; established, penalties, report.",H0281,Krizek
2026,HB272,Film industry community zones; local designation.,H0325,Walker
2026,HB273,"Law-enforcement officers; duty to render aid upon danger to life or limb, civil immunity.",H0317,Helmer
2026,HB274,"Children; seizure, etc., of property used in connection with exploitation and solicitation.",H0325,Walker
2026,HB275,Employment prohibition exceptions; apprenticeship program for children 16 years of age or older.,H0266,Rasoul
2026,HB276,Virginia State Bar; rules and regulations relating to schedule of fees for members.,H0056,Kilgore
2026,HB277,"Zoning; wireless facility modifications, application process.",H0351,Seibold
2026,HB278,Local anti-rent gouging authority; civil penalty.,H0336,Clark
2026,HB279,Teachers; timeline and process for increasing salaries to at least national average.,H0336,Clark
2026,HB280,Comprehensive children's health care coverage program; DMAS Services to establish.,H0336,Clark
2026,HB281,Va. Residential Landlord and Tenant Act; defense to action for possession for nonpayment of rent,H0354,Callsen
2026,HB282,Real property tax; classification of land and improvement in Cities of Charlottesville/Falls Church.,H0354,Callsen
2026,HB283,Child abuse or neglect; prenatal use of a controlled substance or drug as prescribed.,H0361,Gardner
2026,HB284,"Electric utilities; electric demand flexibility programs, high energy demand customers, report.",H0360,Feggans
2026,HB285,"Distributed Energy Resources Task Force; created, membership, reports, sunset.",H0317,Helmer
2026,HB286,"Virginia National Guard; orders transmitted to and through Governor, annual reports.",H0317,Helmer
2026,HB287,Higher ed. institution; eligibility for in-state tuition for citizens of fed. recognized Va. tribes.,H0323,Simonds
2026,HB288,"Education, Department of; website posting of certain instructional resources.",H0386,Anderson
2026,HB289,Electric utilities; small portable solar generation devices.,H0386,Anderson
2026,HB290,False statements as to school division or attendance zone residency; penalty.,H0386,Anderson
2026,HB291,Fishing tackle recycling and disposal; educational webpage.,H0386,Anderson
2026,HB292,Agricultural and forestal districts advisory committee; membership.,H0386,Anderson
2026,HB293,"Corporations; limited liability decentralized autonomous orgs. (LLDs), delayed effective date.",H0317,Helmer
2026,HB294,Malicious bodily injury to correctional officers; penalties.,H0390,Cornett
2026,HB295,"Aggravated murder; adds correctional officers to definition, punishment.",H0390,Cornett
2026,HB296,"State correctional facilities; visitation policies, reports.",H0351,Seibold
2026,HB297,"Assisted living facilities; resident referral agencies, required disclosures.",H0351,Seibold
2026,HB298,Public elementary or secondary school students; evidence-based restorative disciplinary practices.,H0207,McQuinn
2026,HB299,"SOL assessments and related assessment methods; development, administration, scoring, and release.",H0317,Helmer
2026,HB300,"Expiration of cooperative agreements; period of oversight by VDH Commissioner, transfer of records.",H0219,Hope
2026,HB301,Adult adoptees; access to vital records.,H0354,Callsen
2026,HB302,ATVs and off-road motorcycles; operation in the Southwest Regional Recreation Authority.,H0224,Morefield
2026,HB303,"Divorce; adultery, filing, parties living separate and apart, report.",H0269,Sullivan
2026,HB304,Conventional home mortgage loans; assumption provisions.,H0269,Sullivan
2026,HB305,Heart of Appalachia Tourism Authority; quorum.,H0224,Morefield
2026,HB306,Wills and estates; claims to exempt property and allowances.,H0387,Carnegie
2026,HB307,Administration of estates; claims against decedent or estate.,H0387,Carnegie
2026,HB308,"Va. ABC Authority; permitting of retail tobacco product retailers, etc.",H0219,Hope
2026,HB309,"Temporary detention in hospital; issuance of order for testing, observation, or treatment.",H0219,Hope
2026,HB310,"Artificial Intelligence Workforce Impact Act; established, report.",H0360,Feggans
2026,HB311,"Photo speed monitoring devices; summons by mail, certain information to be included.",H0347,Wachsmann
2026,HB312,"Motor vehicles; glass repair and replacement, emissions inspections, penalties, repeals.",H0387,Carnegie
2026,HB313,"Virginia FOIA; public records to be open to inspection, non-citizen property owners.",H0347,Wachsmann
2026,HB314,Uniform Statewide Building Code; homeowners who live off grid.,H0347,Wachsmann
2026,HB315,Removal of clutter; cutting of grass; agricultural use exemption; Planning District 19.,H0347,Wachsmann
2026,HB316,Virginia Stock Corporation Act; changes to Act.,H0219,Hope
2026,HB317,Damage or trespass to public services or utilities or critical infrastructure; penalties.,H0399,Pope Adams
2026,HB318,"Virginia Parole Board; powers and duties, juvenile offenders, parole procedures and considerations.",H0219,Hope
2026,HB319,"Back-end, opt-out automatic voter registration; work group to study implementation.",H0366,Hernandez
2026,HB320,"Live streaming while driving; prohibited, penalty.",H0314,"Cole, J.G."
2026,HB321,"Agricultural Workforce Mental Health and Suicide Prevention Program; established, report.",H0349,Glass
2026,HB322,"Misbranded food; manufactured-protein food products, civil penalty.",H0349,Glass
2026,HB323,"Data centers; Department of Energy shall lead efforts to accelerate use of waste heat, report.",H0269,Sullivan
2026,HB324,Electric Vehicle Rural Infrastructure Program and Fund; established and created.,H0269,Sullivan
2026,HB325,"Fire Programs, Department of; development of mental health awareness training.",H0269,Sullivan
