year,member,member_id,chamber,party,source,source_url
2026,Bill DeSteph,S0096,Senate,R,Virginia Senate,https://apps.senate.virginia.gov/Senator/memberpage.php?id=S96
2026,"J.D. ""Danny"" Diggs",S0119,Senate,R,Virginia Senate,https://apps.senate.virginia.gov/Senator/memberpage.php?id=S119
2026,Tara A. Durant,S0120,Senate,R,Virginia Senate,https://apps.senate.virginia.gov/Senator/memberpage.php?id=S120
2026,Adam P. Ebbin,S0085,Senate,D,verified fallback reference,https://apps.senate.virginia.gov/Senator/memberpage.php?id=S85
2026,Barbara A. Favola,S0086,Senate,D,Virginia Senate,https://apps.senate.virginia.gov/Senator/memberpage.php?id=S86
2026,Timmy French,S0121,Senate,R,Virginia Senate,https://apps.senate.virginia.gov/Senator/memberpage.php?id=S121
2026,T. Travis Hackworth,S0112,Senate,R,Virginia Senate,https://apps.senate.virginia.gov/Senator/memberpage.php?id=S112
2026,Ghazala F. Hashmi,S0108,Senate,D,verified fallback reference,https://apps.senate.virginia.gov/Senator/memberpage.php?id=S108
2026,Christopher T. Head,S0122,Senate,R,Virginia Senate,https://apps.senate.virginia.gov/Senator/memberpage.php?id=S122
2026,Michael J. Jones,S0134,Senate,D,Virginia Senate,https://apps.senate.virginia.gov/Senator/memberpage.php?id=S134
2026,Emily M. Jordan,S0116,Senate,R,Virginia Senate,https://apps.senate.virginia.gov/Senator/memberpage.php?id=S116
2026,Mamie E. Locke,S0067,Senate,D,Virginia Senate,https://apps.senate.virginia.gov/Senator/memberpage.php?id=S67
2026,L. Louise Lucas,S0019,Senate,D,Virginia Senate,https://apps.senate.virginia.gov/Senator/memberpage.php?id=S19
2026,David W. Marsden,S0080,Senate,D,Virginia Senate,https://apps.senate.virginia.gov/Senator/memberpage.php?id=S80
2026,Ryan T. McDougle,S0069,Senate,R,Virginia Senate,https://apps.senate.virginia.gov/Senator/memberpage.php?id=S69
2026,Jeremy S. McPike,S0098,Senate,D,Virginia Senate,https://apps.senate.virginia.gov/Senator/memberpage.php?id=S98
2026,Tammy Brankley Mulchi,S0131,Senate,R,Virginia Senate,https://apps.senate.virginia.gov/Senator/memberpage.php?id=S131
2026,Mark D. Obenshain,S0068,Senate,R,Virginia Senate,https://apps.senate.virginia.gov/Senator/memberpage.php?id=S68
2026,Mark J. Peake,S0105,Senate,R,Virginia Senate,https://apps.senate.virginia.gov/Senator/memberpage.php?id=S105
2026,Stella G. Pekarsky,S0124,Senate,D,Virginia Senate,https://apps.senate.virginia.gov/Senator/memberpage.php?id=S124
2026,Russet Perry,S0125,Senate,D,Virginia Senate,https://apps.senate.virginia.gov/Senator/memberpage.php?id=S125
2026,Todd E. Pillion,S0111,Senate,R,Virginia Senate,https://apps.senate.virginia.gov/Senator/memberpage.php?id=S111
2026,Bryce E. Reeves,S0088,Senate,R,Virginia Senate,https://apps.senate.virginia.gov/Senator/memberpage.php?id=S88
2026,Danica A. Roem,S0126,Senate,D,Virginia Senate,https://apps.senate.virginia.gov/Senator/memberpage.php?id=S126
2026,Aaron R. Rouse,S0113,Senate,D,Virginia Senate,https://apps.senate.virginia.gov/Senator/memberpage.php?id=S113
2026,Saddam Azlan Salim,S0127,Senate,D,Virginia Senate,https://apps.senate.virginia.gov/Senator/memberpage.php?id=S127
2026,Kannan Srinivasan,S0133,Senate,D,Virginia Senate,https://apps.senate.virginia.gov/Senator/memberpage.php?id=S133
2026,"William M. Stanley, Jr.",S0082,Senate,R,Virginia Senate,https://apps.senate.virginia.gov/Senator/memberpage.php?id=S82
2026,Richard H. Stuart,S0078,Senate,R,Virginia Senate,https://apps.senate.virginia.gov/Senator/memberpage.php?id=S78
2026,"Glen H. Sturtevant, Jr.",S0099,Senate,R,Virginia Senate,https://apps.senate.virginia.gov/Senator/memberpage.php?id=S99
2026,David R. Suetterlein,S0101,Senate,R,Virginia Senate,https://apps.senate.virginia.gov/Senator/memberpage.php?id=S101
2026,Scott A. Surovell,S0100,Senate,D,Virginia Senate,https://apps.senate.virginia.gov/Senator/memberpage.php?id=S100
2026,Schuyler T. VanValkenburg,S0129,Senate,D,Virginia Senate,https://apps.senate.virginia.gov/Senator/memberpage.php?id=S129
2026,Angelia Williams Graves,S0130,Senate,D,Virginia Senate,https://apps.senate.virginia.gov/Senator/memberpage.php?id=S130
