member_id,MBR_NAME,party,topic_name,topic_vote_events,eligible_topic_events,party_break_events,cross_party_events,cross_party_pct
H0308,Joseph P. McNamara,R,Technology and Data,29,29,2,1,3.4482758620689653
H0329,Bill Wiley,R,Technology and Data,29,29,1,1,3.4482758620689653
H0350,Ellen H. McLaughlin,R,Social Services,29,29,1,1,3.4482758620689653
H0357,Will Davis,R,Marriage and Domestic Relations,29,29,2,1,3.4482758620689653
H0385,JJ Singh,D,Technology and Data,29,29,1,1,3.4482758620689653
H0264,Marcus B. Simon,D,Technology and Data,31,30,1,1,3.3333333333333335
H0314,Joshua G. Cole,D,Alcoholic Beverage and Cannabis Control,32,30,1,1,3.3333333333333335
H0336,Nadarius E. Clark,D,Taxes and Revenue,50,30,1,1,3.3333333333333335
H0356,Rae Cousins,D,Technology and Data,30,30,1,1,3.3333333333333335
H0371,Amy J. Laufer,D,Technology and Data,30,30,1,1,3.3333333333333335
H0377,Delores Oates,R,Technology and Data,30,30,1,1,3.3333333333333335
H0136,"Thomas C. Wright, Jr.",R,Higher Education,34,31,4,1,3.225806451612903
H0305,Kathy K.L. Tran,D,Technology and Data,31,31,1,1,3.225806451612903
H0328,Scott A. Wyatt,R,Agriculture and Food,31,31,2,1,3.225806451612903
H0335,Mike A. Cherry,R,Social Services,31,31,1,1,3.225806451612903
H0212,Betsy B. Carr,D,Technology and Data,32,32,1,1,3.125
H0266,Sam Rasoul,D,State Government,34,32,1,1,3.125
H0238,M. Keith Hodges,R,Agriculture and Food,33,33,1,1,3.0303030303030303
H0308,Joseph P. McNamara,R,Higher Education,34,33,1,1,3.0303030303030303
H0334,Elizabeth B. Bennett-Parker,D,Courts and Civil Law,40,33,1,1,3.0303030303030303
H0335,Mike A. Cherry,R,State Government,33,33,1,1,3.0303030303030303
H0391,Lindsey Dougherty,D,Technology and Data,34,33,1,1,3.0303030303030303
H0238,M. Keith Hodges,R,State Government,36,35,1,1,2.857142857142857
H0365,"Rozia A. Henson, Jr.",D,State Government,35,35,2,1,2.857142857142857
H0349,Jackie H. Glass,D,Higher Education,36,36,1,1,2.7777777777777777
H0314,Joshua G. Cole,D,Higher Education,38,37,1,1,2.7027027027027026
H0399,Kimberly Pope Adams,D,Agriculture and Food,38,38,1,1,2.631578947368421
H0224,James W. Morefield,R,State Government,41,39,1,1,2.564102564102564
H0351,Holly M. Seibold,D,Technology and Data,41,39,1,1,2.564102564102564
H0350,Ellen H. McLaughlin,R,State Government,44,40,1,1,2.5
H0364,Timothy P. Griffin,R,Family and Children,48,41,10,1,2.4390243902439024
H0136,"Thomas C. Wright, Jr.",R,Behavioral Health,47,42,5,1,2.380952380952381
H0136,"Thomas C. Wright, Jr.",R,Taxes and Revenue,48,42,7,1,2.380952380952381
H0238,M. Keith Hodges,R,Social Services,44,42,1,1,2.380952380952381
H0308,Joseph P. McNamara,R,Behavioral Health,48,43,1,1,2.3255813953488373
H0328,Scott A. Wyatt,R,Higher Education,43,43,1,1,2.3255813953488373
H0267,"Robert S. Bloxom, Jr.",R,State Government,47,45,1,1,2.2222222222222223
H0124,R. Lee Ware,R,Family and Children,49,47,2,1,2.127659574468085
H0349,Jackie H. Glass,D,Family and Children,49,47,1,1,2.127659574468085
H0374,Marty Martinez,D,Taxes and Revenue,49,47,1,1,2.127659574468085
H0247,Michael J. Webert,R,Agriculture and Food,48,48,4,1,2.083333333333333
H0364,Timothy P. Griffin,R,Taxes and Revenue,48,48,10,1,2.083333333333333
H0362,"Thomas A. Garrett, Jr.",R,Family and Children,57,49,10,1,2.0408163265306123
H0369,Hillary Pugh Kent,R,Taxes and Revenue,49,49,5,1,2.0408163265306123
H0392,Mark C. Downey,D,Taxes and Revenue,51,49,1,1,2.0408163265306123
H0262,"James A. ""Jay"" Leftwich",R,Behavioral Health,51,50,2,1,2.0
H0362,"Thomas A. Garrett, Jr.",R,Environment and Conservation,52,50,5,1,2.0
H0321,Chris S. Runion,R,Behavioral Health,51,51,3,1,1.9607843137254901
H0334,Elizabeth B. Bennett-Parker,D,Public Safety,52,51,1,1,1.9607843137254901
H0382,Joshua E. Thomas,D,Higher Education,51,51,1,1,1.9607843137254901
H0124,R. Lee Ware,R,Public Safety,53,52,1,1,1.9230769230769231
H0266,Sam Rasoul,D,Environment and Conservation,53,52,1,1,1.9230769230769231
H0295,Kelly K. Convirs-Fowler,D,Public Safety,58,52,1,1,1.9230769230769231
H0327,Rodney T. Willett,D,Agriculture and Food,53,52,1,1,1.9230769230769231
H0369,Hillary Pugh Kent,R,Higher Education,52,52,2,1,1.9230769230769231
H0387,"Karen R. ""Kacey"" Carnegie",D,Environment and Conservation,52,52,1,1,1.9230769230769231
H0405,Garrett McGuire,D,Environment and Conservation,53,53,1,1,1.8867924528301887
H0242,Israel D. O'Quinn,R,Environment and Conservation,54,54,2,1,1.8518518518518516
H0281,Paul E. Krizek,D,Agriculture and Food,54,54,1,1,1.8518518518518516
H0354,Katrina Callsen,D,Behavioral Health,56,54,1,1,1.8518518518518516
H0369,Hillary Pugh Kent,R,Behavioral Health,54,54,2,1,1.8518518518518516
H0371,Amy J. Laufer,D,Agriculture and Food,54,54,1,1,1.8518518518518516
H0342,Phillip A. Scott,R,Higher Education,57,55,11,1,1.8181818181818181
H0398,Justin Pence,R,Insurance,56,55,3,1,1.8181818181818181
H0294,Karrie K. Delaney,D,Behavioral Health,56,56,1,1,1.7857142857142856
H0350,Ellen H. McLaughlin,R,Behavioral Health,58,56,2,1,1.7857142857142856
H0357,Will Davis,R,Behavioral Health,56,56,1,1,1.7857142857142856
H0362,"Thomas A. Garrett, Jr.",R,Insurance,57,56,4,1,1.7857142857142856
H0362,"Thomas A. Garrett, Jr.",R,"Study Commissions, Committees, and Reports",61,56,5,1,1.7857142857142856
H0377,Delores Oates,R,Family and Children,56,56,2,1,1.7857142857142856
H0386,Jessica L. Anderson,D,Environment and Conservation,56,56,1,1,1.7857142857142856
H0207,Delores L. McQuinn,D,Taxes and Revenue,62,57,1,1,1.7543859649122806
H0347,"H. Otto Wachsmann, Jr.",R,Insurance,57,57,2,1,1.7543859649122806
H0360,Michael B. Feggans,D,Taxes and Revenue,57,57,1,1,1.7543859649122806
H0328,Scott A. Wyatt,R,Behavioral Health,58,58,1,1,1.7241379310344827
H0350,Ellen H. McLaughlin,R,Public Safety,58,58,1,1,1.7241379310344827
H0372,Destiny LeVere Bolling,D,Public Safety,58,58,1,1,1.7241379310344827
H0377,Delores Oates,R,Behavioral Health,58,58,1,1,1.7241379310344827
H0395,John Chilton McAuliff,D,Business and Commerce,66,58,1,1,1.7241379310344827
H0328,Scott A. Wyatt,R,Environment and Conservation,59,59,1,1,1.694915254237288
H0354,Katrina Callsen,D,Public Safety,62,59,1,1,1.694915254237288
H0266,Sam Rasoul,D,Business and Commerce,60,60,1,1,1.6666666666666667
H0314,Joshua G. Cole,D,Insurance,60,60,1,1,1.6666666666666667
H0333,Jason S. Ballard,R,Behavioral Health,60,60,1,1,1.6666666666666667
H0390,Mitchell Cornett,R,Business and Commerce,60,60,3,1,1.6666666666666667
H0401,Madison Whittle,R,Public Safety,61,60,3,1,1.6666666666666667
H0136,"Thomas C. Wright, Jr.",R,Business and Commerce,66,61,2,1,1.639344262295082
H0231,Tony O. Wilt,R,Behavioral Health,61,61,4,1,1.639344262295082
H0347,"H. Otto Wachsmann, Jr.",R,Business and Commerce,61,61,1,1,1.639344262295082
H0394,Karen Hamilton,R,"Study Commissions, Committees, and Reports",65,61,4,1,1.639344262295082
H0269,"Richard C. ""Rip"" Sullivan, Jr.",D,Behavioral Health,62,62,1,1,1.6129032258064515
H0349,Jackie H. Glass,D,Firearms,71,62,1,1,1.6129032258064515
H0377,Delores Oates,R,"Study Commissions, Committees, and Reports",63,63,1,1,1.5873015873015872
H0384,Eric Phillips,R,Business and Commerce,63,63,1,1,1.5873015873015872
H0295,Kelly K. Convirs-Fowler,D,Firearms,73,64,1,1,1.5625
H0369,Hillary Pugh Kent,R,Courts and Civil Law,66,65,4,1,1.5384615384615385
H0383,Eric R. Zehr,R,Public Safety,66,65,7,1,1.5384615384615385
H0404,Margaret A. Franklin,D,Courts and Civil Law,67,66,1,1,1.5151515151515151
H0124,R. Lee Ware,R,Business and Commerce,67,67,1,1,1.4925373134328357
H0242,Israel D. O'Quinn,R,Public Safety,67,67,3,1,1.4925373134328357
H0294,Karrie K. Delaney,D,Public Safety,67,67,1,1,1.4925373134328357
H0390,Mitchell Cornett,R,Courts and Civil Law,67,67,6,1,1.4925373134328357
H0355,Laura Jane Cohen,D,Courts and Civil Law,72,68,1,1,1.4705882352941175
H0364,Timothy P. Griffin,R,Firearms,71,68,3,1,1.4705882352941175
H0238,M. Keith Hodges,R,Public Safety,70,69,1,1,1.4492753623188406
H0247,Michael J. Webert,R,Courts and Civil Law,72,69,7,1,1.4492753623188406
H0238,M. Keith Hodges,R,Business and Commerce,72,71,2,1,1.4084507042253522
H0374,Marty Martinez,D,Courts and Civil Law,71,71,1,1,1.4084507042253522
H0328,Scott A. Wyatt,R,Insurance,73,72,4,1,1.3888888888888888
H0355,Laura Jane Cohen,D,"Study Commissions, Committees, and Reports",76,72,1,1,1.3888888888888888
H0398,Justin Pence,R,Budget and Appropriations,72,72,3,1,1.3888888888888888
H0242,Israel D. O'Quinn,R,Courts and Civil Law,74,73,3,1,1.36986301369863
H0297,Elizabeth R. Guzman,D,Courts and Civil Law,75,73,1,1,1.36986301369863
H0305,Kathy K.L. Tran,D,Courts and Civil Law,73,73,1,1,1.36986301369863
H0357,Will Davis,R,Budget and Appropriations,73,73,1,1,1.36986301369863
H0124,R. Lee Ware,R,Firearms,75,74,1,1,1.3513513513513513
H0348,Wren M. Williams,R,Firearms,76,74,1,1,1.3513513513513513
H0350,Ellen H. McLaughlin,R,Firearms,76,74,1,1,1.3513513513513513
H0231,Tony O. Wilt,R,Budget and Appropriations,75,75,4,1,1.3333333333333335
H0238,M. Keith Hodges,R,Insurance,76,75,1,1,1.3333333333333335
H0247,Michael J. Webert,R,Budget and Appropriations,76,75,2,1,1.3333333333333335
H0262,"James A. ""Jay"" Leftwich",R,Firearms,76,75,1,1,1.3333333333333335
H0284,"Marcia S. ""Cia"" Price",D,Courts and Civil Law,78,75,3,1,1.3333333333333335
H0305,Kathy K.L. Tran,D,Business and Commerce,75,75,1,1,1.3333333333333335
H0325,Wendell S. Walker,R,Budget and Appropriations,76,75,1,1,1.3333333333333335
H0335,Mike A. Cherry,R,Firearms,75,75,1,1,1.3333333333333335
H0056,Terry G. Kilgore,R,Firearms,76,76,1,1,1.3157894736842104
H0227,Luke E. Torian,D,"Study Commissions, Committees, and Reports",86,76,1,1,1.3157894736842104
H0238,M. Keith Hodges,R,Firearms,76,76,1,1,1.3157894736842104
H0267,"Robert S. Bloxom, Jr.",R,Firearms,77,76,1,1,1.3157894736842104
H0365,"Rozia A. Henson, Jr.",D,Behavioral Health,79,76,3,1,1.3157894736842104
H0395,John Chilton McAuliff,D,Health and Healthcare,86,76,1,1,1.3157894736842104
H0400,Virgil Thornton,D,Firearms,76,76,1,1,1.3157894736842104
H0344,Irene Shin,D,Behavioral Health,81,77,1,1,1.2987012987012987
H0390,Mitchell Cornett,R,Budget and Appropriations,78,77,2,1,1.2987012987012987
H0393,Lily V. Franklin,D,Courts and Civil Law,77,77,1,1,1.2987012987012987
H0399,Kimberly Pope Adams,D,Environment and Conservation,78,77,1,1,1.2987012987012987
H0173,Jeion A. Ward,D,Business and Commerce,84,78,1,1,1.282051282051282
H0362,"Thomas A. Garrett, Jr.",R,Health and Healthcare,89,78,9,1,1.282051282051282
H0321,Chris S. Runion,R,Taxes and Revenue,81,79,2,1,1.2658227848101267
H0328,Scott A. Wyatt,R,"Study Commissions, Committees, and Reports",80,80,3,1,1.25
H0284,"Marcia S. ""Cia"" Price",D,Behavioral Health,82,81,2,1,1.2345679012345678
H0297,Elizabeth R. Guzman,D,Business and Commerce,86,83,1,1,1.2048192771084338
H0395,John Chilton McAuliff,D,Environment and Conservation,95,83,1,1,1.2048192771084338
H0284,"Marcia S. ""Cia"" Price",D,"Study Commissions, Committees, and Reports",85,85,1,1,1.1764705882352942
H0314,Joshua G. Cole,D,Business and Commerce,85,85,1,1,1.1764705882352942
H0351,Holly M. Seibold,D,Health and Healthcare,89,85,1,1,1.1764705882352942
H0362,"Thomas A. Garrett, Jr.",R,Elections and Voting,95,85,12,1,1.1764705882352942
H0124,R. Lee Ware,R,Health and Healthcare,86,86,1,1,1.1627906976744187
H0253,Terry L. Austin,R,Budget and Appropriations,89,86,2,1,1.1627906976744187
H0259,"Hyland F. ""Buddy"" Fowler, Jr.",R,Health and Healthcare,89,86,2,1,1.1627906976744187
H0394,Karen Hamilton,R,Health and Healthcare,88,86,12,1,1.1627906976744187
H0377,Delores Oates,R,Housing,88,87,5,1,1.1494252873563218
H0284,"Marcia S. ""Cia"" Price",D,Business and Commerce,89,88,1,1,1.1363636363636365
H0364,Timothy P. Griffin,R,Elections and Voting,93,88,11,1,1.1363636363636365
H0384,Eric Phillips,R,Health and Healthcare,89,88,2,1,1.1363636363636365
H0325,Wendell S. Walker,R,Elections and Voting,93,89,3,1,1.1235955056179776
H0350,Ellen H. McLaughlin,R,Budget and Appropriations,89,89,1,1,1.1235955056179776
H0238,M. Keith Hodges,R,Budget and Appropriations,90,90,1,1,1.1111111111111112
H0266,Sam Rasoul,D,Housing,90,90,1,1,1.1111111111111112
H0321,Chris S. Runion,R,Insurance,96,91,1,1,1.098901098901099
H0336,Nadarius E. Clark,D,Transportation,126,92,3,1,1.0869565217391304
H0345,Anne Ferrell Tata,R,Health and Healthcare,92,92,2,1,1.0869565217391304
H0385,JJ Singh,D,Housing,93,92,1,1,1.0869565217391304
H0281,Paul E. Krizek,D,Business and Commerce,98,93,1,1,1.0752688172043012
H0394,Karen Hamilton,R,Elections and Voting,94,93,12,1,1.0752688172043012
H0398,Justin Pence,R,Health and Healthcare,93,93,9,1,1.0752688172043012
H0360,Michael B. Feggans,D,Housing,94,94,1,1,1.0638297872340425
H0369,Hillary Pugh Kent,R,Elections and Voting,94,94,3,1,1.0638297872340425
H0386,Jessica L. Anderson,D,Health and Healthcare,94,94,1,1,1.0638297872340425
H0391,Lindsey Dougherty,D,Taxes and Revenue,102,94,1,1,1.0638297872340425
H0231,Tony O. Wilt,R,Elections and Voting,96,96,4,1,1.0416666666666665
H0370,Karen Keys-Gamarra,D,Taxes and Revenue,107,96,1,1,1.0416666666666665
H0334,Elizabeth B. Bennett-Parker,D,Transportation,117,97,1,1,1.0309278350515463
H0362,"Thomas A. Garrett, Jr.",R,Local Government,107,98,15,1,1.0204081632653061
H0401,Madison Whittle,R,Courts and Civil Law,98,98,5,1,1.0204081632653061
H0401,Madison Whittle,R,Health and Healthcare,100,98,5,1,1.0204081632653061
H0391,Lindsey Dougherty,D,Transportation,101,99,1,1,1.0101010101010102
H0227,Luke E. Torian,D,Elections and Voting,107,100,1,1,1.0
H0325,Wendell S. Walker,R,Transportation,104,100,2,1,1.0
H0365,"Rozia A. Henson, Jr.",D,Transportation,101,100,1,1,1.0
H0124,R. Lee Ware,R,Transportation,102,101,2,1,0.9900990099009901
H0295,Kelly K. Convirs-Fowler,D,Local Government,112,103,5,1,0.9708737864077669
H0212,Betsy B. Carr,D,Business and Commerce,105,104,1,1,0.9615384615384616
H0370,Karen Keys-Gamarra,D,Transportation,108,104,1,1,0.9615384615384616
H0390,Mitchell Cornett,R,Transportation,105,105,8,1,0.9523809523809524
H0377,Delores Oates,R,Transportation,106,106,5,1,0.9433962264150944
H0227,Luke E. Torian,D,Transportation,119,107,1,1,0.9345794392523363
H0349,Jackie H. Glass,D,Local Government,111,107,5,1,0.9345794392523363
H0380,Atoosa R. Reaser,D,Transportation,110,107,1,1,0.9345794392523363
H0387,"Karen R. ""Kacey"" Carnegie",D,Transportation,107,107,1,1,0.9345794392523363
H0224,James W. Morefield,R,Health and Healthcare,109,108,1,1,0.9259259259259258
H0340,Michelle Lopes Maldonado,D,Taxes and Revenue,111,108,2,1,0.9259259259259258
H0357,Will Davis,R,Transportation,108,108,2,1,0.9259259259259258
H0387,"Karen R. ""Kacey"" Carnegie",D,Local Government,109,108,1,1,0.9259259259259258
H0253,Terry L. Austin,R,Health and Healthcare,111,110,1,1,0.9090909090909091
H0361,Debra D. Gardner,D,Transportation,111,110,1,1,0.9090909090909091
H0371,Amy J. Laufer,D,Health and Healthcare,111,110,1,1,0.9090909090909091
H0366,Phil M. Hernandez,D,Transportation,111,111,1,1,0.9009009009009009
H0370,Karen Keys-Gamarra,D,Courts and Civil Law,116,111,3,1,0.9009009009009009
H0385,JJ Singh,D,Health and Healthcare,112,112,1,1,0.8928571428571428
H0108,Vivian E. Watts,D,Local Government,116,113,4,1,0.8849557522123894
H0281,Paul E. Krizek,D,Transportation,114,113,1,1,0.8849557522123894
H0323,Shelly A. Simonds,D,Health and Healthcare,114,113,1,1,0.8849557522123894
H0329,Bill Wiley,R,Health and Healthcare,113,113,3,1,0.8849557522123894
H0340,Michelle Lopes Maldonado,D,Local Government,113,113,2,1,0.8849557522123894
H0311,Alex Q. Askew,D,Transportation,114,114,1,1,0.8771929824561403
H0321,Chris S. Runion,R,Transportation,115,114,5,1,0.8771929824561403
H0242,Israel D. O'Quinn,R,Health and Healthcare,115,115,2,1,0.8695652173913043
H0314,Joshua G. Cole,D,Local Government,116,116,1,1,0.8620689655172413
H0264,Marcus B. Simon,D,Courts and Civil Law,120,117,2,1,0.8547008547008548
H0354,Katrina Callsen,D,Local Government,119,117,1,1,0.8547008547008548
H0397,May Nivar,D,Transportation,117,117,1,1,0.8547008547008548
H0305,Kathy K.L. Tran,D,Transportation,118,118,1,1,0.847457627118644
H0227,Luke E. Torian,D,Local Government,134,119,1,1,0.8403361344537815
H0375,Adele Y. McClure,D,Local Government,121,120,4,1,0.8333333333333334
H0297,Elizabeth R. Guzman,D,Local Government,122,121,1,1,0.8264462809917356
H0375,Adele Y. McClure,D,Housing,123,121,1,1,0.8264462809917356
H0136,"Thomas C. Wright, Jr.",R,Criminal Justice,138,123,12,1,0.8130081300813009
H0362,"Thomas A. Garrett, Jr.",R,Criminal Justice,137,124,12,1,0.8064516129032258
H0269,"Richard C. ""Rip"" Sullivan, Jr.",D,Health and Healthcare,126,125,4,1,0.8
H0344,Irene Shin,D,Transportation,127,125,1,1,0.8
H0340,Michelle Lopes Maldonado,D,Transportation,126,126,1,1,0.7936507936507936
H0350,Ellen H. McLaughlin,R,Health and Healthcare,129,126,1,1,0.7936507936507936
H0382,Joshua E. Thomas,D,Local Government,126,126,1,1,0.7936507936507936
H0295,Kelly K. Convirs-Fowler,D,Criminal Justice,140,127,1,1,0.7874015748031495
H0281,Paul E. Krizek,D,Health and Healthcare,129,128,1,1,0.78125
H0388,Stacey Annie Carroll,D,Criminal Justice,145,129,1,1,0.7751937984496124
H0231,Tony O. Wilt,R,Firearms,131,130,1,1,0.7692307692307693
H0212,Betsy B. Carr,D,Health and Healthcare,132,131,1,1,0.7633587786259541
H0344,Irene Shin,D,Insurance,141,132,1,1,0.7575757575757576
H0356,Rae Cousins,D,Insurance,139,133,1,1,0.7518796992481203
H0364,Timothy P. Griffin,R,Criminal Justice,140,135,21,1,0.7407407407407408
H0333,Jason S. Ballard,R,Insurance,138,136,1,1,0.7352941176470588
H0124,R. Lee Ware,R,Criminal Justice,140,137,3,1,0.7299270072992701
H0397,May Nivar,D,Criminal Justice,137,137,1,1,0.7299270072992701
H0269,"Richard C. ""Rip"" Sullivan, Jr.",D,Transportation,139,139,1,1,0.7194244604316548
H0403,Gretchen M. Bulova,D,Criminal Justice,141,140,1,1,0.7142857142857143
H0325,Wendell S. Walker,R,Criminal Justice,143,142,2,1,0.7042253521126761
H0392,Mark C. Downey,D,Criminal Justice,143,142,1,1,0.7042253521126761
H0395,John Chilton McAuliff,D,Labor and Employment,157,143,1,1,0.6993006993006993
H0395,John Chilton McAuliff,D,Energy and Utilities,155,144,1,1,0.6944444444444444
H0297,Elizabeth R. Guzman,D,Housing,151,147,1,1,0.6802721088435374
H0377,Delores Oates,R,Energy and Utilities,147,147,8,1,0.6802721088435374
H0374,Marty Martinez,D,Local Government,164,148,1,1,0.6756756756756757
H0372,Destiny LeVere Bolling,D,Elections and Voting,152,150,2,1,0.6666666666666667
H0264,Marcus B. Simon,D,Housing,155,154,1,1,0.6493506493506493
H0405,Garrett McGuire,D,Energy and Utilities,158,156,1,1,0.641025641025641
H0374,Marty Martinez,D,Energy and Utilities,163,157,1,1,0.6369426751592357
H0389,Nicole Cole,D,Local Government,165,157,3,1,0.6369426751592357
H0124,R. Lee Ware,R,Labor and Employment,160,158,6,1,0.6329113924050633
H0349,Jackie H. Glass,D,Labor and Employment,161,159,1,1,0.628930817610063
H0212,Betsy B. Carr,D,Housing,164,160,1,1,0.625
H0374,Marty Martinez,D,Labor and Employment,163,160,1,1,0.625
H0362,"Thomas A. Garrett, Jr.",R,Labor and Employment,171,163,21,1,0.6134969325153374
H0212,Betsy B. Carr,D,Criminal Justice,168,165,3,1,0.6060606060606061
H0301,David A. Reid,D,Energy and Utilities,165,165,1,1,0.6060606060606061
H0347,"H. Otto Wachsmann, Jr.",R,Health and Healthcare,168,167,8,1,0.5988023952095809
H0394,Karen Hamilton,R,Labor and Employment,170,167,17,1,0.5988023952095809
H0395,John Chilton McAuliff,D,Education,200,168,2,1,0.5952380952380952
H0353,Bonita G. Anthony,D,Elections and Voting,171,169,2,1,0.591715976331361
H0207,Delores L. McQuinn,D,Criminal Justice,180,171,1,1,0.5847953216374269
H0377,Delores Oates,R,Criminal Justice,174,171,4,1,0.5847953216374269
H0360,Michael B. Feggans,D,Criminal Justice,175,172,1,1,0.5813953488372093
H0173,Jeion A. Ward,D,Transportation,191,179,1,1,0.5586592178770949
H0325,Wendell S. Walker,R,Health and Healthcare,184,179,2,1,0.5586592178770949
H0212,Betsy B. Carr,D,Energy and Utilities,185,180,1,1,0.5555555555555556
H0334,Elizabeth B. Bennett-Parker,D,Unclassified,210,180,1,1,0.5555555555555556
H0136,"Thomas C. Wright, Jr.",R,Education,200,183,25,1,0.546448087431694
H0262,"James A. ""Jay"" Leftwich",R,Criminal Justice,196,185,10,1,0.5405405405405406
H0266,Sam Rasoul,D,Labor and Employment,193,186,1,1,0.5376344086021506
H0405,Garrett McGuire,D,Health and Healthcare,189,186,1,1,0.5376344086021506
H0394,Karen Hamilton,R,Criminal Justice,194,191,12,1,0.5235602094240838
H0314,Joshua G. Cole,D,Labor and Employment,197,193,1,1,0.5181347150259068
H0327,Rodney T. Willett,D,Health and Healthcare,217,193,2,1,0.5181347150259068
H0124,R. Lee Ware,R,Education,206,201,10,1,0.4975124378109453
H0343,Briana D. Sewell,D,Transportation,202,201,1,1,0.4975124378109453
H0398,Justin Pence,R,Education,203,202,13,1,0.49504950495049505
H0328,Scott A. Wyatt,R,Labor and Employment,204,203,4,1,0.49261083743842365
H0333,Jason S. Ballard,R,Education,209,205,6,1,0.4878048780487805
H0349,Jackie H. Glass,D,Education,208,206,5,1,0.48543689320388345
H0396,Leslie Chambers Mehta,D,Transportation,209,207,1,1,0.4830917874396135
H0284,"Marcia S. ""Cia"" Price",D,Health and Healthcare,214,209,3,1,0.4784688995215311
H0242,Israel D. O'Quinn,R,Transportation,215,212,1,1,0.4716981132075472
H0173,Jeion A. Ward,D,Labor and Employment,231,213,2,1,0.4694835680751174
H0354,Katrina Callsen,D,Education,217,213,1,1,0.4694835680751174
H0390,Mitchell Cornett,R,Education,217,215,11,1,0.46511627906976744
H0281,Paul E. Krizek,D,Labor and Employment,225,216,1,1,0.4629629629629629
H0294,Karrie K. Delaney,D,Education,220,218,1,1,0.45871559633027525
H0372,Destiny LeVere Bolling,D,Energy and Utilities,222,219,1,1,0.45662100456621
H0340,Michelle Lopes Maldonado,D,Energy and Utilities,224,221,1,1,0.4524886877828055
H0314,Joshua G. Cole,D,Education,229,224,3,1,0.4464285714285714
H0336,Nadarius E. Clark,D,Energy and Utilities,284,232,2,1,0.43103448275862066
H0360,Michael B. Feggans,D,Labor and Employment,257,253,1,1,0.3952569169960474
H0372,Destiny LeVere Bolling,D,Labor and Employment,269,265,1,1,0.37735849056603776
H0269,"Richard C. ""Rip"" Sullivan, Jr.",D,Energy and Utilities,295,290,2,1,0.3448275862068966
H0342,Phillip A. Scott,R,Education,339,331,54,1,0.3021148036253776
H0404,Margaret A. Franklin,D,Unclassified,388,377,2,1,0.2652519893899204
H0403,Gretchen M. Bulova,D,Education,408,405,4,1,0.24691358024691357
H0391,Lindsey Dougherty,D,Unclassified,434,425,3,1,0.2352941176470588
H0397,May Nivar,D,Unclassified,437,430,2,1,0.23255813953488372
H0388,Stacey Annie Carroll,D,Unclassified,474,438,1,1,0.228310502283105
H0403,Gretchen M. Bulova,D,Unclassified,441,438,2,1,0.228310502283105
H0402,Charlie Schmidt,D,Unclassified,475,459,3,1,0.2178649237472767
H0389,Nicole Cole,D,Unclassified,468,462,2,1,0.21645021645021645
H0353,Bonita G. Anthony,D,Unclassified,477,469,1,1,0.21321961620469082
H0392,Mark C. Downey,D,Unclassified,479,473,1,1,0.21141649048625794
H0360,Michael B. Feggans,D,Unclassified,486,476,1,1,0.21008403361344538
H0207,Delores L. McQuinn,D,Unclassified,538,509,1,1,0.19646365422396855
H0297,Elizabeth R. Guzman,D,Unclassified,537,522,6,1,0.19157088122605362
H0311,Alex Q. Askew,D,Unclassified,530,528,3,1,0.1893939393939394
H0108,Vivian E. Watts,D,Unclassified,546,537,3,1,0.186219739292365
H0354,Katrina Callsen,D,Unclassified,570,546,1,1,0.18315018315018314
H0281,Paul E. Krizek,D,Unclassified,594,578,3,1,0.17301038062283738
H0212,Betsy B. Carr,D,Unclassified,609,598,1,1,0.16722408026755853
H0264,Marcus B. Simon,D,Unclassified,617,606,15,1,0.16501650165016502
H0269,"Richard C. ""Rip"" Sullivan, Jr.",D,Unclassified,637,626,6,0,0.0
H0356,Rae Cousins,D,Unclassified,617,610,2,0,0.0
H0208,Charniele L. Herring,D,Unclassified,619,606,5,0,0.0
H0285,"C.E. Cliff Hayes, Jr.",D,Unclassified,610,599,1,0,0.0
H0366,Phil M. Hernandez,D,Unclassified,610,595,2,0,0.0
H0219,Patrick A. Hope,D,Unclassified,592,573,1,0,0.0
H0294,Karrie K. Delaney,D,Unclassified,578,572,2,0,0.0
H0323,Shelly A. Simonds,D,Unclassified,569,561,0,0,0.0
H0327,Rodney T. Willett,D,Unclassified,557,536,1,0,0.0
H0317,Dan I. Helmer,D,Unclassified,551,534,2,0,0.0
H0400,Virgil Thornton,D,Unclassified,542,534,0,0,0.0
H0396,Leslie Chambers Mehta,D,Unclassified,522,514,0,0,0.0
H0227,Luke E. Torian,D,Unclassified,580,503,2,0,0.0
H0301,David A. Reid,D,Unclassified,502,497,1,0,0.0
H0393,Lily V. Franklin,D,Unclassified,482,478,0,0,0.0
H0173,Jeion A. Ward,D,Unclassified,494,467,1,0,0.0
H0239,Alfonso H. Lopez,D,Unclassified,472,459,0,0,0.0
H0399,Kimberly Pope Adams,D,Unclassified,451,445,2,0,0.0
H0351,Holly M. Seibold,D,Unclassified,474,441,3,0,0.0
H0311,Alex Q. Askew,D,Education,445,439,4,0,0.0
H0361,Debra D. Gardner,D,Unclassified,454,439,0,0,0.0
H0323,Shelly A. Simonds,D,Education,455,435,0,0,0.0
H0356,Rae Cousins,D,Education,415,411,1,0,0.0
H0372,Destiny LeVere Bolling,D,Education,408,403,6,0,0.0
H0322,Don Scott,D,Unclassified,410,401,0,0,0.0
H0386,Jessica L. Anderson,D,Education,407,401,1,0,0.0
H0391,Lindsey Dougherty,D,Education,407,387,1,0,0.0
