member_id,MBR_NAME,party,topic_name,topic_vote_events,eligible_topic_events,party_break_events,cross_party_events,cross_party_pct
H0354,Katrina Callsen,D,Professions and Occupations,12,12,0,0,0.0
H0355,Laura Jane Cohen,D,Economic Development,14,12,0,0,0.0
H0356,Rae Cousins,D,Professions and Occupations,12,12,0,0,0.0
H0362,"Thomas A. Garrett, Jr.",R,Alcoholic Beverage and Cannabis Control,15,12,1,0,0.0
H0366,Phil M. Hernandez,D,Indian Tribes,12,12,0,0,0.0
H0369,Hillary Pugh Kent,R,Alcoholic Beverage and Cannabis Control,13,12,0,0,0.0
H0369,Hillary Pugh Kent,R,Professions and Occupations,12,12,0,0,0.0
H0372,Destiny LeVere Bolling,D,Alcoholic Beverage and Cannabis Control,13,12,0,0,0.0
H0372,Destiny LeVere Bolling,D,Professions and Occupations,12,12,0,0,0.0
H0375,Adele Y. McClure,D,Professions and Occupations,12,12,0,0,0.0
H0380,Atoosa R. Reaser,D,Professions and Occupations,12,12,0,0,0.0
H0382,Joshua E. Thomas,D,"Gambling, Lotteries, Etc.",12,12,0,0,0.0
H0386,Jessica L. Anderson,D,Professions and Occupations,12,12,0,0,0.0
H0388,Stacey Annie Carroll,D,Data Centers,16,12,0,0,0.0
H0388,Stacey Annie Carroll,D,Professions and Occupations,12,12,0,0,0.0
H0390,Mitchell Cornett,R,"Gambling, Lotteries, Etc.",12,12,0,0,0.0
H0391,Lindsey Dougherty,D,Professions and Occupations,12,12,0,0,0.0
H0392,Mark C. Downey,D,"Gambling, Lotteries, Etc.",12,12,0,0,0.0
H0395,John Chilton McAuliff,D,Alcoholic Beverage and Cannabis Control,13,12,0,0,0.0
H0395,John Chilton McAuliff,D,Social Services,15,12,0,0,0.0
H0403,Gretchen M. Bulova,D,Professions and Occupations,12,12,0,0,0.0
H0405,Garrett McGuire,D,"Gambling, Lotteries, Etc.",12,12,0,0,0.0
H0406,Kirk McPike,D,State Government,12,12,0,0,0.0
H0407,Andrew Rice,R,Housing,12,12,0,0,0.0
H0407,Andrew Rice,R,Transportation,14,12,0,0,0.0
H0056,Terry G. Kilgore,R,"Gambling, Lotteries, Etc.",11,11,0,0,0.0
H0108,Vivian E. Watts,D,"Gambling, Lotteries, Etc.",11,11,0,0,0.0
H0124,R. Lee Ware,R,"Gambling, Lotteries, Etc.",11,11,0,0,0.0
H0173,Jeion A. Ward,D,"Gambling, Lotteries, Etc.",11,11,0,0,0.0
H0173,Jeion A. Ward,D,Uncodified Legislation,11,11,0,0,0.0
H0207,Delores L. McQuinn,D,Professions and Occupations,11,11,0,0,0.0
H0212,Betsy B. Carr,D,Professions and Occupations,11,11,0,0,0.0
H0224,James W. Morefield,R,Professions and Occupations,11,11,0,0,0.0
H0227,Luke E. Torian,D,Indian Tribes,11,11,0,0,0.0
H0227,Luke E. Torian,D,Professions and Occupations,11,11,0,0,0.0
H0231,Tony O. Wilt,R,"Gambling, Lotteries, Etc.",11,11,0,0,0.0
H0238,M. Keith Hodges,R,"Pensions, Benefits, and Retirement",11,11,0,0,0.0
H0239,Alfonso H. Lopez,D,"Gambling, Lotteries, Etc.",11,11,1,0,0.0
H0239,Alfonso H. Lopez,D,Uncodified Legislation,11,11,0,0,0.0
H0247,Michael J. Webert,R,Uncodified Legislation,11,11,3,0,0.0
H0253,Terry L. Austin,R,Indian Tribes,11,11,0,0,0.0
H0253,Terry L. Austin,R,Professions and Occupations,11,11,0,0,0.0
H0262,"James A. ""Jay"" Leftwich",R,"Gambling, Lotteries, Etc.",11,11,0,0,0.0
H0264,Marcus B. Simon,D,Professions and Occupations,11,11,0,0,0.0
H0267,"Robert S. Bloxom, Jr.",R,Professions and Occupations,11,11,0,0,0.0
H0281,Paul E. Krizek,D,Professions and Occupations,11,11,0,0,0.0
H0285,"C.E. Cliff Hayes, Jr.",D,"Pensions, Benefits, and Retirement",11,11,0,0,0.0
H0305,Kathy K.L. Tran,D,"Pensions, Benefits, and Retirement",11,11,0,0,0.0
H0308,Joseph P. McNamara,R,"Gambling, Lotteries, Etc.",11,11,0,0,0.0
H0311,Alex Q. Askew,D,"Pensions, Benefits, and Retirement",11,11,0,0,0.0
H0317,Dan I. Helmer,D,"Gambling, Lotteries, Etc.",11,11,0,0,0.0
H0321,Chris S. Runion,R,"Gambling, Lotteries, Etc.",11,11,0,0,0.0
H0321,Chris S. Runion,R,Uncodified Legislation,11,11,3,0,0.0
H0322,Don Scott,D,"Gambling, Lotteries, Etc.",11,11,0,0,0.0
H0323,Shelly A. Simonds,D,"Pensions, Benefits, and Retirement",11,11,0,0,0.0
H0327,Rodney T. Willett,D,"Pensions, Benefits, and Retirement",11,11,0,0,0.0
H0328,Scott A. Wyatt,R,"Pensions, Benefits, and Retirement",11,11,0,0,0.0
H0329,Bill Wiley,R,Professions and Occupations,11,11,0,0,0.0
H0336,Nadarius E. Clark,D,Alcoholic Beverage and Cannabis Control,13,11,1,0,0.0
H0336,Nadarius E. Clark,D,Economic Development,17,11,0,0,0.0
H0336,Nadarius E. Clark,D,Financial Institutions and Services,14,11,0,0,0.0
H0336,Nadarius E. Clark,D,Marriage and Domestic Relations,15,11,0,0,0.0
H0340,Michelle Lopes Maldonado,D,"Gambling, Lotteries, Etc.",11,11,0,0,0.0
H0340,Michelle Lopes Maldonado,D,Uncodified Legislation,11,11,0,0,0.0
H0342,Phillip A. Scott,R,Data Centers,15,11,0,0,0.0
H0342,Phillip A. Scott,R,"Gambling, Lotteries, Etc.",13,11,3,0,0.0
H0343,Briana D. Sewell,D,Professions and Occupations,11,11,0,0,0.0
H0345,Anne Ferrell Tata,R,"Gambling, Lotteries, Etc.",11,11,0,0,0.0
H0348,Wren M. Williams,R,Alcoholic Beverage and Cannabis Control,13,11,0,0,0.0
H0353,Bonita G. Anthony,D,"Gambling, Lotteries, Etc.",11,11,0,0,0.0
H0355,Laura Jane Cohen,D,Uncodified Legislation,11,11,0,0,0.0
H0356,Rae Cousins,D,"Gambling, Lotteries, Etc.",11,11,0,0,0.0
H0356,Rae Cousins,D,Uncodified Legislation,11,11,0,0,0.0
H0357,Will Davis,R,"Gambling, Lotteries, Etc.",11,11,0,0,0.0
H0360,Michael B. Feggans,D,"Gambling, Lotteries, Etc.",11,11,0,0,0.0
H0362,"Thomas A. Garrett, Jr.",R,Economic Development,16,11,5,0,0.0
H0364,Timothy P. Griffin,R,Economic Development,14,11,2,0,0.0
H0366,Phil M. Hernandez,D,Professions and Occupations,11,11,0,0,0.0
H0369,Hillary Pugh Kent,R,"Gambling, Lotteries, Etc.",11,11,0,0,0.0
H0371,Amy J. Laufer,D,Professions and Occupations,11,11,0,0,0.0
H0372,Destiny LeVere Bolling,D,"Gambling, Lotteries, Etc.",11,11,0,0,0.0
H0372,Destiny LeVere Bolling,D,Uncodified Legislation,11,11,0,0,0.0
H0374,Marty Martinez,D,"Gambling, Lotteries, Etc.",11,11,1,0,0.0
H0377,Delores Oates,R,"Gambling, Lotteries, Etc.",11,11,1,0,0.0
H0383,Eric R. Zehr,R,"Gambling, Lotteries, Etc.",11,11,3,0,0.0
H0383,Eric R. Zehr,R,Professions and Occupations,11,11,0,0,0.0
H0384,Eric Phillips,R,"Gambling, Lotteries, Etc.",11,11,0,0,0.0
H0385,JJ Singh,D,"Gambling, Lotteries, Etc.",11,11,0,0,0.0
H0385,JJ Singh,D,Uncodified Legislation,11,11,0,0,0.0
H0386,Jessica L. Anderson,D,"Gambling, Lotteries, Etc.",11,11,0,0,0.0
H0387,"Karen R. ""Kacey"" Carnegie",D,"Gambling, Lotteries, Etc.",11,11,0,0,0.0
H0389,Nicole Cole,D,"Gambling, Lotteries, Etc.",13,11,0,0,0.0
H0391,Lindsey Dougherty,D,"Gambling, Lotteries, Etc.",11,11,0,0,0.0
H0393,Lily V. Franklin,D,Professions and Occupations,11,11,0,0,0.0
H0394,Karen Hamilton,R,"Gambling, Lotteries, Etc.",11,11,3,0,0.0
H0395,John Chilton McAuliff,D,"Gambling, Lotteries, Etc.",11,11,0,0,0.0
H0396,Leslie Chambers Mehta,D,"Gambling, Lotteries, Etc.",11,11,0,0,0.0
H0397,May Nivar,D,"Gambling, Lotteries, Etc.",11,11,0,0,0.0
H0398,Justin Pence,R,"Gambling, Lotteries, Etc.",11,11,1,0,0.0
H0399,Kimberly Pope Adams,D,"Gambling, Lotteries, Etc.",11,11,0,0,0.0
H0400,Virgil Thornton,D,"Gambling, Lotteries, Etc.",11,11,0,0,0.0
H0401,Madison Whittle,R,"Gambling, Lotteries, Etc.",11,11,0,0,0.0
H0401,Madison Whittle,R,Professions and Occupations,11,11,0,0,0.0
H0402,Charlie Schmidt,D,"Gambling, Lotteries, Etc.",11,11,0,0,0.0
H0403,Gretchen M. Bulova,D,"Gambling, Lotteries, Etc.",11,11,0,0,0.0
H0404,Margaret A. Franklin,D,Economic Development,15,11,0,0,0.0
H0406,Kirk McPike,D,Technology and Data,11,11,0,0,0.0
H0056,Terry G. Kilgore,R,Professions and Occupations,10,10,0,0,0.0
H0108,Vivian E. Watts,D,Professions and Occupations,10,10,0,0,0.0
H0124,R. Lee Ware,R,Professions and Occupations,10,10,0,0,0.0
H0136,"Thomas C. Wright, Jr.",R,Professions and Occupations,10,10,0,0,0.0
H0224,James W. Morefield,R,Indian Tribes,10,10,0,0,0.0
H0231,Tony O. Wilt,R,Professions and Occupations,10,10,0,0,0.0
H0239,Alfonso H. Lopez,D,Professions and Occupations,10,10,0,0,0.0
H0242,Israel D. O'Quinn,R,"Gambling, Lotteries, Etc.",11,10,0,0,0.0
H0242,Israel D. O'Quinn,R,Professions and Occupations,10,10,0,0,0.0
H0247,Michael J. Webert,R,"Gambling, Lotteries, Etc.",11,10,2,0,0.0
H0247,Michael J. Webert,R,Professions and Occupations,10,10,0,0,0.0
H0262,"James A. ""Jay"" Leftwich",R,Professions and Occupations,10,10,1,0,0.0
H0264,Marcus B. Simon,D,Indian Tribes,10,10,0,0,0.0
H0269,"Richard C. ""Rip"" Sullivan, Jr.",D,Professions and Occupations,10,10,0,0,0.0
H0284,"Marcia S. ""Cia"" Price",D,Indian Tribes,10,10,0,0,0.0
H0285,"C.E. Cliff Hayes, Jr.",D,Financial Institutions and Services,10,10,0,0,0.0
H0295,Kelly K. Convirs-Fowler,D,Professions and Occupations,11,10,0,0,0.0
H0295,Kelly K. Convirs-Fowler,D,Uncodified Legislation,11,10,0,0,0.0
H0305,Kathy K.L. Tran,D,Indian Tribes,10,10,0,0,0.0
H0308,Joseph P. McNamara,R,Financial Institutions and Services,10,10,1,0,0.0
H0308,Joseph P. McNamara,R,Professions and Occupations,10,10,0,0,0.0
H0314,Joshua G. Cole,D,Indian Tribes,10,10,0,0,0.0
H0317,Dan I. Helmer,D,Professions and Occupations,10,10,0,0,0.0
H0317,Dan I. Helmer,D,Uncodified Legislation,11,10,0,0,0.0
H0321,Chris S. Runion,R,Professions and Occupations,10,10,0,0,0.0
H0322,Don Scott,D,Professions and Occupations,10,10,0,0,0.0
H0328,Scott A. Wyatt,R,Professions and Occupations,10,10,0,0,0.0
H0333,Jason S. Ballard,R,"Gambling, Lotteries, Etc.",11,10,0,0,0.0
H0333,Jason S. Ballard,R,Professions and Occupations,10,10,0,0,0.0
H0336,Nadarius E. Clark,D,Armed Forces,18,10,0,0,0.0
H0340,Michelle Lopes Maldonado,D,Professions and Occupations,10,10,0,0,0.0
H0349,Jackie H. Glass,D,Financial Institutions and Services,10,10,0,0,0.0
H0349,Jackie H. Glass,D,Professions and Occupations,10,10,0,0,0.0
H0350,Ellen H. McLaughlin,R,Professions and Occupations,12,10,0,0,0.0
H0351,Holly M. Seibold,D,Financial Institutions and Services,10,10,0,0,0.0
H0351,Holly M. Seibold,D,Indian Tribes,11,10,0,0,0.0
H0353,Bonita G. Anthony,D,Professions and Occupations,10,10,0,0,0.0
H0354,Katrina Callsen,D,Indian Tribes,10,10,0,0,0.0
H0357,Will Davis,R,Professions and Occupations,10,10,0,0,0.0
H0360,Michael B. Feggans,D,Professions and Occupations,10,10,0,0,0.0
H0362,"Thomas A. Garrett, Jr.",R,"Gambling, Lotteries, Etc.",11,10,2,0,0.0
H0362,"Thomas A. Garrett, Jr.",R,Professions and Occupations,11,10,0,0,0.0
H0365,"Rozia A. Henson, Jr.",D,Financial Institutions and Services,10,10,0,0,0.0
H0370,Karen Keys-Gamarra,D,"Gambling, Lotteries, Etc.",11,10,0,0,0.0
H0370,Karen Keys-Gamarra,D,Professions and Occupations,10,10,0,0,0.0
H0374,Marty Martinez,D,Financial Institutions and Services,10,10,0,0,0.0
H0374,Marty Martinez,D,Professions and Occupations,10,10,0,0,0.0
H0377,Delores Oates,R,Financial Institutions and Services,10,10,0,0,0.0
H0377,Delores Oates,R,Professions and Occupations,10,10,0,0,0.0
H0380,Atoosa R. Reaser,D,Indian Tribes,10,10,0,0,0.0
H0382,Joshua E. Thomas,D,Professions and Occupations,10,10,0,0,0.0
H0384,Eric Phillips,R,Professions and Occupations,10,10,0,0,0.0
H0385,JJ Singh,D,Professions and Occupations,10,10,0,0,0.0
H0387,"Karen R. ""Kacey"" Carnegie",D,Professions and Occupations,10,10,0,0,0.0
H0393,Lily V. Franklin,D,Financial Institutions and Services,10,10,0,0,0.0
H0393,Lily V. Franklin,D,Indian Tribes,10,10,0,0,0.0
H0394,Karen Hamilton,R,Financial Institutions and Services,10,10,5,0,0.0
H0394,Karen Hamilton,R,Professions and Occupations,10,10,0,0,0.0
H0396,Leslie Chambers Mehta,D,Professions and Occupations,10,10,0,0,0.0
H0397,May Nivar,D,Professions and Occupations,10,10,0,0,0.0
H0398,Justin Pence,R,Financial Institutions and Services,10,10,4,0,0.0
H0398,Justin Pence,R,Professions and Occupations,10,10,0,0,0.0
H0399,Kimberly Pope Adams,D,Professions and Occupations,10,10,0,0,0.0
H0400,Virgil Thornton,D,Professions and Occupations,10,10,0,0,0.0
H0402,Charlie Schmidt,D,Financial Institutions and Services,10,10,0,0,0.0
H0402,Charlie Schmidt,D,Professions and Occupations,10,10,0,0,0.0
H0404,Margaret A. Franklin,D,"Gambling, Lotteries, Etc.",11,10,0,0,0.0
H0404,Margaret A. Franklin,D,Professions and Occupations,10,10,0,0,0.0
H0405,Garrett McGuire,D,Financial Institutions and Services,10,10,0,0,0.0
H0124,R. Lee Ware,R,Indian Tribes,9,9,0,0,0.0
H0136,"Thomas C. Wright, Jr.",R,Financial Institutions and Services,10,9,3,0,0.0
H0173,Jeion A. Ward,D,Professions and Occupations,10,9,0,0,0.0
H0208,Charniele L. Herring,D,Indian Tribes,9,9,0,0,0.0
H0212,Betsy B. Carr,D,Indian Tribes,9,9,0,0,0.0
H0242,Israel D. O'Quinn,R,Elections,9,9,0,0,0.0
H0247,Michael J. Webert,R,Indian Tribes,9,9,0,0,0.0
H0259,"Hyland F. ""Buddy"" Fowler, Jr.",R,Indian Tribes,9,9,0,0,0.0
H0262,"James A. ""Jay"" Leftwich",R,Elections,9,9,0,0,0.0
H0267,"Robert S. Bloxom, Jr.",R,Elections,9,9,0,0,0.0
H0267,"Robert S. Bloxom, Jr.",R,Indian Tribes,9,9,0,0,0.0
H0281,Paul E. Krizek,D,Elections,9,9,0,0,0.0
H0281,Paul E. Krizek,D,Indian Tribes,9,9,0,0,0.0
H0295,Kelly K. Convirs-Fowler,D,Elections,9,9,0,0,0.0
H0301,David A. Reid,D,Elections,9,9,0,0,0.0
H0301,David A. Reid,D,Professions and Occupations,10,9,0,0,0.0
H0317,Dan I. Helmer,D,Indian Tribes,9,9,0,0,0.0
H0334,Elizabeth B. Bennett-Parker,D,Social Services,10,9,0,0,0.0
H0336,Nadarius E. Clark,D,"Gambling, Lotteries, Etc.",11,9,3,0,0.0
H0336,Nadarius E. Clark,D,Social Services,17,9,0,0,0.0
H0342,Phillip A. Scott,R,Elections,9,9,0,0,0.0
H0347,"H. Otto Wachsmann, Jr.",R,Elections,9,9,0,0,0.0
H0348,Wren M. Williams,R,"Gambling, Lotteries, Etc.",11,9,0,0,0.0
H0349,Jackie H. Glass,D,Elections,9,9,0,0,0.0
H0353,Bonita G. Anthony,D,Administration of Government,9,9,0,0,0.0
H0353,Bonita G. Anthony,D,Elections,9,9,0,0,0.0
H0364,Timothy P. Griffin,R,Financial Institutions and Services,9,9,4,0,0.0
H0365,"Rozia A. Henson, Jr.",D,Elections,9,9,0,0,0.0
H0370,Karen Keys-Gamarra,D,Financial Institutions and Services,10,9,0,0,0.0
H0372,Destiny LeVere Bolling,D,Elections,9,9,0,0,0.0
H0375,Adele Y. McClure,D,Indian Tribes,9,9,0,0,0.0
H0384,Eric Phillips,R,Elections,9,9,0,0,0.0
H0385,JJ Singh,D,Elections,9,9,0,0,0.0
H0387,"Karen R. ""Kacey"" Carnegie",D,Elections,9,9,0,0,0.0
H0388,Stacey Annie Carroll,D,Elections,9,9,0,0,0.0
H0391,Lindsey Dougherty,D,Financial Institutions and Services,10,9,0,0,0.0
H0395,John Chilton McAuliff,D,Elections,9,9,0,0,0.0
H0395,John Chilton McAuliff,D,Professions and Occupations,10,9,0,0,0.0
H0406,Kirk McPike,D,Agriculture and Food,9,9,0,0,0.0
H0406,Kirk McPike,D,Armed Forces,9,9,0,0,0.0
H0407,Andrew Rice,R,Criminal Justice,9,9,0,0,0.0
H0407,Andrew Rice,R,Firearms,9,9,0,0,0.0
H0108,Vivian E. Watts,D,Financial Institutions and Services,8,8,0,0,0.0
H0124,R. Lee Ware,R,Financial Institutions and Services,8,8,0,0,0.0
H0177,David L. Bulova,D,Constitutional Amendments,8,8,0,0,0.0
H0207,Delores L. McQuinn,D,Financial Institutions and Services,8,8,0,0,0.0
H0207,Delores L. McQuinn,D,Uncodified Legislation,8,8,0,0,0.0
H0208,Charniele L. Herring,D,Financial Institutions and Services,8,8,0,0,0.0
H0208,Charniele L. Herring,D,Uncodified Legislation,8,8,0,0,0.0
H0212,Betsy B. Carr,D,Financial Institutions and Services,8,8,0,0,0.0
H0212,Betsy B. Carr,D,Uncodified Legislation,8,8,0,0,0.0
H0219,Patrick A. Hope,D,Financial Institutions and Services,8,8,0,0,0.0
H0219,Patrick A. Hope,D,Indian Tribes,8,8,0,0,0.0
H0224,James W. Morefield,R,Financial Institutions and Services,8,8,0,0,0.0
H0227,Luke E. Torian,D,Financial Institutions and Services,8,8,0,0,0.0
H0227,Luke E. Torian,D,Uncodified Legislation,8,8,0,0,0.0
H0231,Tony O. Wilt,R,Indian Tribes,8,8,1,0,0.0
H0238,M. Keith Hodges,R,Financial Institutions and Services,8,8,0,0,0.0
H0239,Alfonso H. Lopez,D,Indian Tribes,8,8,0,0,0.0
H0253,Terry L. Austin,R,Financial Institutions and Services,8,8,0,0,0.0
H0259,"Hyland F. ""Buddy"" Fowler, Jr.",R,Financial Institutions and Services,8,8,0,0,0.0
H0264,Marcus B. Simon,D,Financial Institutions and Services,8,8,0,0,0.0
H0266,Sam Rasoul,D,Financial Institutions and Services,8,8,0,0,0.0
H0267,"Robert S. Bloxom, Jr.",R,Financial Institutions and Services,8,8,0,0,0.0
H0269,"Richard C. ""Rip"" Sullivan, Jr.",D,Indian Tribes,8,8,0,0,0.0
H0281,Paul E. Krizek,D,Financial Institutions and Services,8,8,0,0,0.0
H0281,Paul E. Krizek,D,Uncodified Legislation,8,8,0,0,0.0
H0284,"Marcia S. ""Cia"" Price",D,Elections,9,8,0,0,0.0
H0284,"Marcia S. ""Cia"" Price",D,Financial Institutions and Services,8,8,0,0,0.0
H0285,"C.E. Cliff Hayes, Jr.",D,Indian Tribes,8,8,0,0,0.0
H0285,"C.E. Cliff Hayes, Jr.",D,Uncodified Legislation,8,8,0,0,0.0
H0294,Karrie K. Delaney,D,Financial Institutions and Services,8,8,0,0,0.0
H0294,Karrie K. Delaney,D,Indian Tribes,8,8,0,0,0.0
H0295,Kelly K. Convirs-Fowler,D,Alcoholic Beverage and Cannabis Control,13,8,0,0,0.0
H0295,Kelly K. Convirs-Fowler,D,Financial Institutions and Services,14,8,0,0,0.0
H0295,Kelly K. Convirs-Fowler,D,"Gambling, Lotteries, Etc.",11,8,0,0,0.0
H0297,Elizabeth R. Guzman,D,Financial Institutions and Services,8,8,0,0,0.0
H0297,Elizabeth R. Guzman,D,Indian Tribes,8,8,0,0,0.0
H0301,David A. Reid,D,Financial Institutions and Services,8,8,0,0,0.0
H0301,David A. Reid,D,Uncodified Legislation,8,8,0,0,0.0
H0305,Kathy K.L. Tran,D,Financial Institutions and Services,8,8,0,0,0.0
H0305,Kathy K.L. Tran,D,Uncodified Legislation,8,8,0,0,0.0
H0311,Alex Q. Askew,D,Financial Institutions and Services,8,8,0,0,0.0
H0311,Alex Q. Askew,D,Uncodified Legislation,8,8,0,0,0.0
H0314,Joshua G. Cole,D,Elections,9,8,0,0,0.0
H0314,Joshua G. Cole,D,Financial Institutions and Services,8,8,0,0,0.0
H0322,Don Scott,D,Financial Institutions and Services,8,8,0,0,0.0
H0323,Shelly A. Simonds,D,Financial Institutions and Services,8,8,0,0,0.0
H0323,Shelly A. Simonds,D,Uncodified Legislation,8,8,0,0,0.0
H0325,Wendell S. Walker,R,Financial Institutions and Services,8,8,0,0,0.0
H0327,Rodney T. Willett,D,Financial Institutions and Services,8,8,0,0,0.0
H0327,Rodney T. Willett,D,Uncodified Legislation,8,8,0,0,0.0
H0328,Scott A. Wyatt,R,Financial Institutions and Services,8,8,2,0,0.0
H0328,Scott A. Wyatt,R,Uncodified Legislation,8,8,0,0,0.0
H0329,Bill Wiley,R,Financial Institutions and Services,8,8,1,0,0.0
H0329,Bill Wiley,R,Indian Tribes,8,8,0,0,0.0
H0334,Elizabeth B. Bennett-Parker,D,Data Centers,8,8,0,0,0.0
H0334,Elizabeth B. Bennett-Parker,D,"Gambling, Lotteries, Etc.",8,8,0,0,0.0
H0335,Mike A. Cherry,R,Financial Institutions and Services,8,8,3,0,0.0
H0336,Nadarius E. Clark,D,Professions and Occupations,11,8,0,0,0.0
H0342,Phillip A. Scott,R,Financial Institutions and Services,8,8,4,0,0.0
H0343,Briana D. Sewell,D,Financial Institutions and Services,8,8,0,0,0.0
H0343,Briana D. Sewell,D,Uncodified Legislation,8,8,0,0,0.0
H0345,Anne Ferrell Tata,R,Financial Institutions and Services,8,8,0,0,0.0
H0349,Jackie H. Glass,D,Indian Tribes,8,8,0,0,0.0
H0350,Ellen H. McLaughlin,R,Financial Institutions and Services,8,8,0,0,0.0
H0350,Ellen H. McLaughlin,R,Indian Tribes,9,8,0,0,0.0
H0354,Katrina Callsen,D,Financial Institutions and Services,8,8,0,0,0.0
H0357,Will Davis,R,Financial Institutions and Services,8,8,0,0,0.0
H0361,Debra D. Gardner,D,Financial Institutions and Services,8,8,0,0,0.0
H0366,Phil M. Hernandez,D,Financial Institutions and Services,8,8,0,0,0.0
H0369,Hillary Pugh Kent,R,Financial Institutions and Services,8,8,3,0,0.0
H0369,Hillary Pugh Kent,R,Indian Tribes,8,8,0,0,0.0
H0371,Amy J. Laufer,D,Financial Institutions and Services,8,8,0,0,0.0
H0371,Amy J. Laufer,D,Uncodified Legislation,8,8,0,0,0.0
H0372,Destiny LeVere Bolling,D,Administration of Government,8,8,0,0,0.0
H0375,Adele Y. McClure,D,Financial Institutions and Services,8,8,0,0,0.0
H0382,Joshua E. Thomas,D,Financial Institutions and Services,8,8,0,0,0.0
H0382,Joshua E. Thomas,D,Uncodified Legislation,8,8,0,0,0.0
H0383,Eric R. Zehr,R,Financial Institutions and Services,8,8,2,0,0.0
H0384,Eric Phillips,R,Financial Institutions and Services,8,8,0,0,0.0
H0385,JJ Singh,D,Administration of Government,8,8,0,0,0.0
H0386,Jessica L. Anderson,D,Financial Institutions and Services,8,8,0,0,0.0
H0387,"Karen R. ""Kacey"" Carnegie",D,Financial Institutions and Services,8,8,0,0,0.0
H0388,Stacey Annie Carroll,D,Financial Institutions and Services,8,8,0,0,0.0
H0390,Mitchell Cornett,R,Financial Institutions and Services,8,8,1,0,0.0
H0392,Mark C. Downey,D,Financial Institutions and Services,8,8,0,0,0.0
H0395,John Chilton McAuliff,D,Indian Tribes,8,8,0,0,0.0
H0396,Leslie Chambers Mehta,D,Financial Institutions and Services,8,8,0,0,0.0
H0399,Kimberly Pope Adams,D,Financial Institutions and Services,8,8,0,0,0.0
H0399,Kimberly Pope Adams,D,Indian Tribes,8,8,0,0,0.0
H0400,Virgil Thornton,D,Financial Institutions and Services,8,8,0,0,0.0
H0401,Madison Whittle,R,Financial Institutions and Services,8,8,1,0,0.0
H0403,Gretchen M. Bulova,D,Financial Institutions and Services,8,8,0,0,0.0
H0404,Margaret A. Franklin,D,Financial Institutions and Services,8,8,0,0,0.0
H0406,Kirk McPike,D,Data Centers,8,8,0,0,0.0
H0406,Kirk McPike,D,Economic Development,8,8,0,0,0.0
H0056,Terry G. Kilgore,R,Indian Tribes,8,7,0,0,0.0
H0108,Vivian E. Watts,D,Indian Tribes,7,7,0,0,0.0
H0136,"Thomas C. Wright, Jr.",R,Indian Tribes,8,7,0,0,0.0
H0173,Jeion A. Ward,D,Indian Tribes,7,7,0,0,0.0
H0219,Patrick A. Hope,D,Criminal Procedure,7,7,0,0,0.0
H0231,Tony O. Wilt,R,Administration of Government,7,7,2,0,0.0
H0242,Israel D. O'Quinn,R,Indian Tribes,7,7,0,0,0.0
H0262,"James A. ""Jay"" Leftwich",R,Financial Institutions and Services,8,7,1,0,0.0
H0266,Sam Rasoul,D,Indian Tribes,7,7,0,0,0.0
H0269,"Richard C. ""Rip"" Sullivan, Jr.",D,Administration of Government,7,7,0,0,0.0
H0284,"Marcia S. ""Cia"" Price",D,Uncodified Legislation,8,7,0,0,0.0
H0294,Karrie K. Delaney,D,Criminal Procedure,7,7,0,0,0.0
H0295,Kelly K. Convirs-Fowler,D,Administration of Government,8,7,0,0,0.0
H0322,Don Scott,D,Indian Tribes,7,7,0,0,0.0
H0323,Shelly A. Simonds,D,Indian Tribes,7,7,0,0,0.0
H0327,Rodney T. Willett,D,Indian Tribes,7,7,0,0,0.0
H0334,Elizabeth B. Bennett-Parker,D,Alcoholic Beverage and Cannabis Control,7,7,0,0,0.0
H0334,Elizabeth B. Bennett-Parker,D,Economic Development,7,7,0,0,0.0
H0334,Elizabeth B. Bennett-Parker,D,Marriage and Domestic Relations,10,7,0,0,0.0
H0336,Nadarius E. Clark,D,Administration of Government,7,7,0,0,0.0
H0336,Nadarius E. Clark,D,Indian Tribes,9,7,0,0,0.0
H0348,Wren M. Williams,R,Criminal Procedure,7,7,1,0,0.0
H0354,Katrina Callsen,D,Elections,7,7,0,0,0.0
H0356,Rae Cousins,D,Criminal Procedure,7,7,0,0,0.0
H0356,Rae Cousins,D,Indian Tribes,7,7,0,0,0.0
H0357,Will Davis,R,Criminal Procedure,7,7,0,0,0.0
H0360,Michael B. Feggans,D,Administration of Government,7,7,0,0,0.0
H0360,Michael B. Feggans,D,Indian Tribes,7,7,0,0,0.0
H0361,Debra D. Gardner,D,Indian Tribes,7,7,0,0,0.0
H0362,"Thomas A. Garrett, Jr.",R,Financial Institutions and Services,9,7,2,0,0.0
H0366,Phil M. Hernandez,D,Criminal Procedure,7,7,0,0,0.0
H0370,Karen Keys-Gamarra,D,Property and Conveyances,7,7,0,0,0.0
H0371,Amy J. Laufer,D,Indian Tribes,7,7,0,0,0.0
H0374,Marty Martinez,D,Indian Tribes,7,7,0,0,0.0
H0377,Delores Oates,R,Indian Tribes,7,7,0,0,0.0
H0380,Atoosa R. Reaser,D,Financial Institutions and Services,8,7,0,0,0.0
H0382,Joshua E. Thomas,D,Indian Tribes,7,7,0,0,0.0
H0383,Eric R. Zehr,R,Indian Tribes,7,7,2,0,0.0
H0384,Eric Phillips,R,Indian Tribes,7,7,0,0,0.0
