member_id,MBR_NAME,party,topic_name,classification,topic_status,comparable_topic_sample,robust_topic_sample,topic_vote_events_2025,topic_vote_events_2026,eligible_topic_events_2025,eligible_topic_events_2026,eligible_topic_event_change,cross_party_events_2025,cross_party_events_2026,cross_party_event_change,cross_party_pct_2025,cross_party_pct_2026,cross_party_pct_change,party_break_events_2025,party_break_events_2026,party_break_event_change,MBR_NAME_2025,MBR_NAME_2026,party_2025,party_2026
H0325,Wendell S. Walker,R,Public Safety,Derived from LIS bill description,Present both years,False,False,2.0,25.0,2.0,24.0,22.0,0.0,1.0,1.0,0.0,4.166666666666666,4.166666666666666,0.0,1.0,1.0,Wendell S. Walker,Wendell S. Walker,R,R
H0371,Amy J. Laufer,D,Technology and Data,Derived from LIS bill description,Present both years,False,False,2.0,24.0,2.0,24.0,22.0,0.0,1.0,1.0,0.0,4.166666666666666,4.166666666666666,0.0,1.0,1.0,Amy J. Laufer,Amy J. Laufer,D,D
H0350,Ellen H. McLaughlin,R,Labor and Employment,Derived from LIS bill description,Present both years,False,False,13.0,130.0,12.0,121.0,109.0,0.0,5.0,5.0,0.0,4.132231404958678,4.132231404958678,0.0,6.0,6.0,Ellen H. Campbell,Ellen H. McLaughlin,R,R
H0238,M. Keith Hodges,R,Transportation,Derived from LIS bill description,Present both years,False,False,3.0,73.0,3.0,73.0,70.0,0.0,3.0,3.0,0.0,4.10958904109589,4.10958904109589,0.0,4.0,4.0,M. Keith Hodges,M. Keith Hodges,R,R
H0366,Phil M. Hernandez,D,Taxes and Revenue,Derived from LIS bill description,Present both years,False,False,9.0,76.0,9.0,74.0,65.0,0.0,3.0,3.0,0.0,4.054054054054054,4.054054054054054,0.0,4.0,4.0,Phil M. Hernandez,Phil M. Hernandez,D,D
H0335,Mike A. Cherry,R,Public Safety,Derived from LIS bill description,Present both years,False,False,2.0,25.0,2.0,25.0,23.0,0.0,1.0,1.0,0.0,4.0,4.0,0.0,1.0,1.0,Mike A. Cherry,Mike A. Cherry,R,R
H0347,"H. Otto Wachsmann, Jr.",R,Public Safety,Derived from LIS bill description,Present both years,False,False,2.0,25.0,2.0,25.0,23.0,0.0,1.0,1.0,0.0,4.0,4.0,0.0,1.0,1.0,"H. Otto Wachsmann, Jr.","H. Otto Wachsmann, Jr.",R,R
H0212,Betsy B. Carr,D,Technology and Data,Derived from LIS bill description,Present both years,False,False,1.0,25.0,1.0,25.0,24.0,0.0,1.0,1.0,0.0,4.0,4.0,0.0,1.0,1.0,Betsy B. Carr,Betsy B. Carr,D,D
H0377,Delores Oates,R,Elections and Voting,Derived from LIS bill description,Present both years,False,False,18.0,76.0,18.0,76.0,58.0,0.0,3.0,3.0,0.0,3.947368421052632,3.947368421052632,0.0,5.0,5.0,Delores Oates,Delores Oates,R,R
H0124,R. Lee Ware,R,Elections and Voting,Derived from LIS bill description,Present both years,False,False,16.0,76.0,16.0,76.0,60.0,0.0,3.0,3.0,0.0,3.947368421052632,3.947368421052632,0.0,5.0,5.0,R. Lee Ware,R. Lee Ware,R,R
H0253,Terry L. Austin,R,Agriculture and Food,Derived from LIS bill summary,Present both years,False,False,47.0,12.0,47.0,12.0,-35.0,6.0,2.0,-4.0,12.76595744680851,16.666666666666664,3.900709219858154,7.0,2.0,-5.0,Terry L. Austin,Terry L. Austin,R,R
H0136,"Thomas C. Wright, Jr.",R,Taxes and Revenue,Derived from LIS bill description,Present both years,False,False,6.0,31.0,6.0,26.0,20.0,0.0,1.0,1.0,0.0,3.8461538461538463,3.8461538461538463,0.0,5.0,5.0,"Thomas C. Wright, Jr.","Thomas C. Wright, Jr.",R,R
H0124,R. Lee Ware,R,Agriculture and Food,Derived from LIS bill description,Present both years,False,False,3.0,26.0,3.0,26.0,23.0,0.0,1.0,1.0,0.0,3.8461538461538463,3.8461538461538463,0.0,1.0,1.0,R. Lee Ware,R. Lee Ware,R,R
H0305,Kathy K.L. Tran,D,Technology and Data,Derived from LIS bill description,Present both years,False,False,1.0,26.0,1.0,26.0,25.0,0.0,1.0,1.0,0.0,3.8461538461538463,3.8461538461538463,0.0,1.0,1.0,Kathy K.L. Tran,Kathy K.L. Tran,D,D
H0335,Mike A. Cherry,R,Labor and Employment,Derived from LIS bill description,Present both years,False,False,12.0,107.0,12.0,106.0,94.0,0.0,4.0,4.0,0.0,3.7735849056603774,3.7735849056603774,0.0,5.0,5.0,Mike A. Cherry,Mike A. Cherry,R,R
H0364,Timothy P. Griffin,R,Family and Children,Derived from LIS bill description,Present both years,False,False,12.0,34.0,10.0,27.0,17.0,0.0,1.0,1.0,0.0,3.7037037037037033,3.7037037037037033,1.0,7.0,6.0,Timothy P. Griffin,Timothy P. Griffin,R,R
H0238,M. Keith Hodges,R,Behavioral Health,Derived from LIS bill description,Present both years,False,False,5.0,54.0,5.0,54.0,49.0,0.0,2.0,2.0,0.0,3.7037037037037033,3.7037037037037033,0.0,2.0,2.0,M. Keith Hodges,M. Keith Hodges,R,R
H0264,Marcus B. Simon,D,Local Government,Derived from LIS bill description,Present both years,False,False,2.0,54.0,2.0,54.0,52.0,0.0,2.0,2.0,0.0,3.7037037037037033,3.7037037037037033,0.0,5.0,5.0,Marcus B. Simon,Marcus B. Simon,D,D
H0384,Eric Phillips,R,Public Safety,Derived from LIS bill description,Present both years,False,False,2.0,27.0,2.0,27.0,25.0,0.0,1.0,1.0,0.0,3.7037037037037033,3.7037037037037033,0.0,2.0,2.0,Eric Phillips,Eric Phillips,R,R
H0238,M. Keith Hodges,R,Family and Children,Derived from LIS bill description,Present both years,False,False,14.0,55.0,14.0,55.0,41.0,0.0,2.0,2.0,0.0,3.636363636363636,3.636363636363636,0.0,3.0,3.0,M. Keith Hodges,M. Keith Hodges,R,R
H0284,"Marcia S. ""Cia"" Price",D,Family and Children,Derived from LIS bill description,Present both years,False,False,12.0,56.0,12.0,55.0,43.0,0.0,2.0,2.0,0.0,3.636363636363636,3.636363636363636,1.0,2.0,1.0,"Marcia S. ""Cia"" Price","Marcia S. ""Cia"" Price",D,D
H0242,Israel D. O'Quinn,R,Environment and Conservation,Derived from LIS bill summary,Present both years,False,False,65.0,19.0,61.0,19.0,-42.0,1.0,1.0,0.0,1.639344262295082,5.263157894736842,3.6238136324417596,1.0,2.0,1.0,Israel D. O'Quinn,Israel D. O'Quinn,R,R
H0348,Wren M. Williams,R,Family and Children,Derived from LIS bill description,Present both years,False,False,14.0,62.0,14.0,56.0,42.0,0.0,2.0,2.0,0.0,3.571428571428571,3.571428571428571,0.0,5.0,5.0,Wren M. Williams,Wren M. Williams,R,R
H0343,Briana D. Sewell,D,Housing,Derived from LIS bill description,Present both years,False,False,4.0,85.0,4.0,84.0,80.0,0.0,3.0,3.0,0.0,3.571428571428571,3.571428571428571,0.0,3.0,3.0,Briana D. Sewell,Briana D. Sewell,D,D
H0351,Holly M. Seibold,D,Technology and Data,Derived from LIS bill description,Present both years,False,False,1.0,29.0,1.0,28.0,27.0,0.0,1.0,1.0,0.0,3.571428571428571,3.571428571428571,0.0,1.0,1.0,Holly M. Seibold,Holly M. Seibold,D,D
H0370,Karen Keys-Gamarra,D,Local Government,Derived from LIS bill description,Present both years,False,False,1.0,58.0,1.0,57.0,56.0,0.0,2.0,2.0,0.0,3.508771929824561,3.508771929824561,0.0,5.0,5.0,Karen Keys-Gamarra,Karen Keys-Gamarra,D,D
H0238,M. Keith Hodges,R,Housing,Derived from LIS bill description,Present both years,False,False,4.0,87.0,4.0,86.0,82.0,0.0,3.0,3.0,0.0,3.488372093023256,3.488372093023256,0.0,6.0,6.0,M. Keith Hodges,M. Keith Hodges,R,R
H0136,"Thomas C. Wright, Jr.",R,Behavioral Health,Derived from LIS bill description,Present both years,False,False,3.0,34.0,3.0,29.0,26.0,0.0,1.0,1.0,0.0,3.4482758620689653,3.4482758620689653,0.0,4.0,4.0,"Thomas C. Wright, Jr.","Thomas C. Wright, Jr.",R,R
H0347,"H. Otto Wachsmann, Jr.",R,Energy and Utilities,Derived from LIS bill description,Present both years,False,False,6.0,117.0,6.0,117.0,111.0,0.0,4.0,4.0,0.0,3.418803418803419,3.418803418803419,1.0,6.0,5.0,"H. Otto Wachsmann, Jr.","H. Otto Wachsmann, Jr.",R,R
H0384,Eric Phillips,R,Energy and Utilities,Derived from LIS bill description,Present both years,False,False,6.0,117.0,6.0,117.0,111.0,0.0,4.0,4.0,0.0,3.418803418803419,3.418803418803419,0.0,8.0,8.0,Eric Phillips,Eric Phillips,R,R
H0321,Chris S. Runion,R,Health and Healthcare,Derived from LIS bill description,Present both years,False,False,6.0,60.0,6.0,59.0,53.0,0.0,2.0,2.0,0.0,3.389830508474576,3.389830508474576,0.0,7.0,7.0,Chris S. Runion,Chris S. Runion,R,R
H0329,Bill Wiley,R,Local Government,Derived from LIS bill description,Present both years,False,False,1.0,59.0,1.0,59.0,58.0,0.0,2.0,2.0,0.0,3.389830508474576,3.389830508474576,0.0,5.0,5.0,Bill Wiley,Bill Wiley,R,R
H0369,Hillary Pugh Kent,R,Education,Derived from LIS bill description,Present both years,False,False,17.0,242.0,16.0,238.0,222.0,0.0,8.0,8.0,0.0,3.361344537815126,3.361344537815126,0.0,13.0,13.0,Hillary Pugh Kent,Hillary Pugh Kent,R,R
H0329,Bill Wiley,R,Public Safety,Derived from LIS bill description,Present both years,False,False,5.0,30.0,5.0,30.0,25.0,0.0,1.0,1.0,0.0,3.333333333333333,3.333333333333333,0.0,1.0,1.0,Bill Wiley,Bill Wiley,R,R
H0348,Wren M. Williams,R,Public Safety,Derived from LIS bill description,Present both years,False,False,4.0,34.0,4.0,30.0,26.0,0.0,1.0,1.0,0.0,3.333333333333333,3.333333333333333,0.0,1.0,1.0,Wren M. Williams,Wren M. Williams,R,R
H0231,Tony O. Wilt,R,Agriculture and Food,Derived from LIS bill description,Present both years,False,False,3.0,30.0,3.0,30.0,27.0,0.0,1.0,1.0,0.0,3.333333333333333,3.333333333333333,0.0,1.0,1.0,Tony O. Wilt,Tony O. Wilt,R,R
H0328,Scott A. Wyatt,R,Public Safety,Derived from LIS bill description,Present both years,False,False,3.0,30.0,3.0,30.0,27.0,0.0,1.0,1.0,0.0,3.333333333333333,3.333333333333333,0.0,1.0,1.0,Scott A. Wyatt,Scott A. Wyatt,R,R
H0231,Tony O. Wilt,R,Energy and Utilities,Derived from LIS bill description,Present both years,False,False,10.0,214.0,10.0,211.0,201.0,0.0,7.0,7.0,0.0,3.3175355450236967,3.3175355450236967,0.0,16.0,16.0,Tony O. Wilt,Tony O. Wilt,R,R
H0231,Tony O. Wilt,R,Health and Healthcare,Derived from LIS bill description,Present both years,False,False,6.0,62.0,6.0,61.0,55.0,0.0,2.0,2.0,0.0,3.278688524590164,3.278688524590164,0.0,5.0,5.0,Tony O. Wilt,Tony O. Wilt,R,R
H0253,Terry L. Austin,R,Transportation,Derived from LIS bill description,Present both years,False,False,6.0,122.0,6.0,122.0,116.0,0.0,4.0,4.0,0.0,3.278688524590164,3.278688524590164,0.0,5.0,5.0,Terry L. Austin,Terry L. Austin,R,R
H0259,"Hyland F. ""Buddy"" Fowler, Jr.",R,Energy and Utilities,Derived from LIS bill description,Present both years,False,False,6.0,125.0,5.0,122.0,117.0,0.0,4.0,4.0,0.0,3.278688524590164,3.278688524590164,0.0,10.0,10.0,"Hyland F. ""Buddy"" Fowler, Jr.","Hyland F. ""Buddy"" Fowler, Jr.",R,R
H0267,"Robert S. Bloxom, Jr.",R,Business and Commerce,Derived from LIS bill description,Present both years,False,False,13.0,63.0,12.0,62.0,50.0,0.0,2.0,2.0,0.0,3.225806451612903,3.225806451612903,2.0,2.0,0.0,"Robert S. Bloxom, Jr.","Robert S. Bloxom, Jr.",R,R
H0362,"Thomas A. Garrett, Jr.",R,Family and Children,Derived from LIS bill description,Present both years,False,False,9.0,37.0,8.0,31.0,23.0,0.0,1.0,1.0,0.0,3.225806451612903,3.225806451612903,0.0,6.0,6.0,"Thomas A. Garrett, Jr.","Thomas A. Garrett, Jr.",R,R
H0239,Alfonso H. Lopez,D,Taxes and Revenue,Derived from LIS bill description,Present both years,False,False,6.0,31.0,6.0,31.0,25.0,0.0,1.0,1.0,0.0,3.225806451612903,3.225806451612903,0.0,1.0,1.0,Alfonso H. Lopez,Alfonso H. Lopez,D,D
H0247,Michael J. Webert,R,Taxes and Revenue,Derived from LIS bill description,Present both years,False,False,6.0,32.0,6.0,31.0,25.0,0.0,1.0,1.0,0.0,3.225806451612903,3.225806451612903,1.0,2.0,1.0,Michael J. Webert,Michael J. Webert,R,R
H0364,Timothy P. Griffin,R,Taxes and Revenue,Derived from LIS bill description,Present both years,False,False,6.0,31.0,6.0,31.0,25.0,0.0,1.0,1.0,0.0,3.225806451612903,3.225806451612903,2.0,8.0,6.0,Timothy P. Griffin,Timothy P. Griffin,R,R
H0247,Michael J. Webert,R,Agriculture and Food,Derived from LIS bill description,Present both years,False,False,3.0,31.0,3.0,31.0,28.0,0.0,1.0,1.0,0.0,3.225806451612903,3.225806451612903,0.0,2.0,2.0,Michael J. Webert,Michael J. Webert,R,R
H0362,"Thomas A. Garrett, Jr.",R,Environment and Conservation,Derived from LIS bill description,Present both years,False,False,1.0,33.0,1.0,31.0,30.0,0.0,1.0,1.0,0.0,3.225806451612903,3.225806451612903,0.0,4.0,4.0,"Thomas A. Garrett, Jr.","Thomas A. Garrett, Jr.",R,R
H0325,Wendell S. Walker,R,Labor and Employment,Derived from LIS bill description,Present both years,False,False,12.0,98.0,12.0,94.0,82.0,0.0,3.0,3.0,0.0,3.191489361702128,3.191489361702128,0.0,4.0,4.0,Wendell S. Walker,Wendell S. Walker,R,R
H0267,"Robert S. Bloxom, Jr.",R,Health and Healthcare,Derived from LIS bill description,Present both years,False,False,6.0,63.0,6.0,63.0,57.0,0.0,2.0,2.0,0.0,3.1746031746031744,3.1746031746031744,0.0,2.0,2.0,"Robert S. Bloxom, Jr.","Robert S. Bloxom, Jr.",R,R
H0349,Jackie H. Glass,D,Family and Children,Derived from LIS bill description,Present both years,False,False,12.0,34.0,12.0,32.0,20.0,0.0,1.0,1.0,0.0,3.125,3.125,1.0,1.0,0.0,Jackie H. Glass,Jackie H. Glass,D,D
H0308,Joseph P. McNamara,R,Taxes and Revenue,Derived from LIS bill description,Present both years,False,False,9.0,70.0,9.0,64.0,55.0,0.0,2.0,2.0,0.0,3.125,3.125,0.0,3.0,3.0,Joseph P. McNamara,Joseph P. McNamara,R,R
H0308,Joseph P. McNamara,R,Behavioral Health,Derived from LIS bill description,Present both years,False,False,3.0,35.0,3.0,32.0,29.0,0.0,1.0,1.0,0.0,3.125,3.125,0.0,1.0,1.0,Joseph P. McNamara,Joseph P. McNamara,R,R
H0259,"Hyland F. ""Buddy"" Fowler, Jr.",R,Criminal Justice,Derived from LIS bill description,Present both years,False,False,14.0,67.0,13.0,65.0,52.0,0.0,2.0,2.0,0.0,3.076923076923077,3.076923076923077,0.0,4.0,4.0,"Hyland F. ""Buddy"" Fowler, Jr.","Hyland F. ""Buddy"" Fowler, Jr.",R,R
H0219,Patrick A. Hope,D,Taxes and Revenue,Derived from LIS bill description,Present both years,False,False,6.0,33.0,6.0,33.0,27.0,0.0,1.0,1.0,0.0,3.0303030303030303,3.0303030303030303,0.0,1.0,1.0,Patrick A. Hope,Patrick A. Hope,D,D
H0281,Paul E. Krizek,D,Agriculture and Food,Derived from LIS bill description,Present both years,False,False,3.0,33.0,3.0,33.0,30.0,0.0,1.0,1.0,0.0,3.0303030303030303,3.0303030303030303,0.0,1.0,1.0,Paul E. Krizek,Paul E. Krizek,D,D
H0327,Rodney T. Willett,D,Agriculture and Food,Derived from LIS bill description,Present both years,False,False,3.0,34.0,3.0,33.0,30.0,0.0,1.0,1.0,0.0,3.0303030303030303,3.0303030303030303,0.0,1.0,1.0,Rodney T. Willett,Rodney T. Willett,D,D
H0371,Amy J. Laufer,D,Agriculture and Food,Derived from LIS bill description,Present both years,False,False,3.0,33.0,3.0,33.0,30.0,0.0,1.0,1.0,0.0,3.0303030303030303,3.0303030303030303,0.0,1.0,1.0,Amy J. Laufer,Amy J. Laufer,D,D
H0347,"H. Otto Wachsmann, Jr.",R,Environment and Conservation,Derived from LIS bill description,Present both years,False,False,1.0,33.0,1.0,33.0,32.0,0.0,1.0,1.0,0.0,3.0303030303030303,3.0303030303030303,0.0,1.0,1.0,"H. Otto Wachsmann, Jr.","H. Otto Wachsmann, Jr.",R,R
H0384,Eric Phillips,R,Environment and Conservation,Derived from LIS bill description,Present both years,False,False,1.0,33.0,0.0,33.0,33.0,0.0,1.0,1.0,0.0,3.0303030303030303,3.0303030303030303,0.0,2.0,2.0,Eric Phillips,Eric Phillips,R,R
H0349,Jackie H. Glass,D,Housing,Derived from LIS bill description,Present both years,False,False,4.0,68.0,4.0,67.0,63.0,0.0,2.0,2.0,0.0,2.985074626865672,2.985074626865672,0.0,2.0,2.0,Jackie H. Glass,Jackie H. Glass,D,D
H0136,"Thomas C. Wright, Jr.",R,Business and Commerce,Derived from LIS bill description,Present both years,False,False,9.0,38.0,9.0,34.0,25.0,0.0,1.0,1.0,0.0,2.941176470588235,2.941176470588235,0.0,1.0,1.0,"Thomas C. Wright, Jr.","Thomas C. Wright, Jr.",R,R
H0325,Wendell S. Walker,R,Taxes and Revenue,Derived from LIS bill description,Present both years,False,False,9.0,73.0,9.0,68.0,59.0,0.0,2.0,2.0,0.0,2.941176470588235,2.941176470588235,0.0,3.0,3.0,Wendell S. Walker,Wendell S. Walker,R,R
H0384,Eric Phillips,R,Business and Commerce,Derived from LIS bill description,Present both years,False,False,8.0,34.0,7.0,34.0,27.0,0.0,1.0,1.0,0.0,2.941176470588235,2.941176470588235,0.0,1.0,1.0,Eric Phillips,Eric Phillips,R,R
H0345,Anne Ferrell Tata,R,Insurance,Derived from LIS bill description,Present both years,False,False,2.0,34.0,2.0,34.0,32.0,0.0,1.0,1.0,0.0,2.941176470588235,2.941176470588235,0.0,3.0,3.0,Anne Ferrell Tata,Anne Ferrell Tata,R,R
H0369,Hillary Pugh Kent,R,Insurance,Derived from LIS bill description,Present both years,False,False,2.0,34.0,2.0,34.0,32.0,0.0,1.0,1.0,0.0,2.941176470588235,2.941176470588235,0.0,3.0,3.0,Hillary Pugh Kent,Hillary Pugh Kent,R,R
H0224,James W. Morefield,R,Transportation,Derived from LIS bill description,Present both years,False,False,3.0,70.0,3.0,69.0,66.0,0.0,2.0,2.0,0.0,2.898550724637681,2.898550724637681,1.0,4.0,3.0,James W. Morefield,James W. Morefield,R,R
H0333,Jason S. Ballard,R,Transportation,Derived from LIS bill description,Present both years,False,False,8.0,141.0,8.0,139.0,131.0,0.0,4.0,4.0,0.0,2.877697841726619,2.877697841726619,0.0,6.0,6.0,Jason S. Ballard,Jason S. Ballard,R,R
H0242,Israel D. O'Quinn,R,Family and Children,Derived from LIS bill description,Present both years,False,False,10.0,35.0,10.0,35.0,25.0,0.0,1.0,1.0,0.0,2.857142857142857,2.857142857142857,0.0,1.0,1.0,Israel D. O'Quinn,Israel D. O'Quinn,R,R
H0262,"James A. ""Jay"" Leftwich",R,Environment and Conservation,Derived from LIS bill description,Present both years,False,False,1.0,35.0,1.0,35.0,34.0,0.0,1.0,1.0,0.0,2.857142857142857,2.857142857142857,0.0,1.0,1.0,"James A. ""Jay"" Leftwich","James A. ""Jay"" Leftwich",R,R
H0284,"Marcia S. ""Cia"" Price",D,Transportation,Derived from LIS bill description,Present both years,False,False,3.0,71.0,3.0,71.0,68.0,0.0,2.0,2.0,0.0,2.8169014084507045,2.8169014084507045,0.0,2.0,2.0,"Marcia S. ""Cia"" Price","Marcia S. ""Cia"" Price",D,D
H0321,Chris S. Runion,R,Family and Children,Derived from LIS bill description,Present both years,False,False,9.0,36.0,9.0,36.0,27.0,0.0,1.0,1.0,0.0,2.7777777777777777,2.7777777777777777,0.0,3.0,3.0,Chris S. Runion,Chris S. Runion,R,R
H0354,Katrina Callsen,D,Taxes and Revenue,Derived from LIS bill description,Present both years,False,False,9.0,75.0,9.0,72.0,63.0,0.0,2.0,2.0,0.0,2.7777777777777777,2.7777777777777777,0.0,3.0,3.0,Katrina Callsen,Katrina Callsen,D,D
H0056,Terry G. Kilgore,R,Health and Healthcare,Derived from LIS bill description,Present both years,False,False,8.0,72.0,8.0,72.0,64.0,0.0,2.0,2.0,0.0,2.7777777777777777,2.7777777777777777,0.0,4.0,4.0,Terry G. Kilgore,Terry G. Kilgore,R,R
H0321,Chris S. Runion,R,Behavioral Health,Derived from LIS bill description,Present both years,False,False,3.0,36.0,3.0,36.0,33.0,0.0,1.0,1.0,0.0,2.7777777777777777,2.7777777777777777,0.0,3.0,3.0,Chris S. Runion,Chris S. Runion,R,R
H0242,Israel D. O'Quinn,R,Education,Derived from LIS bill description,Present both years,False,False,22.0,113.0,19.0,111.0,92.0,0.0,3.0,3.0,0.0,2.702702702702702,2.702702702702702,1.0,4.0,3.0,Israel D. O'Quinn,Israel D. O'Quinn,R,R
H0383,Eric R. Zehr,R,Elections and Voting,Derived from LIS bill description,Present both years,False,False,16.0,75.0,16.0,74.0,58.0,0.0,2.0,2.0,0.0,2.702702702702702,2.702702702702702,1.0,7.0,6.0,Eric R. Zehr,Eric R. Zehr,R,R
H0350,Ellen H. McLaughlin,R,Agriculture and Food,Derived from LIS bill summary,Present both years,False,False,50.0,12.0,50.0,12.0,-38.0,7.0,2.0,-5.0,14.000000000000002,16.666666666666664,2.6666666666666625,7.0,2.0,-5.0,Ellen H. Campbell,Ellen H. McLaughlin,R,R
H0124,R. Lee Ware,R,Business and Commerce,Derived from LIS bill description,Present both years,False,False,9.0,38.0,9.0,38.0,29.0,0.0,1.0,1.0,0.0,2.631578947368421,2.631578947368421,2.0,1.0,-1.0,R. Lee Ware,R. Lee Ware,R,R
H0357,Will Davis,R,Behavioral Health,Derived from LIS bill description,Present both years,False,False,3.0,38.0,3.0,38.0,35.0,0.0,1.0,1.0,0.0,2.631578947368421,2.631578947368421,0.0,1.0,1.0,Will Davis,Will Davis,R,R
H0264,Marcus B. Simon,D,Transportation,Derived from LIS bill description,Present both years,False,False,6.0,78.0,6.0,78.0,72.0,0.0,2.0,2.0,0.0,2.564102564102564,2.564102564102564,0.0,3.0,3.0,Marcus B. Simon,Marcus B. Simon,D,D
H0267,"Robert S. Bloxom, Jr.",R,Behavioral Health,Derived from LIS bill description,Present both years,False,False,4.0,40.0,4.0,39.0,35.0,0.0,1.0,1.0,0.0,2.564102564102564,2.564102564102564,0.0,1.0,1.0,"Robert S. Bloxom, Jr.","Robert S. Bloxom, Jr.",R,R
H0350,Ellen H. McLaughlin,R,Behavioral Health,Derived from LIS bill description,Present both years,False,False,4.0,41.0,4.0,39.0,35.0,0.0,1.0,1.0,0.0,2.564102564102564,2.564102564102564,0.0,1.0,1.0,Ellen H. Campbell,Ellen H. McLaughlin,R,R
H0124,R. Lee Ware,R,Local Government,Derived from LIS bill description,Present both years,False,False,1.0,40.0,1.0,39.0,38.0,0.0,1.0,1.0,0.0,2.564102564102564,2.564102564102564,0.0,4.0,4.0,R. Lee Ware,R. Lee Ware,R,R
H0247,Michael J. Webert,R,Local Government,Derived from LIS bill description,Present both years,False,False,2.0,42.0,1.0,39.0,38.0,0.0,1.0,1.0,0.0,2.564102564102564,2.564102564102564,0.0,8.0,8.0,Michael J. Webert,Michael J. Webert,R,R
H0328,Scott A. Wyatt,R,Housing,Derived from LIS bill description,Present both years,False,False,4.0,81.0,4.0,79.0,75.0,0.0,2.0,2.0,0.0,2.5316455696202533,2.5316455696202533,0.0,5.0,5.0,Scott A. Wyatt,Scott A. Wyatt,R,R
H0328,Scott A. Wyatt,R,Transportation,Derived from LIS bill description,Present both years,False,False,5.0,119.0,5.0,119.0,114.0,0.0,3.0,3.0,0.0,2.5210084033613445,2.5210084033613445,0.0,3.0,3.0,Scott A. Wyatt,Scott A. Wyatt,R,R
H0334,Elizabeth B. Bennett-Parker,D,Taxes and Revenue,Derived from LIS bill description,Present both years,False,False,9.0,49.0,9.0,40.0,31.0,0.0,1.0,1.0,0.0,2.5,2.5,0.0,1.0,1.0,Elizabeth B. Bennett-Parker,Elizabeth B. Bennett-Parker,D,D
H0328,Scott A. Wyatt,R,Environment and Conservation,Derived from LIS bill description,Present both years,False,False,1.0,40.0,1.0,40.0,39.0,0.0,1.0,1.0,0.0,2.5,2.5,0.0,1.0,1.0,Scott A. Wyatt,Scott A. Wyatt,R,R
H0335,Mike A. Cherry,R,Local Government,Derived from LIS bill description,Present both years,False,False,1.0,40.0,1.0,40.0,39.0,0.0,1.0,1.0,0.0,2.5,2.5,0.0,4.0,4.0,Mike A. Cherry,Mike A. Cherry,R,R
H0329,Bill Wiley,R,Labor and Employment,Derived from LIS bill description,Present both years,False,False,14.0,124.0,13.0,122.0,109.0,0.0,3.0,3.0,0.0,2.459016393442623,2.459016393442623,0.0,4.0,4.0,Bill Wiley,Bill Wiley,R,R
H0238,M. Keith Hodges,R,Labor and Employment,Derived from LIS bill description,Present both years,False,False,12.0,124.0,12.0,123.0,111.0,0.0,3.0,3.0,0.0,2.4390243902439024,2.4390243902439024,0.0,3.0,3.0,M. Keith Hodges,M. Keith Hodges,R,R
H0328,Scott A. Wyatt,R,Family and Children,Derived from LIS bill description,Present both years,False,False,10.0,41.0,10.0,41.0,31.0,0.0,1.0,1.0,0.0,2.4390243902439024,2.4390243902439024,0.0,1.0,1.0,Scott A. Wyatt,Scott A. Wyatt,R,R
H0377,Delores Oates,R,Family and Children,Derived from LIS bill description,Present both years,False,False,10.0,41.0,10.0,41.0,31.0,0.0,1.0,1.0,0.0,2.4390243902439024,2.4390243902439024,0.0,2.0,2.0,Delores Oates,Delores Oates,R,R
H0345,Anne Ferrell Tata,R,Family and Children,Derived from LIS bill description,Present both years,False,False,9.0,41.0,9.0,41.0,32.0,0.0,1.0,1.0,0.0,2.4390243902439024,2.4390243902439024,0.0,1.0,1.0,Anne Ferrell Tata,Anne Ferrell Tata,R,R
H0333,Jason S. Ballard,R,Behavioral Health,Derived from LIS bill description,Present both years,False,False,3.0,41.0,3.0,41.0,38.0,0.0,1.0,1.0,0.0,2.4390243902439024,2.4390243902439024,0.0,1.0,1.0,Jason S. Ballard,Jason S. Ballard,R,R
H0377,Delores Oates,R,Local Government,Derived from LIS bill description,Present both years,False,False,1.0,41.0,1.0,41.0,40.0,0.0,1.0,1.0,0.0,2.4390243902439024,2.4390243902439024,0.0,6.0,6.0,Delores Oates,Delores Oates,R,R
H0353,Bonita G. Anthony,D,Taxes and Revenue,Derived from LIS bill description,Present both years,False,False,9.0,89.0,9.0,83.0,74.0,0.0,2.0,2.0,0.0,2.409638554216868,2.409638554216868,0.0,2.0,2.0,Bonita G. Anthony,Bonita G. Anthony,D,D
H0231,Tony O. Wilt,R,Transportation,Derived from LIS bill description,Present both years,False,False,4.0,84.0,4.0,83.0,79.0,0.0,2.0,2.0,0.0,2.409638554216868,2.409638554216868,0.0,3.0,3.0,Tony O. Wilt,Tony O. Wilt,R,R
H0384,Eric Phillips,R,Transportation,Derived from LIS bill description,Present both years,False,False,3.0,83.0,3.0,83.0,80.0,0.0,2.0,2.0,0.0,2.409638554216868,2.409638554216868,0.0,4.0,4.0,Eric Phillips,Eric Phillips,R,R
H0385,JJ Singh,D,Labor and Employment,Derived from LIS bill description,Present both years,False,False,12.0,128.0,12.0,126.0,114.0,0.0,3.0,3.0,0.0,2.380952380952381,2.380952380952381,0.0,3.0,3.0,JJ Singh,JJ Singh,D,D
H0173,Jeion A. Ward,D,Business and Commerce,Derived from LIS bill description,Present both years,False,False,10.0,47.0,9.0,42.0,33.0,0.0,1.0,1.0,0.0,2.380952380952381,2.380952380952381,0.0,1.0,1.0,Jeion A. Ward,Jeion A. Ward,D,D
