member_id,MBR_NAME,party,member_status,comparable_sample,directional_votes_2025,directional_votes_2026,eligible_cross_party_votes_2025,eligible_cross_party_votes_2026,cross_party_votes_2025,cross_party_votes_2026,cross_party_vote_change,cross_party_pct_2025,cross_party_pct_2026,cross_party_pct_change,party_breaks_2025,party_breaks_2026,party_break_change,party_break_pct_2025,party_break_pct_2026,party_break_pct_change,MBR_NAME_2025,MBR_NAME_2026,party_2025,party_2026
H0337,A.C. Cordoza,R,2025 only,False,1474.0,,1469.0,,140.0,,,9.530292716133424,,,152.0,,,10.312075983717776,,,A.C. Cordoza,,R,
H0373,Ian T. Lovejoy,R,2025 only,False,1217.0,,1214.0,,117.0,,,9.637561779242176,,,118.0,,,9.69597370583402,,,Ian T. Lovejoy,,R,
H0346,Kim A. Taylor,R,2025 only,False,1260.0,,1256.0,,117.0,,,9.31528662420382,,,133.0,,,10.555555555555555,,,Kim A. Taylor,,R,
H0363,W. Chad Green,R,2025 only,False,1455.0,,1438.0,,108.0,,,7.510431154381085,,,131.0,,,9.003436426116838,,,W. Chad Green,,R,
H0378,Chris Obenshain,R,2025 only,False,1354.0,,1349.0,,98.0,,,7.264640474425501,,,123.0,,,9.084194977843426,,,Chris Obenshain,,R,
H0073,"Robert D. Orrock, Sr.",R,2025 only,False,1390.0,,1383.0,,85.0,,,6.146059291395517,,,93.0,,,6.6906474820143895,,,"Robert D. Orrock, Sr.",,R,
H0379,David Owen,R,2025 only,False,1360.0,,1356.0,,82.0,,,6.047197640117994,,,90.0,,,6.61764705882353,,,David Owen,,R,
H0358,"Mark L. Earley, Jr.",R,2025 only,False,1293.0,,1289.0,,81.0,,,6.283941039565555,,,103.0,,,7.965970610982212,,,"Mark L. Earley, Jr.",,R,
H0367,Geary Higgins,R,2025 only,False,1390.0,,1386.0,,74.0,,,5.339105339105339,,,102.0,,,7.338129496402877,,,Geary Higgins,,R,
H0376,Paul V. Milde,R,2025 only,False,1182.0,,1180.0,,44.0,,,3.728813559322034,,,108.0,,,9.137055837563452,,,Paul V. Milde,,R,
H0313,Amanda E. Batten,R,2025 only,False,1632.0,,1613.0,,37.0,,,2.2938623682579045,,,132.0,,,8.088235294117647,,,Amanda E. Batten,,R,
H0352,"Jonathan ""Jed"" Arnold",R,2025 only,False,1441.0,,1436.0,,21.0,,,1.4623955431754874,,,79.0,,,5.482303955586398,,,"Jonathan ""Jed"" Arnold",,R,
H0150,"Daniel W. Marshall, III",R,2025 only,False,430.0,,419.0,,18.0,,,4.295942720763723,,,40.0,,,9.30232558139535,,,"Daniel W. Marshall, III",,R,
H0279,Nicholas J. Freitas,R,2025 only,False,1271.0,,1257.0,,13.0,,,1.0342084327764518,,,196.0,,,15.420928402832416,,,Nicholas J. Freitas,,R,
H0181,C. Todd Gilbert,R,2025 only,False,1382.0,,1367.0,,3.0,,,0.2194586686174103,,,164.0,,,11.86685962373372,,,C. Todd Gilbert,,R,
H0368,Michael J. Jones,D,2025 only,False,1231.0,,1215.0,,2.0,,,0.1646090534979424,,,6.0,,,0.487408610885459,,,Michael J. Jones,,D,
H0381,Kannan Srinivasan,D,2025 only,False,3.0,,3.0,,0.0,,,0.0,,,0.0,,,0.0,,,Kannan Srinivasan,,D,
H0401,Madison Whittle,R,2026 only,False,,2023.0,,2015.0,,83.0,,,4.11910669975186,,,158.0,,,7.810182896688087,,,Madison Whittle,,R
H0395,John Chilton McAuliff,D,2026 only,False,,1633.0,,1630.0,,60.0,,,3.6809815950920246,,,68.0,,,4.164115125535823,,,John Chilton McAuliff,,D
H0398,Justin Pence,R,2026 only,False,,1806.0,,1801.0,,30.0,,,1.6657412548584118,,,101.0,,,5.592469545957918,,,Justin Pence,,R
H0390,Mitchell Cornett,R,2026 only,False,,1923.0,,1912.0,,26.0,,,1.3598326359832638,,,95.0,,,4.940197607904316,,,Mitchell Cornett,,R
H0386,Jessica L. Anderson,D,2026 only,False,,2130.0,,2115.0,,19.0,,,0.8983451536643027,,,21.0,,,0.9859154929577464,,,Jessica L. Anderson,,D
H0393,Lily V. Franklin,D,2026 only,False,,1949.0,,1942.0,,16.0,,,0.8238928939237898,,,18.0,,,0.9235505387378145,,,Lily V. Franklin,,D
H0405,Garrett McGuire,D,2026 only,False,,1982.0,,1966.0,,16.0,,,0.8138351983723295,,,23.0,,,1.160443995963673,,,Garrett McGuire,,D
H0394,Karen Hamilton,R,2026 only,False,,1724.0,,1717.0,,13.0,,,0.7571345369831101,,,263.0,,,15.255220417633412,,,Karen Hamilton,,R
H0402,Charlie Schmidt,D,2026 only,False,,1882.0,,1876.0,,13.0,,,0.6929637526652452,,,16.0,,,0.8501594048884166,,,Charlie Schmidt,,D
H0399,Kimberly Pope Adams,D,2026 only,False,,1914.0,,1903.0,,12.0,,,0.6305832895428272,,,15.0,,,0.7836990595611284,,,Kimberly Pope Adams,,D
H0403,Gretchen M. Bulova,D,2026 only,False,,2037.0,,2024.0,,10.0,,,0.4940711462450593,,,17.0,,,0.8345606283750614,,,Gretchen M. Bulova,,D
H0388,Stacey Annie Carroll,D,2026 only,False,,1829.0,,1810.0,,9.0,,,0.4972375690607734,,,11.0,,,0.6014215418261345,,,Stacey Annie Carroll,,D
H0387,"Karen R. ""Kacey"" Carnegie",D,2026 only,False,,1998.0,,1987.0,,9.0,,,0.4529441368897836,,,14.0,,,0.7007007007007007,,,"Karen R. ""Kacey"" Carnegie",,D
H0407,Andrew Rice,R,2026 only,False,,127.0,,127.0,,7.0,,,5.511811023622047,,,9.0,,,7.086614173228346,,,Andrew Rice,,R
H0404,Margaret A. Franklin,D,2026 only,False,,1713.0,,1696.0,,7.0,,,0.4127358490566037,,,10.0,,,0.5837711617046117,,,Margaret A. Franklin,,D
H0400,Virgil Thornton,D,2026 only,False,,2077.0,,2062.0,,6.0,,,0.2909796314258002,,,7.0,,,0.3370245546461242,,,Virgil Thornton,,D
H0406,Kirk McPike,D,2026 only,False,,998.0,,995.0,,5.0,,,0.5025125628140703,,,7.0,,,0.7014028056112225,,,Kirk McPike,,D
H0392,Mark C. Downey,D,2026 only,False,,1991.0,,1978.0,,5.0,,,0.2527805864509606,,,7.0,,,0.3515821195379206,,,Mark C. Downey,,D
H0297,Elizabeth R. Guzman,D,2026 only,False,,2124.0,,2110.0,,5.0,,,0.2369668246445497,,,17.0,,,0.800376647834275,,,Elizabeth R. Guzman,,D
H0391,Lindsey Dougherty,D,2026 only,False,,1929.0,,1914.0,,4.0,,,0.2089864158829676,,,9.0,,,0.4665629860031104,,,Lindsey Dougherty,,D
H0397,May Nivar,D,2026 only,False,,2025.0,,2006.0,,4.0,,,0.1994017946161515,,,6.0,,,0.2962962962962963,,,May Nivar,,D
H0389,Nicole Cole,D,2026 only,False,,2049.0,,2019.0,,4.0,,,0.1981178801386825,,,10.0,,,0.4880429477794046,,,Nicole Cole,,D
H0396,Leslie Chambers Mehta,D,2026 only,False,,2055.0,,2048.0,,4.0,,,0.1953125,,,4.0,,,0.194647201946472,,,Leslie Chambers Mehta,,D
