member_id,MBR_NAME,MBR_HOU,party,party_reference_name,member_found_in_members_csv,chamber_recovered_from_member_id,name_recovered_from_party_reference
H0381,Kannan Srinivasan,H,D,Kannan Srinivasan,False,True,True
