member_id,MBR_NAME,party,topic_name,topic_vote_events,eligible_topic_events,party_break_events,cross_party_events,cross_party_pct
H0124,R. Lee Ware,R,Transportation,113,112,5,3,2.6785714285714284
H0224,James W. Morefield,R,Courts and Civil Law,120,117,3,3,2.564102564102564
H0321,Chris S. Runion,R,Transportation,118,117,7,3,2.564102564102564
H0238,M. Keith Hodges,R,Courts and Civil Law,120,118,4,3,2.5423728813559325
H0266,Sam Rasoul,D,Transportation,126,118,7,3,2.5423728813559325
H0362,"Thomas A. Garrett, Jr.",R,Budget and Appropriations,130,121,13,3,2.479338842975207
H0279,Nicholas J. Freitas,R,Health and Healthcare,130,123,26,3,2.4390243902439024
H0313,Amanda E. Batten,R,Family and Children,127,123,7,3,2.4390243902439024
H0333,Jason S. Ballard,R,Budget and Appropriations,125,124,5,3,2.4193548387096775
H0308,Joseph P. McNamara,R,Budget and Appropriations,128,125,9,3,2.4
H0259,"Hyland F. ""Buddy"" Fowler, Jr.",R,Health and Healthcare,129,127,10,3,2.3622047244094486
H0328,Scott A. Wyatt,R,Budget and Appropriations,138,137,4,3,2.18978102189781
H0357,Will Davis,R,Taxes and Revenue,144,143,4,3,2.097902097902098
H0358,"Mark L. Earley, Jr.",R,Courts and Civil Law,147,147,6,3,2.0408163265306123
H0325,Wendell S. Walker,R,Taxes and Revenue,152,149,4,3,2.013422818791946
H0266,Sam Rasoul,D,Local Government,168,154,4,3,1.948051948051948
H0347,"H. Otto Wachsmann, Jr.",R,Labor and Employment,160,160,5,3,1.875
H0379,David Owen,R,Labor and Employment,164,164,4,3,1.8292682926829267
H0329,Bill Wiley,R,Transportation,172,172,5,3,1.744186046511628
H0323,Shelly A. Simonds,D,Unclassified,176,174,3,3,1.7241379310344827
H0382,Joshua E. Thomas,D,Local Government,175,174,5,3,1.7241379310344827
H0343,Briana D. Sewell,D,Transportation,175,175,4,3,1.7142857142857144
H0322,Don Scott,D,Criminal Justice,183,182,3,3,1.6483516483516485
H0330,Candi Mundon King,D,Energy and Utilities,202,182,5,3,1.6483516483516485
H0295,Kelly K. Convirs-Fowler,D,Criminal Justice,187,184,3,3,1.6304347826086956
H0238,M. Keith Hodges,R,Labor and Employment,202,201,4,3,1.4925373134328357
H0350,Ellen H. Campbell,R,Labor and Employment,213,206,3,3,1.4563106796116505
H0328,Scott A. Wyatt,R,Criminal Justice,220,219,11,3,1.36986301369863
H0342,Phillip A. Scott,R,Health and Healthcare,228,225,26,3,1.3333333333333335
H0343,Briana D. Sewell,D,Criminal Justice,227,227,4,3,1.3215859030837005
H0345,Anne Ferrell Tata,R,Labor and Employment,228,227,3,3,1.3215859030837005
H0347,"H. Otto Wachsmann, Jr.",R,Health and Healthcare,228,227,9,3,1.3215859030837005
H0231,Tony O. Wilt,R,Criminal Justice,248,244,10,3,1.2295081967213115
H0328,Scott A. Wyatt,R,Education,248,246,15,3,1.2195121951219512
H0352,"Jonathan ""Jed"" Arnold",R,Criminal Justice,272,257,12,3,1.1673151750972763
H0327,Rodney T. Willett,D,Education,289,288,4,3,1.0416666666666665
H0219,Patrick A. Hope,D,Criminal Justice,394,323,4,3,0.9287925696594427
H0279,Nicholas J. Freitas,R,Education,358,333,44,3,0.9009009009009009
H0295,Kelly K. Convirs-Fowler,D,Education,360,337,6,3,0.8902077151335311
H0362,"Thomas A. Garrett, Jr.",R,Education,374,347,39,3,0.8645533141210375
H0355,Laura Jane Cohen,D,Education,378,366,11,3,0.819672131147541
H0323,Shelly A. Simonds,D,Education,471,447,4,3,0.6711409395973155
H0267,"Robert S. Bloxom, Jr.",R,Domestic Relations,2,2,2,2,100.0
H0347,"H. Otto Wachsmann, Jr.",R,Domestic Relations,2,2,2,2,100.0
H0363,W. Chad Green,R,Domestic Relations,2,2,2,2,100.0
H0337,A.C. Cordoza,R,Constitutional Amendments,9,6,2,2,33.33333333333333
H0124,R. Lee Ware,R,"Pensions, Benefits, and Retirement",7,7,2,2,28.57142857142857
H0348,Wren M. Williams,R,"Pensions, Benefits, and Retirement",7,7,2,2,28.57142857142857
H0056,Terry G. Kilgore,R,"Pensions, Benefits, and Retirement",8,8,2,2,25.0
H0362,"Thomas A. Garrett, Jr.",R,"Pensions, Benefits, and Retirement",8,8,2,2,25.0
H0206,Barry D. Knight,R,Insurance,39,9,2,2,22.22222222222222
H0262,"James A. ""Jay"" Leftwich",R,Data Centers,9,9,2,2,22.22222222222222
H0315,Carrie E. Coyner,R,Professions and Occupations,10,9,2,2,22.22222222222222
H0335,Mike A. Cherry,R,"Pensions, Benefits, and Retirement",9,9,2,2,22.22222222222222
H0346,Kim A. Taylor,R,Constitutional Amendments,9,9,2,2,22.22222222222222
H0346,Kim A. Taylor,R,Data Centers,9,9,2,2,22.22222222222222
H0359,N. Baxter Ennis,R,Data Centers,9,9,2,2,22.22222222222222
H0359,N. Baxter Ennis,R,"Pensions, Benefits, and Retirement",9,9,2,2,22.22222222222222
H0378,Chris Obenshain,R,Data Centers,9,9,3,2,22.22222222222222
H0346,Kim A. Taylor,R,Professions and Occupations,12,10,2,2,20.0
H0363,W. Chad Green,R,Data Centers,10,10,2,2,20.0
H0335,Mike A. Cherry,R,Alcoholic Beverage and Cannabis Control,11,11,2,2,18.181818181818183
H0350,Ellen H. Campbell,R,"Pensions, Benefits, and Retirement",12,11,2,2,18.181818181818183
H0367,Geary Higgins,R,Alcoholic Beverage and Cannabis Control,11,11,2,2,18.181818181818183
H0056,Terry G. Kilgore,R,Alcoholic Beverage and Cannabis Control,12,12,3,2,16.666666666666664
H0267,"Robert S. Bloxom, Jr.",R,"Pensions, Benefits, and Retirement",12,12,2,2,16.666666666666664
H0206,Barry D. Knight,R,Economic Development,24,13,2,2,15.384615384615385
H0345,Anne Ferrell Tata,R,Alcoholic Beverage and Cannabis Control,13,13,2,2,15.384615384615385
H0337,A.C. Cordoza,R,Alcoholic Beverage and Cannabis Control,14,14,2,2,14.285714285714285
H0313,Amanda E. Batten,R,Alcoholic Beverage and Cannabis Control,15,15,2,2,13.333333333333334
H0206,Barry D. Knight,R,Elections and Voting,80,20,2,2,10.0
H0150,"Daniel W. Marshall, III",R,Business and Commerce,81,21,3,2,9.523809523809524
H0359,N. Baxter Ennis,R,Armed Forces,21,21,2,2,9.523809523809524
H0262,"James A. ""Jay"" Leftwich",R,Economic Development,25,24,2,2,8.333333333333332
H0376,Paul V. Milde,R,Technology and Data,24,24,3,2,8.333333333333332
H0207,Delores L. McQuinn,D,Technology and Data,28,25,2,2,8.0
H0295,Kelly K. Convirs-Fowler,D,Technology and Data,26,25,2,2,8.0
H0227,Luke E. Torian,D,Technology and Data,27,26,2,2,7.6923076923076925
H0253,Terry L. Austin,R,Technology and Data,26,26,2,2,7.6923076923076925
H0172,Mark D. Sickles,D,Technology and Data,28,27,2,2,7.4074074074074066
H0206,Barry D. Knight,R,Energy and Utilities,103,28,2,2,7.142857142857142
H0363,W. Chad Green,R,Technology and Data,29,29,2,2,6.896551724137931
H0346,Kim A. Taylor,R,Marriage and Domestic Relations,34,30,2,2,6.666666666666667
H0285,"C.E. Cliff Hayes, Jr.",D,Technology and Data,38,33,2,2,6.0606060606060606
H0308,Joseph P. McNamara,R,Marriage and Domestic Relations,33,33,3,2,6.0606060606060606
H0362,"Thomas A. Garrett, Jr.",R,Insurance,38,33,8,2,6.0606060606060606
H0267,"Robert S. Bloxom, Jr.",R,Economic Development,34,34,2,2,5.88235294117647
H0347,"H. Otto Wachsmann, Jr.",R,Technology and Data,35,35,3,2,5.714285714285714
H0376,Paul V. Milde,R,Insurance,37,36,10,2,5.555555555555555
H0247,Michael J. Webert,R,Social Services,40,37,4,2,5.405405405405405
H0358,"Mark L. Earley, Jr.",R,Technology and Data,37,37,2,2,5.405405405405405
H0352,"Jonathan ""Jed"" Arnold",R,Social Services,40,39,5,2,5.128205128205128
H0335,Mike A. Cherry,R,Insurance,41,40,4,2,5.0
H0056,Terry G. Kilgore,R,Marriage and Domestic Relations,45,41,2,2,4.878048780487805
H0347,"H. Otto Wachsmann, Jr.",R,Insurance,41,41,2,2,4.878048780487805
H0325,Wendell S. Walker,R,Insurance,43,43,7,2,4.651162790697675
H0328,Scott A. Wyatt,R,Insurance,44,43,5,2,4.651162790697675
H0357,Will Davis,R,Marriage and Domestic Relations,45,44,2,2,4.545454545454546
H0348,Wren M. Williams,R,Marriage and Domestic Relations,46,45,3,2,4.444444444444445
H0150,"Daniel W. Marshall, III",R,Local Government,186,48,5,2,4.166666666666666
H0238,M. Keith Hodges,R,Agriculture and Food,49,49,3,2,4.081632653061225
H0325,Wendell S. Walker,R,Housing,51,50,4,2,4.0
H0346,Kim A. Taylor,R,State Government,56,51,2,2,3.9215686274509802
H0369,Hillary Pugh Kent,R,Higher Education,54,54,3,2,3.7037037037037033
H0321,Chris S. Runion,R,Housing,57,55,8,2,3.6363636363636362
H0325,Wendell S. Walker,R,Social Services,55,55,2,2,3.6363636363636362
H0357,Will Davis,R,Housing,56,55,5,2,3.6363636363636362
H0382,Joshua E. Thomas,D,Environment and Conservation,57,56,5,2,3.571428571428571
H0369,Hillary Pugh Kent,R,Behavioral Health,57,57,3,2,3.508771929824561
H0376,Paul V. Milde,R,"Study Commissions, Committees, and Reports",61,57,5,2,3.508771929824561
H0224,James W. Morefield,R,Environment and Conservation,64,58,4,2,3.4482758620689653
H0376,Paul V. Milde,R,Business and Commerce,59,58,3,2,3.4482758620689653
H0073,"Robert D. Orrock, Sr.",R,Firearms,59,59,2,2,3.389830508474576
H0238,M. Keith Hodges,R,Firearms,59,59,2,2,3.389830508474576
H0342,Phillip A. Scott,R,Business and Commerce,65,62,7,2,3.225806451612903
H0367,Geary Higgins,R,Business and Commerce,63,62,3,2,3.225806451612903
H0308,Joseph P. McNamara,R,Behavioral Health,63,63,7,2,3.1746031746031744
H0308,Joseph P. McNamara,R,Housing,64,63,6,2,3.1746031746031744
H0321,Chris S. Runion,R,Agriculture and Food,64,63,5,2,3.1746031746031744
H0369,Hillary Pugh Kent,R,"Study Commissions, Committees, and Reports",64,63,5,2,3.1746031746031744
H0247,Michael J. Webert,R,Insurance,69,64,10,2,3.125
H0364,Timothy P. Griffin,R,Business and Commerce,64,64,10,2,3.125
H0321,Chris S. Runion,R,Insurance,69,65,7,2,3.076923076923077
H0377,Delores Oates,R,Business and Commerce,65,65,6,2,3.076923076923077
H0383,Eric R. Zehr,R,Business and Commerce,65,65,9,2,3.076923076923077
H0325,Wendell S. Walker,R,Public Safety,66,66,3,2,3.0303030303030303
H0347,"H. Otto Wachsmann, Jr.",R,Public Safety,66,66,3,2,3.0303030303030303
H0362,"Thomas A. Garrett, Jr.",R,Elections and Voting,73,66,8,2,3.0303030303030303
H0328,Scott A. Wyatt,R,Business and Commerce,68,67,3,2,2.9850746268656714
H0329,Bill Wiley,R,Behavioral Health,67,67,4,2,2.9850746268656714
H0345,Anne Ferrell Tata,R,Firearms,69,67,2,2,2.9850746268656714
H0136,"Thomas C. Wright, Jr.",R,Taxes and Revenue,75,68,8,2,2.941176470588235
H0337,A.C. Cordoza,R,Business and Commerce,68,68,3,2,2.941176470588235
H0363,W. Chad Green,R,Firearms,69,68,3,2,2.941176470588235
H0259,"Hyland F. ""Buddy"" Fowler, Jr.",R,Elections and Voting,70,69,4,2,2.898550724637681
H0279,Nicholas J. Freitas,R,Business and Commerce,76,69,8,2,2.898550724637681
H0295,Kelly K. Convirs-Fowler,D,Public Safety,72,69,2,2,2.898550724637681
H0313,Amanda E. Batten,R,Business and Commerce,69,69,8,2,2.898550724637681
H0325,Wendell S. Walker,R,Elections and Voting,69,69,5,2,2.898550724637681
H0349,Jackie H. Glass,D,Public Safety,71,69,5,2,2.898550724637681
H0344,Irene Shin,D,Public Safety,71,70,2,2,2.857142857142857
H0333,Jason S. Ballard,R,Elections and Voting,71,71,2,2,2.8169014084507045
H0384,Eric Phillips,R,Taxes and Revenue,73,71,2,2,2.8169014084507045
H0369,Hillary Pugh Kent,R,Family and Children,73,72,2,2,2.7777777777777777
H0181,C. Todd Gilbert,R,Family and Children,76,73,10,2,2.73972602739726
H0305,Kathy K.L. Tran,D,Business and Commerce,74,73,6,2,2.73972602739726
H0329,Bill Wiley,R,"Study Commissions, Committees, and Reports",74,74,4,2,2.7027027027027026
H0352,"Jonathan ""Jed"" Arnold",R,Taxes and Revenue,81,76,4,2,2.631578947368421
H0247,Michael J. Webert,R,Taxes and Revenue,82,77,11,2,2.5974025974025974
H0206,Barry D. Knight,R,Education,225,78,4,2,2.564102564102564
H0247,Michael J. Webert,R,Family and Children,80,78,9,2,2.564102564102564
H0285,"C.E. Cliff Hayes, Jr.",D,Public Safety,91,78,3,2,2.564102564102564
H0336,Nadarius E. Clark,D,Public Safety,81,78,3,2,2.564102564102564
H0267,"Robert S. Bloxom, Jr.",R,Public Safety,81,80,3,2,2.5
H0231,Tony O. Wilt,R,Family and Children,81,81,5,2,2.4691358024691357
H0207,Delores L. McQuinn,D,Public Safety,91,82,2,2,2.4390243902439024
H0267,"Robert S. Bloxom, Jr.",R,Family and Children,82,82,2,2,2.4390243902439024
H0329,Bill Wiley,R,Family and Children,82,82,7,2,2.4390243902439024
H0262,"James A. ""Jay"" Leftwich",R,Taxes and Revenue,83,83,5,2,2.4096385542168677
H0301,David A. Reid,D,Public Safety,83,83,2,2,2.4096385542168677
H0345,Anne Ferrell Tata,R,Public Safety,83,83,3,2,2.4096385542168677
H0308,Joseph P. McNamara,R,Business and Commerce,85,84,6,2,2.380952380952381
H0328,Scott A. Wyatt,R,Family and Children,85,84,4,2,2.380952380952381
H0227,Luke E. Torian,D,Public Safety,97,85,2,2,2.3529411764705883
H0308,Joseph P. McNamara,R,Family and Children,85,85,5,2,2.3529411764705883
H0350,Ellen H. Campbell,R,Family and Children,91,86,2,2,2.3255813953488373
H0177,David L. Bulova,D,Business and Commerce,105,87,5,2,2.2988505747126435
H0172,Mark D. Sickles,D,Public Safety,92,88,2,2,2.272727272727273
H0329,Bill Wiley,R,Public Safety,89,89,4,2,2.247191011235955
H0231,Tony O. Wilt,R,Public Safety,91,90,6,2,2.2222222222222223
H0343,Briana D. Sewell,D,Public Safety,92,92,2,2,2.1739130434782608
H0362,"Thomas A. Garrett, Jr.",R,Energy and Utilities,99,92,11,2,2.1739130434782608
H0362,"Thomas A. Garrett, Jr.",R,Higher Education,102,92,8,2,2.1739130434782608
H0378,Chris Obenshain,R,Public Safety,94,92,3,2,2.1739130434782608
H0345,Anne Ferrell Tata,R,Elections and Voting,94,93,2,2,2.1505376344086025
H0379,David Owen,R,Firearms,94,94,2,2,2.127659574468085
H0279,Nicholas J. Freitas,R,Family and Children,104,95,16,2,2.1052631578947367
H0321,Chris S. Runion,R,Environment and Conservation,98,95,3,2,2.1052631578947367
H0383,Eric R. Zehr,R,Energy and Utilities,96,96,10,2,2.083333333333333
H0172,Mark D. Sickles,D,Family and Children,112,97,2,2,2.0618556701030926
H0335,Mike A. Cherry,R,Behavioral Health,101,97,3,2,2.0618556701030926
H0264,Marcus B. Simon,D,Energy and Utilities,101,100,8,2,2.0
H0377,Delores Oates,R,Energy and Utilities,101,101,10,2,1.9801980198019802
H0266,Sam Rasoul,D,Public Safety,109,102,3,2,1.9607843137254901
H0369,Hillary Pugh Kent,R,Courts and Civil Law,102,102,3,2,1.9607843137254901
H0124,R. Lee Ware,R,Courts and Civil Law,105,103,4,2,1.9417475728155338
H0367,Geary Higgins,R,Courts and Civil Law,106,105,4,2,1.9047619047619049
H0242,Israel D. O'Quinn,R,Courts and Civil Law,109,106,2,2,1.8867924528301887
H0347,"H. Otto Wachsmann, Jr.",R,Courts and Civil Law,107,107,6,2,1.8691588785046727
H0308,Joseph P. McNamara,R,Transportation,112,111,5,2,1.8018018018018018
H0325,Wendell S. Walker,R,Transportation,111,111,4,2,1.8018018018018018
H0344,Irene Shin,D,Transportation,115,112,2,2,1.7857142857142856
H0376,Paul V. Milde,R,Health and Healthcare,118,112,10,2,1.7857142857142856
H0344,Irene Shin,D,Family and Children,113,113,3,2,1.7699115044247788
H0177,David L. Bulova,D,Energy and Utilities,116,115,5,2,1.7391304347826086
H0267,"Robert S. Bloxom, Jr.",R,Courts and Civil Law,117,116,2,2,1.7241379310344827
H0350,Ellen H. Campbell,R,Courts and Civil Law,120,116,2,2,1.7241379310344827
H0384,Eric Phillips,R,Budget and Appropriations,120,117,3,2,1.7094017094017095
H0364,Timothy P. Griffin,R,Health and Healthcare,118,118,27,2,1.694915254237288
H0369,Hillary Pugh Kent,R,Health and Healthcare,120,119,4,2,1.680672268907563
H0358,"Mark L. Earley, Jr.",R,Budget and Appropriations,122,120,5,2,1.6666666666666667
H0242,Israel D. O'Quinn,R,Budget and Appropriations,125,123,4,2,1.6260162601626018
H0314,Joshua G. Cole,D,Budget and Appropriations,131,124,4,2,1.6129032258064515
H0382,Joshua E. Thomas,D,Budget and Appropriations,128,124,4,2,1.6129032258064515
H0369,Hillary Pugh Kent,R,Budget and Appropriations,126,125,2,2,1.6
H0231,Tony O. Wilt,R,Budget and Appropriations,126,126,3,2,1.5873015873015872
H0321,Chris S. Runion,R,Budget and Appropriations,129,128,7,2,1.5625
H0357,Will Davis,R,Budget and Appropriations,128,128,2,2,1.5625
H0367,Geary Higgins,R,Budget and Appropriations,128,128,8,2,1.5625
H0259,"Hyland F. ""Buddy"" Fowler, Jr.",R,Budget and Appropriations,131,129,5,2,1.550387596899225
H0383,Eric R. Zehr,R,Health and Healthcare,131,130,24,2,1.5384615384615385
H0378,Chris Obenshain,R,Health and Healthcare,132,131,2,2,1.5267175572519083
H0349,Jackie H. Glass,D,Elections and Voting,138,135,3,2,1.4814814814814816
H0073,"Robert D. Orrock, Sr.",R,Taxes and Revenue,157,137,4,2,1.4598540145985401
H0136,"Thomas C. Wright, Jr.",R,Local Government,152,140,13,2,1.4285714285714286
H0238,M. Keith Hodges,R,Budget and Appropriations,141,141,2,2,1.4184397163120568
H0376,Paul V. Milde,R,Transportation,151,144,6,2,1.3888888888888888
H0370,Karen Keys-Gamarra,D,Taxes and Revenue,146,145,2,2,1.3793103448275863
H0335,Mike A. Cherry,R,Local Government,146,146,5,2,1.36986301369863
H0313,Amanda E. Batten,R,Transportation,147,147,11,2,1.3605442176870748
H0321,Chris S. Runion,R,Energy and Utilities,157,149,10,2,1.342281879194631
H0371,Amy J. Laufer,D,Taxes and Revenue,155,149,2,2,1.342281879194631
H0321,Chris S. Runion,R,Health and Healthcare,151,151,16,2,1.3245033112582782
H0330,Candi Mundon King,D,Health and Healthcare,156,151,4,2,1.3245033112582782
H0369,Hillary Pugh Kent,R,Labor and Employment,153,152,3,2,1.3157894736842104
H0355,Laura Jane Cohen,D,Transportation,153,153,4,2,1.3071895424836601
H0384,Eric Phillips,R,Labor and Employment,157,153,5,2,1.3071895424836601
H0329,Bill Wiley,R,Health and Healthcare,157,157,5,2,1.2738853503184715
H0357,Will Davis,R,Unclassified,158,158,4,2,1.2658227848101267
H0242,Israel D. O'Quinn,R,Local Government,167,159,2,2,1.257861635220126
H0333,Jason S. Ballard,R,Health and Healthcare,160,159,4,2,1.257861635220126
H0325,Wendell S. Walker,R,Labor and Employment,160,160,4,2,1.25
H0330,Candi Mundon King,D,Unclassified,179,160,6,2,1.25
H0357,Will Davis,R,Local Government,161,160,4,2,1.25
H0262,"James A. ""Jay"" Leftwich",R,Courts and Civil Law,167,161,10,2,1.2422360248447204
H0308,Joseph P. McNamara,R,Health and Healthcare,165,161,11,2,1.2422360248447204
H0367,Geary Higgins,R,Labor and Employment,161,161,4,2,1.2422360248447204
H0242,Israel D. O'Quinn,R,Unclassified,177,162,4,2,1.2345679012345678
H0308,Joseph P. McNamara,R,Unclassified,164,162,10,2,1.2345679012345678
H0349,Jackie H. Glass,D,Transportation,167,162,5,2,1.2345679012345678
H0352,"Jonathan ""Jed"" Arnold",R,Local Government,170,163,7,2,1.2269938650306749
H0313,Amanda E. Batten,R,Courts and Civil Law,168,166,16,2,1.2048192771084338
H0375,Adele Y. McClure,D,Local Government,169,166,4,2,1.2048192771084338
H0361,Debra D. Gardner,D,Unclassified,180,170,3,2,1.1764705882352942
H0375,Adele Y. McClure,D,Transportation,175,174,2,2,1.1494252873563218
H0247,Michael J. Webert,R,Unclassified,183,179,16,2,1.1173184357541899
H0344,Irene Shin,D,Energy and Utilities,194,180,2,2,1.1111111111111112
H0329,Bill Wiley,R,Local Government,185,184,3,2,1.0869565217391304
H0242,Israel D. O'Quinn,R,Criminal Justice,191,188,9,2,1.0638297872340425
H0334,Elizabeth B. Bennett-Parker,D,Criminal Justice,196,188,2,2,1.0638297872340425
H0242,Israel D. O'Quinn,R,Labor and Employment,194,192,5,2,1.0416666666666665
H0305,Kathy K.L. Tran,D,Criminal Justice,196,196,2,2,1.0204081632653061
H0207,Delores L. McQuinn,D,Criminal Justice,225,199,3,2,1.0050251256281406
H0344,Irene Shin,D,Criminal Justice,203,199,3,2,1.0050251256281406
H0177,David L. Bulova,D,Local Government,214,201,7,2,0.9950248756218906
H0253,Terry L. Austin,R,Labor and Employment,203,201,5,2,0.9950248756218906
H0285,"C.E. Cliff Hayes, Jr.",D,Criminal Justice,223,206,3,2,0.9708737864077669
H0334,Elizabeth B. Bennett-Parker,D,Local Government,233,206,7,2,0.9708737864077669
H0284,"Marcia S. ""Cia"" Price",D,Criminal Justice,210,207,6,2,0.966183574879227
H0294,Karrie K. Delaney,D,Unclassified,223,209,2,2,0.9569377990430622
H0227,Luke E. Torian,D,Criminal Justice,228,211,2,2,0.9478672985781991
H0322,Don Scott,D,Education,222,219,2,2,0.91324200913242
H0336,Nadarius E. Clark,D,Criminal Justice,228,220,3,2,0.9090909090909091
H0181,C. Todd Gilbert,R,Education,228,221,31,2,0.904977375565611
H0321,Chris S. Runion,R,Education,226,222,16,2,0.9009009009009009
H0239,Alfonso H. Lopez,D,Education,228,223,2,2,0.8968609865470852
H0361,Debra D. Gardner,D,Local Government,232,224,2,2,0.8928571428571428
H0172,Mark D. Sickles,D,Criminal Justice,236,226,3,2,0.8849557522123894
H0352,"Jonathan ""Jed"" Arnold",R,Education,232,226,12,2,0.8849557522123894
H0343,Briana D. Sewell,D,Local Government,240,239,7,2,0.8368200836820083
H0294,Karrie K. Delaney,D,Education,245,240,2,2,0.8333333333333334
H0108,Vivian E. Watts,D,Education,248,243,3,2,0.823045267489712
H0266,Sam Rasoul,D,Criminal Justice,279,260,3,2,0.7692307692307693
H0227,Luke E. Torian,D,Education,299,261,2,2,0.7662835249042145
H0344,Irene Shin,D,Health and Healthcare,292,290,3,2,0.6896551724137931
H0172,Mark D. Sickles,D,Education,319,292,4,2,0.684931506849315
H0238,M. Keith Hodges,R,Health and Healthcare,303,300,3,2,0.6666666666666667
H0382,Joshua E. Thomas,D,Criminal Justice,342,333,2,2,0.6006006006006006
H0207,Delores L. McQuinn,D,Education,426,365,2,2,0.547945205479452
H0371,Amy J. Laufer,D,Education,383,367,9,2,0.544959128065395
H0266,Sam Rasoul,D,Education,558,433,3,2,0.4618937644341801
H0308,Joseph P. McNamara,R,Domestic Relations,1,1,1,1,100.0
H0315,Carrie E. Coyner,R,Domestic Relations,1,1,1,1,100.0
H0335,Mike A. Cherry,R,Domestic Relations,2,1,1,1,100.0
H0362,"Thomas A. Garrett, Jr.",R,Domestic Relations,1,1,1,1,100.0
H0378,Chris Obenshain,R,Domestic Relations,1,1,1,1,100.0
H0315,Carrie E. Coyner,R,Elections,3,3,1,1,33.33333333333333
H0337,A.C. Cordoza,R,Elections,3,3,1,1,33.33333333333333
H0346,Kim A. Taylor,R,Elections,3,3,1,1,33.33333333333333
H0359,N. Baxter Ennis,R,Elections,3,3,1,1,33.33333333333333
H0335,Mike A. Cherry,R,Elections,4,4,1,1,25.0
H0357,Will Davis,R,"Pensions, Benefits, and Retirement",7,7,1,1,14.285714285714285
H0376,Paul V. Milde,R,"Pensions, Benefits, and Retirement",7,7,1,1,14.285714285714285
H0337,A.C. Cordoza,R,"Pensions, Benefits, and Retirement",8,8,1,1,12.5
H0295,Kelly K. Convirs-Fowler,D,"Pensions, Benefits, and Retirement",9,9,1,1,11.11111111111111
H0337,A.C. Cordoza,R,Data Centers,9,9,1,1,11.11111111111111
H0359,N. Baxter Ennis,R,Constitutional Amendments,9,9,1,1,11.11111111111111
H0136,"Thomas C. Wright, Jr.",R,Alcoholic Beverage and Cannabis Control,11,10,4,1,10.0
H0267,"Robert S. Bloxom, Jr.",R,Professions and Occupations,10,10,2,1,10.0
H0358,"Mark L. Earley, Jr.",R,Alcoholic Beverage and Cannabis Control,12,10,1,1,10.0
H0359,N. Baxter Ennis,R,Alcoholic Beverage and Cannabis Control,13,10,1,1,10.0
H0359,N. Baxter Ennis,R,Professions and Occupations,12,10,1,1,10.0
H0362,"Thomas A. Garrett, Jr.",R,Alcoholic Beverage and Cannabis Control,11,10,4,1,10.0
H0073,"Robert D. Orrock, Sr.",R,Alcoholic Beverage and Cannabis Control,11,11,2,1,9.090909090909092
H0150,"Daniel W. Marshall, III",R,Economic Development,28,11,1,1,9.090909090909092
H0325,Wendell S. Walker,R,Alcoholic Beverage and Cannabis Control,11,11,2,1,9.090909090909092
H0346,Kim A. Taylor,R,Alcoholic Beverage and Cannabis Control,13,13,1,1,7.6923076923076925
H0150,"Daniel W. Marshall, III",R,Higher Education,68,14,2,1,7.142857142857142
H0330,Candi Mundon King,D,Data Centers,20,14,1,1,7.142857142857142
H0345,Anne Ferrell Tata,R,Data Centers,15,15,1,1,6.666666666666667
H0073,"Robert D. Orrock, Sr.",R,Armed Forces,21,16,1,1,6.25
H0347,"H. Otto Wachsmann, Jr.",R,Armed Forces,17,16,1,1,6.25
H0376,Paul V. Milde,R,Armed Forces,17,16,1,1,6.25
H0206,Barry D. Knight,R,Agriculture and Food,48,17,1,1,5.88235294117647
H0359,N. Baxter Ennis,R,Economic Development,17,17,1,1,5.88235294117647
H0364,Timothy P. Griffin,R,Armed Forces,17,17,1,1,5.88235294117647
H0150,"Daniel W. Marshall, III",R,State Government,58,18,1,1,5.555555555555555
H0348,Wren M. Williams,R,Armed Forces,18,18,2,1,5.555555555555555
H0350,Ellen H. Campbell,R,Alcoholic Beverage and Cannabis Control,18,18,1,1,5.555555555555555
H0329,Bill Wiley,R,"Pensions, Benefits, and Retirement",19,19,1,1,5.263157894736842
H0373,Ian T. Lovejoy,R,Economic Development,19,19,1,1,5.263157894736842
H0379,David Owen,R,Armed Forces,19,19,3,1,5.263157894736842
H0206,Barry D. Knight,R,Behavioral Health,59,20,1,1,5.0
H0337,A.C. Cordoza,R,Armed Forces,20,20,1,1,5.0
H0378,Chris Obenshain,R,Armed Forces,20,20,1,1,5.0
H0073,"Robert D. Orrock, Sr.",R,Technology and Data,23,21,1,1,4.761904761904762
H0124,R. Lee Ware,R,Armed Forces,21,21,1,1,4.761904761904762
H0259,"Hyland F. ""Buddy"" Fowler, Jr.",R,Technology and Data,22,21,2,1,4.761904761904762
H0383,Eric R. Zehr,R,Armed Forces,21,21,2,1,4.761904761904762
H0150,"Daniel W. Marshall, III",R,Criminal Justice,203,22,4,1,4.545454545454546
H0325,Wendell S. Walker,R,Technology and Data,22,22,1,1,4.545454545454546
H0367,Geary Higgins,R,Technology and Data,22,22,1,1,4.545454545454546
H0379,David Owen,R,Technology and Data,22,22,1,1,4.545454545454546
H0384,Eric Phillips,R,Technology and Data,23,22,1,1,4.545454545454546
H0150,"Daniel W. Marshall, III",R,Public Safety,86,23,1,1,4.3478260869565215
H0212,Betsy B. Carr,D,Property and Conveyances,24,24,1,1,4.166666666666666
H0264,Marcus B. Simon,D,Property and Conveyances,24,24,1,1,4.166666666666666
H0330,Candi Mundon King,D,Technology and Data,24,24,1,1,4.166666666666666
