year,member_id,MBR_NAME,party,topic_name,topic_vote_events,directional_topic_votes,yes_votes,no_votes,topic_provenance,yes_pct,no_pct,voting_tendency
2026,H0396,Leslie Chambers Mehta,D,"Commissions, Boards, and Institutions Generally",1,1,1,0,Official LIS subject,100.0,0.0,INSUFFICIENT DATA
2026,H0393,Lily V. Franklin,D,"Commissions, Boards, and Institutions Generally",1,1,1,0,Official LIS subject,100.0,0.0,INSUFFICIENT DATA
2026,H0391,Lindsey Dougherty,D,"Commissions, Boards, and Institutions Generally",1,1,1,0,Official LIS subject,100.0,0.0,INSUFFICIENT DATA
2026,H0227,Luke E. Torian,D,"Commissions, Boards, and Institutions Generally",1,1,1,0,Official LIS subject,100.0,0.0,INSUFFICIENT DATA
2026,H0284,"Marcia S. ""Cia"" Price",D,"Commissions, Boards, and Institutions Generally",2,2,2,0,Official LIS subject,100.0,0.0,INSUFFICIENT DATA
2026,H0264,Marcus B. Simon,D,"Commissions, Boards, and Institutions Generally",1,1,1,0,Official LIS subject,100.0,0.0,INSUFFICIENT DATA
2026,H0404,Margaret A. Franklin,D,"Commissions, Boards, and Institutions Generally",1,1,1,0,Official LIS subject,100.0,0.0,INSUFFICIENT DATA
2026,H0392,Mark C. Downey,D,"Commissions, Boards, and Institutions Generally",2,2,2,0,Official LIS subject,100.0,0.0,INSUFFICIENT DATA
2026,H0374,Marty Martinez,D,"Commissions, Boards, and Institutions Generally",1,1,1,0,Official LIS subject,100.0,0.0,INSUFFICIENT DATA
2026,H0397,May Nivar,D,"Commissions, Boards, and Institutions Generally",1,1,1,0,Official LIS subject,100.0,0.0,INSUFFICIENT DATA
2026,H0360,Michael B. Feggans,D,"Commissions, Boards, and Institutions Generally",1,1,1,0,Official LIS subject,100.0,0.0,INSUFFICIENT DATA
2026,H0340,Michelle Lopes Maldonado,D,"Commissions, Boards, and Institutions Generally",1,1,1,0,Official LIS subject,100.0,0.0,INSUFFICIENT DATA
2026,H0336,Nadarius E. Clark,D,"Commissions, Boards, and Institutions Generally",1,1,1,0,Official LIS subject,100.0,0.0,INSUFFICIENT DATA
2026,H0389,Nicole Cole,D,"Commissions, Boards, and Institutions Generally",2,2,2,0,Official LIS subject,100.0,0.0,INSUFFICIENT DATA
2026,H0219,Patrick A. Hope,D,"Commissions, Boards, and Institutions Generally",2,2,2,0,Official LIS subject,100.0,0.0,INSUFFICIENT DATA
2026,H0281,Paul E. Krizek,D,"Commissions, Boards, and Institutions Generally",1,1,1,0,Official LIS subject,100.0,0.0,INSUFFICIENT DATA
2026,H0366,Phil M. Hernandez,D,"Commissions, Boards, and Institutions Generally",1,1,1,0,Official LIS subject,100.0,0.0,INSUFFICIENT DATA
2026,H0356,Rae Cousins,D,"Commissions, Boards, and Institutions Generally",1,1,1,0,Official LIS subject,100.0,0.0,INSUFFICIENT DATA
2026,H0269,"Richard C. ""Rip"" Sullivan, Jr.",D,"Commissions, Boards, and Institutions Generally",1,1,1,0,Official LIS subject,100.0,0.0,INSUFFICIENT DATA
2026,H0327,Rodney T. Willett,D,"Commissions, Boards, and Institutions Generally",2,2,2,0,Official LIS subject,100.0,0.0,INSUFFICIENT DATA
2026,H0365,"Rozia A. Henson, Jr.",D,"Commissions, Boards, and Institutions Generally",2,2,2,0,Official LIS subject,100.0,0.0,INSUFFICIENT DATA
2026,H0266,Sam Rasoul,D,"Commissions, Boards, and Institutions Generally",2,2,2,0,Official LIS subject,100.0,0.0,INSUFFICIENT DATA
2026,H0323,Shelly A. Simonds,D,"Commissions, Boards, and Institutions Generally",1,1,1,0,Official LIS subject,100.0,0.0,INSUFFICIENT DATA
2026,H0388,Stacey Annie Carroll,D,"Commissions, Boards, and Institutions Generally",1,1,1,0,Official LIS subject,100.0,0.0,INSUFFICIENT DATA
2026,H0400,Virgil Thornton,D,"Commissions, Boards, and Institutions Generally",1,1,1,0,Official LIS subject,100.0,0.0,INSUFFICIENT DATA
2026,H0108,Vivian E. Watts,D,"Commissions, Boards, and Institutions Generally",1,1,1,0,Official LIS subject,100.0,0.0,INSUFFICIENT DATA
2026,H0325,Wendell S. Walker,R,"Commissions, Boards, and Institutions Generally",2,2,1,1,Official LIS subject,50.0,50.0,INSUFFICIENT DATA
2026,H0345,Anne Ferrell Tata,R,"Commissions, Boards, and Institutions Generally",1,1,0,1,Official LIS subject,0.0,100.0,INSUFFICIENT DATA
2026,H0329,Bill Wiley,R,"Commissions, Boards, and Institutions Generally",1,1,0,1,Official LIS subject,0.0,100.0,INSUFFICIENT DATA
2026,H0321,Chris S. Runion,R,"Commissions, Boards, and Institutions Generally",1,1,0,1,Official LIS subject,0.0,100.0,INSUFFICIENT DATA
2026,H0377,Delores Oates,R,"Commissions, Boards, and Institutions Generally",1,1,0,1,Official LIS subject,0.0,100.0,INSUFFICIENT DATA
2026,H0350,Ellen H. McLaughlin,R,"Commissions, Boards, and Institutions Generally",1,0,0,0,Official LIS subject,0.0,0.0,INSUFFICIENT DATA
2026,H0384,Eric Phillips,R,"Commissions, Boards, and Institutions Generally",1,1,0,1,Official LIS subject,0.0,100.0,INSUFFICIENT DATA
2026,H0383,Eric R. Zehr,R,"Commissions, Boards, and Institutions Generally",1,1,0,1,Official LIS subject,0.0,100.0,INSUFFICIENT DATA
2026,H0347,"H. Otto Wachsmann, Jr.",R,"Commissions, Boards, and Institutions Generally",2,2,0,2,Official LIS subject,0.0,100.0,INSUFFICIENT DATA
2026,H0369,Hillary Pugh Kent,R,"Commissions, Boards, and Institutions Generally",1,1,0,1,Official LIS subject,0.0,100.0,INSUFFICIENT DATA
2026,H0259,"Hyland F. ""Buddy"" Fowler, Jr.",R,"Commissions, Boards, and Institutions Generally",1,1,0,1,Official LIS subject,0.0,100.0,INSUFFICIENT DATA
2026,H0242,Israel D. O'Quinn,R,"Commissions, Boards, and Institutions Generally",1,1,0,1,Official LIS subject,0.0,100.0,INSUFFICIENT DATA
2026,H0262,"James A. ""Jay"" Leftwich",R,"Commissions, Boards, and Institutions Generally",1,1,0,1,Official LIS subject,0.0,100.0,INSUFFICIENT DATA
2026,H0224,James W. Morefield,R,"Commissions, Boards, and Institutions Generally",1,1,0,1,Official LIS subject,0.0,100.0,INSUFFICIENT DATA
2026,H0333,Jason S. Ballard,R,"Commissions, Boards, and Institutions Generally",1,1,0,1,Official LIS subject,0.0,100.0,INSUFFICIENT DATA
2026,H0173,Jeion A. Ward,D,"Commissions, Boards, and Institutions Generally",1,0,0,0,Official LIS subject,0.0,0.0,INSUFFICIENT DATA
2026,H0308,Joseph P. McNamara,R,"Commissions, Boards, and Institutions Generally",1,1,0,1,Official LIS subject,0.0,100.0,INSUFFICIENT DATA
2026,H0398,Justin Pence,R,"Commissions, Boards, and Institutions Generally",1,1,0,1,Official LIS subject,0.0,100.0,INSUFFICIENT DATA
2026,H0394,Karen Hamilton,R,"Commissions, Boards, and Institutions Generally",1,1,0,1,Official LIS subject,0.0,100.0,INSUFFICIENT DATA
2026,H0238,M. Keith Hodges,R,"Commissions, Boards, and Institutions Generally",2,2,0,2,Official LIS subject,0.0,100.0,INSUFFICIENT DATA
2026,H0401,Madison Whittle,R,"Commissions, Boards, and Institutions Generally",1,1,0,1,Official LIS subject,0.0,100.0,INSUFFICIENT DATA
2026,H0247,Michael J. Webert,R,"Commissions, Boards, and Institutions Generally",1,1,0,1,Official LIS subject,0.0,100.0,INSUFFICIENT DATA
2026,H0335,Mike A. Cherry,R,"Commissions, Boards, and Institutions Generally",2,2,0,2,Official LIS subject,0.0,100.0,INSUFFICIENT DATA
2026,H0390,Mitchell Cornett,R,"Commissions, Boards, and Institutions Generally",2,2,0,2,Official LIS subject,0.0,100.0,INSUFFICIENT DATA
2026,H0342,Phillip A. Scott,R,"Commissions, Boards, and Institutions Generally",2,2,0,2,Official LIS subject,0.0,100.0,INSUFFICIENT DATA
2026,H0124,R. Lee Ware,R,"Commissions, Boards, and Institutions Generally",1,1,0,1,Official LIS subject,0.0,100.0,INSUFFICIENT DATA
2026,H0267,"Robert S. Bloxom, Jr.",R,"Commissions, Boards, and Institutions Generally",1,1,0,1,Official LIS subject,0.0,100.0,INSUFFICIENT DATA
2026,H0328,Scott A. Wyatt,R,"Commissions, Boards, and Institutions Generally",1,1,0,1,Official LIS subject,0.0,100.0,INSUFFICIENT DATA
2026,H0056,Terry G. Kilgore,R,"Commissions, Boards, and Institutions Generally",1,1,0,1,Official LIS subject,0.0,100.0,INSUFFICIENT DATA
2026,H0253,Terry L. Austin,R,"Commissions, Boards, and Institutions Generally",1,1,0,1,Official LIS subject,0.0,100.0,INSUFFICIENT DATA
2026,H0362,"Thomas A. Garrett, Jr.",R,"Commissions, Boards, and Institutions Generally",1,1,0,1,Official LIS subject,0.0,100.0,INSUFFICIENT DATA
2026,H0136,"Thomas C. Wright, Jr.",R,"Commissions, Boards, and Institutions Generally",1,1,0,1,Official LIS subject,0.0,100.0,INSUFFICIENT DATA
2026,H0364,Timothy P. Griffin,R,"Commissions, Boards, and Institutions Generally",1,1,0,1,Official LIS subject,0.0,100.0,INSUFFICIENT DATA
2026,H0231,Tony O. Wilt,R,"Commissions, Boards, and Institutions Generally",1,1,0,1,Official LIS subject,0.0,100.0,INSUFFICIENT DATA
2026,H0357,Will Davis,R,"Commissions, Boards, and Institutions Generally",1,1,0,1,Official LIS subject,0.0,100.0,INSUFFICIENT DATA
2026,H0348,Wren M. Williams,R,"Commissions, Boards, and Institutions Generally",2,2,0,2,Official LIS subject,0.0,100.0,INSUFFICIENT DATA
2026,H0330,Candi Mundon King,D,Constitutional Amendments,4,4,4,0,Official LIS subject,100.0,0.0,INSUFFICIENT DATA
2026,H0177,David L. Bulova,D,Constitutional Amendments,8,8,8,0,Official LIS subject,100.0,0.0,INSUFFICIENT DATA
2026,H0172,Mark D. Sickles,D,Constitutional Amendments,4,4,4,0,Official LIS subject,100.0,0.0,INSUFFICIENT DATA
2026,H0206,Barry D. Knight,R,Constitutional Amendments,18,0,0,0,Official LIS subject | Derived from LIS bill summary | Derived from LIS bill description,0.0,0.0,INSUFFICIENT DATA
2026,H0267,"Robert S. Bloxom, Jr.",R,Constitutional Amendments,31,31,6,25,Official LIS subject | Derived from LIS bill summary | Derived from LIS bill description,19.35483870967742,80.64516129032258,NO
2026,H0335,Mike A. Cherry,R,Constitutional Amendments,30,29,5,24,Official LIS subject | Derived from LIS bill summary | Derived from LIS bill description,17.24137931034483,82.75862068965517,NO
2026,H0308,Joseph P. McNamara,R,Constitutional Amendments,18,18,3,15,Official LIS subject | Derived from LIS bill summary | Derived from LIS bill description,16.666666666666664,83.33333333333334,NO
2026,H0362,"Thomas A. Garrett, Jr.",R,Constitutional Amendments,18,16,1,15,Official LIS subject | Derived from LIS bill summary | Derived from LIS bill description,6.25,93.75,NO
2026,H0345,Anne Ferrell Tata,R,Constitutional Amendments,18,18,0,18,Official LIS subject | Derived from LIS bill summary | Derived from LIS bill description,0.0,100.0,NO
2026,H0329,Bill Wiley,R,Constitutional Amendments,19,19,0,19,Official LIS subject | Derived from LIS bill summary | Derived from LIS bill description,0.0,100.0,NO
2026,H0321,Chris S. Runion,R,Constitutional Amendments,18,17,0,17,Official LIS subject | Derived from LIS bill summary | Derived from LIS bill description,0.0,100.0,NO
2026,H0377,Delores Oates,R,Constitutional Amendments,18,18,0,18,Official LIS subject | Derived from LIS bill summary | Derived from LIS bill description,0.0,100.0,NO
2026,H0350,Ellen H. McLaughlin,R,Constitutional Amendments,19,19,0,19,Official LIS subject | Derived from LIS bill summary | Derived from LIS bill description,0.0,100.0,NO
2026,H0384,Eric Phillips,R,Constitutional Amendments,30,30,0,30,Official LIS subject | Derived from LIS bill summary | Derived from LIS bill description,0.0,100.0,NO
2026,H0383,Eric R. Zehr,R,Constitutional Amendments,18,18,0,18,Official LIS subject | Derived from LIS bill summary | Derived from LIS bill description,0.0,100.0,NO
2026,H0347,"H. Otto Wachsmann, Jr.",R,Constitutional Amendments,30,30,0,30,Official LIS subject | Derived from LIS bill summary | Derived from LIS bill description,0.0,100.0,NO
2026,H0369,Hillary Pugh Kent,R,Constitutional Amendments,18,18,0,18,Official LIS subject | Derived from LIS bill summary | Derived from LIS bill description,0.0,100.0,NO
2026,H0259,"Hyland F. ""Buddy"" Fowler, Jr.",R,Constitutional Amendments,18,18,0,18,Official LIS subject | Derived from LIS bill summary | Derived from LIS bill description,0.0,100.0,NO
2026,H0242,Israel D. O'Quinn,R,Constitutional Amendments,30,30,0,30,Official LIS subject | Derived from LIS bill summary | Derived from LIS bill description,0.0,100.0,NO
2026,H0262,"James A. ""Jay"" Leftwich",R,Constitutional Amendments,30,30,0,30,Official LIS subject | Derived from LIS bill summary | Derived from LIS bill description,0.0,100.0,NO
2026,H0224,James W. Morefield,R,Constitutional Amendments,19,19,0,19,Official LIS subject | Derived from LIS bill summary | Derived from LIS bill description,0.0,100.0,NO
2026,H0333,Jason S. Ballard,R,Constitutional Amendments,18,18,0,18,Official LIS subject | Derived from LIS bill summary | Derived from LIS bill description,0.0,100.0,NO
2026,H0398,Justin Pence,R,Constitutional Amendments,18,18,0,18,Official LIS subject | Derived from LIS bill summary | Derived from LIS bill description,0.0,100.0,NO
2026,H0394,Karen Hamilton,R,Constitutional Amendments,18,18,0,18,Official LIS subject | Derived from LIS bill summary | Derived from LIS bill description,0.0,100.0,NO
2026,H0238,M. Keith Hodges,R,Constitutional Amendments,19,19,0,19,Official LIS subject | Derived from LIS bill summary | Derived from LIS bill description,0.0,100.0,NO
2026,H0401,Madison Whittle,R,Constitutional Amendments,18,17,0,17,Official LIS subject | Derived from LIS bill summary | Derived from LIS bill description,0.0,100.0,NO
2026,H0247,Michael J. Webert,R,Constitutional Amendments,18,18,0,18,Official LIS subject | Derived from LIS bill summary | Derived from LIS bill description,0.0,100.0,NO
2026,H0390,Mitchell Cornett,R,Constitutional Amendments,18,18,0,18,Official LIS subject | Derived from LIS bill summary | Derived from LIS bill description,0.0,100.0,NO
2026,H0342,Phillip A. Scott,R,Constitutional Amendments,30,30,0,30,Official LIS subject | Derived from LIS bill summary | Derived from LIS bill description,0.0,100.0,NO
2026,H0124,R. Lee Ware,R,Constitutional Amendments,18,18,0,18,Official LIS subject | Derived from LIS bill summary | Derived from LIS bill description,0.0,100.0,NO
2026,H0328,Scott A. Wyatt,R,Constitutional Amendments,19,19,0,19,Official LIS subject | Derived from LIS bill summary | Derived from LIS bill description,0.0,100.0,NO
2026,H0056,Terry G. Kilgore,R,Constitutional Amendments,19,19,0,19,Official LIS subject | Derived from LIS bill summary | Derived from LIS bill description,0.0,100.0,NO
2026,H0253,Terry L. Austin,R,Constitutional Amendments,19,12,0,12,Official LIS subject | Derived from LIS bill summary | Derived from LIS bill description,0.0,100.0,NO
2026,H0136,"Thomas C. Wright, Jr.",R,Constitutional Amendments,18,18,0,18,Official LIS subject | Derived from LIS bill summary | Derived from LIS bill description,0.0,100.0,NO
2026,H0364,Timothy P. Griffin,R,Constitutional Amendments,18,18,0,18,Official LIS subject | Derived from LIS bill summary | Derived from LIS bill description,0.0,100.0,NO
2026,H0231,Tony O. Wilt,R,Constitutional Amendments,18,18,0,18,Official LIS subject | Derived from LIS bill summary | Derived from LIS bill description,0.0,100.0,NO
2026,H0325,Wendell S. Walker,R,Constitutional Amendments,18,18,0,18,Official LIS subject | Derived from LIS bill summary | Derived from LIS bill description,0.0,100.0,NO
2026,H0357,Will Davis,R,Constitutional Amendments,18,18,0,18,Official LIS subject | Derived from LIS bill summary | Derived from LIS bill description,0.0,100.0,NO
2026,H0348,Wren M. Williams,R,Constitutional Amendments,18,18,0,18,Official LIS subject | Derived from LIS bill summary | Derived from LIS bill description,0.0,100.0,NO
2026,H0375,Adele Y. McClure,D,Constitutional Amendments,18,18,18,0,Official LIS subject | Derived from LIS bill summary | Derived from LIS bill description,100.0,0.0,YES
2026,H0311,Alex Q. Askew,D,Constitutional Amendments,19,19,19,0,Official LIS subject | Derived from LIS bill summary | Derived from LIS bill description,100.0,0.0,YES
2026,H0239,Alfonso H. Lopez,D,Constitutional Amendments,18,13,13,0,Official LIS subject | Derived from LIS bill summary | Derived from LIS bill description,100.0,0.0,YES
2026,H0371,Amy J. Laufer,D,Constitutional Amendments,19,19,19,0,Official LIS subject | Derived from LIS bill summary | Derived from LIS bill description,100.0,0.0,YES
2026,H0380,Atoosa R. Reaser,D,Constitutional Amendments,18,18,18,0,Official LIS subject | Derived from LIS bill summary | Derived from LIS bill description,100.0,0.0,YES
2026,H0212,Betsy B. Carr,D,Constitutional Amendments,19,19,19,0,Official LIS subject | Derived from LIS bill summary | Derived from LIS bill description,100.0,0.0,YES
2026,H0353,Bonita G. Anthony,D,Constitutional Amendments,30,30,30,0,Official LIS subject | Derived from LIS bill summary | Derived from LIS bill description,100.0,0.0,YES
2026,H0343,Briana D. Sewell,D,Constitutional Amendments,19,19,19,0,Official LIS subject | Derived from LIS bill summary | Derived from LIS bill description,100.0,0.0,YES
2026,H0285,"C.E. Cliff Hayes, Jr.",D,Constitutional Amendments,20,20,20,0,Official LIS subject | Derived from LIS bill summary | Derived from LIS bill description,100.0,0.0,YES
2026,H0402,Charlie Schmidt,D,Constitutional Amendments,14,14,14,0,Official LIS subject | Derived from LIS bill summary | Derived from LIS bill description,100.0,0.0,YES
2026,H0208,Charniele L. Herring,D,Constitutional Amendments,19,18,18,0,Official LIS subject | Derived from LIS bill summary | Derived from LIS bill description,100.0,0.0,YES
2026,H0317,Dan I. Helmer,D,Constitutional Amendments,19,19,19,0,Official LIS subject | Derived from LIS bill summary | Derived from LIS bill description,100.0,0.0,YES
2026,H0301,David A. Reid,D,Constitutional Amendments,31,31,31,0,Official LIS subject | Derived from LIS bill summary | Derived from LIS bill description,100.0,0.0,YES
2026,H0361,Debra D. Gardner,D,Constitutional Amendments,18,18,18,0,Official LIS subject | Derived from LIS bill summary | Derived from LIS bill description,100.0,0.0,YES
2026,H0207,Delores L. McQuinn,D,Constitutional Amendments,19,19,19,0,Official LIS subject | Derived from LIS bill summary | Derived from LIS bill description,100.0,0.0,YES
2026,H0372,Destiny LeVere Bolling,D,Constitutional Amendments,30,30,30,0,Official LIS subject | Derived from LIS bill summary | Derived from LIS bill description,100.0,0.0,YES
2026,H0322,Don Scott,D,Constitutional Amendments,18,18,18,0,Official LIS subject | Derived from LIS bill summary | Derived from LIS bill description,100.0,0.0,YES
2026,H0334,Elizabeth B. Bennett-Parker,D,Constitutional Amendments,18,18,18,0,Official LIS subject | Derived from LIS bill summary | Derived from LIS bill description,100.0,0.0,YES
2026,H0297,Elizabeth R. Guzman,D,Constitutional Amendments,18,18,18,0,Official LIS subject | Derived from LIS bill summary | Derived from LIS bill description,100.0,0.0,YES
2026,H0405,Garrett McGuire,D,Constitutional Amendments,14,14,14,0,Official LIS subject | Derived from LIS bill summary | Derived from LIS bill description,100.0,0.0,YES
2026,H0403,Gretchen M. Bulova,D,Constitutional Amendments,22,22,22,0,Official LIS subject | Derived from LIS bill summary | Derived from LIS bill description,100.0,0.0,YES
2026,H0351,Holly M. Seibold,D,Constitutional Amendments,18,18,18,0,Official LIS subject | Derived from LIS bill summary | Derived from LIS bill description,100.0,0.0,YES
2026,H0344,Irene Shin,D,Constitutional Amendments,18,15,15,0,Official LIS subject | Derived from LIS bill summary | Derived from LIS bill description,100.0,0.0,YES
2026,H0385,JJ Singh,D,Constitutional Amendments,30,30,30,0,Official LIS subject | Derived from LIS bill summary | Derived from LIS bill description,100.0,0.0,YES
2026,H0349,Jackie H. Glass,D,Constitutional Amendments,30,30,30,0,Official LIS subject | Derived from LIS bill summary | Derived from LIS bill description,100.0,0.0,YES
2026,H0173,Jeion A. Ward,D,Constitutional Amendments,18,17,17,0,Official LIS subject | Derived from LIS bill summary | Derived from LIS bill description,100.0,0.0,YES
2026,H0386,Jessica L. Anderson,D,Constitutional Amendments,18,18,18,0,Official LIS subject | Derived from LIS bill summary | Derived from LIS bill description,100.0,0.0,YES
2026,H0395,John Chilton McAuliff,D,Constitutional Amendments,30,30,30,0,Official LIS subject | Derived from LIS bill summary | Derived from LIS bill description,100.0,0.0,YES
2026,H0382,Joshua E. Thomas,D,Constitutional Amendments,19,19,19,0,Official LIS subject | Derived from LIS bill summary | Derived from LIS bill description,100.0,0.0,YES
2026,H0314,Joshua G. Cole,D,Constitutional Amendments,30,27,27,0,Official LIS subject | Derived from LIS bill summary | Derived from LIS bill description,100.0,0.0,YES
2026,H0370,Karen Keys-Gamarra,D,Constitutional Amendments,18,18,18,0,Official LIS subject | Derived from LIS bill summary | Derived from LIS bill description,100.0,0.0,YES
2026,H0387,"Karen R. ""Kacey"" Carnegie",D,Constitutional Amendments,30,30,30,0,Official LIS subject | Derived from LIS bill summary | Derived from LIS bill description,100.0,0.0,YES
2026,H0294,Karrie K. Delaney,D,Constitutional Amendments,18,13,13,0,Official LIS subject | Derived from LIS bill summary | Derived from LIS bill description,100.0,0.0,YES
2026,H0305,Kathy K.L. Tran,D,Constitutional Amendments,20,20,20,0,Official LIS subject | Derived from LIS bill summary | Derived from LIS bill description,100.0,0.0,YES
2026,H0354,Katrina Callsen,D,Constitutional Amendments,26,26,26,0,Official LIS subject | Derived from LIS bill summary | Derived from LIS bill description,100.0,0.0,YES
2026,H0295,Kelly K. Convirs-Fowler,D,Constitutional Amendments,30,30,30,0,Official LIS subject | Derived from LIS bill summary | Derived from LIS bill description,100.0,0.0,YES
2026,H0399,Kimberly Pope Adams,D,Constitutional Amendments,18,18,18,0,Official LIS subject | Derived from LIS bill summary | Derived from LIS bill description,100.0,0.0,YES
2026,H0355,Laura Jane Cohen,D,Constitutional Amendments,18,18,18,0,Official LIS subject | Derived from LIS bill summary | Derived from LIS bill description,100.0,0.0,YES
2026,H0396,Leslie Chambers Mehta,D,Constitutional Amendments,18,18,18,0,Official LIS subject | Derived from LIS bill summary | Derived from LIS bill description,100.0,0.0,YES
2026,H0393,Lily V. Franklin,D,Constitutional Amendments,18,18,18,0,Official LIS subject | Derived from LIS bill summary | Derived from LIS bill description,100.0,0.0,YES
2026,H0391,Lindsey Dougherty,D,Constitutional Amendments,18,18,18,0,Official LIS subject | Derived from LIS bill summary | Derived from LIS bill description,100.0,0.0,YES
2026,H0227,Luke E. Torian,D,Constitutional Amendments,19,19,19,0,Official LIS subject | Derived from LIS bill summary | Derived from LIS bill description,100.0,0.0,YES
2026,H0284,"Marcia S. ""Cia"" Price",D,Constitutional Amendments,31,28,28,0,Official LIS subject | Derived from LIS bill summary | Derived from LIS bill description,100.0,0.0,YES
2026,H0264,Marcus B. Simon,D,Constitutional Amendments,18,18,18,0,Official LIS subject | Derived from LIS bill summary | Derived from LIS bill description,100.0,0.0,YES
2026,H0404,Margaret A. Franklin,D,Constitutional Amendments,14,14,14,0,Official LIS subject | Derived from LIS bill summary | Derived from LIS bill description,100.0,0.0,YES
2026,H0392,Mark C. Downey,D,Constitutional Amendments,18,18,18,0,Official LIS subject | Derived from LIS bill summary | Derived from LIS bill description,100.0,0.0,YES
2026,H0374,Marty Martinez,D,Constitutional Amendments,18,15,15,0,Official LIS subject | Derived from LIS bill summary | Derived from LIS bill description,100.0,0.0,YES
2026,H0397,May Nivar,D,Constitutional Amendments,18,18,18,0,Official LIS subject | Derived from LIS bill summary | Derived from LIS bill description,100.0,0.0,YES
2026,H0360,Michael B. Feggans,D,Constitutional Amendments,18,18,18,0,Official LIS subject | Derived from LIS bill summary | Derived from LIS bill description,100.0,0.0,YES
2026,H0340,Michelle Lopes Maldonado,D,Constitutional Amendments,18,18,18,0,Official LIS subject | Derived from LIS bill summary | Derived from LIS bill description,100.0,0.0,YES
2026,H0336,Nadarius E. Clark,D,Constitutional Amendments,18,18,18,0,Official LIS subject | Derived from LIS bill summary | Derived from LIS bill description,100.0,0.0,YES
2026,H0389,Nicole Cole,D,Constitutional Amendments,22,22,22,0,Official LIS subject | Derived from LIS bill summary | Derived from LIS bill description,100.0,0.0,YES
2026,H0219,Patrick A. Hope,D,Constitutional Amendments,18,15,15,0,Official LIS subject | Derived from LIS bill summary | Derived from LIS bill description,100.0,0.0,YES
2026,H0281,Paul E. Krizek,D,Constitutional Amendments,31,31,31,0,Official LIS subject | Derived from LIS bill summary | Derived from LIS bill description,100.0,0.0,YES
2026,H0366,Phil M. Hernandez,D,Constitutional Amendments,18,18,18,0,Official LIS subject | Derived from LIS bill summary | Derived from LIS bill description,100.0,0.0,YES
2026,H0356,Rae Cousins,D,Constitutional Amendments,18,18,18,0,Official LIS subject | Derived from LIS bill summary | Derived from LIS bill description,100.0,0.0,YES
2026,H0269,"Richard C. ""Rip"" Sullivan, Jr.",D,Constitutional Amendments,19,18,18,0,Official LIS subject | Derived from LIS bill summary | Derived from LIS bill description,100.0,0.0,YES
2026,H0327,Rodney T. Willett,D,Constitutional Amendments,19,19,19,0,Official LIS subject | Derived from LIS bill summary | Derived from LIS bill description,100.0,0.0,YES
2026,H0365,"Rozia A. Henson, Jr.",D,Constitutional Amendments,30,30,30,0,Official LIS subject | Derived from LIS bill summary | Derived from LIS bill description,100.0,0.0,YES
2026,H0266,Sam Rasoul,D,Constitutional Amendments,18,15,15,0,Official LIS subject | Derived from LIS bill summary | Derived from LIS bill description,100.0,0.0,YES
2026,H0323,Shelly A. Simonds,D,Constitutional Amendments,19,19,19,0,Official LIS subject | Derived from LIS bill summary | Derived from LIS bill description,100.0,0.0,YES
2026,H0388,Stacey Annie Carroll,D,Constitutional Amendments,30,30,30,0,Official LIS subject | Derived from LIS bill summary | Derived from LIS bill description,100.0,0.0,YES
2026,H0400,Virgil Thornton,D,Constitutional Amendments,18,18,18,0,Official LIS subject | Derived from LIS bill summary | Derived from LIS bill description,100.0,0.0,YES
2026,H0108,Vivian E. Watts,D,Constitutional Amendments,18,18,18,0,Official LIS subject | Derived from LIS bill summary | Derived from LIS bill description,100.0,0.0,YES
2026,H0334,Elizabeth B. Bennett-Parker,D,Contraceptives,1,1,1,0,Official LIS subject,100.0,0.0,INSUFFICIENT DATA
2026,H0297,Elizabeth R. Guzman,D,Contraceptives,3,3,3,0,Official LIS subject,100.0,0.0,INSUFFICIENT DATA
2026,H0208,Charniele L. Herring,D,Contraceptives,5,5,4,1,Official LIS subject,80.0,20.0,INSUFFICIENT DATA
2026,H0344,Irene Shin,D,Contraceptives,5,5,4,1,Official LIS subject,80.0,20.0,INSUFFICIENT DATA
2026,H0284,"Marcia S. ""Cia"" Price",D,Contraceptives,5,5,4,1,Official LIS subject,80.0,20.0,INSUFFICIENT DATA
2026,H0392,Mark C. Downey,D,Contraceptives,5,5,4,1,Official LIS subject,80.0,20.0,INSUFFICIENT DATA
2026,H0219,Patrick A. Hope,D,Contraceptives,5,5,4,1,Official LIS subject,80.0,20.0,INSUFFICIENT DATA
2026,H0266,Sam Rasoul,D,Contraceptives,5,5,4,1,Official LIS subject,80.0,20.0,INSUFFICIENT DATA
2026,H0285,"C.E. Cliff Hayes, Jr.",D,Contraceptives,4,4,3,1,Official LIS subject,75.0,25.0,INSUFFICIENT DATA
2026,H0361,Debra D. Gardner,D,Contraceptives,4,4,3,1,Official LIS subject,75.0,25.0,INSUFFICIENT DATA
2026,H0405,Garrett McGuire,D,Contraceptives,4,4,3,1,Official LIS subject,75.0,25.0,INSUFFICIENT DATA
2026,H0314,Joshua G. Cole,D,Contraceptives,4,4,3,1,Official LIS subject,75.0,25.0,INSUFFICIENT DATA
2026,H0305,Kathy K.L. Tran,D,Contraceptives,4,4,3,1,Official LIS subject,75.0,25.0,INSUFFICIENT DATA
2026,H0355,Laura Jane Cohen,D,Contraceptives,4,4,3,1,Official LIS subject,75.0,25.0,INSUFFICIENT DATA
2026,H0389,Nicole Cole,D,Contraceptives,4,4,3,1,Official LIS subject,75.0,25.0,INSUFFICIENT DATA
