year,member_id,member_name,Bill_id,patron_type,patron_order,patron_role,is_chief_patron,is_chief_co_patron,is_co_patron
2026,H0365,"Rozia A. Henson, Jr.",HB1,31 - Co-Patron,31,Co-Patron,False,False,True
2026,H0208,Charniele L. Herring,HB1,32 - Co-Patron,32,Co-Patron,False,False,True
2026,H0219,Patrick A. Hope,HB1,33 - Co-Patron,33,Co-Patron,False,False,True
2026,H0370,Karen Keys-Gamarra,HB1,35 - Co-Patron,35,Co-Patron,False,False,True
2026,H0281,Paul E. Krizek,HB1,36 - Co-Patron,36,Co-Patron,False,False,True
2026,H0371,Amy J. Laufer,HB1,37 - Co-Patron,37,Co-Patron,False,False,True
2026,H0372,Destiny LeVere Bolling,HB1,38 - Co-Patron,38,Co-Patron,False,False,True
2026,H0239,Alfonso H. Lopez,HB1,39 - Co-Patron,39,Co-Patron,False,False,True
2026,H0340,Michelle Lopes Maldonado,HB1,40 - Co-Patron,40,Co-Patron,False,False,True
2026,H0374,Marty Martinez,HB1,41 - Co-Patron,41,Co-Patron,False,False,True
2026,H0395,John Chilton McAuliff,HB1,42 - Co-Patron,42,Co-Patron,False,False,True
2026,H0405,Garrett McGuire,HB1,43 - Co-Patron,43,Co-Patron,False,False,True
2026,H0207,Delores L. McQuinn,HB1,44 - Co-Patron,44,Co-Patron,False,False,True
2026,H0396,Leslie Chambers Mehta,HB1,45 - Co-Patron,45,Co-Patron,False,False,True
2026,H0330,Candi Mundon King,HB1,46 - Co-Patron,46,Co-Patron,False,False,True
2026,H0397,May Nivar,HB1,47 - Co-Patron,47,Co-Patron,False,False,True
2026,H0399,Kimberly Pope Adams,HB1,48 - Co-Patron,48,Co-Patron,False,False,True
2026,H0284,"Marcia S. ""Cia"" Price",HB1,49 - Co-Patron,49,Co-Patron,False,False,True
2026,H0266,Sam Rasoul,HB1,50 - Co-Patron,50,Co-Patron,False,False,True
2026,H0380,Atoosa R. Reaser,HB1,51 - Co-Patron,51,Co-Patron,False,False,True
2026,H0301,David A. Reid,HB1,52 - Co-Patron,52,Co-Patron,False,False,True
2026,H0402,Charlie Schmidt,HB1,53 - Co-Patron,53,Co-Patron,False,False,True
2026,H0322,Don Scott,HB1,54 - Co-Patron,54,Co-Patron,False,False,True
2026,H0351,Holly M. Seibold,HB1,55 - Co-Patron,55,Co-Patron,False,False,True
2026,H0343,Briana D. Sewell,HB1,56 - Co-Patron,56,Co-Patron,False,False,True
2026,H0344,Irene Shin,HB1,57 - Co-Patron,57,Co-Patron,False,False,True
2026,H0172,Mark D. Sickles,HB1,58 - Co-Patron,58,Co-Patron,False,False,True
2026,H0264,Marcus B. Simon,HB1,59 - Co-Patron,59,Co-Patron,False,False,True
2026,H0323,Shelly A. Simonds,HB1,60 - Co-Patron,60,Co-Patron,False,False,True
2026,H0385,JJ Singh,HB1,61 - Co-Patron,61,Co-Patron,False,False,True
2026,H0269,"Richard C. ""Rip"" Sullivan, Jr.",HB1,62 - Co-Patron,62,Co-Patron,False,False,True
2026,H0382,Joshua E. Thomas,HB1,63 - Co-Patron,63,Co-Patron,False,False,True
2026,H0400,Virgil Thornton,HB1,64 - Co-Patron,64,Co-Patron,False,False,True
2026,H0227,Luke E. Torian,HB1,65 - Co-Patron,65,Co-Patron,False,False,True
2026,H0305,Kathy K.L. Tran,HB1,66 - Co-Patron,66,Co-Patron,False,False,True
2026,H0108,Vivian E. Watts,HB1,67 - Co-Patron,67,Co-Patron,False,False,True
2026,H0327,Rodney T. Willett,HB1,68 - Co-Patron,68,Co-Patron,False,False,True
2026,H0308,Joseph P. McNamara,HB10,1 - Chief Patron,1,Chief Patron,True,False,False
2026,H0333,Jason S. Ballard,HB100,1 - Chief Patron,1,Chief Patron,True,False,False
2026,H0357,Will Davis,HB100,2 - Co-Patron,2,Co-Patron,False,False,True
2026,H0314,Joshua G. Cole,HB1000,1 - Chief Patron,1,Chief Patron,True,False,False
2026,H0389,Nicole Cole,HB1000,2 - Co-Patron,2,Co-Patron,False,False,True
2026,H0305,Kathy K.L. Tran,HB1001,1 - Chief Patron,1,Chief Patron,True,False,False
2026,H0389,Nicole Cole,HB1001,2 - Chief Co-Patron,2,Chief Co-Patron,False,True,False
2026,H0295,Kelly K. Convirs-Fowler,HB1001,3 - Co-Patron,3,Co-Patron,False,False,True
2026,H0380,Atoosa R. Reaser,HB1001,4 - Co-Patron,4,Co-Patron,False,False,True
2026,H0344,Irene Shin,HB1001,5 - Co-Patron,5,Co-Patron,False,False,True
2026,S0127,Saddam Azlan Salim,HB1001,6 - Co-Patron,6,Co-Patron,False,False,True
2026,S0133,Kannan Srinivasan,HB1001,7 - Co-Patron,7,Co-Patron,False,False,True
2026,H0305,Kathy K.L. Tran,HB1002,1 - Chief Patron,1,Chief Patron,True,False,False
2026,H0344,Irene Shin,HB1002,2 - Chief Co-Patron,2,Chief Co-Patron,False,True,False
2026,H0295,Kelly K. Convirs-Fowler,HB1002,3 - Co-Patron,3,Co-Patron,False,False,True
2026,H0356,Rae Cousins,HB1002,4 - Co-Patron,4,Co-Patron,False,False,True
2026,H0380,Atoosa R. Reaser,HB1002,5 - Co-Patron,5,Co-Patron,False,False,True
2026,S0127,Saddam Azlan Salim,HB1002,6 - Co-Patron,6,Co-Patron,False,False,True
2026,S0133,Kannan Srinivasan,HB1002,7 - Co-Patron,7,Co-Patron,False,False,True
2026,H0305,Kathy K.L. Tran,HB1003,1 - Chief Patron,1,Chief Patron,True,False,False
2026,H0295,Kelly K. Convirs-Fowler,HB1003,2 - Co-Patron,2,Co-Patron,False,False,True
2026,H0375,Adele Y. McClure,HB1003,3 - Co-Patron,3,Co-Patron,False,False,True
2026,H0397,May Nivar,HB1003,4 - Co-Patron,4,Co-Patron,False,False,True
2026,H0380,Atoosa R. Reaser,HB1003,5 - Co-Patron,5,Co-Patron,False,False,True
2026,H0344,Irene Shin,HB1003,6 - Co-Patron,6,Co-Patron,False,False,True
2026,S0127,Saddam Azlan Salim,HB1003,7 - Co-Patron,7,Co-Patron,False,False,True
2026,H0305,Kathy K.L. Tran,HB1004,1 - Chief Patron,1,Chief Patron,True,False,False
2026,H0380,Atoosa R. Reaser,HB1004,2 - Co-Patron,2,Co-Patron,False,False,True
2026,H0344,Irene Shin,HB1004,3 - Co-Patron,3,Co-Patron,False,False,True
2026,S0127,Saddam Azlan Salim,HB1004,4 - Co-Patron,4,Co-Patron,False,False,True
2026,S0133,Kannan Srinivasan,HB1004,5 - Co-Patron,5,Co-Patron,False,False,True
2026,H0305,Kathy K.L. Tran,HB1005,1 - Chief Patron,1,Chief Patron,True,False,False
2026,H0334,Elizabeth B. Bennett-Parker,HB1005,2 - Co-Patron,2,Co-Patron,False,False,True
2026,H0349,Jackie H. Glass,HB1005,3 - Co-Patron,3,Co-Patron,False,False,True
2026,H0370,Karen Keys-Gamarra,HB1005,4 - Co-Patron,4,Co-Patron,False,False,True
2026,H0340,Michelle Lopes Maldonado,HB1005,5 - Co-Patron,5,Co-Patron,False,False,True
2026,H0284,"Marcia S. ""Cia"" Price",HB1005,6 - Co-Patron,6,Co-Patron,False,False,True
2026,H0344,Irene Shin,HB1005,7 - Co-Patron,7,Co-Patron,False,False,True
2026,H0305,Kathy K.L. Tran,HB1006,1 - Chief Patron,1,Chief Patron,True,False,False
2026,H0305,Kathy K.L. Tran,HB1007,1 - Chief Patron,1,Chief Patron,True,False,False
2026,H0305,Kathy K.L. Tran,HB1008,1 - Chief Patron,1,Chief Patron,True,False,False
2026,H0388,Stacey Annie Carroll,HB1008,2 - Co-Patron,2,Co-Patron,False,False,True
2026,H0356,Rae Cousins,HB1008,3 - Co-Patron,3,Co-Patron,False,False,True
2026,H0305,Kathy K.L. Tran,HB1009,1 - Chief Patron,1,Chief Patron,True,False,False
2026,H0295,Kelly K. Convirs-Fowler,HB1009,2 - Co-Patron,2,Co-Patron,False,False,True
2026,H0380,Atoosa R. Reaser,HB1009,3 - Co-Patron,3,Co-Patron,False,False,True
2026,H0344,Irene Shin,HB1009,4 - Co-Patron,4,Co-Patron,False,False,True
2026,S0127,Saddam Azlan Salim,HB1009,5 - Co-Patron,5,Co-Patron,False,False,True
2026,S0133,Kannan Srinivasan,HB1009,6 - Co-Patron,6,Co-Patron,False,False,True
2026,H0333,Jason S. Ballard,HB101,1 - Chief Patron,1,Chief Patron,True,False,False
2026,H0382,Joshua E. Thomas,HB101,2 - Chief Co-Patron,2,Chief Co-Patron,False,True,False
2026,H0336,Nadarius E. Clark,HB101,3 - Co-Patron,3,Co-Patron,False,False,True
2026,H0390,Mitchell Cornett,HB101,4 - Co-Patron,4,Co-Patron,False,False,True
2026,H0357,Will Davis,HB101,5 - Co-Patron,5,Co-Patron,False,False,True
2026,H0349,Jackie H. Glass,HB101,6 - Co-Patron,6,Co-Patron,False,False,True
2026,H0317,Dan I. Helmer,HB101,7 - Co-Patron,7,Co-Patron,False,False,True
2026,H0329,Bill Wiley,HB101,8 - Co-Patron,8,Co-Patron,False,False,True
2026,H0305,Kathy K.L. Tran,HB1010,1 - Chief Patron,1,Chief Patron,True,False,False
2026,H0305,Kathy K.L. Tran,HB1011,1 - Chief Patron,1,Chief Patron,True,False,False
2026,H0305,Kathy K.L. Tran,HB1012,1 - Chief Patron,1,Chief Patron,True,False,False
2026,H0305,Kathy K.L. Tran,HB1013,1 - Chief Patron,1,Chief Patron,True,False,False
2026,H0388,Stacey Annie Carroll,HB1013,2 - Co-Patron,2,Co-Patron,False,False,True
2026,S0080,David W. Marsden,HB1013,3 - Offered,3,Offered,False,False,False
2026,H0305,Kathy K.L. Tran,HB1014,1 - Chief Patron,1,Chief Patron,True,False,False
2026,S0086,Barbara A. Favola,HB1014,2 - Chief Co-Patron,2,Chief Co-Patron,False,True,False
2026,H0336,Nadarius E. Clark,HB1014,3 - Co-Patron,3,Co-Patron,False,False,True
2026,H0349,Jackie H. Glass,HB1014,4 - Co-Patron,4,Co-Patron,False,False,True
2026,H0370,Karen Keys-Gamarra,HB1014,5 - Co-Patron,5,Co-Patron,False,False,True
2026,H0372,Destiny LeVere Bolling,HB1014,6 - Co-Patron,6,Co-Patron,False,False,True
2026,H0305,Kathy K.L. Tran,HB1015,1 - Chief Patron,1,Chief Patron,True,False,False
2026,H0317,Dan I. Helmer,HB1015,2 - Chief Co-Patron,2,Chief Co-Patron,False,True,False
2026,H0212,Betsy B. Carr,HB1015,3 - Co-Patron,3,Co-Patron,False,False,True
2026,H0380,Atoosa R. Reaser,HB1015,4 - Co-Patron,4,Co-Patron,False,False,True
2026,H0344,Irene Shin,HB1015,5 - Co-Patron,5,Co-Patron,False,False,True
2026,S0127,Saddam Azlan Salim,HB1015,6 - Co-Patron,6,Co-Patron,False,False,True
2026,S0133,Kannan Srinivasan,HB1015,7 - Co-Patron,7,Co-Patron,False,False,True
2026,H0305,Kathy K.L. Tran,HB1016,1 - Chief Patron,1,Chief Patron,True,False,False
2026,H0386,Jessica L. Anderson,HB1016,2 - Chief Co-Patron,2,Chief Co-Patron,False,True,False
2026,H0400,Virgil Thornton,HB1016,3 - Co-Patron,3,Co-Patron,False,False,True
2026,H0305,Kathy K.L. Tran,HB1017,1 - Chief Patron,1,Chief Patron,True,False,False
2026,H0380,Atoosa R. Reaser,HB1018,1 - Chief Patron,1,Chief Patron,True,False,False
2026,H0380,Atoosa R. Reaser,HB1019,1 - Chief Patron,1,Chief Patron,True,False,False
2026,H0333,Jason S. Ballard,HB102,1 - Chief Patron,1,Chief Patron,True,False,False
2026,H0357,Will Davis,HB102,2 - Co-Patron,2,Co-Patron,False,False,True
2026,H0380,Atoosa R. Reaser,HB1020,1 - Chief Patron,1,Chief Patron,True,False,False
2026,H0295,Kelly K. Convirs-Fowler,HB1020,2 - Co-Patron,2,Co-Patron,False,False,True
2026,H0370,Karen Keys-Gamarra,HB1020,3 - Co-Patron,3,Co-Patron,False,False,True
2026,H0372,Destiny LeVere Bolling,HB1020,4 - Co-Patron,4,Co-Patron,False,False,True
2026,H0380,Atoosa R. Reaser,HB1021,1 - Chief Patron,1,Chief Patron,True,False,False
2026,H0380,Atoosa R. Reaser,HB1022,1 - Chief Patron,1,Chief Patron,True,False,False
2026,H0355,Laura Jane Cohen,HB1022,2 - Chief Co-Patron,2,Chief Co-Patron,False,True,False
2026,H0325,Wendell S. Walker,HB1023,1 - Chief Patron,1,Chief Patron,True,False,False
2026,H0357,Will Davis,HB1023,2 - Co-Patron,2,Co-Patron,False,False,True
2026,H0325,Wendell S. Walker,HB1024,1 - Chief Patron,1,Chief Patron,True,False,False
2026,H0325,Wendell S. Walker,HB1025,1 - Chief Patron,1,Chief Patron,True,False,False
2026,H0348,Wren M. Williams,HB1025,2 - Chief Co-Patron,2,Chief Co-Patron,False,True,False
2026,H0325,Wendell S. Walker,HB1026,1 - Chief Patron,1,Chief Patron,True,False,False
2026,H0325,Wendell S. Walker,HB1027,1 - Chief Patron,1,Chief Patron,True,False,False
2026,H0325,Wendell S. Walker,HB1028,1 - Chief Patron,1,Chief Patron,True,False,False
2026,H0325,Wendell S. Walker,HB1029,1 - Chief Patron,1,Chief Patron,True,False,False
2026,H0333,Jason S. Ballard,HB103,1 - Chief Patron,1,Chief Patron,True,False,False
2026,H0357,Will Davis,HB103,2 - Co-Patron,2,Co-Patron,False,False,True
2026,H0231,Tony O. Wilt,HB1030,1 - Chief Patron,1,Chief Patron,True,False,False
2026,H0231,Tony O. Wilt,HB1031,1 - Chief Patron,1,Chief Patron,True,False,False
2026,H0231,Tony O. Wilt,HB1032,1 - Chief Patron,1,Chief Patron,True,False,False
2026,H0305,Kathy K.L. Tran,HB1033,1 - Chief Patron,1,Chief Patron,True,False,False
2026,H0231,Tony O. Wilt,HB1034,1 - Chief Patron,1,Chief Patron,True,False,False
2026,H0231,Tony O. Wilt,HB1035,1 - Chief Patron,1,Chief Patron,True,False,False
2026,H0305,Kathy K.L. Tran,HB1036,1 - Chief Patron,1,Chief Patron,True,False,False
2026,H0386,Jessica L. Anderson,HB1036,2 - Co-Patron,2,Co-Patron,False,False,True
2026,H0355,Laura Jane Cohen,HB1036,3 - Co-Patron,3,Co-Patron,False,False,True
2026,H0314,Joshua G. Cole,HB1036,4 - Co-Patron,4,Co-Patron,False,False,True
2026,H0361,Debra D. Gardner,HB1036,5 - Co-Patron,5,Co-Patron,False,False,True
2026,H0219,Patrick A. Hope,HB1036,6 - Co-Patron,6,Co-Patron,False,False,True
2026,H0372,Destiny LeVere Bolling,HB1036,7 - Co-Patron,7,Co-Patron,False,False,True
2026,H0212,Betsy B. Carr,HB1037,1 - Chief Patron,1,Chief Patron,True,False,False
2026,H0334,Elizabeth B. Bennett-Parker,HB1037,2 - Co-Patron,2,Co-Patron,False,False,True
2026,H0389,Nicole Cole,HB1037,3 - Co-Patron,3,Co-Patron,False,False,True
2026,H0349,Jackie H. Glass,HB1037,4 - Co-Patron,4,Co-Patron,False,False,True
2026,H0371,Amy J. Laufer,HB1037,5 - Co-Patron,5,Co-Patron,False,False,True
2026,H0340,Michelle Lopes Maldonado,HB1037,6 - Co-Patron,6,Co-Patron,False,False,True
2026,H0344,Irene Shin,HB1037,7 - Co-Patron,7,Co-Patron,False,False,True
2026,H0269,"Richard C. ""Rip"" Sullivan, Jr.",HB1037,8 - Co-Patron,8,Co-Patron,False,False,True
2026,H0305,Kathy K.L. Tran,HB1037,9 - Co-Patron,9,Co-Patron,False,False,True
2026,H0212,Betsy B. Carr,HB1038,1 - Chief Patron,1,Chief Patron,True,False,False
2026,H0212,Betsy B. Carr,HB1039,1 - Chief Patron,1,Chief Patron,True,False,False
2026,H0333,Jason S. Ballard,HB104,1 - Chief Patron,1,Chief Patron,True,False,False
2026,H0212,Betsy B. Carr,HB1040,1 - Chief Patron,1,Chief Patron,True,False,False
2026,H0212,Betsy B. Carr,HB1041,1 - Chief Patron,1,Chief Patron,True,False,False
2026,H0356,Rae Cousins,HB1041,2 - Co-Patron,2,Co-Patron,False,False,True
2026,H0349,Jackie H. Glass,HB1041,3 - Co-Patron,3,Co-Patron,False,False,True
2026,H0284,"Marcia S. ""Cia"" Price",HB1041,4 - Co-Patron,4,Co-Patron,False,False,True
2026,H0264,Marcus B. Simon,HB1041,5 - Co-Patron,5,Co-Patron,False,False,True
2026,H0400,Virgil Thornton,HB1041,6 - Co-Patron,6,Co-Patron,False,False,True
2026,H0212,Betsy B. Carr,HB1042,1 - Chief Patron,1,Chief Patron,True,False,False
2026,H0212,Betsy B. Carr,HB1043,1 - Chief Patron,1,Chief Patron,True,False,False
2026,H0400,Virgil Thornton,HB1043,2 - Co-Patron,2,Co-Patron,False,False,True
2026,H0212,Betsy B. Carr,HB1044,1 - Chief Patron,1,Chief Patron,True,False,False
2026,H0212,Betsy B. Carr,HB1045,1 - Chief Patron,1,Chief Patron,True,False,False
2026,H0212,Betsy B. Carr,HB1046,1 - Chief Patron,1,Chief Patron,True,False,False
2026,H0388,Stacey Annie Carroll,HB1046,2 - Co-Patron,2,Co-Patron,False,False,True
2026,H0212,Betsy B. Carr,HB1047,1 - Chief Patron,1,Chief Patron,True,False,False
2026,H0259,"Hyland F. ""Buddy"" Fowler, Jr.",HB1047,2 - Co-Patron,2,Co-Patron,False,False,True
2026,H0400,Virgil Thornton,HB1047,3 - Co-Patron,3,Co-Patron,False,False,True
2026,H0212,Betsy B. Carr,HB1048,1 - Chief Patron,1,Chief Patron,True,False,False
2026,H0212,Betsy B. Carr,HB1049,1 - Chief Patron,1,Chief Patron,True,False,False
2026,H0333,Jason S. Ballard,HB105,1 - Chief Patron,1,Chief Patron,True,False,False
2026,H0384,Eric Phillips,HB1050,1 - Chief Patron,1,Chief Patron,True,False,False
2026,H0384,Eric Phillips,HB1051,1 - Chief Patron,1,Chief Patron,True,False,False
2026,H0333,Jason S. Ballard,HB1051,2 - Co-Patron,2,Co-Patron,False,False,True
2026,H0267,"Robert S. Bloxom, Jr.",HB1051,3 - Co-Patron,3,Co-Patron,False,False,True
2026,H0335,Mike A. Cherry,HB1051,4 - Co-Patron,4,Co-Patron,False,False,True
2026,H0390,Mitchell Cornett,HB1051,5 - Co-Patron,5,Co-Patron,False,False,True
2026,H0357,Will Davis,HB1051,6 - Co-Patron,6,Co-Patron,False,False,True
2026,H0259,"Hyland F. ""Buddy"" Fowler, Jr.",HB1051,7 - Co-Patron,7,Co-Patron,False,False,True
2026,H0362,"Thomas A. Garrett, Jr.",HB1051,8 - Co-Patron,8,Co-Patron,False,False,True
2026,H0364,Timothy P. Griffin,HB1051,9 - Co-Patron,9,Co-Patron,False,False,True
2026,H0394,Karen Hamilton,HB1051,10 - Co-Patron,10,Co-Patron,False,False,True
2026,H0238,M. Keith Hodges,HB1051,11 - Co-Patron,11,Co-Patron,False,False,True
2026,H0369,Hillary Pugh Kent,HB1051,12 - Co-Patron,12,Co-Patron,False,False,True
2026,H0056,Terry G. Kilgore,HB1051,13 - Co-Patron,13,Co-Patron,False,False,True
2026,H0262,"James A. ""Jay"" Leftwich",HB1051,14 - Co-Patron,14,Co-Patron,False,False,True
2026,H0350,Ellen H. McLaughlin,HB1051,15 - Co-Patron,15,Co-Patron,False,False,True
2026,H0308,Joseph P. McNamara,HB1051,16 - Co-Patron,16,Co-Patron,False,False,True
2026,H0224,James W. Morefield,HB1051,17 - Co-Patron,17,Co-Patron,False,False,True
2026,H0377,Delores Oates,HB1051,18 - Co-Patron,18,Co-Patron,False,False,True
2026,H0242,Israel D. O'Quinn,HB1051,19 - Co-Patron,19,Co-Patron,False,False,True
2026,H0398,Justin Pence,HB1051,20 - Co-Patron,20,Co-Patron,False,False,True
2026,H0321,Chris S. Runion,HB1051,21 - Co-Patron,21,Co-Patron,False,False,True
2026,H0342,Phillip A. Scott,HB1051,22 - Co-Patron,22,Co-Patron,False,False,True
2026,H0345,Anne Ferrell Tata,HB1051,23 - Co-Patron,23,Co-Patron,False,False,True
2026,H0347,"H. Otto Wachsmann, Jr.",HB1051,24 - Co-Patron,24,Co-Patron,False,False,True
2026,H0325,Wendell S. Walker,HB1051,25 - Co-Patron,25,Co-Patron,False,False,True
2026,H0247,Michael J. Webert,HB1051,26 - Co-Patron,26,Co-Patron,False,False,True
2026,H0329,Bill Wiley,HB1051,27 - Co-Patron,27,Co-Patron,False,False,True
2026,H0348,Wren M. Williams,HB1051,28 - Co-Patron,28,Co-Patron,False,False,True
2026,H0231,Tony O. Wilt,HB1051,29 - Co-Patron,29,Co-Patron,False,False,True
2026,H0136,"Thomas C. Wright, Jr.",HB1051,30 - Co-Patron,30,Co-Patron,False,False,True
2026,H0328,Scott A. Wyatt,HB1051,31 - Co-Patron,31,Co-Patron,False,False,True
2026,H0383,Eric R. Zehr,HB1051,32 - Co-Patron,32,Co-Patron,False,False,True
2026,H0384,Eric Phillips,HB1052,1 - Chief Patron,1,Chief Patron,True,False,False
2026,H0384,Eric Phillips,HB1053,1 - Chief Patron,1,Chief Patron,True,False,False
2026,H0390,Mitchell Cornett,HB1053,2 - Co-Patron,2,Co-Patron,False,False,True
2026,H0384,Eric Phillips,HB1054,1 - Chief Patron,1,Chief Patron,True,False,False
2026,H0390,Mitchell Cornett,HB1054,2 - Co-Patron,2,Co-Patron,False,False,True
2026,H0384,Eric Phillips,HB1055,1 - Chief Patron,1,Chief Patron,True,False,False
2026,H0384,Eric Phillips,HB1056,1 - Chief Patron,1,Chief Patron,True,False,False
2026,H0384,Eric Phillips,HB1057,1 - Chief Patron,1,Chief Patron,True,False,False
2026,H0333,Jason S. Ballard,HB1057,2 - Co-Patron,2,Co-Patron,False,False,True
2026,H0267,"Robert S. Bloxom, Jr.",HB1057,3 - Co-Patron,3,Co-Patron,False,False,True
2026,H0390,Mitchell Cornett,HB1057,4 - Co-Patron,4,Co-Patron,False,False,True
2026,H0357,Will Davis,HB1057,5 - Co-Patron,5,Co-Patron,False,False,True
2026,H0369,Hillary Pugh Kent,HB1057,6 - Co-Patron,6,Co-Patron,False,False,True
2026,H0056,Terry G. Kilgore,HB1057,7 - Co-Patron,7,Co-Patron,False,False,True
2026,H0350,Ellen H. McLaughlin,HB1057,8 - Co-Patron,8,Co-Patron,False,False,True
2026,H0224,James W. Morefield,HB1057,9 - Co-Patron,9,Co-Patron,False,False,True
2026,H0242,Israel D. O'Quinn,HB1057,10 - Co-Patron,10,Co-Patron,False,False,True
2026,H0398,Justin Pence,HB1057,11 - Co-Patron,11,Co-Patron,False,False,True
2026,H0321,Chris S. Runion,HB1057,12 - Co-Patron,12,Co-Patron,False,False,True
2026,H0347,"H. Otto Wachsmann, Jr.",HB1057,13 - Co-Patron,13,Co-Patron,False,False,True
2026,H0124,R. Lee Ware,HB1057,14 - Co-Patron,14,Co-Patron,False,False,True
2026,H0401,Madison Whittle,HB1057,15 - Co-Patron,15,Co-Patron,False,False,True
2026,H0348,Wren M. Williams,HB1057,16 - Co-Patron,16,Co-Patron,False,False,True
2026,H0384,Eric Phillips,HB1058,1 - Chief Patron,1,Chief Patron,True,False,False
2026,H0401,Madison Whittle,HB1058,2 - Co-Patron,2,Co-Patron,False,False,True
2026,H0247,Michael J. Webert,HB1059,1 - Chief Patron,1,Chief Patron,True,False,False
2026,H0333,Jason S. Ballard,HB106,1 - Chief Patron,1,Chief Patron,True,False,False
2026,H0357,Will Davis,HB106,2 - Co-Patron,2,Co-Patron,False,False,True
2026,H0354,Katrina Callsen,HB1060,1 - Chief Patron,1,Chief Patron,True,False,False
2026,H0388,Stacey Annie Carroll,HB1060,2 - Chief Co-Patron,2,Chief Co-Patron,False,True,False
2026,H0301,David A. Reid,HB1060,3 - Chief Co-Patron,3,Chief Co-Patron,False,True,False
2026,H0389,Nicole Cole,HB1060,4 - Co-Patron,4,Co-Patron,False,False,True
2026,H0370,Karen Keys-Gamarra,HB1060,5 - Co-Patron,5,Co-Patron,False,False,True
2026,H0372,Destiny LeVere Bolling,HB1060,6 - Co-Patron,6,Co-Patron,False,False,True
2026,H0400,Virgil Thornton,HB1060,7 - Co-Patron,7,Co-Patron,False,False,True
2026,H0374,Marty Martinez,HB1061,1 - Chief Patron,1,Chief Patron,True,False,False
2026,H0366,Phil M. Hernandez,HB1062,1 - Chief Patron,1,Chief Patron,True,False,False
2026,H0375,Adele Y. McClure,HB1062,2 - Chief Co-Patron,2,Chief Co-Patron,False,True,False
2026,H0354,Katrina Callsen,HB1062,3 - Co-Patron,3,Co-Patron,False,False,True
2026,H0317,Dan I. Helmer,HB1062,4 - Co-Patron,4,Co-Patron,False,False,True
2026,H0238,M. Keith Hodges,HB1063,1 - Chief Patron,1,Chief Patron,True,False,False
2026,H0238,M. Keith Hodges,HB1064,1 - Chief Patron,1,Chief Patron,True,False,False
2026,H0366,Phil M. Hernandez,HB1065,1 - Chief Patron,1,Chief Patron,True,False,False
