Bill_id,topic_name,classification,lis_subject_name,lis_parent_subject,source_file,source_text_used,rule_derived,matched_rule
HB38,Local Government and Officials,Official LIS subject,Local Government and Officials,,CIBillSubjects.csv,Local Government and Officials,False,
HB41,Education,Official LIS subject,Education | Standards of Learning,Education,CIBillSubjects.csv,Education | Standards of Learning,False,
HB68,Workers' Compensation,Official LIS subject,Workers' Compensation,,CIBillSubjects.csv,Workers' Compensation,False,
HB80,Health,Official LIS subject,Health | Suicide,Health,CIBillSubjects.csv,Health | Suicide,False,
HB80,"Study Commissions, Committees, and Reports",Official LIS subject,"Study Commissions, Committees, and Reports",,CIBillSubjects.csv,"Study Commissions, Committees, and Reports",False,
HB80,Veterans,Official LIS subject,Veterans,,CIBillSubjects.csv,Veterans,False,
HB88,Income Tax,Official LIS subject,Income Tax,,CIBillSubjects.csv,Income Tax,False,
HB88,Taxation,Official LIS subject,Taxation,,CIBillSubjects.csv,Taxation,False,
HB109,Public Service Companies,Official LIS subject,Public Service Companies | Electric Companies,Public Service Companies,CIBillSubjects.csv,Public Service Companies | Electric Companies,False,
HB109,"Study Commissions, Committees, and Reports",Official LIS subject,"Study Commissions, Committees, and Reports",,CIBillSubjects.csv,"Study Commissions, Committees, and Reports",False,
HB116,Computer Services and Uses,Official LIS subject,Computer Services and Uses,,CIBillSubjects.csv,Computer Services and Uses,False,
HB116,Sales and Use Tax,Official LIS subject,Sales and Use Tax,,CIBillSubjects.csv,Sales and Use Tax,False,
HB116,Taxation,Official LIS subject,Taxation,,CIBillSubjects.csv,Taxation,False,
HB116,Retail Sales and Use Tax,Official LIS subject,Retail Sales and Use Tax,,CIBillSubjects.csv,Retail Sales and Use Tax,False,
HB130,"Counties, Cities, and Towns",Official LIS subject,"Counties, Cities, and Towns",,CIBillSubjects.csv,"Counties, Cities, and Towns",False,
HB130,Constitutional Officers,Official LIS subject,Constitutional Officers,,CIBillSubjects.csv,Constitutional Officers,False,
HB141,Administration of Government,Official LIS subject,Administration of Government,,CIBillSubjects.csv,Administration of Government,False,
HB141,"Study Commissions, Committees, and Reports",Official LIS subject,"Study Commissions, Committees, and Reports",,CIBillSubjects.csv,"Study Commissions, Committees, and Reports",False,
HB141,Veterans,Official LIS subject,Veterans,,CIBillSubjects.csv,Veterans,False,
HB142,Motor Vehicles,Official LIS subject,Motor Vehicles,,CIBillSubjects.csv,Motor Vehicles,False,
HB142,Crosswalks,Official LIS subject,Crosswalks,,CIBillSubjects.csv,Crosswalks,False,
HB158,Crimes and Offenses Generally,Official LIS subject,Crimes and Offenses Generally,,CIBillSubjects.csv,Crimes and Offenses Generally,False,
HB158,Children,Official LIS subject,Children,,CIBillSubjects.csv,Children,False,
HB158,Firearms,Official LIS subject,Firearms,,CIBillSubjects.csv,Firearms,False,
HB162,"Pensions, Benefits, and Retirement",Official LIS subject,"Pensions, Benefits, and Retirement | Retirement Systems","Pensions, Benefits, and Retirement",CIBillSubjects.csv,"Pensions, Benefits, and Retirement | Retirement Systems",False,
HB178,Administration of Government,Official LIS subject,Administration of Government,,CIBillSubjects.csv,Administration of Government,False,
HB178,"Commissions, Boards, and Institutions Generally",Official LIS subject,"Commissions, Boards, and Institutions Generally",,CIBillSubjects.csv,"Commissions, Boards, and Institutions Generally",False,
HB178,"Study Commissions, Committees, and Reports",Official LIS subject,"Study Commissions, Committees, and Reports",,CIBillSubjects.csv,"Study Commissions, Committees, and Reports",False,
HB181,Education,Official LIS subject,Education | Public Schools,Education,CIBillSubjects.csv,Education | Public Schools,False,
HB206,"Agriculture, Animal Care and Food",Official LIS subject,"Agriculture, Animal Care and Food",,CIBillSubjects.csv,"Agriculture, Animal Care and Food",False,
HB206,"Pets, Pet Dealers, and Supplies",Official LIS subject,"Pets, Pet Dealers, and Supplies",,CIBillSubjects.csv,"Pets, Pet Dealers, and Supplies",False,
HB211,Educational Institutions,Official LIS subject,Higher Education,Educational Institutions,CIBillSubjects.csv,Higher Education,False,
HB211,Institutions of Higher Education; Other Educational and Cultural Institutions,Official LIS subject,Institutions of Higher Education; Other Educational and Cultural Institutions,,CIBillSubjects.csv,Institutions of Higher Education; Other Educational and Cultural Institutions,False,
HB228,Consumer Protection,Official LIS subject,Consumer Protection,,CIBillSubjects.csv,Consumer Protection,False,
HB228,Trade and Commerce,Official LIS subject,Trade and Commerce,,CIBillSubjects.csv,Trade and Commerce,False,
HB228,Recycled Products,Official LIS subject,Recycled Products,,CIBillSubjects.csv,Recycled Products,False,
HB230,Insurance,Official LIS subject,Insurance | Health Insurance,Insurance,CIBillSubjects.csv,Insurance | Health Insurance,False,
HB231,"Pensions, Benefits, and Retirement",Official LIS subject,"Pensions, Benefits, and Retirement | Retirement Systems","Pensions, Benefits, and Retirement",CIBillSubjects.csv,"Pensions, Benefits, and Retirement | Retirement Systems",False,
HB240,Income Tax,Official LIS subject,Income Tax,,CIBillSubjects.csv,Income Tax,False,
HB240,"Study Commissions, Committees, and Reports",Official LIS subject,"Study Commissions, Committees, and Reports",,CIBillSubjects.csv,"Study Commissions, Committees, and Reports",False,
HB240,Taxation,Official LIS subject,Taxation,,CIBillSubjects.csv,Taxation,False,
HB247,Property and Conveyances,Official LIS subject,Property and Conveyances,,CIBillSubjects.csv,Property and Conveyances,False,
HB247,Housing,Official LIS subject,Landlord and Tenant,Housing,CIBillSubjects.csv,Landlord and Tenant,False,
HB247,Virginia Residential Landlord and Tenant Act,Official LIS subject,Virginia Residential Landlord and Tenant Act,,CIBillSubjects.csv,Virginia Residential Landlord and Tenant Act,False,
HB248,Professions and Occupations,Official LIS subject,Professional and Occupational Regulation,Professions and Occupations,CIBillSubjects.csv,Professional and Occupational Regulation,False,
HB261,Income Tax,Official LIS subject,Income Tax,,CIBillSubjects.csv,Income Tax,False,
HB261,Taxation,Official LIS subject,Taxation,,CIBillSubjects.csv,Taxation,False,
HB270,Appropriations,Official LIS subject,Appropriations,,CIBillSubjects.csv,Appropriations,False,
HB270,Crimes and Offenses Generally,Official LIS subject,Crimes and Offenses Generally,,CIBillSubjects.csv,Crimes and Offenses Generally,False,
HB270,"Police, State",Official LIS subject,"Police, State",,CIBillSubjects.csv,"Police, State",False,
HB270,"Study Commissions, Committees, and Reports",Official LIS subject,"Study Commissions, Committees, and Reports",,CIBillSubjects.csv,"Study Commissions, Committees, and Reports",False,
HB270,Firearms,Official LIS subject,Firearms,,CIBillSubjects.csv,Firearms,False,
HB273,Domestic Relations,Official LIS subject,Domestic Relations | Divorce,Domestic Relations,CIBillSubjects.csv,Domestic Relations | Divorce,False,
HB274,Workers' Compensation,Official LIS subject,Workers' Compensation,,CIBillSubjects.csv,Workers' Compensation,False,
HB274,Professions and Occupations,Official LIS subject,Firefighters and Fire Marshals,Professions and Occupations,CIBillSubjects.csv,Firefighters and Fire Marshals,False,
HB276,Elections,Official LIS subject,Elections | Campaign Practices,Elections,CIBillSubjects.csv,Elections | Campaign Practices,False,
HB286,Health,Official LIS subject,Health,,CIBillSubjects.csv,Health,False,
HB286,"Study Commissions, Committees, and Reports",Official LIS subject,"Study Commissions, Committees, and Reports",,CIBillSubjects.csv,"Study Commissions, Committees, and Reports",False,
HB286,Uncodified Legislation,Official LIS subject,Uncodified Legislation,,CIBillSubjects.csv,Uncodified Legislation,False,
HB300,Emergency Services and Vehicles,Official LIS subject,Emergency Services and Vehicles,,CIBillSubjects.csv,Emergency Services and Vehicles,False,
HB300,"Pensions, Benefits, and Retirement",Official LIS subject,"Pensions, Benefits, and Retirement | Retirement Systems","Pensions, Benefits, and Retirement",CIBillSubjects.csv,"Pensions, Benefits, and Retirement | Retirement Systems",False,
HB300,Local Government and Officials,Official LIS subject,Local Government and Officials,,CIBillSubjects.csv,Local Government and Officials,False,
HB319,"Counties, Cities, and Towns",Official LIS subject,"Counties, Cities, and Towns",,CIBillSubjects.csv,"Counties, Cities, and Towns",False,
HB319,Crimes and Offenses Generally,Official LIS subject,Crimes and Offenses Generally,,CIBillSubjects.csv,Crimes and Offenses Generally,False,
HB319,Firearms,Official LIS subject,Firearms,,CIBillSubjects.csv,Firearms,False,
HB323,Professions and Occupations,Official LIS subject,Professions and Occupations,,CIBillSubjects.csv,Professions and Occupations,False,
HB323,Administration of Government,Official LIS subject,Compacts,Administration of Government,CIBillSubjects.csv,Compacts,False,
HB328,Education,Official LIS subject,Education | Teachers,Education,CIBillSubjects.csv,Education | Teachers,False,
HB328,Administration of Government,Official LIS subject,Compacts,Administration of Government,CIBillSubjects.csv,Compacts,False,
HB331,Charters,Official LIS subject,Charters,,CIBillSubjects.csv,Charters,False,
HB331,"Richmond, City of",Official LIS subject,"Richmond, City of",,CIBillSubjects.csv,"Richmond, City of",False,
HB338,"Counties, Cities, and Towns",Official LIS subject,"Counties, Cities, and Towns",,CIBillSubjects.csv,"Counties, Cities, and Towns",False,
HB338,Data Centers,Official LIS subject,Data Centers,,CIBillSubjects.csv,Data Centers,False,
HB343,Financial Institutions and Services,Official LIS subject,Financial Institutions and Services,,CIBillSubjects.csv,Financial Institutions and Services,False,
HB347,Education,Official LIS subject,Education | School Boards,Education,CIBillSubjects.csv,Education | School Boards,False,
HB348,Labor and Employment,Official LIS subject,Labor and Employment | State Employees,Labor and Employment,CIBillSubjects.csv,Labor and Employment | State Employees,False,
HB348,Local Government and Officials,Official LIS subject,Local Government and Officials,,CIBillSubjects.csv,Local Government and Officials,False,
HB357,"Study Commissions, Committees, and Reports",Official LIS subject,"Study Commissions, Committees, and Reports",,CIBillSubjects.csv,"Study Commissions, Committees, and Reports",False,
HB357,"Waters of the State, Ports, and Harbors",Official LIS subject,"Waters of the State, Ports, and Harbors",,CIBillSubjects.csv,"Waters of the State, Ports, and Harbors",False,
HB357,Wetlands,Official LIS subject,Wetlands,,CIBillSubjects.csv,Wetlands,False,
HB357,Uncodified Legislation,Official LIS subject,Uncodified Legislation,,CIBillSubjects.csv,Uncodified Legislation,False,
HB359,Education,Official LIS subject,Education | Public Schools,Education,CIBillSubjects.csv,Education | Public Schools,False,
HB360,Education,Official LIS subject,Education,,CIBillSubjects.csv,Education,False,
HB363,Appropriations,Official LIS subject,Appropriations,,CIBillSubjects.csv,Appropriations,False,
HB363,Civil Remedies and Procedure,Official LIS subject,Civil Remedies and Procedure,,CIBillSubjects.csv,Civil Remedies and Procedure,False,
HB363,Elections,Official LIS subject,Elections | Candidates in Elections,Elections,CIBillSubjects.csv,Elections | Candidates in Elections,False,
HB363,Affidavits,Official LIS subject,Affidavits,,CIBillSubjects.csv,Affidavits,False,
HB366,Educational Institutions,Official LIS subject,Tuition,Educational Institutions,CIBillSubjects.csv,Tuition,False,
HB366,Virginia National Guard,Official LIS subject,Virginia National Guard,,CIBillSubjects.csv,Virginia National Guard,False,
HB366,Institutions of Higher Education; Other Educational and Cultural Institutions,Official LIS subject,Institutions of Higher Education; Other Educational and Cultural Institutions,,CIBillSubjects.csv,Institutions of Higher Education; Other Educational and Cultural Institutions,False,
HB369,Civil Remedies and Procedure,Official LIS subject,Civil Remedies and Procedure,,CIBillSubjects.csv,Civil Remedies and Procedure,False,
HB369,"Study Commissions, Committees, and Reports",Official LIS subject,"Study Commissions, Committees, and Reports",,CIBillSubjects.csv,"Study Commissions, Committees, and Reports",False,
HB369,Institutions of Higher Education; Other Educational and Cultural Institutions,Official LIS subject,Institutions of Higher Education; Other Educational and Cultural Institutions,,CIBillSubjects.csv,Institutions of Higher Education; Other Educational and Cultural Institutions,False,
HB372,Education,Official LIS subject,Education,,CIBillSubjects.csv,Education,False,
HB373,Financial Institutions and Services,Official LIS subject,Financial Institutions and Services,,CIBillSubjects.csv,Financial Institutions and Services,False,
HB373,Senior Citizens,Official LIS subject,Senior Citizens,,CIBillSubjects.csv,Senior Citizens,False,
HB373,State Corporation Commission,Official LIS subject,State Corporation Commission,,CIBillSubjects.csv,State Corporation Commission,False,
HB375,Elections,Official LIS subject,Elections,,CIBillSubjects.csv,Elections,False,
HB375,Administration of Government,Official LIS subject,Compacts,Administration of Government,CIBillSubjects.csv,Compacts,False,
HB375,President or Vice President,Official LIS subject,President or Vice President,,CIBillSubjects.csv,President or Vice President,False,
HB386,Education,Official LIS subject,Education | Public Schools | Students,Education,CIBillSubjects.csv,Education | Public Schools | Students,False,
HB406,Uncodified Legislation,Official LIS subject,Uncodified Legislation,,CIBillSubjects.csv,Uncodified Legislation,False,
HB406,Clean Water Act,Official LIS subject,Clean Water Act,,CIBillSubjects.csv,Clean Water Act,False,
HB408,Education,Official LIS subject,Education,,CIBillSubjects.csv,Education,False,
HB408,Child Care,Official LIS subject,Child Care,,CIBillSubjects.csv,Child Care,False,
HB420,Conservation,Official LIS subject,Conservation,,CIBillSubjects.csv,Conservation,False,
HB420,Governor,Official LIS subject,Governor,,CIBillSubjects.csv,Governor,False,
HB440,Elections,Official LIS subject,Elections | Candidates in Elections,Elections,CIBillSubjects.csv,Elections | Candidates in Elections,False,
HB440,Electronic Processes,Official LIS subject,Electronic Processes,,CIBillSubjects.csv,Electronic Processes,False,
HB447,Motor Vehicles,Official LIS subject,Motor Vehicles,,CIBillSubjects.csv,Motor Vehicles,False,
HB447,Taxation,Official LIS subject,Taxation,,CIBillSubjects.csv,Taxation,False,
HB485,Education,Official LIS subject,Education | School Boards,Education,CIBillSubjects.csv,Education | School Boards,False,
HB485,Civil Remedies and Procedure,Official LIS subject,Criminal History Information,Civil Remedies and Procedure,CIBillSubjects.csv,Criminal History Information,False,
HB486,Educational Institutions,Official LIS subject,Higher Education | Scholarships,Educational Institutions,CIBillSubjects.csv,Higher Education | Scholarships,False,
HB486,Institutions of Higher Education; Other Educational and Cultural Institutions,Official LIS subject,Institutions of Higher Education; Other Educational and Cultural Institutions,,CIBillSubjects.csv,Institutions of Higher Education; Other Educational and Cultural Institutions,False,
HB489,Insurance,Official LIS subject,Insurance,,CIBillSubjects.csv,Insurance,False,
HB492,Emergency Services and Vehicles,Official LIS subject,Emergency Services and Vehicles,,CIBillSubjects.csv,Emergency Services and Vehicles,False,
HB492,Uncodified Legislation,Official LIS subject,Uncodified Legislation,,CIBillSubjects.csv,Uncodified Legislation,False,
HB499,Health,Official LIS subject,Medicaid and Medicare Programs,Health,CIBillSubjects.csv,Medicaid and Medicare Programs,False,
HB499,Uncodified Legislation,Official LIS subject,Uncodified Legislation,,CIBillSubjects.csv,Uncodified Legislation,False,
HB500,"Commissions, Boards, and Institutions Generally",Official LIS subject,"Commissions, Boards, and Institutions Generally",,CIBillSubjects.csv,"Commissions, Boards, and Institutions Generally",False,
HB500,Education,Official LIS subject,Education | Standards of Learning,Education,CIBillSubjects.csv,Education | Standards of Learning,False,
HB502,Crimes and Offenses Generally,Official LIS subject,Crimes and Offenses Generally,,CIBillSubjects.csv,Crimes and Offenses Generally,False,
HB502,Health,Official LIS subject,Health,,CIBillSubjects.csv,Health,False,
HB502,Motor Vehicles,Official LIS subject,Motor Vehicles,,CIBillSubjects.csv,Motor Vehicles,False,
HB510,Insurance,Official LIS subject,Insurance,,CIBillSubjects.csv,Insurance,False,
HB510,Taxation,Official LIS subject,Taxation | License Tax,Taxation,CIBillSubjects.csv,Taxation | License Tax,False,
HB512,"Study Commissions, Committees, and Reports",Official LIS subject,"Study Commissions, Committees, and Reports",,CIBillSubjects.csv,"Study Commissions, Committees, and Reports",False,
HB512,Uncodified Legislation,Official LIS subject,Uncodified Legislation,,CIBillSubjects.csv,Uncodified Legislation,False,
HB512,Conservatorship,Official LIS subject,Conservatorship,,CIBillSubjects.csv,Conservatorship,False,
HB524,"Waters of the State, Ports, and Harbors",Official LIS subject,"Waters of the State, Ports, and Harbors",,CIBillSubjects.csv,"Waters of the State, Ports, and Harbors",False,
HB524,Natural Gas,Official LIS subject,Natural Gas,,CIBillSubjects.csv,Natural Gas,False,
HB527,Religious and Charitable Matters; Cemeteries,Official LIS subject,Religious and Charitable Matters; Cemeteries,,CIBillSubjects.csv,Religious and Charitable Matters; Cemeteries,False,
HB528,Property and Conveyances,Official LIS subject,Property and Conveyances | Property Owners,Property and Conveyances,CIBillSubjects.csv,Property and Conveyances | Property Owners,False,
HB531,Workers' Compensation,Official LIS subject,Workers' Compensation,,CIBillSubjects.csv,Workers' Compensation,False,
HB535,Education,Official LIS subject,Education,,CIBillSubjects.csv,Education,False,
HB535,"Study Commissions, Committees, and Reports",Official LIS subject,"Study Commissions, Committees, and Reports",,CIBillSubjects.csv,"Study Commissions, Committees, and Reports",False,
HB535,Uncodified Legislation,Official LIS subject,Uncodified Legislation,,CIBillSubjects.csv,Uncodified Legislation,False,
HB540,Sales and Use Tax,Official LIS subject,Sales and Use Tax,,CIBillSubjects.csv,Sales and Use Tax,False,
HB540,Taxation,Official LIS subject,Taxation,,CIBillSubjects.csv,Taxation,False,
HB550,Health,Official LIS subject,Health,,CIBillSubjects.csv,Health,False,
HB550,Welfare (Social Services),Official LIS subject,Welfare (Social Services) | Adoption,Welfare (Social Services),CIBillSubjects.csv,Welfare (Social Services) | Adoption,False,
HB550,Birth and Death Records,Official LIS subject,Birth and Death Records,,CIBillSubjects.csv,Birth and Death Records,False,
HB552,Corporations,Official LIS subject,Corporations,,CIBillSubjects.csv,Corporations,False,
HB552,Income Tax,Official LIS subject,Income Tax,,CIBillSubjects.csv,Income Tax,False,
HB552,Personal Property and Personal Property Tax,Official LIS subject,Personal Property and Personal Property Tax,,CIBillSubjects.csv,Personal Property and Personal Property Tax,False,
HB552,Taxation,Official LIS subject,Taxation,,CIBillSubjects.csv,Taxation,False,
HB556,Courts of Record,Official LIS subject,Courts of Record,,CIBillSubjects.csv,Courts of Record,False,
HB556,Judicial Inquiry and Review Commission,Official LIS subject,Judicial Inquiry and Review Commission,,CIBillSubjects.csv,Judicial Inquiry and Review Commission,False,
HB556,"Study Commissions, Committees, and Reports",Official LIS subject,"Study Commissions, Committees, and Reports",,CIBillSubjects.csv,"Study Commissions, Committees, and Reports",False,
HB563,Education,Official LIS subject,Education,,CIBillSubjects.csv,Education,False,
HB563,Uncodified Legislation,Official LIS subject,Uncodified Legislation,,CIBillSubjects.csv,Uncodified Legislation,False,
HB564,Education,Official LIS subject,Education | Public Schools,Education,CIBillSubjects.csv,Education | Public Schools,False,
HB565,Elections,Official LIS subject,Elections | Voter Registration,Elections,CIBillSubjects.csv,Elections | Voter Registration,False,
HB573,Education,Official LIS subject,Education | Students,Education,CIBillSubjects.csv,Education | Students,False,
HB582,Education,Official LIS subject,Education | High Schools | Public Schools | School Boards,Education,CIBillSubjects.csv,Education | High Schools | Public Schools | School Boards,False,
HB587,Housing,Official LIS subject,Housing,,CIBillSubjects.csv,Housing,False,
HB587,Minors,Official LIS subject,Minors,,CIBillSubjects.csv,Minors,False,
HB587,"Study Commissions, Committees, and Reports",Official LIS subject,"Study Commissions, Committees, and Reports",,CIBillSubjects.csv,"Study Commissions, Committees, and Reports",False,
HB587,Uncodified Legislation,Official LIS subject,Uncodified Legislation,,CIBillSubjects.csv,Uncodified Legislation,False,
HB602,Commonwealth Public Safety,Official LIS subject,Commonwealth Public Safety,,CIBillSubjects.csv,Commonwealth Public Safety,False,
HB602,Firearms,Official LIS subject,Firearms,,CIBillSubjects.csv,Firearms,False,
HB610,Insurance,Official LIS subject,Insurance | Health Insurance,Insurance,CIBillSubjects.csv,Insurance | Health Insurance,False,
HB610,Health,Official LIS subject,Diabetics or Diabetes,Health,CIBillSubjects.csv,Diabetics or Diabetes,False,
HB620,Health,Official LIS subject,"Health | Medical Treatment, Care, and Assistance",Health,CIBillSubjects.csv,"Health | Medical Treatment, Care, and Assistance",False,
HB621,Income Tax,Official LIS subject,Income Tax,,CIBillSubjects.csv,Income Tax,False,
HB621,Taxation,Official LIS subject,Taxation,,CIBillSubjects.csv,Taxation,False,
HB627,Education,Official LIS subject,Education,,CIBillSubjects.csv,Education,False,
HB627,Child Care,Official LIS subject,Child Care,,CIBillSubjects.csv,Child Care,False,
HB627,Uncodified Legislation,Official LIS subject,Uncodified Legislation,,CIBillSubjects.csv,Uncodified Legislation,False,
HB628,Behavioral Health and Developmental Services,Official LIS subject,Behavioral Health and Developmental Services,,CIBillSubjects.csv,Behavioral Health and Developmental Services,False,
HB628,Health,Official LIS subject,Health | Hospitals and Hospitalization,Health,CIBillSubjects.csv,Health | Hospitals and Hospitalization,False,
HB630,Emergency Services and Vehicles,Official LIS subject,Emergency Services and Vehicles,,CIBillSubjects.csv,Emergency Services and Vehicles,False,
HB630,"Pensions, Benefits, and Retirement",Official LIS subject,"Pensions, Benefits, and Retirement | Retirement Systems","Pensions, Benefits, and Retirement",CIBillSubjects.csv,"Pensions, Benefits, and Retirement | Retirement Systems",False,
HB630,Local Government and Officials,Official LIS subject,Local Government and Officials,,CIBillSubjects.csv,Local Government and Officials,False,
HB631,"Pensions, Benefits, and Retirement",Official LIS subject,"Pensions, Benefits, and Retirement | Retirement Systems","Pensions, Benefits, and Retirement",CIBillSubjects.csv,"Pensions, Benefits, and Retirement | Retirement Systems",False,
HB631,Police,Official LIS subject,Police,,CIBillSubjects.csv,Police,False,
HB636,"Counties, Cities, and Towns",Official LIS subject,"Counties, Cities, and Towns",,CIBillSubjects.csv,"Counties, Cities, and Towns",False,
HB636,Public Service Companies,Official LIS subject,Public Service Companies,,CIBillSubjects.csv,Public Service Companies,False,
HB636,State Corporation Commission,Official LIS subject,State Corporation Commission,,CIBillSubjects.csv,State Corporation Commission,False,
HB646,"Counties, Cities, and Towns",Official LIS subject,"Counties, Cities, and Towns",,CIBillSubjects.csv,"Counties, Cities, and Towns",False,
HB646,Ordinances,Official LIS subject,Ordinances,,CIBillSubjects.csv,Ordinances,False,
HB646,Zoning,Official LIS subject,Zoning,,CIBillSubjects.csv,Zoning,False,
HB658,"Counties, Cities, and Towns",Official LIS subject,"Counties, Cities, and Towns",,CIBillSubjects.csv,"Counties, Cities, and Towns",False,
HB658,Elections,Official LIS subject,Elections | Voters and Voting,Elections,CIBillSubjects.csv,Elections | Voters and Voting,False,
HB658,"Study Commissions, Committees, and Reports",Official LIS subject,"Study Commissions, Committees, and Reports",,CIBillSubjects.csv,"Study Commissions, Committees, and Reports",False,
HB662,Motor Vehicles,Official LIS subject,Motor Vehicles | Towing Services and Tow Trucks,Motor Vehicles,CIBillSubjects.csv,Motor Vehicles | Towing Services and Tow Trucks,False,
HB675,"Commissions, Boards, and Institutions Generally",Official LIS subject,"Commissions, Boards, and Institutions Generally",,CIBillSubjects.csv,"Commissions, Boards, and Institutions Generally",False,
HB675,Education,Official LIS subject,Education,,CIBillSubjects.csv,Education,False,
HB675,Persons With Disabilities,Official LIS subject,Blind Persons | Hearing-Impaired Persons,Persons With Disabilities,CIBillSubjects.csv,Blind Persons | Hearing-Impaired Persons,False,
HB675,Institutions of Higher Education; Other Educational and Cultural Institutions,Official LIS subject,Institutions of Higher Education; Other Educational and Cultural Institutions,,CIBillSubjects.csv,Institutions of Higher Education; Other Educational and Cultural Institutions,False,
HB676,Commonwealth Public Safety,Official LIS subject,Commonwealth Public Safety,,CIBillSubjects.csv,Commonwealth Public Safety,False,
HB677,Education,Official LIS subject,Education,,CIBillSubjects.csv,Education,False,
HB694,Elections,Official LIS subject,Elections | Absentee Ballots | Voters and Voting,Elections,CIBillSubjects.csv,Elections | Absentee Ballots | Voters and Voting,False,
HB696,Education,Official LIS subject,Education | High Schools,Education,CIBillSubjects.csv,Education | High Schools,False,
HB696,Uncodified Legislation,Official LIS subject,Uncodified Legislation,,CIBillSubjects.csv,Uncodified Legislation,False,
HB697,Civil Remedies and Procedure,Official LIS subject,Civil Remedies and Procedure,,CIBillSubjects.csv,Civil Remedies and Procedure,False,
HB697,Crimes and Offenses Generally,Official LIS subject,Crimes and Offenses Generally,,CIBillSubjects.csv,Crimes and Offenses Generally,False,
HB697,"Study Commissions, Committees, and Reports",Official LIS subject,"Study Commissions, Committees, and Reports",,CIBillSubjects.csv,"Study Commissions, Committees, and Reports",False,
HB721,"Counties, Cities, and Towns",Official LIS subject,"Counties, Cities, and Towns",,CIBillSubjects.csv,"Counties, Cities, and Towns",False,
HB721,Property and Conveyances,Official LIS subject,Rental Property,Property and Conveyances,CIBillSubjects.csv,Rental Property,False,
HB725,"Counties, Cities, and Towns",Official LIS subject,"Counties, Cities, and Towns",,CIBillSubjects.csv,"Counties, Cities, and Towns",False,
HB725,Local Government and Officials,Official LIS subject,Local Government and Officials,,CIBillSubjects.csv,Local Government and Officials,False,
HB742,Administration of Government,Official LIS subject,Administration of Government,,CIBillSubjects.csv,Administration of Government,False,
HB742,Elections,Official LIS subject,Elections,,CIBillSubjects.csv,Elections,False,
HB742,General Assembly,Official LIS subject,General Assembly,,CIBillSubjects.csv,General Assembly,False,
HB745,Conservation,Official LIS subject,Conservation,,CIBillSubjects.csv,Conservation,False,
HB745,"Study Commissions, Committees, and Reports",Official LIS subject,"Study Commissions, Committees, and Reports",,CIBillSubjects.csv,"Study Commissions, Committees, and Reports",False,
HB747,Trade and Commerce,Official LIS subject,Trade and Commerce,,CIBillSubjects.csv,Trade and Commerce,False,
HB762,Taxation,Official LIS subject,Taxation,,CIBillSubjects.csv,Taxation,False,
HB762,Organ Donor,Official LIS subject,Organ Donor,,CIBillSubjects.csv,Organ Donor,False,
HB765,Courts Not of Record,Official LIS subject,Courts Not of Record,,CIBillSubjects.csv,Courts Not of Record,False,
HB765,Domestic Relations,Official LIS subject,Domestic Relations,,CIBillSubjects.csv,Domestic Relations,False,
HB765,Crimes and Offenses Generally,Official LIS subject,Sexual Offenses,Crimes and Offenses Generally,CIBillSubjects.csv,Sexual Offenses,False,
HB766,Domestic Relations,Official LIS subject,Domestic Relations,,CIBillSubjects.csv,Domestic Relations,False,
