member_id,MBR_NAME_2025,party_2025,topic_name,topic_vote_events_2025,directional_topic_votes_2025,yes_votes_2025,no_votes_2025,yes_pct_2025,no_pct_2025,voting_tendency_2025,topic_provenance_2025,MBR_NAME_2026,party_2026,topic_vote_events_2026,directional_topic_votes_2026,yes_votes_2026,no_votes_2026,yes_pct_2026,no_pct_2026,voting_tendency_2026,topic_provenance_2026,topic_status,comparable_tendency,voting_tendency_changed,data_availability_changed,yes_pct_change,directional_topic_vote_change,MBR_NAME,party
H0382,Joshua E. Thomas,D,Social Services,48.0,48.0,47.0,1.0,97.91666666666666,2.083333333333333,YES,Derived from LIS bill summary | Derived from LIS bill description,Joshua E. Thomas,D,19.0,19.0,17.0,2.0,89.47368421052632,10.526315789473683,YES,Derived from LIS bill summary | Derived from LIS bill description,Present both years,True,False,False,-8.442982456140342,-29.0,Joshua E. Thomas,D
H0124,R. Lee Ware,R,Public Safety,66.0,65.0,38.0,27.0,58.46153846153847,41.53846153846154,MIXED,Derived from LIS bill summary | Derived from LIS bill description,R. Lee Ware,R,53.0,52.0,26.0,26.0,50.0,50.0,MIXED,Derived from LIS bill summary | Derived from LIS bill description,Present both years,True,False,False,-8.461538461538467,-13.0,R. Lee Ware,R
H0267,"Robert S. Bloxom, Jr.",R,Social Services,41.0,41.0,38.0,3.0,92.6829268292683,7.317073170731707,YES,Derived from LIS bill summary | Derived from LIS bill description,"Robert S. Bloxom, Jr.",R,19.0,19.0,16.0,3.0,84.21052631578947,15.789473684210526,YES,Derived from LIS bill summary | Derived from LIS bill description,Present both years,True,False,False,-8.472400513478831,-22.0,"Robert S. Bloxom, Jr.",R
H0335,Mike A. Cherry,R,Criminal Justice,205.0,202.0,123.0,79.0,60.89108910891089,39.10891089108911,MIXED,Derived from LIS bill summary | Derived from LIS bill description,Mike A. Cherry,R,148.0,145.0,76.0,69.0,52.41379310344828,47.58620689655172,MIXED,Derived from LIS bill summary | Derived from LIS bill description,Present both years,True,False,False,-8.477296005462613,-57.0,Mike A. Cherry,R
H0377,Delores Oates,R,Transportation,106.0,106.0,56.0,50.0,52.83018867924528,47.16981132075472,MIXED,Derived from LIS bill summary | Derived from LIS bill description,Delores Oates,R,106.0,106.0,47.0,59.0,44.339622641509436,55.660377358490564,MIXED,Derived from LIS bill summary | Derived from LIS bill description,Present both years,True,False,False,-8.490566037735846,0.0,Delores Oates,R
H0343,Briana D. Sewell,D,Housing,65.0,65.0,64.0,1.0,98.46153846153847,1.5384615384615385,YES,Derived from LIS bill summary | Derived from LIS bill description,Briana D. Sewell,D,109.0,109.0,98.0,11.0,89.90825688073394,10.091743119266056,YES,Official LIS subject | Derived from LIS bill summary | Derived from LIS bill description,Present both years,True,False,False,-8.553281580804523,44.0,Briana D. Sewell,D
H0369,Hillary Pugh Kent,R,Housing,53.0,53.0,16.0,37.0,30.18867924528302,69.81132075471697,NO,Derived from LIS bill summary | Derived from LIS bill description,Hillary Pugh Kent,R,88.0,88.0,19.0,69.0,21.59090909090909,78.4090909090909,NO,Official LIS subject | Derived from LIS bill summary | Derived from LIS bill description,Present both years,True,False,False,-8.59777015437393,35.0,Hillary Pugh Kent,R
H0301,David A. Reid,D,Social Services,41.0,41.0,40.0,1.0,97.5609756097561,2.4390243902439024,YES,Derived from LIS bill summary | Derived from LIS bill description,David A. Reid,D,19.0,18.0,16.0,2.0,88.88888888888889,11.11111111111111,YES,Derived from LIS bill summary | Derived from LIS bill description,Present both years,True,False,False,-8.672086720867213,-23.0,David A. Reid,D
H0207,Delores L. McQuinn,D,Economic Development,24.0,23.0,23.0,0.0,100.0,0.0,YES,Derived from LIS bill summary | Derived from LIS bill description,Delores L. McQuinn,D,27.0,23.0,21.0,2.0,91.30434782608695,8.695652173913043,YES,Derived from LIS bill summary | Derived from LIS bill description,Present both years,True,False,False,-8.695652173913047,0.0,Delores L. McQuinn,D
H0369,Hillary Pugh Kent,R,Public Safety,64.0,64.0,37.0,27.0,57.8125,42.1875,MIXED,Derived from LIS bill summary | Derived from LIS bill description,Hillary Pugh Kent,R,55.0,55.0,27.0,28.0,49.09090909090909,50.90909090909091,MIXED,Derived from LIS bill summary | Derived from LIS bill description,Present both years,True,False,False,-8.721590909090907,-9.0,Hillary Pugh Kent,R
H0348,Wren M. Williams,R,Transportation,192.0,185.0,137.0,48.0,74.05405405405405,25.945945945945947,YES,Derived from LIS bill summary | Derived from LIS bill description,Wren M. Williams,R,166.0,147.0,96.0,51.0,65.3061224489796,34.69387755102041,YES,Derived from LIS bill summary | Derived from LIS bill description,Present both years,True,False,False,-8.747931605074456,-38.0,Wren M. Williams,R
H0328,Scott A. Wyatt,R,"Study Commissions, Committees, and Reports",71.0,70.0,42.0,28.0,60.0,40.0,MIXED,Derived from LIS bill summary | Derived from LIS bill description,Scott A. Wyatt,R,80.0,80.0,41.0,39.0,51.24999999999999,48.75,MIXED,Official LIS subject | Derived from LIS bill summary | Derived from LIS bill description,Present both years,True,False,False,-8.750000000000007,10.0,Scott A. Wyatt,R
H0364,Timothy P. Griffin,R,Housing,50.0,50.0,8.0,42.0,16.0,84.0,NO,Derived from LIS bill summary | Derived from LIS bill description,Timothy P. Griffin,R,88.0,86.0,6.0,80.0,6.976744186046512,93.02325581395348,NO,Official LIS subject | Derived from LIS bill summary | Derived from LIS bill description,Present both years,True,False,False,-9.023255813953488,36.0,Timothy P. Griffin,R
H0380,Atoosa R. Reaser,D,Taxes and Revenue,84.0,84.0,79.0,5.0,94.04761904761905,5.952380952380952,YES,Derived from LIS bill summary | Derived from LIS bill description,Atoosa R. Reaser,D,60.0,60.0,51.0,9.0,85.0,15.0,YES,Derived from LIS bill summary | Derived from LIS bill description,Present both years,True,False,False,-9.047619047619051,-24.0,Atoosa R. Reaser,D
H0056,Terry G. Kilgore,R,Unclassified,201.0,188.0,144.0,44.0,76.59574468085107,23.404255319148938,YES,Unclassified,Terry G. Kilgore,R,634.0,610.0,412.0,198.0,67.54098360655738,32.459016393442624,YES,Unclassified,Present both years,True,False,False,-9.054761074293694,422.0,Terry G. Kilgore,R
H0056,Terry G. Kilgore,R,Transportation,131.0,126.0,81.0,45.0,64.28571428571429,35.714285714285715,MIXED,Derived from LIS bill summary | Derived from LIS bill description,Terry G. Kilgore,R,138.0,134.0,74.0,60.0,55.223880597014926,44.776119402985074,MIXED,Derived from LIS bill summary | Derived from LIS bill description,Present both years,True,False,False,-9.061833688699366,8.0,Terry G. Kilgore,R
H0224,James W. Morefield,R,Budget and Appropriations,138.0,136.0,74.0,62.0,54.41176470588235,45.588235294117645,MIXED,Derived from LIS bill summary,James W. Morefield,R,86.0,86.0,39.0,47.0,45.348837209302324,54.65116279069767,MIXED,Derived from LIS bill summary | Derived from LIS bill description,Present both years,True,False,False,-9.062927496580024,-50.0,James W. Morefield,R
H0383,Eric R. Zehr,R,Family and Children,99.0,98.0,54.0,44.0,55.10204081632652,44.89795918367347,MIXED,Derived from LIS bill summary | Derived from LIS bill description,Eric R. Zehr,R,65.0,63.0,29.0,34.0,46.03174603174603,53.96825396825397,MIXED,Derived from LIS bill summary | Derived from LIS bill description,Present both years,True,False,False,-9.07029478458049,-35.0,Eric R. Zehr,R
H0056,Terry G. Kilgore,R,Housing,57.0,55.0,28.0,27.0,50.90909090909091,49.09090909090909,MIXED,Derived from LIS bill summary | Derived from LIS bill description,Terry G. Kilgore,R,99.0,98.0,41.0,57.0,41.83673469387755,58.16326530612245,MIXED,Official LIS subject | Derived from LIS bill summary | Derived from LIS bill description,Present both years,True,False,False,-9.072356215213354,43.0,Terry G. Kilgore,R
H0136,"Thomas C. Wright, Jr.",R,Firearms,56.0,53.0,11.0,42.0,20.754716981132077,79.24528301886792,NO,Derived from LIS bill summary | Derived from LIS bill description,"Thomas C. Wright, Jr.",R,71.0,60.0,7.0,53.0,11.666666666666666,88.33333333333333,NO,Official LIS subject | Derived from LIS bill summary | Derived from LIS bill description,Present both years,True,False,False,-9.088050314465411,7.0,"Thomas C. Wright, Jr.",R
H0262,"James A. ""Jay"" Leftwich",R,"Gambling, Lotteries, Etc.",21.0,21.0,21.0,0.0,100.0,0.0,YES,Derived from LIS bill summary,"James A. ""Jay"" Leftwich",R,11.0,11.0,10.0,1.0,90.9090909090909,9.090909090909092,YES,Derived from LIS bill summary | Derived from LIS bill description,Present both years,True,False,False,-9.090909090909093,-10.0,"James A. ""Jay"" Leftwich",R
H0351,Holly M. Seibold,D,"Gambling, Lotteries, Etc.",21.0,20.0,20.0,0.0,100.0,0.0,YES,Derived from LIS bill summary,Holly M. Seibold,D,22.0,22.0,20.0,2.0,90.9090909090909,9.090909090909092,YES,Derived from LIS bill summary | Derived from LIS bill description,Present both years,True,False,False,-9.090909090909093,2.0,Holly M. Seibold,D
H0366,Phil M. Hernandez,D,Social Services,39.0,39.0,38.0,1.0,97.43589743589743,2.564102564102564,YES,Derived from LIS bill summary | Derived from LIS bill description,Phil M. Hernandez,D,17.0,17.0,15.0,2.0,88.23529411764706,11.76470588235294,YES,Derived from LIS bill summary | Derived from LIS bill description,Present both years,True,False,False,-9.200603318250373,-22.0,Phil M. Hernandez,D
H0356,Rae Cousins,D,Social Services,53.0,53.0,52.0,1.0,98.11320754716981,1.8867924528301887,YES,Derived from LIS bill summary | Derived from LIS bill description,Rae Cousins,D,18.0,18.0,16.0,2.0,88.88888888888889,11.11111111111111,YES,Derived from LIS bill summary | Derived from LIS bill description,Present both years,True,False,False,-9.224318658280922,-35.0,Rae Cousins,D
H0056,Terry G. Kilgore,R,Firearms,60.0,59.0,14.0,45.0,23.728813559322035,76.27118644067797,NO,Derived from LIS bill summary | Derived from LIS bill description,Terry G. Kilgore,R,76.0,76.0,11.0,65.0,14.473684210526317,85.52631578947368,NO,Official LIS subject | Derived from LIS bill summary | Derived from LIS bill description,Present both years,True,False,False,-9.255129348795718,17.0,Terry G. Kilgore,R
H0224,James W. Morefield,R,Elections and Voting,89.0,87.0,41.0,46.0,47.12643678160919,52.87356321839081,MIXED,Derived from LIS bill summary | Derived from LIS bill description,James W. Morefield,R,111.0,111.0,42.0,69.0,37.83783783783784,62.16216216216216,MIXED,Derived from LIS bill summary | Derived from LIS bill description,Present both years,True,False,False,-9.288598943771355,24.0,James W. Morefield,R
H0384,Eric Phillips,R,Budget and Appropriations,120.0,117.0,56.0,61.0,47.863247863247864,52.13675213675214,MIXED,Derived from LIS bill summary,Eric Phillips,R,73.0,70.0,27.0,43.0,38.57142857142858,61.42857142857143,MIXED,Derived from LIS bill summary | Derived from LIS bill description,Present both years,True,False,False,-9.291819291819287,-47.0,Eric Phillips,R
H0364,Timothy P. Griffin,R,Firearms,56.0,56.0,11.0,45.0,19.642857142857142,80.35714285714286,NO,Derived from LIS bill summary | Derived from LIS bill description,Timothy P. Griffin,R,71.0,68.0,7.0,61.0,10.294117647058822,89.70588235294117,NO,Official LIS subject | Derived from LIS bill summary | Derived from LIS bill description,Present both years,True,False,False,-9.34873949579832,12.0,Timothy P. Griffin,R
H0242,Israel D. O'Quinn,R,Budget and Appropriations,125.0,123.0,57.0,66.0,46.34146341463415,53.65853658536586,MIXED,Derived from LIS bill summary,Israel D. O'Quinn,R,73.0,73.0,27.0,46.0,36.986301369863014,63.013698630136986,MIXED,Derived from LIS bill summary | Derived from LIS bill description,Present both years,True,False,False,-9.355162044771134,-50.0,Israel D. O'Quinn,R
H0294,Karrie K. Delaney,D,Social Services,42.0,42.0,41.0,1.0,97.61904761904762,2.380952380952381,YES,Derived from LIS bill summary | Derived from LIS bill description,Karrie K. Delaney,D,17.0,17.0,15.0,2.0,88.23529411764706,11.76470588235294,YES,Derived from LIS bill summary | Derived from LIS bill description,Present both years,True,False,False,-9.383753501400562,-25.0,Karrie K. Delaney,D
H0253,Terry L. Austin,R,Firearms,62.0,62.0,13.0,49.0,20.967741935483872,79.03225806451613,NO,Derived from LIS bill summary | Derived from LIS bill description,Terry L. Austin,R,79.0,78.0,9.0,69.0,11.538461538461538,88.46153846153845,NO,Official LIS subject | Derived from LIS bill summary | Derived from LIS bill description,Present both years,True,False,False,-9.429280397022334,16.0,Terry L. Austin,R
H0231,Tony O. Wilt,R,Labor and Employment,208.0,208.0,96.0,112.0,46.15384615384615,53.84615384615385,MIXED,Derived from LIS bill summary | Derived from LIS bill description,Tony O. Wilt,R,218.0,218.0,80.0,138.0,36.69724770642202,63.30275229357798,MIXED,Official LIS subject | Derived from LIS bill summary | Derived from LIS bill description,Present both years,True,False,False,-9.456598447424135,10.0,Tony O. Wilt,R
H0262,"James A. ""Jay"" Leftwich",R,Firearms,59.0,58.0,14.0,44.0,24.137931034482758,75.86206896551724,NO,Derived from LIS bill summary | Derived from LIS bill description,"James A. ""Jay"" Leftwich",R,76.0,75.0,11.0,64.0,14.666666666666666,85.33333333333334,NO,Official LIS subject | Derived from LIS bill summary | Derived from LIS bill description,Present both years,True,False,False,-9.471264367816092,17.0,"James A. ""Jay"" Leftwich",R
H0372,Destiny LeVere Bolling,D,Social Services,46.0,45.0,44.0,1.0,97.77777777777777,2.2222222222222223,YES,Derived from LIS bill summary | Derived from LIS bill description,Destiny LeVere Bolling,D,17.0,17.0,15.0,2.0,88.23529411764706,11.76470588235294,YES,Derived from LIS bill summary | Derived from LIS bill description,Present both years,True,False,False,-9.542483660130713,-28.0,Destiny LeVere Bolling,D
H0348,Wren M. Williams,R,Local Government,170.0,168.0,88.0,80.0,52.38095238095239,47.61904761904761,MIXED,Derived from LIS bill summary | Derived from LIS bill description,Wren M. Williams,R,117.0,110.0,47.0,63.0,42.72727272727273,57.27272727272727,MIXED,Derived from LIS bill summary | Derived from LIS bill description,Present both years,True,False,False,-9.65367965367966,-58.0,Wren M. Williams,R
H0384,Eric Phillips,R,Economic Development,17.0,17.0,15.0,2.0,88.23529411764706,11.76470588235294,YES,Derived from LIS bill summary | Derived from LIS bill description,Eric Phillips,R,14.0,14.0,11.0,3.0,78.57142857142857,21.428571428571427,YES,Derived from LIS bill summary | Derived from LIS bill description,Present both years,True,False,False,-9.663865546218489,-3.0,Eric Phillips,R
H0247,Michael J. Webert,R,Energy and Utilities,192.0,185.0,105.0,80.0,56.75675675675676,43.24324324324324,MIXED,Derived from LIS bill summary | Derived from LIS bill description,Michael J. Webert,R,230.0,221.0,104.0,117.0,47.05882352941176,52.94117647058824,MIXED,Derived from LIS bill summary | Derived from LIS bill description,Present both years,True,False,False,-9.697933227344997,36.0,Michael J. Webert,R
H0322,Don Scott,D,Social Services,36.0,36.0,35.0,1.0,97.22222222222221,2.7777777777777777,YES,Derived from LIS bill summary | Derived from LIS bill description,Don Scott,D,16.0,16.0,14.0,2.0,87.5,12.5,YES,Derived from LIS bill summary | Derived from LIS bill description,Present both years,True,False,False,-9.722222222222214,-20.0,Don Scott,D
H0335,Mike A. Cherry,R,Labor and Employment,211.0,208.0,110.0,98.0,52.88461538461539,47.11538461538461,MIXED,Derived from LIS bill summary | Derived from LIS bill description,Mike A. Cherry,R,190.0,190.0,82.0,108.0,43.15789473684211,56.84210526315789,MIXED,Official LIS subject | Derived from LIS bill summary | Derived from LIS bill description,Present both years,True,False,False,-9.726720647773277,-18.0,Mike A. Cherry,R
H0383,Eric R. Zehr,R,Education,371.0,365.0,178.0,187.0,48.76712328767123,51.23287671232877,MIXED,Derived from LIS bill summary | Derived from LIS bill description,Eric R. Zehr,R,319.0,318.0,124.0,194.0,38.9937106918239,61.0062893081761,MIXED,Official LIS subject | Derived from LIS bill summary | Derived from LIS bill description,Present both years,True,False,False,-9.773412595847333,-47.0,Eric R. Zehr,R
H0329,Bill Wiley,R,Firearms,59.0,59.0,12.0,47.0,20.33898305084746,79.66101694915254,NO,Derived from LIS bill summary | Derived from LIS bill description,Bill Wiley,R,76.0,76.0,8.0,68.0,10.526315789473683,89.47368421052632,NO,Official LIS subject | Derived from LIS bill summary | Derived from LIS bill description,Present both years,True,False,False,-9.812667261373777,17.0,Bill Wiley,R
H0357,Will Davis,R,Insurance,39.0,39.0,23.0,16.0,58.97435897435898,41.02564102564102,MIXED,Derived from LIS bill summary | Derived from LIS bill description,Will Davis,R,57.0,57.0,28.0,29.0,49.122807017543856,50.877192982456144,MIXED,Official LIS subject | Derived from LIS bill summary | Derived from LIS bill description,Present both years,True,False,False,-9.851551956815122,18.0,Will Davis,R
H0238,M. Keith Hodges,R,Budget and Appropriations,141.0,141.0,75.0,66.0,53.191489361702125,46.808510638297875,MIXED,Derived from LIS bill summary,M. Keith Hodges,R,90.0,90.0,39.0,51.0,43.333333333333336,56.666666666666664,MIXED,Derived from LIS bill summary | Derived from LIS bill description,Present both years,True,False,False,-9.85815602836879,-51.0,M. Keith Hodges,R
H0333,Jason S. Ballard,R,Family and Children,110.0,109.0,85.0,24.0,77.98165137614679,22.018348623853214,YES,Derived from LIS bill summary | Derived from LIS bill description,Jason S. Ballard,R,69.0,69.0,47.0,22.0,68.11594202898551,31.88405797101449,YES,Derived from LIS bill summary | Derived from LIS bill description,Present both years,True,False,False,-9.865709347161271,-40.0,Jason S. Ballard,R
H0350,Ellen H. Campbell,R,Firearms,60.0,59.0,13.0,46.0,22.033898305084744,77.96610169491525,NO,Derived from LIS bill summary | Derived from LIS bill description,Ellen H. McLaughlin,R,76.0,74.0,9.0,65.0,12.162162162162163,87.83783783783784,NO,Official LIS subject | Derived from LIS bill summary | Derived from LIS bill description,Present both years,True,False,False,-9.87173614292258,15.0,Ellen H. McLaughlin,R
H0173,Jeion A. Ward,D,Social Services,40.0,39.0,38.0,1.0,97.43589743589743,2.564102564102564,YES,Derived from LIS bill summary | Derived from LIS bill description,Jeion A. Ward,D,16.0,16.0,14.0,2.0,87.5,12.5,YES,Derived from LIS bill summary | Derived from LIS bill description,Present both years,True,False,False,-9.93589743589743,-23.0,Jeion A. Ward,D
H0382,Joshua E. Thomas,D,Firearms,86.0,86.0,84.0,2.0,97.67441860465115,2.3255813953488373,YES,Derived from LIS bill summary | Derived from LIS bill description,Joshua E. Thomas,D,113.0,113.0,99.0,14.0,87.61061946902655,12.389380530973451,YES,Official LIS subject | Derived from LIS bill summary | Derived from LIS bill description,Present both years,True,False,False,-10.063799135624606,27.0,Joshua E. Thomas,D
H0347,"H. Otto Wachsmann, Jr.",R,Insurance,41.0,41.0,25.0,16.0,60.97560975609756,39.02439024390244,MIXED,Derived from LIS bill summary | Derived from LIS bill description,"H. Otto Wachsmann, Jr.",R,57.0,57.0,29.0,28.0,50.877192982456144,49.122807017543856,MIXED,Official LIS subject | Derived from LIS bill summary | Derived from LIS bill description,Present both years,True,False,False,-10.098416773641418,16.0,"H. Otto Wachsmann, Jr.",R
H0267,"Robert S. Bloxom, Jr.",R,Firearms,61.0,61.0,15.0,46.0,24.59016393442623,75.40983606557377,NO,Derived from LIS bill summary | Derived from LIS bill description,"Robert S. Bloxom, Jr.",R,77.0,76.0,11.0,65.0,14.473684210526317,85.52631578947368,NO,Official LIS subject | Derived from LIS bill summary | Derived from LIS bill description,Present both years,True,False,False,-10.116479723899912,15.0,"Robert S. Bloxom, Jr.",R
H0262,"James A. ""Jay"" Leftwich",R,"Study Commissions, Committees, and Reports",68.0,68.0,37.0,31.0,54.41176470588235,45.588235294117645,MIXED,Derived from LIS bill summary | Derived from LIS bill description,"James A. ""Jay"" Leftwich",R,61.0,61.0,27.0,34.0,44.26229508196721,55.73770491803278,MIXED,Official LIS subject | Derived from LIS bill summary | Derived from LIS bill description,Present both years,True,False,False,-10.149469623915138,-7.0,"James A. ""Jay"" Leftwich",R
H0321,Chris S. Runion,R,Budget and Appropriations,129.0,128.0,61.0,67.0,47.65625,52.34375,MIXED,Derived from LIS bill summary,Chris S. Runion,R,72.0,72.0,27.0,45.0,37.5,62.5,MIXED,Derived from LIS bill summary | Derived from LIS bill description,Present both years,True,False,False,-10.15625,-56.0,Chris S. Runion,R
H0242,Israel D. O'Quinn,R,Firearms,57.0,56.0,12.0,44.0,21.428571428571427,78.57142857142857,NO,Derived from LIS bill summary | Derived from LIS bill description,Israel D. O'Quinn,R,71.0,71.0,8.0,63.0,11.267605633802818,88.73239436619718,NO,Official LIS subject | Derived from LIS bill summary | Derived from LIS bill description,Present both years,True,False,False,-10.16096579476861,15.0,Israel D. O'Quinn,R
H0224,James W. Morefield,R,Public Safety,78.0,78.0,49.0,29.0,62.82051282051282,37.17948717948718,MIXED,Derived from LIS bill summary | Derived from LIS bill description,James W. Morefield,R,57.0,57.0,30.0,27.0,52.63157894736842,47.368421052631575,MIXED,Derived from LIS bill summary | Derived from LIS bill description,Present both years,True,False,False,-10.1889338731444,-21.0,James W. Morefield,R
H0347,"H. Otto Wachsmann, Jr.",R,Criminal Justice,199.0,199.0,111.0,88.0,55.778894472361806,44.221105527638194,MIXED,Derived from LIS bill summary | Derived from LIS bill description,"H. Otto Wachsmann, Jr.",R,146.0,145.0,66.0,79.0,45.51724137931035,54.48275862068965,MIXED,Derived from LIS bill summary | Derived from LIS bill description,Present both years,True,False,False,-10.261653093051457,-54.0,"H. Otto Wachsmann, Jr.",R
H0374,Marty Martinez,D,Social Services,34.0,33.0,32.0,1.0,96.96969696969697,3.0303030303030303,YES,Derived from LIS bill summary | Derived from LIS bill description,Marty Martinez,D,15.0,15.0,13.0,2.0,86.66666666666667,13.333333333333334,YES,Derived from LIS bill summary | Derived from LIS bill description,Present both years,True,False,False,-10.303030303030297,-18.0,Marty Martinez,D
H0264,Marcus B. Simon,D,Social Services,50.0,47.0,46.0,1.0,97.87234042553192,2.127659574468085,YES,Derived from LIS bill summary | Derived from LIS bill description,Marcus B. Simon,D,16.0,16.0,14.0,2.0,87.5,12.5,YES,Derived from LIS bill summary | Derived from LIS bill description,Present both years,True,False,False,-10.372340425531917,-31.0,Marcus B. Simon,D
H0350,Ellen H. Campbell,R,Transportation,115.0,113.0,72.0,41.0,63.716814159292035,36.283185840707965,MIXED,Derived from LIS bill summary | Derived from LIS bill description,Ellen H. McLaughlin,R,111.0,107.0,57.0,50.0,53.271028037383175,46.728971962616825,MIXED,Derived from LIS bill summary | Derived from LIS bill description,Present both years,True,False,False,-10.44578612190886,-6.0,Ellen H. McLaughlin,R
H0259,"Hyland F. ""Buddy"" Fowler, Jr.",R,Transportation,111.0,110.0,71.0,39.0,64.54545454545455,35.45454545454545,MIXED,Derived from LIS bill summary | Derived from LIS bill description,"Hyland F. ""Buddy"" Fowler, Jr.",R,101.0,98.0,53.0,45.0,54.08163265306123,45.91836734693878,MIXED,Derived from LIS bill summary | Derived from LIS bill description,Present both years,True,False,False,-10.46382189239332,-12.0,"Hyland F. ""Buddy"" Fowler, Jr.",R
H0349,Jackie H. Glass,D,Social Services,35.0,35.0,34.0,1.0,97.14285714285714,2.857142857142857,YES,Derived from LIS bill summary | Derived from LIS bill description,Jackie H. Glass,D,15.0,15.0,13.0,2.0,86.66666666666667,13.333333333333334,YES,Derived from LIS bill summary | Derived from LIS bill description,Present both years,True,False,False,-10.476190476190467,-20.0,Jackie H. Glass,D
H0212,Betsy B. Carr,D,"Gambling, Lotteries, Etc.",14.0,14.0,14.0,0.0,100.0,0.0,YES,Derived from LIS bill summary,Betsy B. Carr,D,19.0,19.0,17.0,2.0,89.47368421052632,10.526315789473683,YES,Derived from LIS bill summary | Derived from LIS bill description,Present both years,True,False,False,-10.526315789473685,5.0,Betsy B. Carr,D
H0281,Paul E. Krizek,D,"Gambling, Lotteries, Etc.",23.0,23.0,23.0,0.0,100.0,0.0,YES,Derived from LIS bill summary,Paul E. Krizek,D,20.0,19.0,17.0,2.0,89.47368421052632,10.526315789473683,YES,Derived from LIS bill summary | Derived from LIS bill description,Present both years,True,False,False,-10.526315789473685,-4.0,Paul E. Krizek,D
H0362,"Thomas A. Garrett, Jr.",R,Family and Children,98.0,87.0,50.0,37.0,57.47126436781609,42.5287356321839,MIXED,Derived from LIS bill summary | Derived from LIS bill description,"Thomas A. Garrett, Jr.",R,57.0,49.0,23.0,26.0,46.93877551020408,53.06122448979592,MIXED,Derived from LIS bill summary | Derived from LIS bill description,Present both years,True,False,False,-10.532488857612009,-38.0,"Thomas A. Garrett, Jr.",R
H0342,Phillip A. Scott,R,State Government,66.0,64.0,36.0,28.0,56.25,43.75,MIXED,Derived from LIS bill summary | Derived from LIS bill description,Phillip A. Scott,R,35.0,35.0,16.0,19.0,45.714285714285715,54.285714285714285,MIXED,Derived from LIS bill summary | Derived from LIS bill description,Present both years,True,False,False,-10.535714285714285,-29.0,Phillip A. Scott,R
H0353,Bonita G. Anthony,D,Social Services,36.0,36.0,35.0,1.0,97.22222222222221,2.7777777777777777,YES,Derived from LIS bill summary | Derived from LIS bill description,Bonita G. Anthony,D,15.0,15.0,13.0,2.0,86.66666666666667,13.333333333333334,YES,Derived from LIS bill summary | Derived from LIS bill description,Present both years,True,False,False,-10.555555555555543,-21.0,Bonita G. Anthony,D
H0380,Atoosa R. Reaser,D,Social Services,53.0,53.0,52.0,1.0,98.11320754716981,1.8867924528301887,YES,Derived from LIS bill summary | Derived from LIS bill description,Atoosa R. Reaser,D,16.0,16.0,14.0,2.0,87.5,12.5,YES,Derived from LIS bill summary | Derived from LIS bill description,Present both years,True,False,False,-10.613207547169807,-37.0,Atoosa R. Reaser,D
H0384,Eric Phillips,R,Criminal Justice,222.0,218.0,124.0,94.0,56.88073394495413,43.11926605504588,MIXED,Derived from LIS bill summary | Derived from LIS bill description,Eric Phillips,R,172.0,171.0,79.0,92.0,46.198830409356724,53.80116959064327,MIXED,Derived from LIS bill summary | Derived from LIS bill description,Present both years,True,False,False,-10.681903535597407,-47.0,Eric Phillips,R
H0239,Alfonso H. Lopez,D,Social Services,38.0,38.0,37.0,1.0,97.36842105263158,2.631578947368421,YES,Derived from LIS bill summary | Derived from LIS bill description,Alfonso H. Lopez,D,15.0,15.0,13.0,2.0,86.66666666666667,13.333333333333334,YES,Derived from LIS bill summary | Derived from LIS bill description,Present both years,True,False,False,-10.701754385964904,-23.0,Alfonso H. Lopez,D
H0360,Michael B. Feggans,D,Social Services,38.0,38.0,37.0,1.0,97.36842105263158,2.631578947368421,YES,Derived from LIS bill summary | Derived from LIS bill description,Michael B. Feggans,D,15.0,15.0,13.0,2.0,86.66666666666667,13.333333333333334,YES,Derived from LIS bill summary | Derived from LIS bill description,Present both years,True,False,False,-10.701754385964904,-23.0,Michael B. Feggans,D
H0375,Adele Y. McClure,D,Social Services,38.0,38.0,37.0,1.0,97.36842105263158,2.631578947368421,YES,Derived from LIS bill summary | Derived from LIS bill description,Adele Y. McClure,D,15.0,15.0,13.0,2.0,86.66666666666667,13.333333333333334,YES,Derived from LIS bill summary | Derived from LIS bill description,Present both years,True,False,False,-10.701754385964904,-23.0,Adele Y. McClure,D
H0231,Tony O. Wilt,R,Higher Education,61.0,61.0,34.0,27.0,55.73770491803278,44.26229508196721,MIXED,Derived from LIS bill summary,Tony O. Wilt,R,40.0,40.0,18.0,22.0,45.0,55.00000000000001,MIXED,Derived from LIS bill summary | Derived from LIS bill description,Present both years,True,False,False,-10.737704918032783,-21.0,Tony O. Wilt,R
H0340,Michelle Lopes Maldonado,D,Social Services,40.0,39.0,38.0,1.0,97.43589743589743,2.564102564102564,YES,Derived from LIS bill summary | Derived from LIS bill description,Michelle Lopes Maldonado,D,15.0,15.0,13.0,2.0,86.66666666666667,13.333333333333334,YES,Derived from LIS bill summary | Derived from LIS bill description,Present both years,True,False,False,-10.76923076923076,-24.0,Michelle Lopes Maldonado,D
H0351,Holly M. Seibold,D,Social Services,39.0,39.0,38.0,1.0,97.43589743589743,2.564102564102564,YES,Derived from LIS bill summary | Derived from LIS bill description,Holly M. Seibold,D,15.0,15.0,13.0,2.0,86.66666666666667,13.333333333333334,YES,Derived from LIS bill summary | Derived from LIS bill description,Present both years,True,False,False,-10.76923076923076,-24.0,Holly M. Seibold,D
