member_id,MBR_NAME_2025,party_2025,topic_name,topic_vote_events_2025,directional_topic_votes_2025,yes_votes_2025,no_votes_2025,yes_pct_2025,no_pct_2025,voting_tendency_2025,topic_provenance_2025,MBR_NAME_2026,party_2026,topic_vote_events_2026,directional_topic_votes_2026,yes_votes_2026,no_votes_2026,yes_pct_2026,no_pct_2026,voting_tendency_2026,topic_provenance_2026,topic_status,comparable_tendency,voting_tendency_changed,data_availability_changed,yes_pct_change,directional_topic_vote_change,MBR_NAME,party
H0372,Destiny LeVere Bolling,D,Family and Children,127.0,114.0,109.0,5.0,95.6140350877193,4.385964912280701,YES,Derived from LIS bill summary | Derived from LIS bill description,Destiny LeVere Bolling,D,68.0,68.0,66.0,2.0,97.05882352941177,2.941176470588235,YES,Derived from LIS bill summary | Derived from LIS bill description,Present both years,True,False,False,1.4447884416924666,-46.0,Destiny LeVere Bolling,D
H0365,"Rozia A. Henson, Jr.",D,Transportation,106.0,106.0,96.0,10.0,90.56603773584906,9.433962264150944,YES,Derived from LIS bill summary | Derived from LIS bill description,"Rozia A. Henson, Jr.",D,101.0,100.0,92.0,8.0,92.0,8.0,YES,Derived from LIS bill summary | Derived from LIS bill description,Present both years,True,False,False,1.433962264150935,-6.0,"Rozia A. Henson, Jr.",D
H0301,David A. Reid,D,Family and Children,82.0,82.0,78.0,4.0,95.1219512195122,4.878048780487805,YES,Derived from LIS bill summary | Derived from LIS bill description,David A. Reid,D,59.0,58.0,56.0,2.0,96.55172413793103,3.4482758620689653,YES,Derived from LIS bill summary | Derived from LIS bill description,Present both years,True,False,False,1.4297729184188341,-24.0,David A. Reid,D
H0317,Dan I. Helmer,D,Family and Children,82.0,82.0,78.0,4.0,95.1219512195122,4.878048780487805,YES,Derived from LIS bill summary | Derived from LIS bill description,Dan I. Helmer,D,59.0,58.0,56.0,2.0,96.55172413793103,3.4482758620689653,YES,Derived from LIS bill summary | Derived from LIS bill description,Present both years,True,False,False,1.4297729184188341,-24.0,Dan I. Helmer,D
H0385,JJ Singh,D,Behavioral Health,86.0,81.0,77.0,4.0,95.06172839506173,4.938271604938271,YES,Derived from LIS bill summary | Derived from LIS bill description,JJ Singh,D,57.0,57.0,55.0,2.0,96.49122807017544,3.508771929824561,YES,Derived from LIS bill summary | Derived from LIS bill description,Present both years,True,False,False,1.4294996751137035,-24.0,JJ Singh,D
H0328,Scott A. Wyatt,R,Family and Children,85.0,84.0,59.0,25.0,70.23809523809523,29.761904761904763,YES,Derived from LIS bill summary | Derived from LIS bill description,Scott A. Wyatt,R,60.0,60.0,43.0,17.0,71.66666666666667,28.333333333333332,YES,Derived from LIS bill summary | Derived from LIS bill description,Present both years,True,False,False,1.4285714285714448,-24.0,Scott A. Wyatt,R
H0264,Marcus B. Simon,D,Public Safety,120.0,109.0,100.0,9.0,91.74311926605505,8.256880733944955,YES,Derived from LIS bill summary | Derived from LIS bill description,Marcus B. Simon,D,73.0,73.0,68.0,5.0,93.15068493150685,6.8493150684931505,YES,Derived from LIS bill summary | Derived from LIS bill description,Present both years,True,False,False,1.4075656654517985,-36.0,Marcus B. Simon,D
H0311,Alex Q. Askew,D,Criminal Justice,227.0,220.0,199.0,21.0,90.45454545454545,9.545454545454547,YES,Derived from LIS bill summary | Derived from LIS bill description,Alex Q. Askew,D,172.0,172.0,158.0,14.0,91.86046511627907,8.13953488372093,YES,Derived from LIS bill summary | Derived from LIS bill description,Present both years,True,False,False,1.4059196617336198,-48.0,Alex Q. Askew,D
H0314,Joshua G. Cole,D,Taxes and Revenue,78.0,75.0,70.0,5.0,93.33333333333333,6.666666666666667,YES,Derived from LIS bill summary | Derived from LIS bill description,Joshua G. Cole,D,57.0,57.0,54.0,3.0,94.73684210526315,5.263157894736842,YES,Derived from LIS bill summary | Derived from LIS bill description,Present both years,True,False,False,1.4035087719298218,-18.0,Joshua G. Cole,D
H0173,Jeion A. Ward,D,Alcoholic Beverage and Cannabis Control,11.0,11.0,10.0,1.0,90.9090909090909,9.090909090909092,YES,Derived from LIS bill summary | Derived from LIS bill description,Jeion A. Ward,D,13.0,13.0,12.0,1.0,92.3076923076923,7.6923076923076925,YES,Official LIS subject | Derived from LIS bill summary | Derived from LIS bill description,Present both years,True,False,False,1.3986013986014,2.0,Jeion A. Ward,D
H0264,Marcus B. Simon,D,Family and Children,112.0,109.0,103.0,6.0,94.4954128440367,5.5045871559633035,YES,Derived from LIS bill summary | Derived from LIS bill description,Marcus B. Simon,D,73.0,73.0,70.0,3.0,95.8904109589041,4.10958904109589,YES,Derived from LIS bill summary | Derived from LIS bill description,Present both years,True,False,False,1.3949981148674055,-36.0,Marcus B. Simon,D
H0311,Alex Q. Askew,D,Budget and Appropriations,149.0,148.0,138.0,10.0,93.24324324324324,6.756756756756757,YES,Derived from LIS bill summary,Alex Q. Askew,D,93.0,93.0,88.0,5.0,94.6236559139785,5.376344086021505,YES,Derived from LIS bill summary | Derived from LIS bill description,Present both years,True,False,False,1.3804126707352538,-55.0,Alex Q. Askew,D
H0281,Paul E. Krizek,D,Public Safety,86.0,86.0,78.0,8.0,90.69767441860465,9.30232558139535,YES,Derived from LIS bill summary | Derived from LIS bill description,Paul E. Krizek,D,63.0,63.0,58.0,5.0,92.06349206349206,7.936507936507936,YES,Derived from LIS bill summary | Derived from LIS bill description,Present both years,True,False,False,1.3658176448874144,-23.0,Paul E. Krizek,D
H0375,Adele Y. McClure,D,Budget and Appropriations,126.0,126.0,116.0,10.0,92.06349206349206,7.936507936507936,YES,Derived from LIS bill summary,Adele Y. McClure,D,76.0,76.0,71.0,5.0,93.42105263157895,6.578947368421052,YES,Derived from LIS bill summary | Derived from LIS bill description,Present both years,True,False,False,1.3575605680868819,-50.0,Adele Y. McClure,D
H0361,Debra D. Gardner,D,Higher Education,57.0,54.0,48.0,6.0,88.88888888888889,11.11111111111111,YES,Derived from LIS bill summary,Debra D. Gardner,D,41.0,41.0,37.0,4.0,90.2439024390244,9.75609756097561,YES,Derived from LIS bill summary | Derived from LIS bill description,Present both years,True,False,False,1.35501355013551,-13.0,Debra D. Gardner,D
H0253,Terry L. Austin,R,Family and Children,82.0,81.0,59.0,22.0,72.8395061728395,27.160493827160494,YES,Derived from LIS bill summary | Derived from LIS bill description,Terry L. Austin,R,62.0,62.0,46.0,16.0,74.19354838709677,25.806451612903224,YES,Derived from LIS bill summary | Derived from LIS bill description,Present both years,True,False,False,1.3540422142572623,-19.0,Terry L. Austin,R
H0371,Amy J. Laufer,D,"Study Commissions, Committees, and Reports",71.0,70.0,64.0,6.0,91.42857142857143,8.571428571428571,YES,Derived from LIS bill summary | Derived from LIS bill description,Amy J. Laufer,D,83.0,83.0,77.0,6.0,92.7710843373494,7.228915662650602,YES,Official LIS subject | Derived from LIS bill summary | Derived from LIS bill description,Present both years,True,False,False,1.3425129087779624,13.0,Amy J. Laufer,D
H0354,Katrina Callsen,D,Business and Commerce,77.0,77.0,74.0,3.0,96.1038961038961,3.896103896103896,YES,Derived from LIS bill summary | Derived from LIS bill description,Katrina Callsen,D,78.0,78.0,76.0,2.0,97.43589743589743,2.564102564102564,YES,Derived from LIS bill summary | Derived from LIS bill description,Present both years,True,False,False,1.332001332001326,1.0,Katrina Callsen,D
H0247,Michael J. Webert,R,Family and Children,80.0,78.0,49.0,29.0,62.82051282051282,37.17948717948718,MIXED,Derived from LIS bill summary | Derived from LIS bill description,Michael J. Webert,R,55.0,53.0,34.0,19.0,64.15094339622641,35.84905660377358,MIXED,Derived from LIS bill summary | Derived from LIS bill description,Present both years,True,False,False,1.3304305757135921,-25.0,Michael J. Webert,R
H0311,Alex Q. Askew,D,Local Government,246.0,239.0,221.0,18.0,92.46861924686193,7.531380753138076,YES,Derived from LIS bill summary | Derived from LIS bill description,Alex Q. Askew,D,177.0,177.0,166.0,11.0,93.78531073446328,6.214689265536723,YES,Derived from LIS bill summary | Derived from LIS bill description,Present both years,True,False,False,1.3166914876013465,-62.0,Alex Q. Askew,D
H0239,Alfonso H. Lopez,D,Family and Children,85.0,84.0,80.0,4.0,95.23809523809523,4.761904761904762,YES,Derived from LIS bill summary | Derived from LIS bill description,Alfonso H. Lopez,D,58.0,58.0,56.0,2.0,96.55172413793103,3.4482758620689653,YES,Derived from LIS bill summary | Derived from LIS bill description,Present both years,True,False,False,1.3136288998358054,-26.0,Alfonso H. Lopez,D
H0351,Holly M. Seibold,D,Family and Children,83.0,83.0,79.0,4.0,95.18072289156626,4.819277108433735,YES,Derived from LIS bill summary | Derived from LIS bill description,Holly M. Seibold,D,59.0,57.0,55.0,2.0,96.49122807017544,3.508771929824561,YES,Derived from LIS bill summary | Derived from LIS bill description,Present both years,True,False,False,1.3105051786091764,-26.0,Holly M. Seibold,D
H0361,Debra D. Gardner,D,Taxes and Revenue,151.0,144.0,138.0,6.0,95.83333333333334,4.166666666666666,YES,Derived from LIS bill summary | Derived from LIS bill description,Debra D. Gardner,D,107.0,105.0,102.0,3.0,97.14285714285714,2.857142857142857,YES,Derived from LIS bill summary | Derived from LIS bill description,Present both years,True,False,False,1.309523809523796,-39.0,Debra D. Gardner,D
H0311,Alex Q. Askew,D,Public Safety,90.0,89.0,81.0,8.0,91.01123595505618,8.98876404494382,YES,Derived from LIS bill summary | Derived from LIS bill description,Alex Q. Askew,D,65.0,65.0,60.0,5.0,92.3076923076923,7.6923076923076925,YES,Derived from LIS bill summary | Derived from LIS bill description,Present both years,True,False,False,1.2964563526361275,-24.0,Alex Q. Askew,D
H0371,Amy J. Laufer,D,Unclassified,153.0,149.0,142.0,7.0,95.30201342281879,4.697986577181208,YES,Unclassified,Amy J. Laufer,D,534.0,529.0,511.0,18.0,96.59735349716446,3.402646502835539,YES,Unclassified,Present both years,True,False,False,1.295340074345674,380.0,Amy J. Laufer,D
H0365,"Rozia A. Henson, Jr.",D,Budget and Appropriations,128.0,127.0,117.0,10.0,92.1259842519685,7.874015748031496,YES,Derived from LIS bill summary,"Rozia A. Henson, Jr.",D,77.0,76.0,71.0,5.0,93.42105263157895,6.578947368421052,YES,Derived from LIS bill summary | Derived from LIS bill description,Present both years,True,False,False,1.2950683796104414,-51.0,"Rozia A. Henson, Jr.",D
H0207,Delores L. McQuinn,D,Education,426.0,373.0,352.0,21.0,94.36997319034852,5.630026809651475,YES,Derived from LIS bill summary | Derived from LIS bill description,Delores L. McQuinn,D,390.0,369.0,353.0,16.0,95.6639566395664,4.336043360433604,YES,Official LIS subject | Derived from LIS bill summary | Derived from LIS bill description,Present both years,True,False,False,1.2939834492178761,-4.0,Delores L. McQuinn,D
H0208,Charniele L. Herring,D,Public Safety,80.0,80.0,73.0,7.0,91.25,8.75,YES,Derived from LIS bill summary | Derived from LIS bill description,Charniele L. Herring,D,68.0,67.0,62.0,5.0,92.53731343283582,7.462686567164178,YES,Derived from LIS bill summary | Derived from LIS bill description,Present both years,True,False,False,1.2873134328358162,-13.0,Charniele L. Herring,D
H0385,JJ Singh,D,Business and Commerce,60.0,59.0,56.0,3.0,94.91525423728814,5.084745762711865,YES,Derived from LIS bill summary | Derived from LIS bill description,JJ Singh,D,79.0,79.0,76.0,3.0,96.20253164556962,3.79746835443038,YES,Derived from LIS bill summary | Derived from LIS bill description,Present both years,True,False,False,1.2872774082814828,20.0,JJ Singh,D
H0314,Joshua G. Cole,D,Criminal Justice,207.0,192.0,172.0,20.0,89.58333333333334,10.416666666666668,YES,Derived from LIS bill summary | Derived from LIS bill description,Joshua G. Cole,D,154.0,153.0,139.0,14.0,90.84967320261438,9.15032679738562,YES,Derived from LIS bill summary | Derived from LIS bill description,Present both years,True,False,False,1.2663398692810404,-39.0,Joshua G. Cole,D
H0343,Briana D. Sewell,D,Transportation,175.0,175.0,165.0,10.0,94.28571428571428,5.714285714285714,YES,Derived from LIS bill summary | Derived from LIS bill description,Briana D. Sewell,D,202.0,202.0,193.0,9.0,95.54455445544554,4.455445544554455,YES,Derived from LIS bill summary | Derived from LIS bill description,Present both years,True,False,False,1.2588401697312577,27.0,Briana D. Sewell,D
H0384,Eric Phillips,R,Family and Children,76.0,75.0,52.0,23.0,69.33333333333334,30.666666666666664,YES,Derived from LIS bill summary | Derived from LIS bill description,Eric Phillips,R,52.0,51.0,36.0,15.0,70.58823529411765,29.411764705882355,YES,Derived from LIS bill summary | Derived from LIS bill description,Present both years,True,False,False,1.2549019607843093,-24.0,Eric Phillips,R
H0344,Irene Shin,D,Data Centers,15.0,14.0,12.0,2.0,85.71428571428571,14.285714285714285,YES,Derived from LIS bill summary | Derived from LIS bill description,Irene Shin,D,23.0,23.0,20.0,3.0,86.95652173913044,13.043478260869565,YES,Derived from LIS bill description,Present both years,True,False,False,1.242236024844729,9.0,Irene Shin,D
H0227,Luke E. Torian,D,Budget and Appropriations,152.0,139.0,129.0,10.0,92.80575539568345,7.194244604316546,YES,Derived from LIS bill summary,Luke E. Torian,D,93.0,84.0,79.0,5.0,94.04761904761905,5.952380952380952,YES,Derived from LIS bill summary | Derived from LIS bill description,Present both years,True,False,False,1.2418636519356028,-55.0,Luke E. Torian,D
H0227,Luke E. Torian,D,Technology and Data,27.0,26.0,24.0,2.0,92.3076923076923,7.6923076923076925,YES,Derived from LIS bill summary | Derived from LIS bill description,Luke E. Torian,D,37.0,31.0,29.0,2.0,93.54838709677419,6.451612903225806,YES,Derived from LIS bill summary | Derived from LIS bill description,Present both years,True,False,False,1.2406947890818856,5.0,Luke E. Torian,D
H0308,Joseph P. McNamara,R,Agriculture and Food,42.0,42.0,23.0,19.0,54.761904761904766,45.23809523809524,MIXED,Derived from LIS bill summary | Derived from LIS bill description,Joseph P. McNamara,R,25.0,25.0,14.0,11.0,56.00000000000001,44.0,MIXED,Derived from LIS bill summary | Derived from LIS bill description,Present both years,True,False,False,1.2380952380952408,-17.0,Joseph P. McNamara,R
H0351,Holly M. Seibold,D,Public Safety,92.0,92.0,84.0,8.0,91.30434782608695,8.695652173913043,YES,Derived from LIS bill summary | Derived from LIS bill description,Holly M. Seibold,D,70.0,67.0,62.0,5.0,92.53731343283582,7.462686567164178,YES,Derived from LIS bill summary | Derived from LIS bill description,Present both years,True,False,False,1.2329656067488628,-25.0,Holly M. Seibold,D
H0360,Michael B. Feggans,D,Higher Education,58.0,57.0,51.0,6.0,89.47368421052632,10.526315789473683,YES,Derived from LIS bill summary,Michael B. Feggans,D,43.0,43.0,39.0,4.0,90.69767441860465,9.30232558139535,YES,Derived from LIS bill summary | Derived from LIS bill description,Present both years,True,False,False,1.2239902080783338,-14.0,Michael B. Feggans,D
H0295,Kelly K. Convirs-Fowler,D,Budget and Appropriations,124.0,121.0,111.0,10.0,91.73553719008265,8.264462809917356,YES,Derived from LIS bill summary,Kelly K. Convirs-Fowler,D,76.0,71.0,66.0,5.0,92.95774647887323,7.042253521126761,YES,Derived from LIS bill summary | Derived from LIS bill description,Present both years,True,False,False,1.2222092887905802,-50.0,Kelly K. Convirs-Fowler,D
H0323,Shelly A. Simonds,D,Business and Commerce,79.0,79.0,75.0,4.0,94.9367088607595,5.063291139240507,YES,Derived from LIS bill summary | Derived from LIS bill description,Shelly A. Simonds,D,78.0,78.0,75.0,3.0,96.15384615384616,3.8461538461538463,YES,Derived from LIS bill summary | Derived from LIS bill description,Present both years,True,False,False,1.2171372930866653,-1.0,Shelly A. Simonds,D
H0317,Dan I. Helmer,D,Transportation,123.0,123.0,114.0,9.0,92.6829268292683,7.317073170731707,YES,Derived from LIS bill summary | Derived from LIS bill description,Dan I. Helmer,D,133.0,131.0,123.0,8.0,93.89312977099237,6.106870229007633,YES,Derived from LIS bill summary | Derived from LIS bill description,Present both years,True,False,False,1.2102029417240772,8.0,Dan I. Helmer,D
H0207,Delores L. McQuinn,D,Budget and Appropriations,146.0,139.0,131.0,8.0,94.24460431654677,5.755395683453238,YES,Derived from LIS bill summary,Delores L. McQuinn,D,92.0,88.0,84.0,4.0,95.45454545454545,4.545454545454546,YES,Derived from LIS bill summary | Derived from LIS bill description,Present both years,True,False,False,1.2099411379986833,-51.0,Delores L. McQuinn,D
H0374,Marty Martinez,D,Family and Children,79.0,78.0,74.0,4.0,94.87179487179486,5.128205128205128,YES,Derived from LIS bill summary | Derived from LIS bill description,Marty Martinez,D,51.0,51.0,49.0,2.0,96.07843137254902,3.9215686274509802,YES,Derived from LIS bill summary | Derived from LIS bill description,Present both years,True,False,False,1.2066365007541577,-27.0,Marty Martinez,D
H0380,Atoosa R. Reaser,D,Family and Children,157.0,155.0,149.0,6.0,96.12903225806451,3.870967741935484,YES,Derived from LIS bill summary | Derived from LIS bill description,Atoosa R. Reaser,D,80.0,75.0,73.0,2.0,97.33333333333334,2.666666666666667,YES,Derived from LIS bill summary | Derived from LIS bill description,Present both years,True,False,False,1.2043010752688303,-80.0,Atoosa R. Reaser,D
H0374,Marty Martinez,D,Higher Education,54.0,54.0,47.0,7.0,87.03703703703704,12.962962962962962,YES,Derived from LIS bill summary,Marty Martinez,D,34.0,34.0,30.0,4.0,88.23529411764706,11.76470588235294,YES,Derived from LIS bill summary | Derived from LIS bill description,Present both years,True,False,False,1.19825708061002,-20.0,Marty Martinez,D
H0284,"Marcia S. ""Cia"" Price",D,Transportation,110.0,109.0,97.0,12.0,88.9908256880734,11.009174311926607,YES,Derived from LIS bill summary | Derived from LIS bill description,"Marcia S. ""Cia"" Price",D,113.0,112.0,101.0,11.0,90.17857142857143,9.821428571428571,YES,Derived from LIS bill summary | Derived from LIS bill description,Present both years,True,False,False,1.1877457404980305,3.0,"Marcia S. ""Cia"" Price",D
H0285,"C.E. Cliff Hayes, Jr.",D,Technology and Data,38.0,33.0,31.0,2.0,93.93939393939394,6.0606060606060606,YES,Derived from LIS bill summary | Derived from LIS bill description,"C.E. Cliff Hayes, Jr.",D,44.0,41.0,39.0,2.0,95.1219512195122,4.878048780487805,YES,Derived from LIS bill summary | Derived from LIS bill description,Present both years,True,False,False,1.1825572801182602,8.0,"C.E. Cliff Hayes, Jr.",D
H0361,Debra D. Gardner,D,Unclassified,180.0,171.0,164.0,7.0,95.90643274853801,4.093567251461988,YES,Unclassified,Debra D. Gardner,D,454.0,445.0,432.0,13.0,97.07865168539325,2.9213483146067416,YES,Unclassified,Present both years,True,False,False,1.172218936855245,274.0,Debra D. Gardner,D
H0264,Marcus B. Simon,D,Courts and Civil Law,180.0,176.0,165.0,11.0,93.75,6.25,YES,Derived from LIS bill summary | Derived from LIS bill description,Marcus B. Simon,D,120.0,118.0,112.0,6.0,94.91525423728814,5.084745762711865,YES,Derived from LIS bill summary | Derived from LIS bill description,Present both years,True,False,False,1.1652542372881385,-58.0,Marcus B. Simon,D
H0269,"Richard C. ""Rip"" Sullivan, Jr.",D,Business and Commerce,90.0,88.0,84.0,4.0,95.45454545454545,4.545454545454546,YES,Derived from LIS bill summary | Derived from LIS bill description,"Richard C. ""Rip"" Sullivan, Jr.",D,88.0,88.0,85.0,3.0,96.5909090909091,3.4090909090909087,YES,Derived from LIS bill summary | Derived from LIS bill description,Present both years,True,False,False,1.1363636363636402,0.0,"Richard C. ""Rip"" Sullivan, Jr.",D
H0301,David A. Reid,D,"Study Commissions, Committees, and Reports",71.0,71.0,65.0,6.0,91.54929577464789,8.450704225352112,YES,Derived from LIS bill summary | Derived from LIS bill description,David A. Reid,D,83.0,82.0,76.0,6.0,92.6829268292683,7.317073170731707,YES,Official LIS subject | Derived from LIS bill summary | Derived from LIS bill description,Present both years,True,False,False,1.133631054620409,11.0,David A. Reid,D
H0323,Shelly A. Simonds,D,Budget and Appropriations,137.0,136.0,127.0,9.0,93.38235294117648,6.61764705882353,YES,Derived from LIS bill summary,Shelly A. Simonds,D,91.0,91.0,86.0,5.0,94.5054945054945,5.4945054945054945,YES,Derived from LIS bill summary | Derived from LIS bill description,Present both years,True,False,False,1.1231415643180185,-45.0,Shelly A. Simonds,D
H0208,Charniele L. Herring,D,Budget and Appropriations,136.0,135.0,126.0,9.0,93.33333333333333,6.666666666666667,YES,Derived from LIS bill summary,Charniele L. Herring,D,91.0,90.0,85.0,5.0,94.44444444444444,5.555555555555555,YES,Derived from LIS bill summary | Derived from LIS bill description,Present both years,True,False,False,1.1111111111111143,-45.0,Charniele L. Herring,D
H0342,Phillip A. Scott,R,Marriage and Domestic Relations,30.0,30.0,13.0,17.0,43.333333333333336,56.666666666666664,MIXED,Derived from LIS bill summary | Derived from LIS bill description,Phillip A. Scott,R,18.0,18.0,8.0,10.0,44.44444444444444,55.55555555555556,MIXED,Derived from LIS bill summary | Derived from LIS bill description,Present both years,True,False,False,1.1111111111111072,-12.0,Phillip A. Scott,R
H0344,Irene Shin,D,Education,259.0,258.0,232.0,26.0,89.92248062015504,10.077519379844961,YES,Derived from LIS bill summary | Derived from LIS bill description,Irene Shin,D,224.0,223.0,203.0,20.0,91.03139013452915,8.968609865470851,YES,Official LIS subject | Derived from LIS bill summary | Derived from LIS bill description,Present both years,True,False,False,1.1089095143741048,-35.0,Irene Shin,D
H0355,Laura Jane Cohen,D,Family and Children,108.0,108.0,104.0,4.0,96.29629629629629,3.7037037037037033,YES,Derived from LIS bill summary | Derived from LIS bill description,Laura Jane Cohen,D,81.0,77.0,75.0,2.0,97.40259740259741,2.5974025974025974,YES,Derived from LIS bill summary | Derived from LIS bill description,Present both years,True,False,False,1.1063011063011174,-31.0,Laura Jane Cohen,D
H0207,Delores L. McQuinn,D,Technology and Data,28.0,25.0,23.0,2.0,92.0,8.0,YES,Derived from LIS bill summary | Derived from LIS bill description,Delores L. McQuinn,D,32.0,29.0,27.0,2.0,93.10344827586206,6.896551724137931,YES,Derived from LIS bill summary | Derived from LIS bill description,Present both years,True,False,False,1.103448275862064,4.0,Delores L. McQuinn,D
H0371,Amy J. Laufer,D,Family and Children,99.0,98.0,94.0,4.0,95.91836734693877,4.081632653061225,YES,Derived from LIS bill summary | Derived from LIS bill description,Amy J. Laufer,D,67.0,67.0,65.0,2.0,97.01492537313433,2.9850746268656714,YES,Derived from LIS bill summary | Derived from LIS bill description,Present both years,True,False,False,1.0965580261955665,-31.0,Amy J. Laufer,D
H0281,Paul E. Krizek,D,Unclassified,200.0,200.0,192.0,8.0,96.0,4.0,YES,Unclassified,Paul E. Krizek,D,594.0,585.0,568.0,17.0,97.09401709401709,2.905982905982906,YES,Unclassified,Present both years,True,False,False,1.0940170940170901,385.0,Paul E. Krizek,D
H0372,Destiny LeVere Bolling,D,Higher Education,120.0,116.0,107.0,9.0,92.24137931034483,7.758620689655173,YES,Derived from LIS bill summary,Destiny LeVere Bolling,D,60.0,60.0,56.0,4.0,93.33333333333333,6.666666666666667,YES,Derived from LIS bill summary | Derived from LIS bill description,Present both years,True,False,False,1.091954022988503,-56.0,Destiny LeVere Bolling,D
H0375,Adele Y. McClure,D,Courts and Civil Law,117.0,116.0,107.0,9.0,92.24137931034483,7.758620689655173,YES,Derived from LIS bill summary | Derived from LIS bill description,Adele Y. McClure,D,75.0,75.0,70.0,5.0,93.33333333333333,6.666666666666667,YES,Derived from LIS bill summary | Derived from LIS bill description,Present both years,True,False,False,1.091954022988503,-41.0,Adele Y. McClure,D
H0360,Michael B. Feggans,D,Education,222.0,221.0,200.0,21.0,90.49773755656109,9.502262443438914,YES,Derived from LIS bill summary | Derived from LIS bill description,Michael B. Feggans,D,217.0,214.0,196.0,18.0,91.58878504672897,8.411214953271028,YES,Official LIS subject | Derived from LIS bill summary | Derived from LIS bill description,Present both years,True,False,False,1.091047490167881,-7.0,Michael B. Feggans,D
H0285,"C.E. Cliff Hayes, Jr.",D,Criminal Justice,223.0,206.0,188.0,18.0,91.2621359223301,8.737864077669903,YES,Derived from LIS bill summary | Derived from LIS bill description,"C.E. Cliff Hayes, Jr.",D,185.0,183.0,169.0,14.0,92.34972677595628,7.650273224043716,YES,Derived from LIS bill summary | Derived from LIS bill description,Present both years,True,False,False,1.0875908536261818,-23.0,"C.E. Cliff Hayes, Jr.",D
H0327,Rodney T. Willett,D,Public Safety,85.0,84.0,77.0,7.0,91.66666666666666,8.333333333333332,YES,Derived from LIS bill summary | Derived from LIS bill description,Rodney T. Willett,D,70.0,69.0,64.0,5.0,92.7536231884058,7.246376811594203,YES,Derived from LIS bill summary | Derived from LIS bill description,Present both years,True,False,False,1.0869565217391397,-15.0,Rodney T. Willett,D
H0380,Atoosa R. Reaser,D,Budget and Appropriations,132.0,132.0,122.0,10.0,92.42424242424242,7.575757575757576,YES,Derived from LIS bill summary,Atoosa R. Reaser,D,77.0,77.0,72.0,5.0,93.5064935064935,6.493506493506493,YES,Derived from LIS bill summary | Derived from LIS bill description,Present both years,True,False,False,1.0822510822510765,-55.0,Atoosa R. Reaser,D
H0212,Betsy B. Carr,D,Education,275.0,273.0,252.0,21.0,92.3076923076923,7.6923076923076925,YES,Derived from LIS bill summary | Derived from LIS bill description,Betsy B. Carr,D,261.0,257.0,240.0,17.0,93.3852140077821,6.614785992217899,YES,Official LIS subject | Derived from LIS bill summary | Derived from LIS bill description,Present both years,True,False,False,1.0775217000897896,-16.0,Betsy B. Carr,D
H0385,JJ Singh,D,Unclassified,149.0,147.0,136.0,11.0,92.51700680272108,7.482993197278912,YES,Unclassified,JJ Singh,D,438.0,437.0,409.0,28.0,93.59267734553775,6.407322654462242,YES,Unclassified,Present both years,True,False,False,1.0756705428166669,290.0,JJ Singh,D
H0353,Bonita G. Anthony,D,Transportation,183.0,183.0,174.0,9.0,95.08196721311475,4.918032786885246,YES,Derived from LIS bill summary | Derived from LIS bill description,Bonita G. Anthony,D,234.0,234.0,225.0,9.0,96.15384615384616,3.8461538461538463,YES,Derived from LIS bill summary | Derived from LIS bill description,Present both years,True,False,False,1.071878940731409,51.0,Bonita G. Anthony,D
H0124,R. Lee Ware,R,Insurance,40.0,40.0,21.0,19.0,52.5,47.5,MIXED,Derived from LIS bill summary | Derived from LIS bill description,R. Lee Ware,R,56.0,56.0,30.0,26.0,53.57142857142857,46.42857142857143,MIXED,Official LIS subject | Derived from LIS bill summary | Derived from LIS bill description,Present both years,True,False,False,1.0714285714285694,16.0,R. Lee Ware,R
H0370,Karen Keys-Gamarra,D,Education,227.0,223.0,199.0,24.0,89.23766816143498,10.762331838565023,YES,Derived from LIS bill summary | Derived from LIS bill description,Karen Keys-Gamarra,D,208.0,196.0,177.0,19.0,90.3061224489796,9.693877551020408,YES,Official LIS subject | Derived from LIS bill summary | Derived from LIS bill description,Present both years,True,False,False,1.0684542875446112,-27.0,Karen Keys-Gamarra,D
H0360,Michael B. Feggans,D,Criminal Justice,227.0,226.0,204.0,22.0,90.2654867256637,9.734513274336283,YES,Derived from LIS bill summary | Derived from LIS bill description,Michael B. Feggans,D,175.0,173.0,158.0,15.0,91.32947976878613,8.670520231213873,YES,Derived from LIS bill summary | Derived from LIS bill description,Present both years,True,False,False,1.063993043122423,-53.0,Michael B. Feggans,D
H0207,Delores L. McQuinn,D,Higher Education,114.0,103.0,97.0,6.0,94.1747572815534,5.825242718446602,YES,Derived from LIS bill summary,Delores L. McQuinn,D,67.0,63.0,60.0,3.0,95.23809523809523,4.761904761904762,YES,Derived from LIS bill summary | Derived from LIS bill description,Present both years,True,False,False,1.0633379565418295,-40.0,Delores L. McQuinn,D
H0281,Paul E. Krizek,D,Education,273.0,273.0,251.0,22.0,91.94139194139194,8.058608058608058,YES,Derived from LIS bill summary | Derived from LIS bill description,Paul E. Krizek,D,243.0,243.0,226.0,17.0,93.00411522633745,6.995884773662551,YES,Official LIS subject | Derived from LIS bill summary | Derived from LIS bill description,Present both years,True,False,False,1.0627232849455055,-30.0,Paul E. Krizek,D
