member_id,topic_name,classification,MBR_NAME_2025,party_2025,yes_votes_2025,no_votes_2025,directional_topic_votes_2025,yes_pct_2025,no_pct_2025,voting_tendency_2025,MBR_NAME_2026,party_2026,yes_votes_2026,no_votes_2026,directional_topic_votes_2026,yes_pct_2026,no_pct_2026,voting_tendency_2026,topic_status,MBR_NAME,party,yes_pct_change,comparable_tendency,voting_tendency_changed,data_availability_changed
H0382,Public Safety,Derived from LIS bill description,Joshua E. Thomas,D,21.0,1.0,22.0,95.45454545454545,4.545454545454546,YES,Joshua E. Thomas,D,48.0,3.0,51.0,94.11764705882352,5.88235294117647,YES,Present both years,Joshua E. Thomas,D,-1.3368983957219314,True,False,False
H0317,Family and Children,Derived from LIS bill description,Dan I. Helmer,D,44.0,1.0,45.0,97.77777777777777,2.2222222222222223,YES,Dan I. Helmer,D,54.0,2.0,56.0,96.42857142857143,3.571428571428571,YES,Present both years,Dan I. Helmer,D,-1.3492063492063409,True,False,False
H0266,Behavioral Health,Derived from LIS bill description,Sam Rasoul,D,38.0,0.0,38.0,100.0,0.0,YES,Sam Rasoul,D,72.0,1.0,73.0,98.63013698630137,1.36986301369863,YES,Present both years,Sam Rasoul,D,-1.3698630136986338,True,False,False
H0212,Business and Commerce,Derived from LIS bill description,Betsy B. Carr,D,49.0,1.0,50.0,98.0,2.0,YES,Betsy B. Carr,D,85.0,3.0,88.0,96.5909090909091,3.4090909090909087,YES,Present both years,Betsy B. Carr,D,-1.4090909090909065,True,False,False
H0343,Labor and Employment,Derived from LIS bill description,Briana D. Sewell,D,90.0,3.0,93.0,96.7741935483871,3.225806451612903,YES,Briana D. Sewell,D,144.0,7.0,151.0,95.36423841059603,4.635761589403973,YES,Present both years,Briana D. Sewell,D,-1.4099551377910728,True,False,False
H0323,Labor and Employment,Derived from LIS bill description,Shelly A. Simonds,D,91.0,3.0,94.0,96.80851063829788,3.1914893617021276,YES,Shelly A. Simonds,D,145.0,7.0,152.0,95.39473684210526,4.605263157894736,YES,Present both years,Shelly A. Simonds,D,-1.413773796192615,True,False,False
H0301,Family and Children,Derived from LIS bill description,David A. Reid,D,44.0,1.0,45.0,97.77777777777777,2.2222222222222223,YES,David A. Reid,D,53.0,2.0,55.0,96.36363636363636,3.6363636363636362,YES,Present both years,David A. Reid,D,-1.4141414141414117,True,False,False
H0371,Family and Children,Derived from LIS bill description,Amy J. Laufer,D,50.0,1.0,51.0,98.0392156862745,1.9607843137254901,YES,Amy J. Laufer,D,57.0,2.0,59.0,96.61016949152543,3.389830508474576,YES,Present both years,Amy J. Laufer,D,-1.429046194749077,True,False,False
H0351,Transportation,Derived from LIS bill description,Holly M. Seibold,D,43.0,2.0,45.0,95.55555555555556,4.444444444444445,YES,Holly M. Seibold,D,80.0,5.0,85.0,94.11764705882352,5.88235294117647,YES,Present both years,Holly M. Seibold,D,-1.4379084967320352,True,False,False
H0322,Labor and Employment,Derived from LIS bill description,Don Scott,D,69.0,3.0,72.0,95.83333333333334,4.166666666666666,YES,Don Scott,D,101.0,6.0,107.0,94.39252336448598,5.607476635514018,YES,Present both years,Don Scott,D,-1.4408099688473612,True,False,False
H0317,Labor and Employment,Derived from LIS bill description,Dan I. Helmer,D,127.0,3.0,130.0,97.6923076923077,2.307692307692308,YES,Dan I. Helmer,D,179.0,7.0,186.0,96.23655913978494,3.763440860215054,YES,Present both years,Dan I. Helmer,D,-1.4557485525227492,True,False,False
H0219,Firearms,Derived from LIS bill description,Patrick A. Hope,D,73.0,2.0,75.0,97.33333333333334,2.666666666666667,YES,Patrick A. Hope,D,93.0,4.0,97.0,95.87628865979381,4.123711340206185,YES,Present both years,Patrick A. Hope,D,-1.457044673539528,True,False,False
H0108,Family and Children,Derived from LIS bill description,Vivian E. Watts,D,59.0,1.0,60.0,98.33333333333333,1.6666666666666667,YES,Vivian E. Watts,D,62.0,2.0,64.0,96.875,3.125,YES,Present both years,Vivian E. Watts,D,-1.4583333333333286,True,False,False
H0305,Behavioral Health,Derived from LIS bill description,Kathy K.L. Tran,D,42.0,0.0,42.0,100.0,0.0,YES,Kathy K.L. Tran,D,67.0,1.0,68.0,98.52941176470588,1.4705882352941175,YES,Present both years,Kathy K.L. Tran,D,-1.470588235294116,True,False,False
H0284,Housing,Derived from LIS bill description,"Marcia S. ""Cia"" Price",D,70.0,3.0,73.0,95.8904109589041,4.10958904109589,YES,"Marcia S. ""Cia"" Price",D,135.0,8.0,143.0,94.4055944055944,5.594405594405594,YES,Present both years,"Marcia S. ""Cia"" Price",D,-1.4848165533096989,True,False,False
H0056,Courts and Civil Law,Derived from LIS bill description,Terry G. Kilgore,R,22.0,14.0,36.0,61.111111111111114,38.88888888888889,MIXED,Terry G. Kilgore,R,31.0,21.0,52.0,59.61538461538461,40.38461538461539,MIXED,Present both years,Terry G. Kilgore,R,-1.495726495726501,True,False,False
H0314,Labor and Employment,Derived from LIS bill description,Joshua G. Cole,D,75.0,3.0,78.0,96.15384615384616,3.8461538461538463,YES,Joshua G. Cole,D,124.0,7.0,131.0,94.65648854961832,5.343511450381679,YES,Present both years,Joshua G. Cole,D,-1.4973576042278438,True,False,False
H0325,Taxes and Revenue,Derived from LIS bill description,Wendell S. Walker,R,71.0,35.0,106.0,66.98113207547169,33.0188679245283,YES,Wendell S. Walker,R,55.0,29.0,84.0,65.47619047619048,34.523809523809526,YES,Present both years,Wendell S. Walker,R,-1.50494159928121,True,False,False
H0285,Behavioral Health,Derived from LIS bill description,"C.E. Cliff Hayes, Jr.",D,43.0,0.0,43.0,100.0,0.0,YES,"C.E. Cliff Hayes, Jr.",D,65.0,1.0,66.0,98.48484848484848,1.5151515151515151,YES,Present both years,"C.E. Cliff Hayes, Jr.",D,-1.5151515151515156,True,False,False
H0219,Behavioral Health,Derived from LIS bill description,Patrick A. Hope,D,42.0,0.0,42.0,100.0,0.0,YES,Patrick A. Hope,D,65.0,1.0,66.0,98.48484848484848,1.5151515151515151,YES,Present both years,Patrick A. Hope,D,-1.5151515151515156,True,False,False
H0224,Courts and Civil Law,Derived from LIS bill description,James W. Morefield,R,13.0,13.0,26.0,50.0,50.0,MIXED,James W. Morefield,R,16.0,17.0,33.0,48.484848484848484,51.515151515151516,MIXED,Present both years,James W. Morefield,R,-1.5151515151515156,True,False,False
H0327,Environment and Conservation,Derived from LIS bill description,Rodney T. Willett,D,43.0,0.0,43.0,100.0,0.0,YES,Rodney T. Willett,D,65.0,1.0,66.0,98.48484848484848,1.5151515151515151,YES,Present both years,Rodney T. Willett,D,-1.5151515151515156,True,False,False
H0281,Business and Commerce,Derived from LIS bill description,Paul E. Krizek,D,41.0,2.0,43.0,95.34883720930233,4.651162790697675,YES,Paul E. Krizek,D,76.0,5.0,81.0,93.82716049382715,6.172839506172839,YES,Present both years,Paul E. Krizek,D,-1.5216767154751807,True,False,False
H0239,Family and Children,Derived from LIS bill description,Alfonso H. Lopez,D,48.0,1.0,49.0,97.95918367346938,2.0408163265306123,YES,Alfonso H. Lopez,D,54.0,2.0,56.0,96.42857142857143,3.571428571428571,YES,Present both years,Alfonso H. Lopez,D,-1.5306122448979522,True,False,False
H0208,Behavioral Health,Derived from LIS bill description,Charniele L. Herring,D,49.0,0.0,49.0,100.0,0.0,YES,Charniele L. Herring,D,64.0,1.0,65.0,98.46153846153847,1.5384615384615385,YES,Present both years,Charniele L. Herring,D,-1.538461538461533,True,False,False
H0264,Labor and Employment,Derived from LIS bill description,Marcus B. Simon,D,86.0,3.0,89.0,96.62921348314607,3.3707865168539324,YES,Marcus B. Simon,D,116.0,6.0,122.0,95.08196721311475,4.918032786885246,YES,Present both years,Marcus B. Simon,D,-1.547246270031323,True,False,False
H0370,Housing,Derived from LIS bill description,Karen Keys-Gamarra,D,38.0,1.0,39.0,97.43589743589743,2.564102564102564,YES,Karen Keys-Gamarra,D,93.0,4.0,97.0,95.87628865979381,4.123711340206185,YES,Present both years,Karen Keys-Gamarra,D,-1.559608776103616,True,False,False
H0361,Behavioral Health,Derived from LIS bill description,Debra D. Gardner,D,45.0,0.0,45.0,100.0,0.0,YES,Debra D. Gardner,D,63.0,1.0,64.0,98.4375,1.5625,YES,Present both years,Debra D. Gardner,D,-1.5625,True,False,False
H0323,Environment and Conservation,Derived from LIS bill description,Shelly A. Simonds,D,39.0,0.0,39.0,100.0,0.0,YES,Shelly A. Simonds,D,63.0,1.0,64.0,98.4375,1.5625,YES,Present both years,Shelly A. Simonds,D,-1.5625,True,False,False
H0327,Labor and Employment,Derived from LIS bill description,Rodney T. Willett,D,90.0,3.0,93.0,96.7741935483871,3.225806451612903,YES,Rodney T. Willett,D,139.0,7.0,146.0,95.2054794520548,4.794520547945205,YES,Present both years,Rodney T. Willett,D,-1.5687140963323003,True,False,False
H0262,Technology and Data,Derived from LIS bill description,"James A. ""Jay"" Leftwich",R,7.0,3.0,10.0,70.0,30.0,YES,"James A. ""Jay"" Leftwich",R,13.0,6.0,19.0,68.42105263157895,31.57894736842105,YES,Present both years,"James A. ""Jay"" Leftwich",R,-1.5789473684210549,True,False,False
H0322,Transportation,Derived from LIS bill description,Don Scott,D,43.0,2.0,45.0,95.55555555555556,4.444444444444445,YES,Don Scott,D,78.0,5.0,83.0,93.97590361445783,6.024096385542169,YES,Present both years,Don Scott,D,-1.5796519410977226,True,False,False
H0356,Business and Commerce,Derived from LIS bill description,Rae Cousins,D,32.0,2.0,34.0,94.11764705882352,5.88235294117647,YES,Rae Cousins,D,62.0,5.0,67.0,92.53731343283582,7.462686567164178,YES,Present both years,Rae Cousins,D,-1.5803336259877057,True,False,False
H0262,Budget and Appropriations,Derived from LIS bill description,"James A. ""Jay"" Leftwich",R,16.0,54.0,70.0,22.857142857142858,77.14285714285715,NO,"James A. ""Jay"" Leftwich",R,10.0,37.0,47.0,21.27659574468085,78.72340425531915,NO,Present both years,"James A. ""Jay"" Leftwich",R,-1.580547112462007,True,False,False
H0317,Transportation,Derived from LIS bill description,Dan I. Helmer,D,49.0,2.0,51.0,96.07843137254902,3.9215686274509802,YES,Dan I. Helmer,D,103.0,6.0,109.0,94.4954128440367,5.5045871559633035,YES,Present both years,Dan I. Helmer,D,-1.5830185285123264,True,False,False
H0356,Firearms,Derived from LIS bill description,Rae Cousins,D,88.0,2.0,90.0,97.77777777777777,2.2222222222222223,YES,Rae Cousins,D,101.0,4.0,105.0,96.19047619047619,3.8095238095238098,YES,Present both years,Rae Cousins,D,-1.5873015873015817,True,False,False
H0327,Behavioral Health,Derived from LIS bill description,Rodney T. Willett,D,49.0,0.0,49.0,100.0,0.0,YES,Rodney T. Willett,D,62.0,1.0,63.0,98.4126984126984,1.5873015873015872,YES,Present both years,Rodney T. Willett,D,-1.5873015873015959,True,False,False
H0351,Family and Children,Derived from LIS bill description,Holly M. Seibold,D,48.0,1.0,49.0,97.95918367346938,2.0408163265306123,YES,Holly M. Seibold,D,53.0,2.0,55.0,96.36363636363636,3.6363636363636362,YES,Present both years,Holly M. Seibold,D,-1.595547309833023,True,False,False
H0323,Transportation,Derived from LIS bill description,Shelly A. Simonds,D,47.0,2.0,49.0,95.91836734693877,4.081632653061225,YES,Shelly A. Simonds,D,83.0,5.0,88.0,94.31818181818183,5.681818181818182,YES,Present both years,Shelly A. Simonds,D,-1.6001855287569384,True,False,False
H0173,Transportation,Derived from LIS bill description,Jeion A. Ward,D,77.0,2.0,79.0,97.46835443037975,2.5316455696202533,YES,Jeion A. Ward,D,139.0,6.0,145.0,95.86206896551724,4.137931034482759,YES,Present both years,Jeion A. Ward,D,-1.6062854648625091,True,False,False
H0356,Health and Healthcare,Derived from LIS bill description,Rae Cousins,D,71.0,2.0,73.0,97.26027397260275,2.73972602739726,YES,Rae Cousins,D,88.0,4.0,92.0,95.65217391304348,4.3478260869565215,YES,Present both years,Rae Cousins,D,-1.6081000595592627,True,False,False
H0327,Transportation,Derived from LIS bill description,Rodney T. Willett,D,48.0,2.0,50.0,96.0,4.0,YES,Rodney T. Willett,D,84.0,5.0,89.0,94.3820224719101,5.617977528089887,YES,Present both years,Rodney T. Willett,D,-1.6179775280898951,True,False,False
H0354,Local Government,Derived from LIS bill description,Katrina Callsen,D,41.0,1.0,42.0,97.61904761904762,2.380952380952381,YES,Katrina Callsen,D,48.0,2.0,50.0,96.0,4.0,YES,Present both years,Katrina Callsen,D,-1.6190476190476204,True,False,False
H0301,Labor and Employment,Derived from LIS bill description,David A. Reid,D,83.0,3.0,86.0,96.51162790697676,3.488372093023256,YES,David A. Reid,D,130.0,7.0,137.0,94.8905109489051,5.109489051094891,YES,Present both years,David A. Reid,D,-1.621116958071653,True,False,False
H0344,Behavioral Health,Derived from LIS bill description,Irene Shin,D,43.0,0.0,43.0,100.0,0.0,YES,Irene Shin,D,60.0,1.0,61.0,98.36065573770492,1.639344262295082,YES,Present both years,Irene Shin,D,-1.639344262295083,True,False,False
H0269,Family and Children,Derived from LIS bill description,"Richard C. ""Rip"" Sullivan, Jr.",D,60.0,1.0,61.0,98.36065573770492,1.639344262295082,YES,"Richard C. ""Rip"" Sullivan, Jr.",D,59.0,2.0,61.0,96.72131147540983,3.278688524590164,YES,Present both years,"Richard C. ""Rip"" Sullivan, Jr.",D,-1.639344262295083,True,False,False
H0208,Transportation,Derived from LIS bill description,Charniele L. Herring,D,50.0,2.0,52.0,96.15384615384616,3.8461538461538463,YES,Charniele L. Herring,D,86.0,5.0,91.0,94.5054945054945,5.4945054945054945,YES,Present both years,Charniele L. Herring,D,-1.6483516483516638,True,False,False
H0344,Transportation,Derived from LIS bill description,Irene Shin,D,48.0,2.0,50.0,96.0,4.0,YES,Irene Shin,D,100.0,6.0,106.0,94.33962264150944,5.660377358490567,YES,Present both years,Irene Shin,D,-1.660377358490564,True,False,False
H0311,Labor and Employment,Derived from LIS bill description,Alex Q. Askew,D,100.0,3.0,103.0,97.0873786407767,2.912621359223301,YES,Alex Q. Askew,D,146.0,7.0,153.0,95.42483660130719,4.57516339869281,YES,Present both years,Alex Q. Askew,D,-1.662542039469514,True,False,False
H0266,Firearms,Derived from LIS bill description,Sam Rasoul,D,78.0,2.0,80.0,97.5,2.5,YES,Sam Rasoul,D,92.0,4.0,96.0,95.83333333333334,4.166666666666666,YES,Present both years,Sam Rasoul,D,-1.6666666666666572,True,False,False
H0369,Insurance,Derived from LIS bill description,Hillary Pugh Kent,R,18.0,9.0,27.0,66.66666666666666,33.33333333333333,YES,Hillary Pugh Kent,R,26.0,14.0,40.0,65.0,35.0,YES,Present both years,Hillary Pugh Kent,R,-1.6666666666666572,True,False,False
H0262,Marriage and Domestic Relations,Derived from LIS bill description,"James A. ""Jay"" Leftwich",R,11.0,9.0,20.0,55.00000000000001,45.0,MIXED,"James A. ""Jay"" Leftwich",R,16.0,14.0,30.0,53.333333333333336,46.666666666666664,MIXED,Present both years,"James A. ""Jay"" Leftwich",R,-1.6666666666666714,True,False,False
H0266,Public Safety,Derived from LIS bill description,Sam Rasoul,D,19.0,1.0,20.0,95.0,5.0,YES,Sam Rasoul,D,42.0,3.0,45.0,93.33333333333333,6.666666666666667,YES,Present both years,Sam Rasoul,D,-1.6666666666666714,True,False,False
H0355,Local Government,Derived from LIS bill description,Laura Jane Cohen,D,33.0,1.0,34.0,97.05882352941177,2.941176470588235,YES,Laura Jane Cohen,D,62.0,3.0,65.0,95.38461538461539,4.615384615384616,YES,Present both years,Laura Jane Cohen,D,-1.6742081447963812,True,False,False
H0344,Labor and Employment,Derived from LIS bill description,Irene Shin,D,107.0,3.0,110.0,97.27272727272728,2.727272727272727,YES,Irene Shin,D,152.0,7.0,159.0,95.59748427672956,4.40251572327044,YES,Present both years,Irene Shin,D,-1.6752429959977206,True,False,False
H0207,Transportation,Derived from LIS bill description,Delores L. McQuinn,D,64.0,1.0,65.0,98.46153846153847,1.5384615384615385,YES,Delores L. McQuinn,D,150.0,5.0,155.0,96.7741935483871,3.225806451612903,YES,Present both years,Delores L. McQuinn,D,-1.6873449131513638,True,False,False
H0344,Business and Commerce,Derived from LIS bill description,Irene Shin,D,34.0,2.0,36.0,94.44444444444444,5.555555555555555,YES,Irene Shin,D,64.0,5.0,69.0,92.7536231884058,7.246376811594203,YES,Present both years,Irene Shin,D,-1.690821256038646,True,False,False
H0314,Behavioral Health,Derived from LIS bill description,Joshua G. Cole,D,45.0,0.0,45.0,100.0,0.0,YES,Joshua G. Cole,D,58.0,1.0,59.0,98.30508474576271,1.694915254237288,YES,Present both years,Joshua G. Cole,D,-1.6949152542372872,True,False,False
H0374,Environment and Conservation,Derived from LIS bill description,Marty Martinez,D,24.0,0.0,24.0,100.0,0.0,YES,Marty Martinez,D,58.0,1.0,59.0,98.30508474576271,1.694915254237288,YES,Present both years,Marty Martinez,D,-1.6949152542372872,True,False,False
H0340,Labor and Employment,Derived from LIS bill description,Michelle Lopes Maldonado,D,106.0,3.0,109.0,97.24770642201835,2.7522935779816518,YES,Michelle Lopes Maldonado,D,150.0,7.0,157.0,95.54140127388536,4.45859872611465,YES,Present both years,Michelle Lopes Maldonado,D,-1.7063051481329978,True,False,False
H0329,Public Safety,Derived from LIS bill description,Bill Wiley,R,14.0,6.0,20.0,70.0,30.0,YES,Bill Wiley,R,28.0,13.0,41.0,68.29268292682927,31.70731707317073,YES,Present both years,Bill Wiley,R,-1.707317073170728,True,False,False
H0301,Firearms,Derived from LIS bill description,David A. Reid,D,50.0,2.0,52.0,96.15384615384616,3.8461538461538463,YES,David A. Reid,D,68.0,4.0,72.0,94.44444444444444,5.555555555555555,YES,Present both years,David A. Reid,D,-1.7094017094017175,True,False,False
H0253,Labor and Employment,Derived from LIS bill description,Terry L. Austin,R,37.0,52.0,89.0,41.57303370786517,58.42696629213483,MIXED,Terry L. Austin,R,57.0,86.0,143.0,39.86013986013986,60.13986013986013,MIXED,Present both years,Terry L. Austin,R,-1.7128938477253115,True,False,False
H0382,Behavioral Health,Derived from LIS bill description,Joshua E. Thomas,D,31.0,0.0,31.0,100.0,0.0,YES,Joshua E. Thomas,D,57.0,1.0,58.0,98.27586206896551,1.7241379310344827,YES,Present both years,Joshua E. Thomas,D,-1.724137931034491,True,False,False
H0227,Labor and Employment,Derived from LIS bill description,Luke E. Torian,D,86.0,3.0,89.0,96.62921348314607,3.3707865168539324,YES,Luke E. Torian,D,130.0,7.0,137.0,94.8905109489051,5.109489051094891,YES,Present both years,Luke E. Torian,D,-1.7387025342409714,True,False,False
H0351,Firearms,Derived from LIS bill description,Holly M. Seibold,D,72.0,2.0,74.0,97.2972972972973,2.7027027027027026,YES,Holly M. Seibold,D,86.0,4.0,90.0,95.55555555555556,4.444444444444445,YES,Present both years,Holly M. Seibold,D,-1.7417417417417482,True,False,False
H0311,Behavioral Health,Derived from LIS bill description,Alex Q. Askew,D,41.0,0.0,41.0,100.0,0.0,YES,Alex Q. Askew,D,56.0,1.0,57.0,98.24561403508771,1.7543859649122806,YES,Present both years,Alex Q. Askew,D,-1.754385964912288,True,False,False
H0323,Behavioral Health,Derived from LIS bill description,Shelly A. Simonds,D,36.0,0.0,36.0,100.0,0.0,YES,Shelly A. Simonds,D,56.0,1.0,57.0,98.24561403508771,1.7543859649122806,YES,Present both years,Shelly A. Simonds,D,-1.754385964912288,True,False,False
H0219,Transportation,Derived from LIS bill description,Patrick A. Hope,D,55.0,2.0,57.0,96.49122807017544,3.508771929824561,YES,Patrick A. Hope,D,90.0,5.0,95.0,94.73684210526315,5.263157894736842,YES,Present both years,Patrick A. Hope,D,-1.754385964912288,True,False,False
H0340,Health and Healthcare,Derived from LIS bill description,Michelle Lopes Maldonado,D,73.0,2.0,75.0,97.33333333333334,2.666666666666667,YES,Michelle Lopes Maldonado,D,86.0,4.0,90.0,95.55555555555556,4.444444444444445,YES,Present both years,Michelle Lopes Maldonado,D,-1.7777777777777857,True,False,False
H0335,Social Services,Derived from LIS bill description,Mike A. Cherry,R,18.0,5.0,23.0,78.26086956521739,21.73913043478261,YES,Mike A. Cherry,R,13.0,4.0,17.0,76.47058823529412,23.52941176470588,YES,Present both years,Mike A. Cherry,R,-1.7902813299232747,True,False,False
H0284,Firearms,Derived from LIS bill description,"Marcia S. ""Cia"" Price",D,48.0,2.0,50.0,96.0,4.0,YES,"Marcia S. ""Cia"" Price",D,65.0,4.0,69.0,94.20289855072464,5.797101449275362,YES,Present both years,"Marcia S. ""Cia"" Price",D,-1.7971014492753596,True,False,False
H0333,Insurance,Derived from LIS bill description,Jason S. Ballard,R,37.0,10.0,47.0,78.72340425531915,21.27659574468085,YES,Jason S. Ballard,R,90.0,27.0,117.0,76.92307692307693,23.076923076923077,YES,Present both years,Jason S. Ballard,R,-1.8003273322422189,True,False,False
H0264,Firearms,Derived from LIS bill description,Marcus B. Simon,D,77.0,3.0,80.0,96.25,3.75,YES,Marcus B. Simon,D,102.0,6.0,108.0,94.44444444444444,5.555555555555555,YES,Present both years,Marcus B. Simon,D,-1.8055555555555571,True,False,False
H0380,Business and Commerce,Derived from LIS bill description,Atoosa R. Reaser,D,32.0,2.0,34.0,94.11764705882352,5.88235294117647,YES,Atoosa R. Reaser,D,72.0,6.0,78.0,92.3076923076923,7.6923076923076925,YES,Present both years,Atoosa R. Reaser,D,-1.8099547511312153,True,False,False
H0354,Labor and Employment,Derived from LIS bill description,Katrina Callsen,D,79.0,3.0,82.0,96.34146341463415,3.6585365853658534,YES,Katrina Callsen,D,121.0,7.0,128.0,94.53125,5.46875,YES,Present both years,Katrina Callsen,D,-1.8102134146341484,True,False,False
H0374,Family and Children,Derived from LIS bill description,Marty Martinez,D,40.0,1.0,41.0,97.5609756097561,2.4390243902439024,YES,Marty Martinez,D,45.0,2.0,47.0,95.74468085106383,4.25531914893617,YES,Present both years,Marty Martinez,D,-1.8162947586922655,True,False,False
H0295,Labor and Employment,Derived from LIS bill description,Kelly K. Convirs-Fowler,D,129.0,3.0,132.0,97.72727272727273,2.272727272727273,YES,Kelly K. Convirs-Fowler,D,164.0,7.0,171.0,95.90643274853801,4.093567251461988,YES,Present both years,Kelly K. Convirs-Fowler,D,-1.8208399787347247,True,False,False
H0382,Family and Children,Derived from LIS bill description,Joshua E. Thomas,D,68.0,1.0,69.0,98.55072463768117,1.4492753623188406,YES,Joshua E. Thomas,D,59.0,2.0,61.0,96.72131147540983,3.278688524590164,YES,Present both years,Joshua E. Thomas,D,-1.8294131622713365,True,False,False
H0305,Agriculture and Food,Derived from LIS bill description,Kathy K.L. Tran,D,12.0,2.0,14.0,85.71428571428571,14.285714285714285,YES,Kathy K.L. Tran,D,26.0,5.0,31.0,83.87096774193549,16.129032258064516,YES,Present both years,Kathy K.L. Tran,D,-1.8433179723502207,True,False,False
H0239,Behavioral Health,Derived from LIS bill description,Alfonso H. Lopez,D,29.0,0.0,29.0,100.0,0.0,YES,Alfonso H. Lopez,D,53.0,1.0,54.0,98.14814814814815,1.8518518518518516,YES,Present both years,Alfonso H. Lopez,D,-1.8518518518518476,True,False,False
H0317,Behavioral Health,Derived from LIS bill description,Dan I. Helmer,D,33.0,0.0,33.0,100.0,0.0,YES,Dan I. Helmer,D,53.0,1.0,54.0,98.14814814814815,1.8518518518518516,YES,Present both years,Dan I. Helmer,D,-1.8518518518518476,True,False,False
H0360,Behavioral Health,Derived from LIS bill description,Michael B. Feggans,D,30.0,0.0,30.0,100.0,0.0,YES,Michael B. Feggans,D,53.0,1.0,54.0,98.14814814814815,1.8518518518518516,YES,Present both years,Michael B. Feggans,D,-1.8518518518518476,True,False,False
H0317,Courts and Civil Law,Derived from LIS bill description,Dan I. Helmer,D,26.0,1.0,27.0,96.29629629629629,3.7037037037037033,YES,Dan I. Helmer,D,34.0,2.0,36.0,94.44444444444444,5.555555555555555,YES,Present both years,Dan I. Helmer,D,-1.8518518518518476,True,False,False
H0281,Firearms,Derived from LIS bill description,Paul E. Krizek,D,52.0,2.0,54.0,96.29629629629629,3.7037037037037033,YES,Paul E. Krizek,D,68.0,4.0,72.0,94.44444444444444,5.555555555555555,YES,Present both years,Paul E. Krizek,D,-1.8518518518518476,True,False,False
H0266,Energy and Utilities,Derived from LIS bill description,Sam Rasoul,D,74.0,6.0,80.0,92.5,7.5,YES,Sam Rasoul,D,126.0,13.0,139.0,90.64748201438849,9.352517985611511,YES,Present both years,Sam Rasoul,D,-1.852517985611513,True,False,False
H0353,Health and Healthcare,Derived from LIS bill description,Bonita G. Anthony,D,58.0,2.0,60.0,96.66666666666667,3.3333333333333335,YES,Bonita G. Anthony,D,73.0,4.0,77.0,94.8051948051948,5.194805194805195,YES,Present both years,Bonita G. Anthony,D,-1.8614718614718697,True,False,False
H0382,Health and Healthcare,Derived from LIS bill description,Joshua E. Thomas,D,67.0,2.0,69.0,97.10144927536231,2.898550724637681,YES,Joshua E. Thomas,D,80.0,4.0,84.0,95.23809523809523,4.761904761904762,YES,Present both years,Joshua E. Thomas,D,-1.8633540372670865,True,False,False
H0370,Courts and Civil Law,Derived from LIS bill description,Karen Keys-Gamarra,D,35.0,2.0,37.0,94.5945945945946,5.405405405405405,YES,Karen Keys-Gamarra,D,51.0,4.0,55.0,92.72727272727272,7.2727272727272725,YES,Present both years,Karen Keys-Gamarra,D,-1.867321867321877,True,False,False
H0173,Labor and Employment,Derived from LIS bill description,Jeion A. Ward,D,103.0,3.0,106.0,97.16981132075472,2.8301886792452833,YES,Jeion A. Ward,D,142.0,7.0,149.0,95.30201342281879,4.697986577181208,YES,Present both years,Jeion A. Ward,D,-1.8677978979359295,True,False,False
H0314,Health and Healthcare,Derived from LIS bill description,Joshua G. Cole,D,123.0,2.0,125.0,98.4,1.6,YES,Joshua G. Cole,D,139.0,5.0,144.0,96.52777777777779,3.4722222222222223,YES,Present both years,Joshua G. Cole,D,-1.87222222222222,True,False,False
H0285,Firearms,Derived from LIS bill description,"C.E. Cliff Hayes, Jr.",D,49.0,2.0,51.0,96.07843137254902,3.9215686274509802,YES,"C.E. Cliff Hayes, Jr.",D,65.0,4.0,69.0,94.20289855072464,5.797101449275362,YES,Present both years,"C.E. Cliff Hayes, Jr.",D,-1.875532821824379,True,False,False
H0208,Firearms,Derived from LIS bill description,Charniele L. Herring,D,49.0,2.0,51.0,96.07843137254902,3.9215686274509802,YES,Charniele L. Herring,D,65.0,4.0,69.0,94.20289855072464,5.797101449275362,YES,Present both years,Charniele L. Herring,D,-1.875532821824379,True,False,False
H0327,Firearms,Derived from LIS bill description,Rodney T. Willett,D,49.0,2.0,51.0,96.07843137254902,3.9215686274509802,YES,Rodney T. Willett,D,65.0,4.0,69.0,94.20289855072464,5.797101449275362,YES,Present both years,Rodney T. Willett,D,-1.875532821824379,True,False,False
H0295,Transportation,Derived from LIS bill description,Kelly K. Convirs-Fowler,D,48.0,2.0,50.0,96.0,4.0,YES,Kelly K. Convirs-Fowler,D,80.0,5.0,85.0,94.11764705882352,5.88235294117647,YES,Present both years,Kelly K. Convirs-Fowler,D,-1.8823529411764781,True,False,False
H0380,Family and Children,Derived from LIS bill description,Atoosa R. Reaser,D,83.0,1.0,84.0,98.80952380952381,1.1904761904761905,YES,Atoosa R. Reaser,D,63.0,2.0,65.0,96.92307692307692,3.076923076923077,YES,Present both years,Atoosa R. Reaser,D,-1.8864468864468904,True,False,False
H0343,Behavioral Health,Derived from LIS bill description,Briana D. Sewell,D,38.0,0.0,38.0,100.0,0.0,YES,Briana D. Sewell,D,52.0,1.0,53.0,98.11320754716981,1.8867924528301887,YES,Present both years,Briana D. Sewell,D,-1.8867924528301927,True,False,False
H0383,Housing,Derived from LIS bill description,Eric R. Zehr,R,4.0,30.0,34.0,11.76470588235294,88.23529411764706,NO,Eric R. Zehr,R,8.0,73.0,81.0,9.876543209876543,90.12345679012346,NO,Present both years,Eric R. Zehr,R,-1.8881626724763976,True,False,False
