member_id,topic_name,classification,MBR_NAME_2025,party_2025,yes_votes_2025,no_votes_2025,directional_topic_votes_2025,yes_pct_2025,no_pct_2025,voting_tendency_2025,MBR_NAME_2026,party_2026,yes_votes_2026,no_votes_2026,directional_topic_votes_2026,yes_pct_2026,no_pct_2026,voting_tendency_2026,topic_status,MBR_NAME,party,yes_pct_change,comparable_tendency,voting_tendency_changed,data_availability_changed
H0284,Affordable Housing,Official LIS subject,,,,,,,,,"Marcia S. ""Cia"" Price",D,3.0,0.0,3.0,100.0,0.0,INSUFFICIENT DATA,2026 only,"Marcia S. ""Cia"" Price",D,,False,False,False
H0264,Affordable Housing,Official LIS subject,,,,,,,,,Marcus B. Simon,D,3.0,0.0,3.0,100.0,0.0,INSUFFICIENT DATA,2026 only,Marcus B. Simon,D,,False,False,False
H0404,Affordable Housing,Official LIS subject,,,,,,,,,Margaret A. Franklin,D,1.0,0.0,1.0,100.0,0.0,INSUFFICIENT DATA,2026 only,Margaret A. Franklin,D,,False,False,False
H0392,Affordable Housing,Official LIS subject,,,,,,,,,Mark C. Downey,D,1.0,0.0,1.0,100.0,0.0,INSUFFICIENT DATA,2026 only,Mark C. Downey,D,,False,False,False
H0374,Affordable Housing,Official LIS subject,,,,,,,,,Marty Martinez,D,1.0,0.0,1.0,100.0,0.0,INSUFFICIENT DATA,2026 only,Marty Martinez,D,,False,False,False
H0397,Affordable Housing,Official LIS subject,,,,,,,,,May Nivar,D,1.0,0.0,1.0,100.0,0.0,INSUFFICIENT DATA,2026 only,May Nivar,D,,False,False,False
H0360,Affordable Housing,Official LIS subject,,,,,,,,,Michael B. Feggans,D,1.0,0.0,1.0,100.0,0.0,INSUFFICIENT DATA,2026 only,Michael B. Feggans,D,,False,False,False
H0340,Affordable Housing,Official LIS subject,,,,,,,,,Michelle Lopes Maldonado,D,1.0,0.0,1.0,100.0,0.0,INSUFFICIENT DATA,2026 only,Michelle Lopes Maldonado,D,,False,False,False
H0336,Affordable Housing,Official LIS subject,,,,,,,,,Nadarius E. Clark,D,1.0,0.0,1.0,100.0,0.0,INSUFFICIENT DATA,2026 only,Nadarius E. Clark,D,,False,False,False
H0389,Affordable Housing,Official LIS subject,,,,,,,,,Nicole Cole,D,1.0,0.0,1.0,100.0,0.0,INSUFFICIENT DATA,2026 only,Nicole Cole,D,,False,False,False
H0219,Affordable Housing,Official LIS subject,,,,,,,,,Patrick A. Hope,D,1.0,0.0,1.0,100.0,0.0,INSUFFICIENT DATA,2026 only,Patrick A. Hope,D,,False,False,False
H0281,Affordable Housing,Official LIS subject,,,,,,,,,Paul E. Krizek,D,2.0,0.0,2.0,100.0,0.0,INSUFFICIENT DATA,2026 only,Paul E. Krizek,D,,False,False,False
H0366,Affordable Housing,Official LIS subject,,,,,,,,,Phil M. Hernandez,D,3.0,0.0,3.0,100.0,0.0,INSUFFICIENT DATA,2026 only,Phil M. Hernandez,D,,False,False,False
H0356,Affordable Housing,Official LIS subject,,,,,,,,,Rae Cousins,D,1.0,0.0,1.0,100.0,0.0,INSUFFICIENT DATA,2026 only,Rae Cousins,D,,False,False,False
H0269,Affordable Housing,Official LIS subject,,,,,,,,,"Richard C. ""Rip"" Sullivan, Jr.",D,1.0,0.0,1.0,100.0,0.0,INSUFFICIENT DATA,2026 only,"Richard C. ""Rip"" Sullivan, Jr.",D,,False,False,False
H0327,Affordable Housing,Official LIS subject,,,,,,,,,Rodney T. Willett,D,1.0,0.0,1.0,100.0,0.0,INSUFFICIENT DATA,2026 only,Rodney T. Willett,D,,False,False,False
H0365,Affordable Housing,Official LIS subject,,,,,,,,,"Rozia A. Henson, Jr.",D,1.0,0.0,1.0,100.0,0.0,INSUFFICIENT DATA,2026 only,"Rozia A. Henson, Jr.",D,,False,False,False
H0266,Affordable Housing,Official LIS subject,,,,,,,,,Sam Rasoul,D,1.0,0.0,1.0,100.0,0.0,INSUFFICIENT DATA,2026 only,Sam Rasoul,D,,False,False,False
H0323,Affordable Housing,Official LIS subject,,,,,,,,,Shelly A. Simonds,D,1.0,0.0,1.0,100.0,0.0,INSUFFICIENT DATA,2026 only,Shelly A. Simonds,D,,False,False,False
H0388,Affordable Housing,Official LIS subject,,,,,,,,,Stacey Annie Carroll,D,3.0,0.0,3.0,100.0,0.0,INSUFFICIENT DATA,2026 only,Stacey Annie Carroll,D,,False,False,False
H0400,Affordable Housing,Official LIS subject,,,,,,,,,Virgil Thornton,D,1.0,0.0,1.0,100.0,0.0,INSUFFICIENT DATA,2026 only,Virgil Thornton,D,,False,False,False
H0108,Affordable Housing,Official LIS subject,,,,,,,,,Vivian E. Watts,D,1.0,0.0,1.0,100.0,0.0,INSUFFICIENT DATA,2026 only,Vivian E. Watts,D,,False,False,False
H0345,Affordable Housing,Official LIS subject,,,,,,,,,Anne Ferrell Tata,R,0.0,1.0,1.0,0.0,100.0,INSUFFICIENT DATA,2026 only,Anne Ferrell Tata,R,,False,False,False
H0206,Affordable Housing,Official LIS subject,,,,,,,,,Barry D. Knight,R,0.0,0.0,0.0,0.0,0.0,INSUFFICIENT DATA,2026 only,Barry D. Knight,R,,False,False,False
H0329,Affordable Housing,Official LIS subject,,,,,,,,,Bill Wiley,R,0.0,3.0,3.0,0.0,100.0,INSUFFICIENT DATA,2026 only,Bill Wiley,R,,False,False,False
H0321,Affordable Housing,Official LIS subject,,,,,,,,,Chris S. Runion,R,0.0,1.0,1.0,0.0,100.0,INSUFFICIENT DATA,2026 only,Chris S. Runion,R,,False,False,False
H0350,Affordable Housing,Official LIS subject,,,,,,,,,Ellen H. McLaughlin,R,0.0,2.0,2.0,0.0,100.0,INSUFFICIENT DATA,2026 only,Ellen H. McLaughlin,R,,False,False,False
H0384,Affordable Housing,Official LIS subject,,,,,,,,,Eric Phillips,R,0.0,1.0,1.0,0.0,100.0,INSUFFICIENT DATA,2026 only,Eric Phillips,R,,False,False,False
H0383,Affordable Housing,Official LIS subject,,,,,,,,,Eric R. Zehr,R,0.0,1.0,1.0,0.0,100.0,INSUFFICIENT DATA,2026 only,Eric R. Zehr,R,,False,False,False
H0347,Affordable Housing,Official LIS subject,,,,,,,,,"H. Otto Wachsmann, Jr.",R,0.0,1.0,1.0,0.0,100.0,INSUFFICIENT DATA,2026 only,"H. Otto Wachsmann, Jr.",R,,False,False,False
H0369,Affordable Housing,Official LIS subject,,,,,,,,,Hillary Pugh Kent,R,0.0,1.0,1.0,0.0,100.0,INSUFFICIENT DATA,2026 only,Hillary Pugh Kent,R,,False,False,False
H0259,Affordable Housing,Official LIS subject,,,,,,,,,"Hyland F. ""Buddy"" Fowler, Jr.",R,0.0,2.0,2.0,0.0,100.0,INSUFFICIENT DATA,2026 only,"Hyland F. ""Buddy"" Fowler, Jr.",R,,False,False,False
H0242,Affordable Housing,Official LIS subject,,,,,,,,,Israel D. O'Quinn,R,0.0,1.0,1.0,0.0,100.0,INSUFFICIENT DATA,2026 only,Israel D. O'Quinn,R,,False,False,False
H0262,Affordable Housing,Official LIS subject,,,,,,,,,"James A. ""Jay"" Leftwich",R,0.0,1.0,1.0,0.0,100.0,INSUFFICIENT DATA,2026 only,"James A. ""Jay"" Leftwich",R,,False,False,False
H0224,Affordable Housing,Official LIS subject,,,,,,,,,James W. Morefield,R,0.0,2.0,2.0,0.0,100.0,INSUFFICIENT DATA,2026 only,James W. Morefield,R,,False,False,False
H0333,Affordable Housing,Official LIS subject,,,,,,,,,Jason S. Ballard,R,0.0,1.0,1.0,0.0,100.0,INSUFFICIENT DATA,2026 only,Jason S. Ballard,R,,False,False,False
H0308,Affordable Housing,Official LIS subject,,,,,,,,,Joseph P. McNamara,R,0.0,1.0,1.0,0.0,100.0,INSUFFICIENT DATA,2026 only,Joseph P. McNamara,R,,False,False,False
H0398,Affordable Housing,Official LIS subject,,,,,,,,,Justin Pence,R,0.0,1.0,1.0,0.0,100.0,INSUFFICIENT DATA,2026 only,Justin Pence,R,,False,False,False
H0394,Affordable Housing,Official LIS subject,,,,,,,,,Karen Hamilton,R,0.0,1.0,1.0,0.0,100.0,INSUFFICIENT DATA,2026 only,Karen Hamilton,R,,False,False,False
H0238,Affordable Housing,Official LIS subject,,,,,,,,,M. Keith Hodges,R,0.0,1.0,1.0,0.0,100.0,INSUFFICIENT DATA,2026 only,M. Keith Hodges,R,,False,False,False
H0401,Affordable Housing,Official LIS subject,,,,,,,,,Madison Whittle,R,0.0,1.0,1.0,0.0,100.0,INSUFFICIENT DATA,2026 only,Madison Whittle,R,,False,False,False
H0247,Affordable Housing,Official LIS subject,,,,,,,,,Michael J. Webert,R,0.0,1.0,1.0,0.0,100.0,INSUFFICIENT DATA,2026 only,Michael J. Webert,R,,False,False,False
H0335,Affordable Housing,Official LIS subject,,,,,,,,,Mike A. Cherry,R,0.0,1.0,1.0,0.0,100.0,INSUFFICIENT DATA,2026 only,Mike A. Cherry,R,,False,False,False
H0390,Affordable Housing,Official LIS subject,,,,,,,,,Mitchell Cornett,R,0.0,1.0,1.0,0.0,100.0,INSUFFICIENT DATA,2026 only,Mitchell Cornett,R,,False,False,False
H0342,Affordable Housing,Official LIS subject,,,,,,,,,Phillip A. Scott,R,0.0,1.0,1.0,0.0,100.0,INSUFFICIENT DATA,2026 only,Phillip A. Scott,R,,False,False,False
H0124,Affordable Housing,Official LIS subject,,,,,,,,,R. Lee Ware,R,0.0,1.0,1.0,0.0,100.0,INSUFFICIENT DATA,2026 only,R. Lee Ware,R,,False,False,False
H0267,Affordable Housing,Official LIS subject,,,,,,,,,"Robert S. Bloxom, Jr.",R,0.0,3.0,3.0,0.0,100.0,INSUFFICIENT DATA,2026 only,"Robert S. Bloxom, Jr.",R,,False,False,False
H0328,Affordable Housing,Official LIS subject,,,,,,,,,Scott A. Wyatt,R,0.0,1.0,1.0,0.0,100.0,INSUFFICIENT DATA,2026 only,Scott A. Wyatt,R,,False,False,False
H0056,Affordable Housing,Official LIS subject,,,,,,,,,Terry G. Kilgore,R,0.0,1.0,1.0,0.0,100.0,INSUFFICIENT DATA,2026 only,Terry G. Kilgore,R,,False,False,False
H0253,Affordable Housing,Official LIS subject,,,,,,,,,Terry L. Austin,R,0.0,3.0,3.0,0.0,100.0,INSUFFICIENT DATA,2026 only,Terry L. Austin,R,,False,False,False
H0362,Affordable Housing,Official LIS subject,,,,,,,,,"Thomas A. Garrett, Jr.",R,0.0,1.0,1.0,0.0,100.0,INSUFFICIENT DATA,2026 only,"Thomas A. Garrett, Jr.",R,,False,False,False
H0136,Affordable Housing,Official LIS subject,,,,,,,,,"Thomas C. Wright, Jr.",R,0.0,1.0,1.0,0.0,100.0,INSUFFICIENT DATA,2026 only,"Thomas C. Wright, Jr.",R,,False,False,False
H0364,Affordable Housing,Official LIS subject,,,,,,,,,Timothy P. Griffin,R,0.0,1.0,1.0,0.0,100.0,INSUFFICIENT DATA,2026 only,Timothy P. Griffin,R,,False,False,False
H0231,Affordable Housing,Official LIS subject,,,,,,,,,Tony O. Wilt,R,0.0,1.0,1.0,0.0,100.0,INSUFFICIENT DATA,2026 only,Tony O. Wilt,R,,False,False,False
H0325,Affordable Housing,Official LIS subject,,,,,,,,,Wendell S. Walker,R,0.0,1.0,1.0,0.0,100.0,INSUFFICIENT DATA,2026 only,Wendell S. Walker,R,,False,False,False
H0357,Affordable Housing,Official LIS subject,,,,,,,,,Will Davis,R,0.0,1.0,1.0,0.0,100.0,INSUFFICIENT DATA,2026 only,Will Davis,R,,False,False,False
H0348,Affordable Housing,Official LIS subject,,,,,,,,,Wren M. Williams,R,0.0,1.0,1.0,0.0,100.0,INSUFFICIENT DATA,2026 only,Wren M. Williams,R,,False,False,False
H0406,Agriculture and Food,Derived from LIS bill description,,,,,,,,,Kirk McPike,D,8.0,0.0,8.0,100.0,0.0,INSUFFICIENT DATA,2026 only,Kirk McPike,D,,False,False,False
H0402,Agriculture and Food,Derived from LIS bill description,,,,,,,,,Charlie Schmidt,D,16.0,0.0,16.0,100.0,0.0,YES,2026 only,Charlie Schmidt,D,,False,False,False
H0297,Agriculture and Food,Derived from LIS bill description,,,,,,,,,Elizabeth R. Guzman,D,18.0,0.0,18.0,100.0,0.0,YES,2026 only,Elizabeth R. Guzman,D,,False,False,False
H0403,Agriculture and Food,Derived from LIS bill description,,,,,,,,,Gretchen M. Bulova,D,18.0,0.0,18.0,100.0,0.0,YES,2026 only,Gretchen M. Bulova,D,,False,False,False
H0386,Agriculture and Food,Derived from LIS bill description,,,,,,,,,Jessica L. Anderson,D,21.0,0.0,21.0,100.0,0.0,YES,2026 only,Jessica L. Anderson,D,,False,False,False
H0395,Agriculture and Food,Derived from LIS bill description,,,,,,,,,John Chilton McAuliff,D,31.0,0.0,31.0,100.0,0.0,YES,2026 only,John Chilton McAuliff,D,,False,False,False
H0387,Agriculture and Food,Derived from LIS bill description,,,,,,,,,"Karen R. ""Kacey"" Carnegie",D,16.0,0.0,16.0,100.0,0.0,YES,2026 only,"Karen R. ""Kacey"" Carnegie",D,,False,False,False
H0399,Agriculture and Food,Derived from LIS bill description,,,,,,,,,Kimberly Pope Adams,D,25.0,0.0,25.0,100.0,0.0,YES,2026 only,Kimberly Pope Adams,D,,False,False,False
H0396,Agriculture and Food,Derived from LIS bill description,,,,,,,,,Leslie Chambers Mehta,D,18.0,0.0,18.0,100.0,0.0,YES,2026 only,Leslie Chambers Mehta,D,,False,False,False
H0393,Agriculture and Food,Derived from LIS bill description,,,,,,,,,Lily V. Franklin,D,26.0,0.0,26.0,100.0,0.0,YES,2026 only,Lily V. Franklin,D,,False,False,False
H0391,Agriculture and Food,Derived from LIS bill description,,,,,,,,,Lindsey Dougherty,D,18.0,0.0,18.0,100.0,0.0,YES,2026 only,Lindsey Dougherty,D,,False,False,False
H0404,Agriculture and Food,Derived from LIS bill description,,,,,,,,,Margaret A. Franklin,D,18.0,0.0,18.0,100.0,0.0,YES,2026 only,Margaret A. Franklin,D,,False,False,False
H0397,Agriculture and Food,Derived from LIS bill description,,,,,,,,,May Nivar,D,20.0,0.0,20.0,100.0,0.0,YES,2026 only,May Nivar,D,,False,False,False
H0389,Agriculture and Food,Derived from LIS bill description,,,,,,,,,Nicole Cole,D,19.0,0.0,19.0,100.0,0.0,YES,2026 only,Nicole Cole,D,,False,False,False
H0388,Agriculture and Food,Derived from LIS bill description,,,,,,,,,Stacey Annie Carroll,D,16.0,0.0,16.0,100.0,0.0,YES,2026 only,Stacey Annie Carroll,D,,False,False,False
H0400,Agriculture and Food,Derived from LIS bill description,,,,,,,,,Virgil Thornton,D,32.0,1.0,33.0,96.96969696969697,3.0303030303030303,YES,2026 only,Virgil Thornton,D,,False,False,False
H0392,Agriculture and Food,Derived from LIS bill description,,,,,,,,,Mark C. Downey,D,21.0,1.0,22.0,95.45454545454545,4.545454545454546,YES,2026 only,Mark C. Downey,D,,False,False,False
H0405,Agriculture and Food,Derived from LIS bill description,,,,,,,,,Garrett McGuire,D,20.0,1.0,21.0,95.23809523809523,4.761904761904762,YES,2026 only,Garrett McGuire,D,,False,False,False
H0398,Agriculture and Food,Derived from LIS bill description,,,,,,,,,Justin Pence,R,13.0,3.0,16.0,81.25,18.75,YES,2026 only,Justin Pence,R,,False,False,False
H0401,Agriculture and Food,Derived from LIS bill description,,,,,,,,,Madison Whittle,R,13.0,4.0,17.0,76.47058823529412,23.52941176470588,YES,2026 only,Madison Whittle,R,,False,False,False
H0390,Agriculture and Food,Derived from LIS bill description,,,,,,,,,Mitchell Cornett,R,12.0,5.0,17.0,70.58823529411765,29.411764705882355,YES,2026 only,Mitchell Cornett,R,,False,False,False
H0394,Agriculture and Food,Derived from LIS bill description,,,,,,,,,Karen Hamilton,R,10.0,5.0,15.0,66.66666666666666,33.33333333333333,YES,2026 only,Karen Hamilton,R,,False,False,False
H0375,Alcoholic Beverage and Cannabis Control,Official LIS subject,,,,,,,,,Adele Y. McClure,D,2.0,0.0,2.0,100.0,0.0,INSUFFICIENT DATA,2026 only,Adele Y. McClure,D,,False,False,False
H0311,Alcoholic Beverage and Cannabis Control,Official LIS subject,,,,,,,,,Alex Q. Askew,D,1.0,0.0,1.0,100.0,0.0,INSUFFICIENT DATA,2026 only,Alex Q. Askew,D,,False,False,False
H0239,Alcoholic Beverage and Cannabis Control,Official LIS subject,,,,,,,,,Alfonso H. Lopez,D,1.0,0.0,1.0,100.0,0.0,INSUFFICIENT DATA,2026 only,Alfonso H. Lopez,D,,False,False,False
H0371,Alcoholic Beverage and Cannabis Control,Official LIS subject,,,,,,,,,Amy J. Laufer,D,1.0,0.0,1.0,100.0,0.0,INSUFFICIENT DATA,2026 only,Amy J. Laufer,D,,False,False,False
H0345,Alcoholic Beverage and Cannabis Control,Official LIS subject,,,,,,,,,Anne Ferrell Tata,R,1.0,0.0,1.0,100.0,0.0,INSUFFICIENT DATA,2026 only,Anne Ferrell Tata,R,,False,False,False
H0380,Alcoholic Beverage and Cannabis Control,Official LIS subject,,,,,,,,,Atoosa R. Reaser,D,2.0,0.0,2.0,100.0,0.0,INSUFFICIENT DATA,2026 only,Atoosa R. Reaser,D,,False,False,False
H0212,Alcoholic Beverage and Cannabis Control,Official LIS subject,,,,,,,,,Betsy B. Carr,D,2.0,0.0,2.0,100.0,0.0,INSUFFICIENT DATA,2026 only,Betsy B. Carr,D,,False,False,False
H0329,Alcoholic Beverage and Cannabis Control,Official LIS subject,,,,,,,,,Bill Wiley,R,2.0,0.0,2.0,100.0,0.0,INSUFFICIENT DATA,2026 only,Bill Wiley,R,,False,False,False
H0353,Alcoholic Beverage and Cannabis Control,Official LIS subject,,,,,,,,,Bonita G. Anthony,D,1.0,0.0,1.0,100.0,0.0,INSUFFICIENT DATA,2026 only,Bonita G. Anthony,D,,False,False,False
H0343,Alcoholic Beverage and Cannabis Control,Official LIS subject,,,,,,,,,Briana D. Sewell,D,1.0,0.0,1.0,100.0,0.0,INSUFFICIENT DATA,2026 only,Briana D. Sewell,D,,False,False,False
H0285,Alcoholic Beverage and Cannabis Control,Official LIS subject,,,,,,,,,"C.E. Cliff Hayes, Jr.",D,1.0,0.0,1.0,100.0,0.0,INSUFFICIENT DATA,2026 only,"C.E. Cliff Hayes, Jr.",D,,False,False,False
H0402,Alcoholic Beverage and Cannabis Control,Official LIS subject,,,,,,,,,Charlie Schmidt,D,1.0,0.0,1.0,100.0,0.0,INSUFFICIENT DATA,2026 only,Charlie Schmidt,D,,False,False,False
H0208,Alcoholic Beverage and Cannabis Control,Official LIS subject,,,,,,,,,Charniele L. Herring,D,1.0,0.0,1.0,100.0,0.0,INSUFFICIENT DATA,2026 only,Charniele L. Herring,D,,False,False,False
H0321,Alcoholic Beverage and Cannabis Control,Official LIS subject,,,,,,,,,Chris S. Runion,R,1.0,0.0,1.0,100.0,0.0,INSUFFICIENT DATA,2026 only,Chris S. Runion,R,,False,False,False
H0317,Alcoholic Beverage and Cannabis Control,Official LIS subject,,,,,,,,,Dan I. Helmer,D,1.0,0.0,1.0,100.0,0.0,INSUFFICIENT DATA,2026 only,Dan I. Helmer,D,,False,False,False
H0301,Alcoholic Beverage and Cannabis Control,Official LIS subject,,,,,,,,,David A. Reid,D,1.0,0.0,1.0,100.0,0.0,INSUFFICIENT DATA,2026 only,David A. Reid,D,,False,False,False
H0361,Alcoholic Beverage and Cannabis Control,Official LIS subject,,,,,,,,,Debra D. Gardner,D,1.0,0.0,1.0,100.0,0.0,INSUFFICIENT DATA,2026 only,Debra D. Gardner,D,,False,False,False
H0207,Alcoholic Beverage and Cannabis Control,Official LIS subject,,,,,,,,,Delores L. McQuinn,D,1.0,0.0,1.0,100.0,0.0,INSUFFICIENT DATA,2026 only,Delores L. McQuinn,D,,False,False,False
H0377,Alcoholic Beverage and Cannabis Control,Official LIS subject,,,,,,,,,Delores Oates,R,1.0,0.0,1.0,100.0,0.0,INSUFFICIENT DATA,2026 only,Delores Oates,R,,False,False,False
H0322,Alcoholic Beverage and Cannabis Control,Official LIS subject,,,,,,,,,Don Scott,D,1.0,0.0,1.0,100.0,0.0,INSUFFICIENT DATA,2026 only,Don Scott,D,,False,False,False
H0297,Alcoholic Beverage and Cannabis Control,Official LIS subject,,,,,,,,,Elizabeth R. Guzman,D,1.0,0.0,1.0,100.0,0.0,INSUFFICIENT DATA,2026 only,Elizabeth R. Guzman,D,,False,False,False
H0350,Alcoholic Beverage and Cannabis Control,Official LIS subject,,,,,,,,,Ellen H. McLaughlin,R,1.0,0.0,1.0,100.0,0.0,INSUFFICIENT DATA,2026 only,Ellen H. McLaughlin,R,,False,False,False
H0384,Alcoholic Beverage and Cannabis Control,Official LIS subject,,,,,,,,,Eric Phillips,R,1.0,0.0,1.0,100.0,0.0,INSUFFICIENT DATA,2026 only,Eric Phillips,R,,False,False,False
H0383,Alcoholic Beverage and Cannabis Control,Official LIS subject,,,,,,,,,Eric R. Zehr,R,1.0,0.0,1.0,100.0,0.0,INSUFFICIENT DATA,2026 only,Eric R. Zehr,R,,False,False,False
H0405,Alcoholic Beverage and Cannabis Control,Official LIS subject,,,,,,,,,Garrett McGuire,D,1.0,0.0,1.0,100.0,0.0,INSUFFICIENT DATA,2026 only,Garrett McGuire,D,,False,False,False
H0403,Alcoholic Beverage and Cannabis Control,Official LIS subject,,,,,,,,,Gretchen M. Bulova,D,1.0,0.0,1.0,100.0,0.0,INSUFFICIENT DATA,2026 only,Gretchen M. Bulova,D,,False,False,False
H0347,Alcoholic Beverage and Cannabis Control,Official LIS subject,,,,,,,,,"H. Otto Wachsmann, Jr.",R,1.0,0.0,1.0,100.0,0.0,INSUFFICIENT DATA,2026 only,"H. Otto Wachsmann, Jr.",R,,False,False,False
H0369,Alcoholic Beverage and Cannabis Control,Official LIS subject,,,,,,,,,Hillary Pugh Kent,R,1.0,0.0,1.0,100.0,0.0,INSUFFICIENT DATA,2026 only,Hillary Pugh Kent,R,,False,False,False
H0351,Alcoholic Beverage and Cannabis Control,Official LIS subject,,,,,,,,,Holly M. Seibold,D,2.0,0.0,2.0,100.0,0.0,INSUFFICIENT DATA,2026 only,Holly M. Seibold,D,,False,False,False
H0259,Alcoholic Beverage and Cannabis Control,Official LIS subject,,,,,,,,,"Hyland F. ""Buddy"" Fowler, Jr.",R,2.0,0.0,2.0,100.0,0.0,INSUFFICIENT DATA,2026 only,"Hyland F. ""Buddy"" Fowler, Jr.",R,,False,False,False
H0344,Alcoholic Beverage and Cannabis Control,Official LIS subject,,,,,,,,,Irene Shin,D,1.0,0.0,1.0,100.0,0.0,INSUFFICIENT DATA,2026 only,Irene Shin,D,,False,False,False
H0385,Alcoholic Beverage and Cannabis Control,Official LIS subject,,,,,,,,,JJ Singh,D,1.0,0.0,1.0,100.0,0.0,INSUFFICIENT DATA,2026 only,JJ Singh,D,,False,False,False
H0349,Alcoholic Beverage and Cannabis Control,Official LIS subject,,,,,,,,,Jackie H. Glass,D,1.0,0.0,1.0,100.0,0.0,INSUFFICIENT DATA,2026 only,Jackie H. Glass,D,,False,False,False
H0262,Alcoholic Beverage and Cannabis Control,Official LIS subject,,,,,,,,,"James A. ""Jay"" Leftwich",R,1.0,0.0,1.0,100.0,0.0,INSUFFICIENT DATA,2026 only,"James A. ""Jay"" Leftwich",R,,False,False,False
H0224,Alcoholic Beverage and Cannabis Control,Official LIS subject,,,,,,,,,James W. Morefield,R,2.0,0.0,2.0,100.0,0.0,INSUFFICIENT DATA,2026 only,James W. Morefield,R,,False,False,False
H0333,Alcoholic Beverage and Cannabis Control,Official LIS subject,,,,,,,,,Jason S. Ballard,R,1.0,0.0,1.0,100.0,0.0,INSUFFICIENT DATA,2026 only,Jason S. Ballard,R,,False,False,False
H0173,Alcoholic Beverage and Cannabis Control,Official LIS subject,,,,,,,,,Jeion A. Ward,D,1.0,0.0,1.0,100.0,0.0,INSUFFICIENT DATA,2026 only,Jeion A. Ward,D,,False,False,False
H0386,Alcoholic Beverage and Cannabis Control,Official LIS subject,,,,,,,,,Jessica L. Anderson,D,1.0,0.0,1.0,100.0,0.0,INSUFFICIENT DATA,2026 only,Jessica L. Anderson,D,,False,False,False
H0395,Alcoholic Beverage and Cannabis Control,Official LIS subject,,,,,,,,,John Chilton McAuliff,D,1.0,0.0,1.0,100.0,0.0,INSUFFICIENT DATA,2026 only,John Chilton McAuliff,D,,False,False,False
H0308,Alcoholic Beverage and Cannabis Control,Official LIS subject,,,,,,,,,Joseph P. McNamara,R,1.0,0.0,1.0,100.0,0.0,INSUFFICIENT DATA,2026 only,Joseph P. McNamara,R,,False,False,False
H0382,Alcoholic Beverage and Cannabis Control,Official LIS subject,,,,,,,,,Joshua E. Thomas,D,1.0,0.0,1.0,100.0,0.0,INSUFFICIENT DATA,2026 only,Joshua E. Thomas,D,,False,False,False
H0314,Alcoholic Beverage and Cannabis Control,Official LIS subject,,,,,,,,,Joshua G. Cole,D,2.0,0.0,2.0,100.0,0.0,INSUFFICIENT DATA,2026 only,Joshua G. Cole,D,,False,False,False
H0398,Alcoholic Beverage and Cannabis Control,Official LIS subject,,,,,,,,,Justin Pence,R,1.0,0.0,1.0,100.0,0.0,INSUFFICIENT DATA,2026 only,Justin Pence,R,,False,False,False
H0394,Alcoholic Beverage and Cannabis Control,Official LIS subject,,,,,,,,,Karen Hamilton,R,1.0,0.0,1.0,100.0,0.0,INSUFFICIENT DATA,2026 only,Karen Hamilton,R,,False,False,False
H0370,Alcoholic Beverage and Cannabis Control,Official LIS subject,,,,,,,,,Karen Keys-Gamarra,D,1.0,0.0,1.0,100.0,0.0,INSUFFICIENT DATA,2026 only,Karen Keys-Gamarra,D,,False,False,False
H0387,Alcoholic Beverage and Cannabis Control,Official LIS subject,,,,,,,,,"Karen R. ""Kacey"" Carnegie",D,1.0,0.0,1.0,100.0,0.0,INSUFFICIENT DATA,2026 only,"Karen R. ""Kacey"" Carnegie",D,,False,False,False
H0294,Alcoholic Beverage and Cannabis Control,Official LIS subject,,,,,,,,,Karrie K. Delaney,D,2.0,0.0,2.0,100.0,0.0,INSUFFICIENT DATA,2026 only,Karrie K. Delaney,D,,False,False,False
H0305,Alcoholic Beverage and Cannabis Control,Official LIS subject,,,,,,,,,Kathy K.L. Tran,D,1.0,0.0,1.0,100.0,0.0,INSUFFICIENT DATA,2026 only,Kathy K.L. Tran,D,,False,False,False
H0354,Alcoholic Beverage and Cannabis Control,Official LIS subject,,,,,,,,,Katrina Callsen,D,2.0,0.0,2.0,100.0,0.0,INSUFFICIENT DATA,2026 only,Katrina Callsen,D,,False,False,False
H0399,Alcoholic Beverage and Cannabis Control,Official LIS subject,,,,,,,,,Kimberly Pope Adams,D,1.0,0.0,1.0,100.0,0.0,INSUFFICIENT DATA,2026 only,Kimberly Pope Adams,D,,False,False,False
H0406,Alcoholic Beverage and Cannabis Control,Official LIS subject,,,,,,,,,Kirk McPike,D,1.0,0.0,1.0,100.0,0.0,INSUFFICIENT DATA,2026 only,Kirk McPike,D,,False,False,False
H0355,Alcoholic Beverage and Cannabis Control,Official LIS subject,,,,,,,,,Laura Jane Cohen,D,1.0,0.0,1.0,100.0,0.0,INSUFFICIENT DATA,2026 only,Laura Jane Cohen,D,,False,False,False
H0396,Alcoholic Beverage and Cannabis Control,Official LIS subject,,,,,,,,,Leslie Chambers Mehta,D,1.0,0.0,1.0,100.0,0.0,INSUFFICIENT DATA,2026 only,Leslie Chambers Mehta,D,,False,False,False
H0393,Alcoholic Beverage and Cannabis Control,Official LIS subject,,,,,,,,,Lily V. Franklin,D,2.0,0.0,2.0,100.0,0.0,INSUFFICIENT DATA,2026 only,Lily V. Franklin,D,,False,False,False
H0391,Alcoholic Beverage and Cannabis Control,Official LIS subject,,,,,,,,,Lindsey Dougherty,D,1.0,0.0,1.0,100.0,0.0,INSUFFICIENT DATA,2026 only,Lindsey Dougherty,D,,False,False,False
