member_id,MBR_NAME,party,Subject_Id,Subject_Name,subject_vote_events,eligible_subject_events,party_break_events,cross_party_events,cross_party_pct,party_break_pct
H0357,Will Davis,R,1282,Uncodified Legislation,6,6,2,2,33.33333333333333,33.33333333333333
H0384,Eric Phillips,R,1282,Uncodified Legislation,6,6,2,2,33.33333333333333,33.33333333333333
H0329,Bill Wiley,R,1282,Uncodified Legislation,8,8,2,2,25.0,25.0
H0348,Wren M. Williams,R,1282,Uncodified Legislation,13,8,2,2,25.0,15.384615384615385
H0308,Joseph P. McNamara,R,117,Constitutional Amendments,9,9,2,2,22.22222222222222,22.22222222222222
H0124,R. Lee Ware,R,428,"Study Commissions, Committees, and Reports",10,10,2,2,20.0,20.0
H0347,"H. Otto Wachsmann, Jr.",R,428,"Study Commissions, Committees, and Reports",10,10,2,2,20.0,20.0
H0357,Will Davis,R,428,"Study Commissions, Committees, and Reports",10,10,2,2,20.0,20.0
H0384,Eric Phillips,R,428,"Study Commissions, Committees, and Reports",10,10,2,2,20.0,20.0
H0333,Jason S. Ballard,R,1282,Uncodified Legislation,11,11,2,2,18.181818181818183,18.181818181818183
H0329,Bill Wiley,R,428,"Study Commissions, Committees, and Reports",12,12,2,2,16.666666666666664,16.666666666666664
H0348,Wren M. Williams,R,428,"Study Commissions, Committees, and Reports",16,13,2,2,15.384615384615385,12.5
H0333,Jason S. Ballard,R,428,"Study Commissions, Committees, and Reports",14,14,2,2,14.285714285714285,14.285714285714285
H0056,Terry G. Kilgore,R,1050,Solar Energy,1,1,1,1,100.0,100.0
H0056,Terry G. Kilgore,R,122,"Counties, Cities, and Towns",1,1,1,1,100.0,100.0
H0056,Terry G. Kilgore,R,831,Land Development and Use,1,1,1,1,100.0,100.0
H0124,R. Lee Ware,R,1050,Solar Energy,1,1,1,1,100.0,100.0
H0124,R. Lee Ware,R,122,"Counties, Cities, and Towns",1,1,1,1,100.0,100.0
H0124,R. Lee Ware,R,831,Land Development and Use,1,1,1,1,100.0,100.0
H0224,James W. Morefield,R,1050,Solar Energy,2,1,1,1,100.0,50.0
H0224,James W. Morefield,R,122,"Counties, Cities, and Towns",2,1,1,1,100.0,50.0
H0224,James W. Morefield,R,831,Land Development and Use,2,1,1,1,100.0,50.0
H0238,M. Keith Hodges,R,1050,Solar Energy,2,1,1,1,100.0,50.0
H0238,M. Keith Hodges,R,122,"Counties, Cities, and Towns",2,1,1,1,100.0,50.0
H0238,M. Keith Hodges,R,831,Land Development and Use,2,1,1,1,100.0,50.0
H0247,Michael J. Webert,R,1050,Solar Energy,1,1,1,1,100.0,100.0
H0247,Michael J. Webert,R,122,"Counties, Cities, and Towns",1,1,1,1,100.0,100.0
H0247,Michael J. Webert,R,831,Land Development and Use,1,1,1,1,100.0,100.0
H0259,"Hyland F. ""Buddy"" Fowler, Jr.",R,1050,Solar Energy,1,1,1,1,100.0,100.0
H0259,"Hyland F. ""Buddy"" Fowler, Jr.",R,122,"Counties, Cities, and Towns",1,1,1,1,100.0,100.0
H0259,"Hyland F. ""Buddy"" Fowler, Jr.",R,831,Land Development and Use,1,1,1,1,100.0,100.0
H0267,"Robert S. Bloxom, Jr.",R,1050,Solar Energy,1,1,1,1,100.0,100.0
H0267,"Robert S. Bloxom, Jr.",R,122,"Counties, Cities, and Towns",1,1,1,1,100.0,100.0
H0267,"Robert S. Bloxom, Jr.",R,831,Land Development and Use,1,1,1,1,100.0,100.0
