year,member_id,MBR_NAME,party,topic_name,classification,topic_vote_events,yes_votes,no_votes,directional_topic_votes,voting_tendency,yes_pct,no_pct
2026,H0333,Jason S. Ballard,R,Administration of Government,Official LIS subject,4,3,1,4,INSUFFICIENT DATA,75.0,25.0
2026,H0348,Wren M. Williams,R,Administration of Government,Official LIS subject,5,2,1,3,INSUFFICIENT DATA,66.66666666666666,33.33333333333333
2026,H0350,Ellen H. McLaughlin,R,Administration of Government,Official LIS subject,2,1,1,2,INSUFFICIENT DATA,50.0,50.0
2026,H0259,"Hyland F. ""Buddy"" Fowler, Jr.",R,Administration of Government,Official LIS subject,2,1,1,2,INSUFFICIENT DATA,50.0,50.0
2026,H0242,Israel D. O'Quinn,R,Administration of Government,Official LIS subject,4,2,2,4,INSUFFICIENT DATA,50.0,50.0
2026,H0238,M. Keith Hodges,R,Administration of Government,Official LIS subject,2,1,1,2,INSUFFICIENT DATA,50.0,50.0
2026,H0401,Madison Whittle,R,Administration of Government,Official LIS subject,2,1,1,2,INSUFFICIENT DATA,50.0,50.0
2026,H0335,Mike A. Cherry,R,Administration of Government,Official LIS subject,2,1,1,2,INSUFFICIENT DATA,50.0,50.0
2026,H0253,Terry L. Austin,R,Administration of Government,Official LIS subject,2,1,1,2,INSUFFICIENT DATA,50.0,50.0
2026,H0345,Anne Ferrell Tata,R,Administration of Government,Official LIS subject,2,0,2,2,INSUFFICIENT DATA,0.0,100.0
2026,H0206,Barry D. Knight,R,Administration of Government,Official LIS subject,1,0,0,0,INSUFFICIENT DATA,0.0,0.0
2026,H0321,Chris S. Runion,R,Administration of Government,Official LIS subject,4,0,4,4,INSUFFICIENT DATA,0.0,100.0
2026,H0377,Delores Oates,R,Administration of Government,Official LIS subject,2,0,2,2,INSUFFICIENT DATA,0.0,100.0
2026,H0383,Eric R. Zehr,R,Administration of Government,Official LIS subject,2,0,2,2,INSUFFICIENT DATA,0.0,100.0
2026,H0369,Hillary Pugh Kent,R,Administration of Government,Official LIS subject,2,0,2,2,INSUFFICIENT DATA,0.0,100.0
2026,H0262,"James A. ""Jay"" Leftwich",R,Administration of Government,Official LIS subject,2,0,2,2,INSUFFICIENT DATA,0.0,100.0
2026,H0308,Joseph P. McNamara,R,Administration of Government,Official LIS subject,2,0,2,2,INSUFFICIENT DATA,0.0,100.0
2026,H0398,Justin Pence,R,Administration of Government,Official LIS subject,2,0,2,2,INSUFFICIENT DATA,0.0,100.0
2026,H0394,Karen Hamilton,R,Administration of Government,Official LIS subject,2,0,2,2,INSUFFICIENT DATA,0.0,100.0
2026,H0247,Michael J. Webert,R,Administration of Government,Official LIS subject,4,0,4,4,INSUFFICIENT DATA,0.0,100.0
2026,H0390,Mitchell Cornett,R,Administration of Government,Official LIS subject,2,0,2,2,INSUFFICIENT DATA,0.0,100.0
2026,H0342,Phillip A. Scott,R,Administration of Government,Official LIS subject,2,0,2,2,INSUFFICIENT DATA,0.0,100.0
2026,H0328,Scott A. Wyatt,R,Administration of Government,Official LIS subject,2,0,2,2,INSUFFICIENT DATA,0.0,100.0
2026,H0362,"Thomas A. Garrett, Jr.",R,Administration of Government,Official LIS subject,2,0,1,1,INSUFFICIENT DATA,0.0,100.0
2026,H0136,"Thomas C. Wright, Jr.",R,Administration of Government,Official LIS subject,2,0,1,1,INSUFFICIENT DATA,0.0,100.0
2026,H0364,Timothy P. Griffin,R,Administration of Government,Official LIS subject,2,0,2,2,INSUFFICIENT DATA,0.0,100.0
2026,H0231,Tony O. Wilt,R,Administration of Government,Official LIS subject,5,0,5,5,INSUFFICIENT DATA,0.0,100.0
2026,H0325,Wendell S. Walker,R,Administration of Government,Official LIS subject,2,0,2,2,INSUFFICIENT DATA,0.0,100.0
2026,H0375,Adele Y. McClure,D,Affordable Housing,Official LIS subject,2,2,0,2,INSUFFICIENT DATA,100.0,0.0
2026,H0311,Alex Q. Askew,D,Affordable Housing,Official LIS subject,1,1,0,1,INSUFFICIENT DATA,100.0,0.0
2026,H0239,Alfonso H. Lopez,D,Affordable Housing,Official LIS subject,1,1,0,1,INSUFFICIENT DATA,100.0,0.0
2026,H0371,Amy J. Laufer,D,Affordable Housing,Official LIS subject,1,1,0,1,INSUFFICIENT DATA,100.0,0.0
2026,H0380,Atoosa R. Reaser,D,Affordable Housing,Official LIS subject,2,2,0,2,INSUFFICIENT DATA,100.0,0.0
2026,H0212,Betsy B. Carr,D,Affordable Housing,Official LIS subject,3,3,0,3,INSUFFICIENT DATA,100.0,0.0
2026,H0353,Bonita G. Anthony,D,Affordable Housing,Official LIS subject,1,1,0,1,INSUFFICIENT DATA,100.0,0.0
2026,H0343,Briana D. Sewell,D,Affordable Housing,Official LIS subject,1,1,0,1,INSUFFICIENT DATA,100.0,0.0
2026,H0285,"C.E. Cliff Hayes, Jr.",D,Affordable Housing,Official LIS subject,1,1,0,1,INSUFFICIENT DATA,100.0,0.0
2026,H0402,Charlie Schmidt,D,Affordable Housing,Official LIS subject,1,1,0,1,INSUFFICIENT DATA,100.0,0.0
2026,H0208,Charniele L. Herring,D,Affordable Housing,Official LIS subject,1,1,0,1,INSUFFICIENT DATA,100.0,0.0
2026,H0317,Dan I. Helmer,D,Affordable Housing,Official LIS subject,1,1,0,1,INSUFFICIENT DATA,100.0,0.0
2026,H0301,David A. Reid,D,Affordable Housing,Official LIS subject,1,1,0,1,INSUFFICIENT DATA,100.0,0.0
2026,H0361,Debra D. Gardner,D,Affordable Housing,Official LIS subject,1,1,0,1,INSUFFICIENT DATA,100.0,0.0
2026,H0207,Delores L. McQuinn,D,Affordable Housing,Official LIS subject,1,1,0,1,INSUFFICIENT DATA,100.0,0.0
2026,H0377,Delores Oates,R,Affordable Housing,Official LIS subject,1,1,0,1,INSUFFICIENT DATA,100.0,0.0
2026,H0372,Destiny LeVere Bolling,D,Affordable Housing,Official LIS subject,1,1,0,1,INSUFFICIENT DATA,100.0,0.0
2026,H0322,Don Scott,D,Affordable Housing,Official LIS subject,1,1,0,1,INSUFFICIENT DATA,100.0,0.0
2026,H0334,Elizabeth B. Bennett-Parker,D,Affordable Housing,Official LIS subject,1,1,0,1,INSUFFICIENT DATA,100.0,0.0
2026,H0297,Elizabeth R. Guzman,D,Affordable Housing,Official LIS subject,3,3,0,3,INSUFFICIENT DATA,100.0,0.0
2026,H0405,Garrett McGuire,D,Affordable Housing,Official LIS subject,1,1,0,1,INSUFFICIENT DATA,100.0,0.0
2026,H0403,Gretchen M. Bulova,D,Affordable Housing,Official LIS subject,1,1,0,1,INSUFFICIENT DATA,100.0,0.0
2026,H0351,Holly M. Seibold,D,Affordable Housing,Official LIS subject,2,2,0,2,INSUFFICIENT DATA,100.0,0.0
2026,H0344,Irene Shin,D,Affordable Housing,Official LIS subject,1,1,0,1,INSUFFICIENT DATA,100.0,0.0
2026,H0385,JJ Singh,D,Affordable Housing,Official LIS subject,1,1,0,1,INSUFFICIENT DATA,100.0,0.0
2026,H0349,Jackie H. Glass,D,Affordable Housing,Official LIS subject,1,1,0,1,INSUFFICIENT DATA,100.0,0.0
2026,H0173,Jeion A. Ward,D,Affordable Housing,Official LIS subject,1,1,0,1,INSUFFICIENT DATA,100.0,0.0
2026,H0386,Jessica L. Anderson,D,Affordable Housing,Official LIS subject,1,1,0,1,INSUFFICIENT DATA,100.0,0.0
2026,H0395,John Chilton McAuliff,D,Affordable Housing,Official LIS subject,1,1,0,1,INSUFFICIENT DATA,100.0,0.0
2026,H0382,Joshua E. Thomas,D,Affordable Housing,Official LIS subject,1,1,0,1,INSUFFICIENT DATA,100.0,0.0
2026,H0314,Joshua G. Cole,D,Affordable Housing,Official LIS subject,2,2,0,2,INSUFFICIENT DATA,100.0,0.0
2026,H0370,Karen Keys-Gamarra,D,Affordable Housing,Official LIS subject,1,1,0,1,INSUFFICIENT DATA,100.0,0.0
2026,H0387,"Karen R. ""Kacey"" Carnegie",D,Affordable Housing,Official LIS subject,1,1,0,1,INSUFFICIENT DATA,100.0,0.0
2026,H0294,Karrie K. Delaney,D,Affordable Housing,Official LIS subject,2,2,0,2,INSUFFICIENT DATA,100.0,0.0
2026,H0305,Kathy K.L. Tran,D,Affordable Housing,Official LIS subject,1,1,0,1,INSUFFICIENT DATA,100.0,0.0
2026,H0354,Katrina Callsen,D,Affordable Housing,Official LIS subject,2,2,0,2,INSUFFICIENT DATA,100.0,0.0
2026,H0295,Kelly K. Convirs-Fowler,D,Affordable Housing,Official LIS subject,1,1,0,1,INSUFFICIENT DATA,100.0,0.0
2026,H0399,Kimberly Pope Adams,D,Affordable Housing,Official LIS subject,1,1,0,1,INSUFFICIENT DATA,100.0,0.0
2026,H0355,Laura Jane Cohen,D,Affordable Housing,Official LIS subject,1,1,0,1,INSUFFICIENT DATA,100.0,0.0
2026,H0396,Leslie Chambers Mehta,D,Affordable Housing,Official LIS subject,1,1,0,1,INSUFFICIENT DATA,100.0,0.0
2026,H0393,Lily V. Franklin,D,Affordable Housing,Official LIS subject,3,3,0,3,INSUFFICIENT DATA,100.0,0.0
2026,H0391,Lindsey Dougherty,D,Affordable Housing,Official LIS subject,1,1,0,1,INSUFFICIENT DATA,100.0,0.0
2026,H0227,Luke E. Torian,D,Affordable Housing,Official LIS subject,2,2,0,2,INSUFFICIENT DATA,100.0,0.0
2026,H0284,"Marcia S. ""Cia"" Price",D,Affordable Housing,Official LIS subject,3,3,0,3,INSUFFICIENT DATA,100.0,0.0
2026,H0264,Marcus B. Simon,D,Affordable Housing,Official LIS subject,3,3,0,3,INSUFFICIENT DATA,100.0,0.0
2026,H0404,Margaret A. Franklin,D,Affordable Housing,Official LIS subject,1,1,0,1,INSUFFICIENT DATA,100.0,0.0
2026,H0392,Mark C. Downey,D,Affordable Housing,Official LIS subject,1,1,0,1,INSUFFICIENT DATA,100.0,0.0
2026,H0374,Marty Martinez,D,Affordable Housing,Official LIS subject,1,1,0,1,INSUFFICIENT DATA,100.0,0.0
2026,H0397,May Nivar,D,Affordable Housing,Official LIS subject,1,1,0,1,INSUFFICIENT DATA,100.0,0.0
2026,H0360,Michael B. Feggans,D,Affordable Housing,Official LIS subject,1,1,0,1,INSUFFICIENT DATA,100.0,0.0
2026,H0340,Michelle Lopes Maldonado,D,Affordable Housing,Official LIS subject,1,1,0,1,INSUFFICIENT DATA,100.0,0.0
2026,H0336,Nadarius E. Clark,D,Affordable Housing,Official LIS subject,1,1,0,1,INSUFFICIENT DATA,100.0,0.0
2026,H0389,Nicole Cole,D,Affordable Housing,Official LIS subject,1,1,0,1,INSUFFICIENT DATA,100.0,0.0
2026,H0219,Patrick A. Hope,D,Affordable Housing,Official LIS subject,1,1,0,1,INSUFFICIENT DATA,100.0,0.0
2026,H0281,Paul E. Krizek,D,Affordable Housing,Official LIS subject,2,2,0,2,INSUFFICIENT DATA,100.0,0.0
2026,H0366,Phil M. Hernandez,D,Affordable Housing,Official LIS subject,3,3,0,3,INSUFFICIENT DATA,100.0,0.0
2026,H0356,Rae Cousins,D,Affordable Housing,Official LIS subject,1,1,0,1,INSUFFICIENT DATA,100.0,0.0
2026,H0269,"Richard C. ""Rip"" Sullivan, Jr.",D,Affordable Housing,Official LIS subject,1,1,0,1,INSUFFICIENT DATA,100.0,0.0
2026,H0327,Rodney T. Willett,D,Affordable Housing,Official LIS subject,1,1,0,1,INSUFFICIENT DATA,100.0,0.0
2026,H0365,"Rozia A. Henson, Jr.",D,Affordable Housing,Official LIS subject,1,1,0,1,INSUFFICIENT DATA,100.0,0.0
2026,H0266,Sam Rasoul,D,Affordable Housing,Official LIS subject,1,1,0,1,INSUFFICIENT DATA,100.0,0.0
2026,H0323,Shelly A. Simonds,D,Affordable Housing,Official LIS subject,1,1,0,1,INSUFFICIENT DATA,100.0,0.0
2026,H0388,Stacey Annie Carroll,D,Affordable Housing,Official LIS subject,3,3,0,3,INSUFFICIENT DATA,100.0,0.0
2026,H0400,Virgil Thornton,D,Affordable Housing,Official LIS subject,1,1,0,1,INSUFFICIENT DATA,100.0,0.0
2026,H0108,Vivian E. Watts,D,Affordable Housing,Official LIS subject,1,1,0,1,INSUFFICIENT DATA,100.0,0.0
2026,H0345,Anne Ferrell Tata,R,Affordable Housing,Official LIS subject,1,0,1,1,INSUFFICIENT DATA,0.0,100.0
2026,H0206,Barry D. Knight,R,Affordable Housing,Official LIS subject,2,0,0,0,INSUFFICIENT DATA,0.0,0.0
2026,H0329,Bill Wiley,R,Affordable Housing,Official LIS subject,3,0,3,3,INSUFFICIENT DATA,0.0,100.0
2026,H0321,Chris S. Runion,R,Affordable Housing,Official LIS subject,1,0,1,1,INSUFFICIENT DATA,0.0,100.0
2026,H0350,Ellen H. McLaughlin,R,Affordable Housing,Official LIS subject,2,0,2,2,INSUFFICIENT DATA,0.0,100.0
2026,H0384,Eric Phillips,R,Affordable Housing,Official LIS subject,1,0,1,1,INSUFFICIENT DATA,0.0,100.0
2026,H0383,Eric R. Zehr,R,Affordable Housing,Official LIS subject,1,0,1,1,INSUFFICIENT DATA,0.0,100.0
2026,H0347,"H. Otto Wachsmann, Jr.",R,Affordable Housing,Official LIS subject,1,0,1,1,INSUFFICIENT DATA,0.0,100.0
2026,H0369,Hillary Pugh Kent,R,Affordable Housing,Official LIS subject,1,0,1,1,INSUFFICIENT DATA,0.0,100.0
2026,H0259,"Hyland F. ""Buddy"" Fowler, Jr.",R,Affordable Housing,Official LIS subject,2,0,2,2,INSUFFICIENT DATA,0.0,100.0
2026,H0242,Israel D. O'Quinn,R,Affordable Housing,Official LIS subject,1,0,1,1,INSUFFICIENT DATA,0.0,100.0
2026,H0262,"James A. ""Jay"" Leftwich",R,Affordable Housing,Official LIS subject,1,0,1,1,INSUFFICIENT DATA,0.0,100.0
2026,H0224,James W. Morefield,R,Affordable Housing,Official LIS subject,2,0,2,2,INSUFFICIENT DATA,0.0,100.0
2026,H0333,Jason S. Ballard,R,Affordable Housing,Official LIS subject,1,0,1,1,INSUFFICIENT DATA,0.0,100.0
2026,H0308,Joseph P. McNamara,R,Affordable Housing,Official LIS subject,1,0,1,1,INSUFFICIENT DATA,0.0,100.0
2026,H0398,Justin Pence,R,Affordable Housing,Official LIS subject,1,0,1,1,INSUFFICIENT DATA,0.0,100.0
2026,H0394,Karen Hamilton,R,Affordable Housing,Official LIS subject,1,0,1,1,INSUFFICIENT DATA,0.0,100.0
2026,H0238,M. Keith Hodges,R,Affordable Housing,Official LIS subject,1,0,1,1,INSUFFICIENT DATA,0.0,100.0
2026,H0401,Madison Whittle,R,Affordable Housing,Official LIS subject,1,0,1,1,INSUFFICIENT DATA,0.0,100.0
2026,H0247,Michael J. Webert,R,Affordable Housing,Official LIS subject,1,0,1,1,INSUFFICIENT DATA,0.0,100.0
2026,H0335,Mike A. Cherry,R,Affordable Housing,Official LIS subject,1,0,1,1,INSUFFICIENT DATA,0.0,100.0
2026,H0390,Mitchell Cornett,R,Affordable Housing,Official LIS subject,1,0,1,1,INSUFFICIENT DATA,0.0,100.0
2026,H0342,Phillip A. Scott,R,Affordable Housing,Official LIS subject,1,0,1,1,INSUFFICIENT DATA,0.0,100.0
2026,H0124,R. Lee Ware,R,Affordable Housing,Official LIS subject,1,0,1,1,INSUFFICIENT DATA,0.0,100.0
2026,H0267,"Robert S. Bloxom, Jr.",R,Affordable Housing,Official LIS subject,3,0,3,3,INSUFFICIENT DATA,0.0,100.0
2026,H0328,Scott A. Wyatt,R,Affordable Housing,Official LIS subject,1,0,1,1,INSUFFICIENT DATA,0.0,100.0
2026,H0056,Terry G. Kilgore,R,Affordable Housing,Official LIS subject,1,0,1,1,INSUFFICIENT DATA,0.0,100.0
2026,H0253,Terry L. Austin,R,Affordable Housing,Official LIS subject,3,0,3,3,INSUFFICIENT DATA,0.0,100.0
2026,H0362,"Thomas A. Garrett, Jr.",R,Affordable Housing,Official LIS subject,1,0,1,1,INSUFFICIENT DATA,0.0,100.0
2026,H0136,"Thomas C. Wright, Jr.",R,Affordable Housing,Official LIS subject,1,0,1,1,INSUFFICIENT DATA,0.0,100.0
2026,H0364,Timothy P. Griffin,R,Affordable Housing,Official LIS subject,1,0,1,1,INSUFFICIENT DATA,0.0,100.0
2026,H0231,Tony O. Wilt,R,Affordable Housing,Official LIS subject,1,0,1,1,INSUFFICIENT DATA,0.0,100.0
2026,H0325,Wendell S. Walker,R,Affordable Housing,Official LIS subject,1,0,1,1,INSUFFICIENT DATA,0.0,100.0
2026,H0357,Will Davis,R,Affordable Housing,Official LIS subject,1,0,1,1,INSUFFICIENT DATA,0.0,100.0
2026,H0348,Wren M. Williams,R,Affordable Housing,Official LIS subject,1,0,1,1,INSUFFICIENT DATA,0.0,100.0
2026,H0334,Elizabeth B. Bennett-Parker,D,Agriculture and Food,Derived from LIS bill description,10,7,0,7,INSUFFICIENT DATA,100.0,0.0
2026,H0406,Kirk McPike,D,Agriculture and Food,Derived from LIS bill description,8,8,0,8,INSUFFICIENT DATA,100.0,0.0
2026,H0206,Barry D. Knight,R,Agriculture and Food,Derived from LIS bill description,10,0,0,0,INSUFFICIENT DATA,0.0,0.0
2026,H0328,Scott A. Wyatt,R,Agriculture and Food,Derived from LIS bill description,22,14,8,22,MIXED,63.63636363636363,36.36363636363637
2026,H0362,"Thomas A. Garrett, Jr.",R,Agriculture and Food,Derived from LIS bill description,17,10,6,16,MIXED,62.5,37.5
2026,H0333,Jason S. Ballard,R,Agriculture and Food,Derived from LIS bill description,21,13,8,21,MIXED,61.904761904761905,38.095238095238095
2026,H0308,Joseph P. McNamara,R,Agriculture and Food,Derived from LIS bill description,18,11,7,18,MIXED,61.111111111111114,38.88888888888889
2026,H0383,Eric R. Zehr,R,Agriculture and Food,Derived from LIS bill description,17,9,8,17,MIXED,52.94117647058824,47.05882352941176
2026,H0375,Adele Y. McClure,D,Agriculture and Food,Derived from LIS bill description,17,17,0,17,YES,100.0,0.0
2026,H0311,Alex Q. Askew,D,Agriculture and Food,Derived from LIS bill description,22,22,0,22,YES,100.0,0.0
2026,H0371,Amy J. Laufer,D,Agriculture and Food,Derived from LIS bill description,36,36,0,36,YES,100.0,0.0
2026,H0380,Atoosa R. Reaser,D,Agriculture and Food,Derived from LIS bill description,17,16,0,16,YES,100.0,0.0
2026,H0212,Betsy B. Carr,D,Agriculture and Food,Derived from LIS bill description,21,21,0,21,YES,100.0,0.0
