member_id,MBR_NAME,party,topic_name,classification,topic_status,comparable_topic_sample,robust_topic_sample,topic_vote_events_2025,topic_vote_events_2026,eligible_topic_events_2025,eligible_topic_events_2026,eligible_topic_event_change,cross_party_events_2025,cross_party_events_2026,cross_party_event_change,cross_party_pct_2025,cross_party_pct_2026,cross_party_pct_change,party_break_events_2025,party_break_events_2026,party_break_event_change,MBR_NAME_2025,MBR_NAME_2026,party_2025,party_2026
H0313,Amanda E. Batten,R,Firearms,Derived from LIS bill description,2025 only,False,False,83.0,,83.0,,,0.0,,,0.0,,,0.0,,,Amanda E. Batten,,R,
H0177,David L. Bulova,D,Criminal Justice,Derived from LIS bill description,2025 only,False,False,79.0,,78.0,,,0.0,,,0.0,,,0.0,,,David L. Bulova,,D,
H0279,Nicholas J. Freitas,R,Labor and Employment,Derived from LIS bill description,2025 only,False,False,80.0,,77.0,,,0.0,,,0.0,,,2.0,,,Nicholas J. Freitas,,R,
H0330,Candi Mundon King,D,Firearms,Derived from LIS bill description,2025 only,False,False,76.0,,76.0,,,0.0,,,0.0,,,1.0,,,Candi Mundon King,,D,
H0367,Geary Higgins,R,Labor and Employment,Derived from LIS bill description,2025 only,False,False,76.0,,76.0,,,0.0,,,0.0,,,0.0,,,Geary Higgins,,R,
H0378,Chris Obenshain,R,Firearms,Derived from LIS bill description,2025 only,False,False,76.0,,76.0,,,0.0,,,0.0,,,0.0,,,Chris Obenshain,,R,
H0177,David L. Bulova,D,Health and Healthcare,Derived from LIS bill description,2025 only,False,False,76.0,,74.0,,,0.0,,,0.0,,,0.0,,,David L. Bulova,,D,
H0352,"Jonathan ""Jed"" Arnold",R,Housing,Derived from LIS bill description,2025 only,False,False,76.0,,74.0,,,0.0,,,0.0,,,4.0,,,"Jonathan ""Jed"" Arnold",,R,
H0181,C. Todd Gilbert,R,Criminal Justice,Derived from LIS bill description,2025 only,False,False,73.0,,73.0,,,0.0,,,0.0,,,6.0,,,C. Todd Gilbert,,R,
H0313,Amanda E. Batten,R,Family and Children,Derived from LIS bill description,2025 only,False,False,74.0,,73.0,,,0.0,,,0.0,,,2.0,,,Amanda E. Batten,,R,
H0376,Paul V. Milde,R,Transportation,Derived from LIS bill description,2025 only,False,False,75.0,,73.0,,,0.0,,,0.0,,,1.0,,,Paul V. Milde,,R,
H0172,Mark D. Sickles,D,Budget and Appropriations,Derived from LIS bill description,2025 only,False,False,72.0,,72.0,,,0.0,,,0.0,,,0.0,,,Mark D. Sickles,,D,
H0177,David L. Bulova,D,Budget and Appropriations,Derived from LIS bill description,2025 only,False,False,72.0,,72.0,,,0.0,,,0.0,,,0.0,,,David L. Bulova,,D,
H0367,Geary Higgins,R,Budget and Appropriations,Derived from LIS bill description,2025 only,False,False,72.0,,72.0,,,0.0,,,0.0,,,4.0,,,Geary Higgins,,R,
H0181,C. Todd Gilbert,R,Budget and Appropriations,Derived from LIS bill description,2025 only,False,False,71.0,,71.0,,,0.0,,,0.0,,,5.0,,,C. Todd Gilbert,,R,
H0313,Amanda E. Batten,R,Budget and Appropriations,Derived from LIS bill description,2025 only,False,False,71.0,,71.0,,,0.0,,,0.0,,,2.0,,,Amanda E. Batten,,R,
H0330,Candi Mundon King,D,Budget and Appropriations,Derived from LIS bill description,2025 only,False,False,73.0,,71.0,,,0.0,,,0.0,,,0.0,,,Candi Mundon King,,D,
H0352,"Jonathan ""Jed"" Arnold",R,Budget and Appropriations,Derived from LIS bill description,2025 only,False,False,71.0,,71.0,,,0.0,,,0.0,,,1.0,,,"Jonathan ""Jed"" Arnold",,R,
H0363,W. Chad Green,R,Budget and Appropriations,Derived from LIS bill description,2025 only,False,False,71.0,,71.0,,,0.0,,,0.0,,,1.0,,,W. Chad Green,,R,
H0073,"Robert D. Orrock, Sr.",R,Budget and Appropriations,Derived from LIS bill description,2025 only,False,False,72.0,,70.0,,,0.0,,,0.0,,,0.0,,,"Robert D. Orrock, Sr.",,R,
H0279,Nicholas J. Freitas,R,Criminal Justice,Derived from LIS bill description,2025 only,False,False,71.0,,70.0,,,0.0,,,0.0,,,5.0,,,Nicholas J. Freitas,,R,
H0181,C. Todd Gilbert,R,Elections and Voting,Derived from LIS bill description,2025 only,False,False,83.0,,69.0,,,0.0,,,0.0,,,6.0,,,C. Todd Gilbert,,R,
H0279,Nicholas J. Freitas,R,Budget and Appropriations,Derived from LIS bill description,2025 only,False,False,72.0,,69.0,,,0.0,,,0.0,,,5.0,,,Nicholas J. Freitas,,R,
H0279,Nicholas J. Freitas,R,Taxes and Revenue,Derived from LIS bill description,2025 only,False,False,78.0,,69.0,,,0.0,,,0.0,,,13.0,,,Nicholas J. Freitas,,R,
H0368,Michael J. Jones,D,Budget and Appropriations,Derived from LIS bill description,2025 only,False,False,71.0,,68.0,,,0.0,,,0.0,,,0.0,,,Michael J. Jones,,D,
H0376,Paul V. Milde,R,Labor and Employment,Derived from LIS bill description,2025 only,False,False,72.0,,68.0,,,0.0,,,0.0,,,1.0,,,Paul V. Milde,,R,
H0330,Candi Mundon King,D,Health and Healthcare,Derived from LIS bill description,2025 only,False,False,67.0,,67.0,,,0.0,,,0.0,,,1.0,,,Candi Mundon King,,D,
H0181,C. Todd Gilbert,R,Health and Healthcare,Derived from LIS bill description,2025 only,False,False,68.0,,66.0,,,0.0,,,0.0,,,7.0,,,C. Todd Gilbert,,R,
H0378,Chris Obenshain,R,Health and Healthcare,Derived from LIS bill description,2025 only,False,False,64.0,,64.0,,,0.0,,,0.0,,,0.0,,,Chris Obenshain,,R,
H0363,W. Chad Green,R,Health and Healthcare,Derived from LIS bill description,2025 only,False,False,63.0,,63.0,,,0.0,,,0.0,,,0.0,,,W. Chad Green,,R,
H0368,Michael J. Jones,D,Criminal Justice,Derived from LIS bill description,2025 only,False,False,71.0,,63.0,,,0.0,,,0.0,,,0.0,,,Michael J. Jones,,D,
H0177,David L. Bulova,D,Housing,Derived from LIS bill description,2025 only,False,False,76.0,,62.0,,,0.0,,,0.0,,,0.0,,,David L. Bulova,,D,
H0352,"Jonathan ""Jed"" Arnold",R,Health and Healthcare,Derived from LIS bill description,2025 only,False,False,65.0,,61.0,,,0.0,,,0.0,,,3.0,,,"Jonathan ""Jed"" Arnold",,R,
H0367,Geary Higgins,R,Family and Children,Derived from LIS bill description,2025 only,False,False,58.0,,57.0,,,0.0,,,0.0,,,0.0,,,Geary Higgins,,R,
H0279,Nicholas J. Freitas,R,Firearms,Derived from LIS bill description,2025 only,False,False,57.0,,56.0,,,0.0,,,0.0,,,0.0,,,Nicholas J. Freitas,,R,
H0172,Mark D. Sickles,D,Firearms,Derived from LIS bill description,2025 only,False,False,55.0,,55.0,,,0.0,,,0.0,,,0.0,,,Mark D. Sickles,,D,
H0358,"Mark L. Earley, Jr.",R,Family and Children,Derived from LIS bill description,2025 only,False,False,55.0,,55.0,,,0.0,,,0.0,,,1.0,,,"Mark L. Earley, Jr.",,R,
H0368,Michael J. Jones,D,Health and Healthcare,Derived from LIS bill description,2025 only,False,False,65.0,,55.0,,,0.0,,,0.0,,,0.0,,,Michael J. Jones,,D,
H0376,Paul V. Milde,R,Health and Healthcare,Derived from LIS bill description,2025 only,False,False,58.0,,54.0,,,0.0,,,0.0,,,3.0,,,Paul V. Milde,,R,
H0177,David L. Bulova,D,Firearms,Derived from LIS bill description,2025 only,False,False,53.0,,53.0,,,0.0,,,0.0,,,0.0,,,David L. Bulova,,D,
H0330,Candi Mundon King,D,Transportation,Derived from LIS bill description,2025 only,False,False,54.0,,53.0,,,0.0,,,0.0,,,0.0,,,Candi Mundon King,,D,
H0172,Mark D. Sickles,D,Transportation,Derived from LIS bill description,2025 only,False,False,53.0,,52.0,,,0.0,,,0.0,,,1.0,,,Mark D. Sickles,,D,
H0279,Nicholas J. Freitas,R,Family and Children,Derived from LIS bill description,2025 only,False,False,56.0,,52.0,,,0.0,,,0.0,,,7.0,,,Nicholas J. Freitas,,R,
H0352,"Jonathan ""Jed"" Arnold",R,Firearms,Derived from LIS bill description,2025 only,False,False,52.0,,52.0,,,0.0,,,0.0,,,0.0,,,"Jonathan ""Jed"" Arnold",,R,
H0358,"Mark L. Earley, Jr.",R,Firearms,Derived from LIS bill description,2025 only,False,False,52.0,,52.0,,,0.0,,,0.0,,,0.0,,,"Mark L. Earley, Jr.",,R,
H0181,C. Todd Gilbert,R,Firearms,Derived from LIS bill description,2025 only,False,False,51.0,,51.0,,,0.0,,,0.0,,,0.0,,,C. Todd Gilbert,,R,
H0352,"Jonathan ""Jed"" Arnold",R,Family and Children,Derived from LIS bill description,2025 only,False,False,54.0,,51.0,,,0.0,,,0.0,,,1.0,,,"Jonathan ""Jed"" Arnold",,R,
H0177,David L. Bulova,D,Elections and Voting,Derived from LIS bill description,2025 only,False,False,51.0,,50.0,,,0.0,,,0.0,,,0.0,,,David L. Bulova,,D,
H0181,C. Todd Gilbert,R,Transportation,Derived from LIS bill description,2025 only,False,False,50.0,,50.0,,,0.0,,,0.0,,,2.0,,,C. Todd Gilbert,,R,
H0313,Amanda E. Batten,R,Elections and Voting,Derived from LIS bill description,2025 only,False,False,50.0,,50.0,,,0.0,,,0.0,,,4.0,,,Amanda E. Batten,,R,
H0367,Geary Higgins,R,Firearms,Derived from LIS bill description,2025 only,False,False,50.0,,50.0,,,0.0,,,0.0,,,0.0,,,Geary Higgins,,R,
H0352,"Jonathan ""Jed"" Arnold",R,Transportation,Derived from LIS bill description,2025 only,False,False,55.0,,49.0,,,0.0,,,0.0,,,1.0,,,"Jonathan ""Jed"" Arnold",,R,
H0373,Ian T. Lovejoy,R,Firearms,Derived from LIS bill description,2025 only,False,False,50.0,,49.0,,,0.0,,,0.0,,,0.0,,,Ian T. Lovejoy,,R,
H0376,Paul V. Milde,R,Firearms,Derived from LIS bill description,2025 only,False,False,50.0,,49.0,,,0.0,,,0.0,,,0.0,,,Paul V. Milde,,R,
H0177,David L. Bulova,D,Transportation,Derived from LIS bill description,2025 only,False,False,48.0,,48.0,,,0.0,,,0.0,,,0.0,,,David L. Bulova,,D,
H0368,Michael J. Jones,D,Elections and Voting,Derived from LIS bill description,2025 only,False,False,53.0,,48.0,,,0.0,,,0.0,,,0.0,,,Michael J. Jones,,D,
H0073,"Robert D. Orrock, Sr.",R,Transportation,Derived from LIS bill description,2025 only,False,False,50.0,,47.0,,,0.0,,,0.0,,,0.0,,,"Robert D. Orrock, Sr.",,R,
H0177,David L. Bulova,D,Taxes and Revenue,Derived from LIS bill description,2025 only,False,False,48.0,,47.0,,,0.0,,,0.0,,,0.0,,,David L. Bulova,,D,
H0181,C. Todd Gilbert,R,Insurance,Derived from LIS bill description,2025 only,False,False,49.0,,47.0,,,0.0,,,0.0,,,6.0,,,C. Todd Gilbert,,R,
H0330,Candi Mundon King,D,Insurance,Derived from LIS bill description,2025 only,False,False,49.0,,47.0,,,0.0,,,0.0,,,0.0,,,Candi Mundon King,,D,
H0172,Mark D. Sickles,D,Taxes and Revenue,Derived from LIS bill description,2025 only,False,False,46.0,,46.0,,,0.0,,,0.0,,,0.0,,,Mark D. Sickles,,D,
H0177,David L. Bulova,D,Family and Children,Derived from LIS bill description,2025 only,False,False,47.0,,46.0,,,0.0,,,0.0,,,0.0,,,David L. Bulova,,D,
H0368,Michael J. Jones,D,Firearms,Derived from LIS bill description,2025 only,False,False,50.0,,46.0,,,0.0,,,0.0,,,0.0,,,Michael J. Jones,,D,
H0368,Michael J. Jones,D,Transportation,Derived from LIS bill description,2025 only,False,False,49.0,,46.0,,,0.0,,,0.0,,,2.0,,,Michael J. Jones,,D,
H0172,Mark D. Sickles,D,Behavioral Health,Derived from LIS bill description,2025 only,False,False,54.0,,45.0,,,0.0,,,0.0,,,0.0,,,Mark D. Sickles,,D,
H0279,Nicholas J. Freitas,R,Elections and Voting,Derived from LIS bill description,2025 only,False,False,47.0,,45.0,,,0.0,,,0.0,,,8.0,,,Nicholas J. Freitas,,R,
H0330,Candi Mundon King,D,Family and Children,Derived from LIS bill description,2025 only,False,False,45.0,,45.0,,,0.0,,,0.0,,,1.0,,,Candi Mundon King,,D,
H0181,C. Todd Gilbert,R,Taxes and Revenue,Derived from LIS bill description,2025 only,False,False,44.0,,44.0,,,0.0,,,0.0,,,4.0,,,C. Todd Gilbert,,R,
H0279,Nicholas J. Freitas,R,Transportation,Derived from LIS bill description,2025 only,False,False,47.0,,43.0,,,0.0,,,0.0,,,4.0,,,Nicholas J. Freitas,,R,
H0313,Amanda E. Batten,R,Taxes and Revenue,Derived from LIS bill description,2025 only,False,False,43.0,,43.0,,,0.0,,,0.0,,,1.0,,,Amanda E. Batten,,R,
H0368,Michael J. Jones,D,Family and Children,Derived from LIS bill description,2025 only,False,False,44.0,,43.0,,,0.0,,,0.0,,,1.0,,,Michael J. Jones,,D,
H0177,David L. Bulova,D,Business and Commerce,Derived from LIS bill description,2025 only,False,False,53.0,,41.0,,,0.0,,,0.0,,,0.0,,,David L. Bulova,,D,
H0181,C. Todd Gilbert,R,Family and Children,Derived from LIS bill description,2025 only,False,False,42.0,,41.0,,,0.0,,,0.0,,,2.0,,,C. Todd Gilbert,,R,
H0346,Kim A. Taylor,R,Taxes and Revenue,Derived from LIS bill description,2025 only,False,False,42.0,,41.0,,,0.0,,,0.0,,,0.0,,,Kim A. Taylor,,R,
H0367,Geary Higgins,R,Behavioral Health,Derived from LIS bill description,2025 only,False,False,39.0,,39.0,,,0.0,,,0.0,,,1.0,,,Geary Higgins,,R,
H0368,Michael J. Jones,D,Taxes and Revenue,Derived from LIS bill description,2025 only,False,False,43.0,,39.0,,,0.0,,,0.0,,,0.0,,,Michael J. Jones,,D,
H0172,Mark D. Sickles,D,Insurance,Derived from LIS bill description,2025 only,False,False,41.0,,38.0,,,0.0,,,0.0,,,0.0,,,Mark D. Sickles,,D,
H0368,Michael J. Jones,D,Insurance,Derived from LIS bill description,2025 only,False,False,48.0,,38.0,,,0.0,,,0.0,,,0.0,,,Michael J. Jones,,D,
H0330,Candi Mundon King,D,Housing,Derived from LIS bill description,2025 only,False,False,43.0,,37.0,,,0.0,,,0.0,,,0.0,,,Candi Mundon King,,D,
H0313,Amanda E. Batten,R,Housing,Derived from LIS bill description,2025 only,False,False,37.0,,36.0,,,0.0,,,0.0,,,4.0,,,Amanda E. Batten,,R,
H0172,Mark D. Sickles,D,Housing,Derived from LIS bill description,2025 only,False,False,36.0,,35.0,,,0.0,,,0.0,,,0.0,,,Mark D. Sickles,,D,
H0313,Amanda E. Batten,R,Behavioral Health,Derived from LIS bill description,2025 only,False,False,36.0,,35.0,,,0.0,,,0.0,,,1.0,,,Amanda E. Batten,,R,
H0181,C. Todd Gilbert,R,Business and Commerce,Derived from LIS bill description,2025 only,False,False,34.0,,34.0,,,0.0,,,0.0,,,2.0,,,C. Todd Gilbert,,R,
H0330,Candi Mundon King,D,Business and Commerce,Derived from LIS bill description,2025 only,False,False,37.0,,34.0,,,0.0,,,0.0,,,1.0,,,Candi Mundon King,,D,
H0358,"Mark L. Earley, Jr.",R,Business and Commerce,Derived from LIS bill description,2025 only,False,False,36.0,,34.0,,,0.0,,,0.0,,,3.0,,,"Mark L. Earley, Jr.",,R,
H0368,Michael J. Jones,D,Housing,Derived from LIS bill description,2025 only,False,False,38.0,,34.0,,,0.0,,,0.0,,,0.0,,,Michael J. Jones,,D,
H0177,David L. Bulova,D,Behavioral Health,Derived from LIS bill description,2025 only,False,False,34.0,,33.0,,,0.0,,,0.0,,,0.0,,,David L. Bulova,,D,
H0181,C. Todd Gilbert,R,Housing,Derived from LIS bill description,2025 only,False,False,34.0,,33.0,,,0.0,,,0.0,,,5.0,,,C. Todd Gilbert,,R,
H0150,"Daniel W. Marshall, III",R,Education,Derived from LIS bill description,2025 only,False,False,164.0,,32.0,,,0.0,,,0.0,,,3.0,,,"Daniel W. Marshall, III",,R,
H0177,David L. Bulova,D,Insurance,Derived from LIS bill description,2025 only,False,False,32.0,,32.0,,,0.0,,,0.0,,,0.0,,,David L. Bulova,,D,
H0279,Nicholas J. Freitas,R,Housing,Derived from LIS bill description,2025 only,False,False,34.0,,32.0,,,0.0,,,0.0,,,6.0,,,Nicholas J. Freitas,,R,
H0172,Mark D. Sickles,D,Business and Commerce,Derived from LIS bill description,2025 only,False,False,31.0,,31.0,,,0.0,,,0.0,,,0.0,,,Mark D. Sickles,,D,
H0177,David L. Bulova,D,Local Government,Derived from LIS bill description,2025 only,False,False,33.0,,30.0,,,0.0,,,0.0,,,0.0,,,David L. Bulova,,D,
H0279,Nicholas J. Freitas,R,Behavioral Health,Derived from LIS bill description,2025 only,False,False,32.0,,30.0,,,0.0,,,0.0,,,3.0,,,Nicholas J. Freitas,,R,
H0330,Candi Mundon King,D,Local Government,Derived from LIS bill description,2025 only,False,False,47.0,,30.0,,,0.0,,,0.0,,,0.0,,,Candi Mundon King,,D,
H0368,Michael J. Jones,D,Business and Commerce,Derived from LIS bill description,2025 only,False,False,37.0,,30.0,,,0.0,,,0.0,,,0.0,,,Michael J. Jones,,D,
H0181,C. Todd Gilbert,R,Behavioral Health,Derived from LIS bill description,2025 only,False,False,30.0,,29.0,,,0.0,,,0.0,,,3.0,,,C. Todd Gilbert,,R,
H0330,Candi Mundon King,D,Behavioral Health,Derived from LIS bill description,2025 only,False,False,29.0,,29.0,,,0.0,,,0.0,,,0.0,,,Candi Mundon King,,D,
H0363,W. Chad Green,R,Business and Commerce,Derived from LIS bill description,2025 only,False,False,29.0,,29.0,,,0.0,,,0.0,,,0.0,,,W. Chad Green,,R,
H0368,Michael J. Jones,D,Local Government,Derived from LIS bill description,2025 only,False,False,30.0,,29.0,,,0.0,,,0.0,,,1.0,,,Michael J. Jones,,D,
H0172,Mark D. Sickles,D,Environment and Conservation,Derived from LIS bill description,2025 only,False,False,28.0,,28.0,,,0.0,,,0.0,,,0.0,,,Mark D. Sickles,,D,
H0376,Paul V. Milde,R,Business and Commerce,Derived from LIS bill description,2025 only,False,False,29.0,,28.0,,,0.0,,,0.0,,,0.0,,,Paul V. Milde,,R,
H0172,Mark D. Sickles,D,Courts and Civil Law,Derived from LIS bill description,2025 only,False,False,28.0,,27.0,,,0.0,,,0.0,,,0.0,,,Mark D. Sickles,,D,
H0177,David L. Bulova,D,Courts and Civil Law,Derived from LIS bill description,2025 only,False,False,27.0,,27.0,,,0.0,,,0.0,,,0.0,,,David L. Bulova,,D,
H0352,"Jonathan ""Jed"" Arnold",R,Behavioral Health,Derived from LIS bill description,2025 only,False,False,29.0,,27.0,,,0.0,,,0.0,,,0.0,,,"Jonathan ""Jed"" Arnold",,R,
H0358,"Mark L. Earley, Jr.",R,Behavioral Health,Derived from LIS bill description,2025 only,False,False,27.0,,27.0,,,0.0,,,0.0,,,0.0,,,"Mark L. Earley, Jr.",,R,
H0150,"Daniel W. Marshall, III",R,Health and Healthcare,Derived from LIS bill description,2025 only,False,False,83.0,,26.0,,,0.0,,,0.0,,,0.0,,,"Daniel W. Marshall, III",,R,
H0330,Candi Mundon King,D,Courts and Civil Law,Derived from LIS bill description,2025 only,False,False,26.0,,26.0,,,0.0,,,0.0,,,0.0,,,Candi Mundon King,,D,
H0352,"Jonathan ""Jed"" Arnold",R,Local Government,Derived from LIS bill description,2025 only,False,False,28.0,,26.0,,,0.0,,,0.0,,,0.0,,,"Jonathan ""Jed"" Arnold",,R,
H0368,Michael J. Jones,D,Behavioral Health,Derived from LIS bill description,2025 only,False,False,27.0,,26.0,,,0.0,,,0.0,,,0.0,,,Michael J. Jones,,D,
H0376,Paul V. Milde,R,Behavioral Health,Derived from LIS bill description,2025 only,False,False,26.0,,26.0,,,0.0,,,0.0,,,1.0,,,Paul V. Milde,,R,
H0376,Paul V. Milde,R,Courts and Civil Law,Derived from LIS bill description,2025 only,False,False,26.0,,26.0,,,0.0,,,0.0,,,0.0,,,Paul V. Milde,,R,
H0379,David Owen,R,Courts and Civil Law,Derived from LIS bill description,2025 only,False,False,26.0,,26.0,,,0.0,,,0.0,,,1.0,,,David Owen,,R,
H0172,Mark D. Sickles,D,Local Government,Derived from LIS bill description,2025 only,False,False,25.0,,25.0,,,0.0,,,0.0,,,0.0,,,Mark D. Sickles,,D,
H0172,Mark D. Sickles,D,Social Services,Derived from LIS bill description,2025 only,False,False,30.0,,25.0,,,0.0,,,0.0,,,0.0,,,Mark D. Sickles,,D,
H0181,C. Todd Gilbert,R,Courts and Civil Law,Derived from LIS bill description,2025 only,False,False,25.0,,25.0,,,0.0,,,0.0,,,2.0,,,C. Todd Gilbert,,R,
H0181,C. Todd Gilbert,R,Environment and Conservation,Derived from LIS bill description,2025 only,False,False,25.0,,25.0,,,0.0,,,0.0,,,3.0,,,C. Todd Gilbert,,R,
H0352,"Jonathan ""Jed"" Arnold",R,Environment and Conservation,Derived from LIS bill description,2025 only,False,False,25.0,,25.0,,,0.0,,,0.0,,,5.0,,,"Jonathan ""Jed"" Arnold",,R,
H0181,C. Todd Gilbert,R,Local Government,Derived from LIS bill description,2025 only,False,False,25.0,,24.0,,,0.0,,,0.0,,,2.0,,,C. Todd Gilbert,,R,
H0313,Amanda E. Batten,R,Environment and Conservation,Derived from LIS bill description,2025 only,False,False,25.0,,24.0,,,0.0,,,0.0,,,2.0,,,Amanda E. Batten,,R,
H0330,Candi Mundon King,D,Environment and Conservation,Derived from LIS bill description,2025 only,False,False,25.0,,24.0,,,0.0,,,0.0,,,0.0,,,Candi Mundon King,,D,
H0367,Geary Higgins,R,Courts and Civil Law,Derived from LIS bill description,2025 only,False,False,24.0,,24.0,,,0.0,,,0.0,,,0.0,,,Geary Higgins,,R,
H0073,"Robert D. Orrock, Sr.",R,Courts and Civil Law,Derived from LIS bill description,2025 only,False,False,24.0,,23.0,,,0.0,,,0.0,,,0.0,,,"Robert D. Orrock, Sr.",,R,
H0279,Nicholas J. Freitas,R,Environment and Conservation,Derived from LIS bill description,2025 only,False,False,25.0,,23.0,,,0.0,,,0.0,,,5.0,,,Nicholas J. Freitas,,R,
H0172,Mark D. Sickles,D,Public Safety,Derived from LIS bill description,2025 only,False,False,23.0,,22.0,,,0.0,,,0.0,,,0.0,,,Mark D. Sickles,,D,
H0279,Nicholas J. Freitas,R,Courts and Civil Law,Derived from LIS bill description,2025 only,False,False,26.0,,22.0,,,0.0,,,0.0,,,2.0,,,Nicholas J. Freitas,,R,
H0313,Amanda E. Batten,R,Public Safety,Derived from LIS bill description,2025 only,False,False,23.0,,22.0,,,0.0,,,0.0,,,0.0,,,Amanda E. Batten,,R,
H0358,"Mark L. Earley, Jr.",R,Environment and Conservation,Derived from LIS bill description,2025 only,False,False,23.0,,22.0,,,0.0,,,0.0,,,0.0,,,"Mark L. Earley, Jr.",,R,
H0368,Michael J. Jones,D,Courts and Civil Law,Derived from LIS bill description,2025 only,False,False,26.0,,22.0,,,0.0,,,0.0,,,0.0,,,Michael J. Jones,,D,
H0073,"Robert D. Orrock, Sr.",R,Local Government,Derived from LIS bill description,2025 only,False,False,19.0,,19.0,,,0.0,,,0.0,,,0.0,,,"Robert D. Orrock, Sr.",,R,
H0177,David L. Bulova,D,Social Services,Derived from LIS bill description,2025 only,False,False,19.0,,19.0,,,0.0,,,0.0,,,0.0,,,David L. Bulova,,D,
H0368,Michael J. Jones,D,Environment and Conservation,Derived from LIS bill description,2025 only,False,False,24.0,,19.0,,,0.0,,,0.0,,,0.0,,,Michael J. Jones,,D,
H0177,David L. Bulova,D,Public Safety,Derived from LIS bill description,2025 only,False,False,19.0,,18.0,,,0.0,,,0.0,,,0.0,,,David L. Bulova,,D,
H0279,Nicholas J. Freitas,R,Local Government,Derived from LIS bill description,2025 only,False,False,18.0,,18.0,,,0.0,,,0.0,,,1.0,,,Nicholas J. Freitas,,R,
H0330,Candi Mundon King,D,Public Safety,Derived from LIS bill description,2025 only,False,False,19.0,,18.0,,,0.0,,,0.0,,,0.0,,,Candi Mundon King,,D,
H0352,"Jonathan ""Jed"" Arnold",R,Social Services,Derived from LIS bill description,2025 only,False,False,18.0,,18.0,,,0.0,,,0.0,,,2.0,,,"Jonathan ""Jed"" Arnold",,R,
H0177,David L. Bulova,D,Agriculture and Food,Derived from LIS bill description,2025 only,False,False,17.0,,17.0,,,0.0,,,0.0,,,0.0,,,David L. Bulova,,D,
H0181,C. Todd Gilbert,R,Public Safety,Derived from LIS bill description,2025 only,False,False,16.0,,16.0,,,0.0,,,0.0,,,0.0,,,C. Todd Gilbert,,R,
H0181,C. Todd Gilbert,R,Social Services,Derived from LIS bill description,2025 only,False,False,17.0,,16.0,,,0.0,,,0.0,,,2.0,,,C. Todd Gilbert,,R,
H0313,Amanda E. Batten,R,Marriage and Domestic Relations,Derived from LIS bill description,2025 only,False,False,17.0,,16.0,,,0.0,,,0.0,,,0.0,,,Amanda E. Batten,,R,
H0330,Candi Mundon King,D,Social Services,Derived from LIS bill description,2025 only,False,False,16.0,,16.0,,,0.0,,,0.0,,,0.0,,,Candi Mundon King,,D,
H0376,Paul V. Milde,R,Social Services,Derived from LIS bill description,2025 only,False,False,17.0,,16.0,,,0.0,,,0.0,,,0.0,,,Paul V. Milde,,R,
H0378,Chris Obenshain,R,Public Safety,Derived from LIS bill description,2025 only,False,False,17.0,,16.0,,,0.0,,,0.0,,,0.0,,,Chris Obenshain,,R,
H0279,Nicholas J. Freitas,R,Social Services,Derived from LIS bill description,2025 only,False,False,18.0,,15.0,,,0.0,,,0.0,,,3.0,,,Nicholas J. Freitas,,R,
H0279,Nicholas J. Freitas,R,Technology and Data,Derived from LIS bill description,2025 only,False,False,16.0,,15.0,,,0.0,,,0.0,,,1.0,,,Nicholas J. Freitas,,R,
H0337,A.C. Cordoza,R,Technology and Data,Derived from LIS bill description,2025 only,False,False,15.0,,15.0,,,0.0,,,0.0,,,0.0,,,A.C. Cordoza,,R,
H0352,"Jonathan ""Jed"" Arnold",R,Public Safety,Derived from LIS bill description,2025 only,False,False,17.0,,15.0,,,0.0,,,0.0,,,1.0,,,"Jonathan ""Jed"" Arnold",,R,
H0379,David Owen,R,Public Safety,Derived from LIS bill description,2025 only,False,False,15.0,,15.0,,,0.0,,,0.0,,,0.0,,,David Owen,,R,
H0315,Carrie E. Coyner,R,Higher Education,Derived from LIS bill description,2025 only,False,False,14.0,,14.0,,,0.0,,,0.0,,,0.0,,,Carrie E. Coyner,,R,
H0352,"Jonathan ""Jed"" Arnold",R,Marriage and Domestic Relations,Derived from LIS bill description,2025 only,False,False,15.0,,14.0,,,0.0,,,0.0,,,1.0,,,"Jonathan ""Jed"" Arnold",,R,
H0073,"Robert D. Orrock, Sr.",R,Agriculture and Food,Derived from LIS bill description,2025 only,False,False,14.0,,13.0,,,0.0,,,0.0,,,0.0,,,"Robert D. Orrock, Sr.",,R,
H0346,Kim A. Taylor,R,Technology and Data,Derived from LIS bill description,2025 only,False,False,13.0,,13.0,,,0.0,,,0.0,,,0.0,,,Kim A. Taylor,,R,
H0358,"Mark L. Earley, Jr.",R,Marriage and Domestic Relations,Derived from LIS bill description,2025 only,False,False,14.0,,13.0,,,0.0,,,0.0,,,1.0,,,"Mark L. Earley, Jr.",,R,
H0363,W. Chad Green,R,Higher Education,Derived from LIS bill description,2025 only,False,False,13.0,,13.0,,,0.0,,,0.0,,,0.0,,,W. Chad Green,,R,
H0367,Geary Higgins,R,Public Safety,Derived from LIS bill description,2025 only,False,False,13.0,,13.0,,,0.0,,,0.0,,,0.0,,,Geary Higgins,,R,
H0368,Michael J. Jones,D,Public Safety,Derived from LIS bill description,2025 only,False,False,14.0,,13.0,,,0.0,,,0.0,,,0.0,,,Michael J. Jones,,D,
H0373,Ian T. Lovejoy,R,Technology and Data,Derived from LIS bill description,2025 only,False,False,15.0,,13.0,,,0.0,,,0.0,,,0.0,,,Ian T. Lovejoy,,R,
