member_id,MBR_NAME,party,topic_name,classification,topic_status,comparable_topic_sample,robust_topic_sample,topic_vote_events_2025,topic_vote_events_2026,eligible_topic_events_2025,eligible_topic_events_2026,eligible_topic_event_change,cross_party_events_2025,cross_party_events_2026,cross_party_event_change,cross_party_pct_2025,cross_party_pct_2026,cross_party_pct_change,party_break_events_2025,party_break_events_2026,party_break_event_change,MBR_NAME_2025,MBR_NAME_2026,party_2025,party_2026
H0327,Rodney T. Willett,D,Elections and Voting,Derived from LIS bill description,Present both years,True,True,51.0,86.0,50.0,85.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Rodney T. Willett,Rodney T. Willett,D,D
H0327,Rodney T. Willett,D,Transportation,Derived from LIS bill description,Present both years,True,True,50.0,89.0,50.0,89.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Rodney T. Willett,Rodney T. Willett,D,D
H0342,Phillip A. Scott,R,Behavioral Health,Derived from LIS bill description,Present both years,True,True,51.0,61.0,50.0,59.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,9.0,5.0,Phillip A. Scott,Phillip A. Scott,R,R
H0344,Irene Shin,D,Firearms,Derived from LIS bill description,Present both years,True,True,50.0,65.0,50.0,64.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Irene Shin,Irene Shin,D,D
H0347,"H. Otto Wachsmann, Jr.",R,Firearms,Derived from LIS bill description,Present both years,True,True,50.0,65.0,50.0,65.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,"H. Otto Wachsmann, Jr.","H. Otto Wachsmann, Jr.",R,R
H0365,"Rozia A. Henson, Jr.",D,Firearms,Derived from LIS bill description,Present both years,True,True,50.0,65.0,50.0,63.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Rozia A. Henson, Jr.","Rozia A. Henson, Jr.",D,D
H0371,Amy J. Laufer,D,Family and Children,Derived from LIS bill description,Present both years,True,True,52.0,59.0,50.0,59.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Amy J. Laufer,Amy J. Laufer,D,D
H0374,Marty Martinez,D,Firearms,Derived from LIS bill description,Present both years,True,True,50.0,65.0,50.0,64.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.0,Marty Martinez,Marty Martinez,D,D
H0382,Joshua E. Thomas,D,Elections and Voting,Derived from LIS bill description,Present both years,True,True,51.0,86.0,50.0,86.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.0,Joshua E. Thomas,Joshua E. Thomas,D,D
H0347,"H. Otto Wachsmann, Jr.",R,Health and Healthcare,Derived from LIS bill description,Present both years,True,True,131.0,134.0,131.0,133.0,2.0,1.0,1.0,0.0,0.7633587786259541,0.7518796992481203,-0.011479079377833878,3.0,8.0,5.0,"H. Otto Wachsmann, Jr.","H. Otto Wachsmann, Jr.",R,R
H0342,Phillip A. Scott,R,Education,Derived from LIS bill description,Present both years,True,True,250.0,256.0,239.0,249.0,10.0,1.0,1.0,0.0,0.4184100418410041,0.4016064257028112,-0.016803616138192923,24.0,46.0,22.0,Phillip A. Scott,Phillip A. Scott,R,R
H0384,Eric Phillips,R,Criminal Justice,Derived from LIS bill description,Present both years,True,True,85.0,101.0,82.0,99.0,17.0,5.0,6.0,1.0,6.097560975609756,6.0606060606060606,-0.03695491500369563,5.0,7.0,2.0,Eric Phillips,Eric Phillips,R,R
H0124,R. Lee Ware,R,Education,Derived from LIS bill description,Present both years,True,True,138.0,151.0,135.0,148.0,13.0,1.0,1.0,0.0,0.7407407407407408,0.6756756756756757,-0.06506506506506515,10.0,10.0,0.0,R. Lee Ware,R. Lee Ware,R,R
H0333,Jason S. Ballard,R,Education,Derived from LIS bill description,Present both years,True,True,134.0,149.0,133.0,146.0,13.0,1.0,1.0,0.0,0.7518796992481203,0.684931506849315,-0.06694819239880523,1.0,6.0,5.0,Jason S. Ballard,Jason S. Ballard,R,R
H0231,Tony O. Wilt,R,Transportation,Derived from LIS bill description,Present both years,True,True,50.0,105.0,50.0,104.0,54.0,1.0,2.0,1.0,2.0,1.9230769230769231,-0.07692307692307687,2.0,3.0,1.0,Tony O. Wilt,Tony O. Wilt,R,R
H0329,Bill Wiley,R,Health and Healthcare,Derived from LIS bill description,Present both years,True,True,75.0,81.0,75.0,81.0,6.0,1.0,1.0,0.0,1.3333333333333337,1.2345679012345678,-0.09876543209876587,2.0,3.0,1.0,Bill Wiley,Bill Wiley,R,R
H0212,Betsy B. Carr,D,Health and Healthcare,Derived from LIS bill description,Present both years,True,True,91.0,100.0,90.0,99.0,9.0,1.0,1.0,0.0,1.1111111111111112,1.0101010101010102,-0.101010101010101,1.0,1.0,0.0,Betsy B. Carr,Betsy B. Carr,D,D
H0295,Kelly K. Convirs-Fowler,D,Firearms,Derived from LIS bill description,Present both years,True,True,55.0,67.0,53.0,59.0,6.0,1.0,1.0,0.0,1.8867924528301887,1.694915254237288,-0.19187719859290064,1.0,1.0,0.0,Kelly K. Convirs-Fowler,Kelly K. Convirs-Fowler,D,D
H0355,Laura Jane Cohen,D,Energy and Utilities,Derived from LIS bill description,Present both years,True,True,85.0,221.0,84.0,203.0,119.0,1.0,2.0,1.0,1.1904761904761905,0.9852216748768472,-0.20525451559934327,1.0,2.0,1.0,Laura Jane Cohen,Laura Jane Cohen,D,D
H0242,Israel D. O'Quinn,R,Criminal Justice,Derived from LIS bill description,Present both years,True,True,73.0,86.0,73.0,86.0,13.0,1.0,1.0,0.0,1.36986301369863,1.162790697674419,-0.20707231602421117,2.0,3.0,1.0,Israel D. O'Quinn,Israel D. O'Quinn,R,R
H0259,"Hyland F. ""Buddy"" Fowler, Jr.",R,Criminal Justice,Derived from LIS bill description,Present both years,True,True,74.0,82.0,73.0,79.0,6.0,2.0,2.0,0.0,2.73972602739726,2.5316455696202533,-0.2080804577770068,4.0,5.0,1.0,"Hyland F. ""Buddy"" Fowler, Jr.","Hyland F. ""Buddy"" Fowler, Jr.",R,R
H0348,Wren M. Williams,R,Labor and Employment,Derived from LIS bill description,Present both years,True,True,110.0,156.0,110.0,147.0,37.0,4.0,5.0,1.0,3.636363636363636,3.4013605442176877,-0.23500309214594806,9.0,10.0,1.0,Wren M. Williams,Wren M. Williams,R,R
H0369,Hillary Pugh Kent,R,Education,Derived from LIS bill description,Present both years,True,True,133.0,314.0,132.0,310.0,178.0,5.0,11.0,6.0,3.787878787878788,3.548387096774193,-0.239491691104595,9.0,16.0,7.0,Hillary Pugh Kent,Hillary Pugh Kent,R,R
H0335,Mike A. Cherry,R,Firearms,Derived from LIS bill description,Present both years,True,True,58.0,69.0,58.0,69.0,11.0,1.0,1.0,0.0,1.7241379310344829,1.4492753623188406,-0.2748625687156423,1.0,1.0,0.0,Mike A. Cherry,Mike A. Cherry,R,R
H0311,Alex Q. Askew,D,Education,Derived from LIS bill description,Present both years,True,True,347.0,345.0,332.0,341.0,9.0,1.0,0.0,-1.0,0.3012048192771084,0.0,-0.3012048192771084,2.0,4.0,2.0,Alex Q. Askew,Alex Q. Askew,D,D
H0345,Anne Ferrell Tata,R,Family and Children,Derived from LIS bill description,Present both years,True,True,53.0,54.0,51.0,54.0,3.0,3.0,3.0,0.0,5.88235294117647,5.555555555555555,-0.32679738562091476,3.0,3.0,0.0,Anne Ferrell Tata,Anne Ferrell Tata,R,R
H0356,Rae Cousins,D,Education,Derived from LIS bill description,Present both years,True,True,315.0,322.0,302.0,318.0,16.0,1.0,0.0,-1.0,0.3311258278145695,0.0,-0.3311258278145695,2.0,0.0,-2.0,Rae Cousins,Rae Cousins,D,D
H0124,R. Lee Ware,R,Labor and Employment,Derived from LIS bill description,Present both years,True,True,74.0,108.0,74.0,106.0,32.0,1.0,1.0,0.0,1.351351351351351,0.9433962264150944,-0.40795512493625674,4.0,5.0,1.0,R. Lee Ware,R. Lee Ware,R,R
H0124,R. Lee Ware,R,Firearms,Derived from LIS bill description,Present both years,True,True,53.0,69.0,53.0,68.0,15.0,1.0,1.0,0.0,1.8867924528301887,1.4705882352941175,-0.4162042175360712,1.0,1.0,0.0,R. Lee Ware,R. Lee Ware,R,R
H0335,Mike A. Cherry,R,Education,Derived from LIS bill description,Present both years,True,True,320.0,320.0,307.0,315.0,8.0,14.0,13.0,-1.0,4.5602605863192185,4.126984126984127,-0.43327645933509107,30.0,25.0,-5.0,Mike A. Cherry,Mike A. Cherry,R,R
H0329,Bill Wiley,R,Education,Derived from LIS bill description,Present both years,True,True,151.0,193.0,150.0,192.0,42.0,3.0,3.0,0.0,2.0,1.5625,-0.4375,6.0,4.0,-2.0,Bill Wiley,Bill Wiley,R,R
H0362,"Thomas A. Garrett, Jr.",R,Energy and Utilities,Derived from LIS bill description,Present both years,True,True,77.0,141.0,72.0,131.0,59.0,2.0,3.0,1.0,2.7777777777777777,2.2900763358778624,-0.48770144189991527,10.0,22.0,12.0,"Thomas A. Garrett, Jr.","Thomas A. Garrett, Jr.",R,R
H0329,Bill Wiley,R,Housing,Derived from LIS bill description,Present both years,True,True,57.0,150.0,55.0,148.0,93.0,4.0,10.0,6.0,7.272727272727272,6.756756756756757,-0.5159705159705146,4.0,11.0,7.0,Bill Wiley,Bill Wiley,R,R
H0377,Delores Oates,R,Energy and Utilities,Derived from LIS bill description,Present both years,True,True,80.0,140.0,80.0,140.0,60.0,1.0,1.0,0.0,1.25,0.7142857142857143,-0.5357142857142857,8.0,8.0,0.0,Delores Oates,Delores Oates,R,R
H0212,Betsy B. Carr,D,Transportation,Derived from LIS bill description,Present both years,True,True,84.0,152.0,83.0,151.0,68.0,1.0,1.0,0.0,1.2048192771084338,0.6622516556291391,-0.5425676214792947,2.0,1.0,-1.0,Betsy B. Carr,Betsy B. Carr,D,D
H0212,Betsy B. Carr,D,Energy and Utilities,Derived from LIS bill description,Present both years,True,True,89.0,176.0,88.0,171.0,83.0,1.0,1.0,0.0,1.1363636363636365,0.5847953216374269,-0.5515683147262096,4.0,1.0,-3.0,Betsy B. Carr,Betsy B. Carr,D,D
H0350,Ellen H. McLaughlin,R,Education,Derived from LIS bill description,Present both years,True,True,167.0,196.0,164.0,191.0,27.0,7.0,7.0,0.0,4.2682926829268295,3.664921465968586,-0.6033712169582435,9.0,9.0,0.0,Ellen H. Campbell,Ellen H. McLaughlin,R,R
H0343,Briana D. Sewell,D,Transportation,Derived from LIS bill description,Present both years,True,True,79.0,153.0,79.0,152.0,73.0,1.0,1.0,0.0,1.2658227848101269,0.6578947368421052,-0.6079280479680217,1.0,1.0,0.0,Briana D. Sewell,Briana D. Sewell,D,D
H0344,Irene Shin,D,Health and Healthcare,Derived from LIS bill description,Present both years,True,True,158.0,164.0,158.0,159.0,1.0,1.0,0.0,-1.0,0.6329113924050633,0.0,-0.6329113924050633,2.0,2.0,0.0,Irene Shin,Irene Shin,D,D
H0285,"C.E. Cliff Hayes, Jr.",D,Education,Derived from LIS bill description,Present both years,True,True,163.0,197.0,157.0,193.0,36.0,1.0,0.0,-1.0,0.6369426751592357,0.0,-0.6369426751592357,1.0,0.0,-1.0,"C.E. Cliff Hayes, Jr.","C.E. Cliff Hayes, Jr.",D,D
H0357,Will Davis,R,Transportation,Derived from LIS bill description,Present both years,True,True,58.0,92.0,58.0,92.0,34.0,1.0,1.0,0.0,1.7241379310344829,1.0869565217391304,-0.6371814092953525,2.0,2.0,0.0,Will Davis,Will Davis,R,R
H0212,Betsy B. Carr,D,Education,Derived from LIS bill description,Present both years,True,True,156.0,185.0,155.0,179.0,24.0,1.0,0.0,-1.0,0.6451612903225806,0.0,-0.6451612903225806,1.0,0.0,-1.0,Betsy B. Carr,Betsy B. Carr,D,D
H0227,Luke E. Torian,D,Education,Derived from LIS bill description,Present both years,True,True,172.0,203.0,153.0,167.0,14.0,1.0,0.0,-1.0,0.6535947712418301,0.0,-0.6535947712418301,1.0,1.0,0.0,Luke E. Torian,Luke E. Torian,D,D
H0281,Paul E. Krizek,D,Education,Derived from LIS bill description,Present both years,True,True,151.0,175.0,150.0,174.0,24.0,1.0,0.0,-1.0,0.6666666666666667,0.0,-0.6666666666666667,1.0,0.0,-1.0,Paul E. Krizek,Paul E. Krizek,D,D
H0329,Bill Wiley,R,Transportation,Derived from LIS bill description,Present both years,True,True,75.0,151.0,75.0,150.0,75.0,3.0,5.0,2.0,4.0,3.333333333333333,-0.666666666666667,4.0,5.0,1.0,Bill Wiley,Bill Wiley,R,R
H0301,David A. Reid,D,Education,Derived from LIS bill description,Present both years,True,True,149.0,179.0,148.0,176.0,28.0,1.0,0.0,-1.0,0.6756756756756757,0.0,-0.6756756756756757,1.0,2.0,1.0,David A. Reid,David A. Reid,D,D
H0208,Charniele L. Herring,D,Education,Derived from LIS bill description,Present both years,True,True,148.0,199.0,146.0,194.0,48.0,1.0,0.0,-1.0,0.684931506849315,0.0,-0.684931506849315,1.0,0.0,-1.0,Charniele L. Herring,Charniele L. Herring,D,D
H0253,Terry L. Austin,R,Housing,Derived from LIS bill description,Present both years,True,True,74.0,145.0,72.0,144.0,72.0,7.0,13.0,6.0,9.722222222222223,9.027777777777777,-0.6944444444444464,8.0,13.0,5.0,Terry L. Austin,Terry L. Austin,R,R
H0208,Charniele L. Herring,D,Energy and Utilities,Derived from LIS bill description,Present both years,True,True,155.0,178.0,143.0,177.0,34.0,1.0,0.0,-1.0,0.6993006993006993,0.0,-0.6993006993006993,2.0,0.0,-2.0,Charniele L. Herring,Charniele L. Herring,D,D
H0108,Vivian E. Watts,D,Education,Derived from LIS bill description,Present both years,True,True,143.0,156.0,142.0,152.0,10.0,1.0,0.0,-1.0,0.7042253521126761,0.0,-0.7042253521126761,2.0,1.0,-1.0,Vivian E. Watts,Vivian E. Watts,D,D
H0239,Alfonso H. Lopez,D,Energy and Utilities,Derived from LIS bill description,Present both years,True,True,153.0,217.0,141.0,212.0,71.0,1.0,0.0,-1.0,0.7092198581560284,0.0,-0.7092198581560284,3.0,0.0,-3.0,Alfonso H. Lopez,Alfonso H. Lopez,D,D
H0219,Patrick A. Hope,D,Education,Derived from LIS bill description,Present both years,True,True,142.0,162.0,140.0,153.0,13.0,1.0,0.0,-1.0,0.7142857142857143,0.0,-0.7142857142857143,2.0,1.0,-1.0,Patrick A. Hope,Patrick A. Hope,D,D
H0269,"Richard C. ""Rip"" Sullivan, Jr.",D,Education,Derived from LIS bill description,Present both years,True,True,144.0,162.0,138.0,160.0,22.0,1.0,0.0,-1.0,0.7246376811594203,0.0,-0.7246376811594203,1.0,0.0,-1.0,"Richard C. ""Rip"" Sullivan, Jr.","Richard C. ""Rip"" Sullivan, Jr.",D,D
H0266,Sam Rasoul,D,Education,Derived from LIS bill description,Present both years,True,True,357.0,287.0,275.0,264.0,-11.0,2.0,0.0,-2.0,0.7272727272727273,0.0,-0.7272727272727273,2.0,1.0,-1.0,Sam Rasoul,Sam Rasoul,D,D
H0322,Don Scott,D,Education,Derived from LIS bill description,Present both years,True,True,137.0,149.0,135.0,148.0,13.0,1.0,0.0,-1.0,0.7407407407407408,0.0,-0.7407407407407408,1.0,0.0,-1.0,Don Scott,Don Scott,D,D
H0325,Wendell S. Walker,R,Education,Derived from LIS bill description,Present both years,True,True,144.0,154.0,143.0,153.0,10.0,2.0,1.0,-1.0,1.3986013986013983,0.6535947712418301,-0.7450066273595682,7.0,2.0,-5.0,Wendell S. Walker,Wendell S. Walker,R,R
H0351,Holly M. Seibold,D,Education,Derived from LIS bill description,Present both years,True,True,135.0,157.0,134.0,146.0,12.0,1.0,0.0,-1.0,0.7462686567164178,0.0,-0.7462686567164178,2.0,1.0,-1.0,Holly M. Seibold,Holly M. Seibold,D,D
H0173,Jeion A. Ward,D,Education,Derived from LIS bill description,Present both years,True,True,137.0,153.0,133.0,148.0,15.0,1.0,0.0,-1.0,0.7518796992481203,0.0,-0.7518796992481203,1.0,2.0,1.0,Jeion A. Ward,Jeion A. Ward,D,D
H0294,Karrie K. Delaney,D,Education,Derived from LIS bill description,Present both years,True,True,136.0,153.0,133.0,151.0,18.0,1.0,0.0,-1.0,0.7518796992481203,0.0,-0.7518796992481203,1.0,0.0,-1.0,Karrie K. Delaney,Karrie K. Delaney,D,D
H0364,Timothy P. Griffin,R,Education,Derived from LIS bill description,Present both years,True,True,132.0,153.0,131.0,139.0,8.0,1.0,0.0,-1.0,0.7633587786259541,0.0,-0.7633587786259541,22.0,28.0,6.0,Timothy P. Griffin,Timothy P. Griffin,R,R
H0360,Michael B. Feggans,D,Education,Derived from LIS bill description,Present both years,True,True,132.0,156.0,130.0,153.0,23.0,1.0,0.0,-1.0,0.7692307692307693,0.0,-0.7692307692307693,1.0,1.0,0.0,Michael B. Feggans,Michael B. Feggans,D,D
H0374,Marty Martinez,D,Education,Derived from LIS bill description,Present both years,True,True,132.0,148.0,128.0,146.0,18.0,1.0,0.0,-1.0,0.78125,0.0,-0.78125,1.0,1.0,0.0,Marty Martinez,Marty Martinez,D,D
H0342,Phillip A. Scott,R,Health and Healthcare,Derived from LIS bill description,Present both years,True,True,129.0,124.0,126.0,118.0,-8.0,1.0,0.0,-1.0,0.7936507936507936,0.0,-0.7936507936507936,8.0,27.0,19.0,Phillip A. Scott,Phillip A. Scott,R,R
H0264,Marcus B. Simon,D,Criminal Justice,Derived from LIS bill description,Present both years,True,True,133.0,143.0,120.0,137.0,17.0,1.0,0.0,-1.0,0.8333333333333334,0.0,-0.8333333333333334,8.0,0.0,-8.0,Marcus B. Simon,Marcus B. Simon,D,D
H0365,"Rozia A. Henson, Jr.",D,Elections and Voting,Derived from LIS bill description,Present both years,True,True,120.0,159.0,120.0,152.0,32.0,1.0,0.0,-1.0,0.8333333333333334,0.0,-0.8333333333333334,6.0,0.0,-6.0,"Rozia A. Henson, Jr.","Rozia A. Henson, Jr.",D,D
H0357,Will Davis,R,Education,Derived from LIS bill description,Present both years,True,True,133.0,149.0,132.0,148.0,16.0,2.0,1.0,-1.0,1.5151515151515151,0.6756756756756757,-0.8394758394758395,3.0,5.0,2.0,Will Davis,Will Davis,R,R
H0355,Laura Jane Cohen,D,Education,Derived from LIS bill description,Present both years,True,True,245.0,154.0,236.0,145.0,-91.0,2.0,0.0,-2.0,0.847457627118644,0.0,-0.847457627118644,8.0,4.0,-4.0,Laura Jane Cohen,Laura Jane Cohen,D,D
H0371,Amy J. Laufer,D,Education,Derived from LIS bill description,Present both years,True,True,247.0,277.0,236.0,271.0,35.0,2.0,0.0,-2.0,0.847457627118644,0.0,-0.847457627118644,7.0,2.0,-5.0,Amy J. Laufer,Amy J. Laufer,D,D
H0173,Jeion A. Ward,D,Energy and Utilities,Derived from LIS bill description,Present both years,True,True,155.0,230.0,115.0,220.0,105.0,1.0,0.0,-1.0,0.8695652173913043,0.0,-0.8695652173913043,1.0,0.0,-1.0,Jeion A. Ward,Jeion A. Ward,D,D
H0321,Chris S. Runion,R,Taxes and Revenue,Derived from LIS bill description,Present both years,True,True,84.0,66.0,82.0,64.0,-18.0,2.0,1.0,-1.0,2.4390243902439024,1.5625,-0.8765243902439024,2.0,2.0,0.0,Chris S. Runion,Chris S. Runion,R,R
H0207,Delores L. McQuinn,D,Education,Derived from LIS bill description,Present both years,True,True,272.0,295.0,227.0,281.0,54.0,2.0,0.0,-2.0,0.881057268722467,0.0,-0.881057268722467,2.0,0.0,-2.0,Delores L. McQuinn,Delores L. McQuinn,D,D
H0321,Chris S. Runion,R,Energy and Utilities,Derived from LIS bill description,Present both years,True,True,116.0,213.0,109.0,210.0,101.0,2.0,2.0,0.0,1.834862385321101,0.9523809523809524,-0.8824814329401486,9.0,13.0,4.0,Chris S. Runion,Chris S. Runion,R,R
H0108,Vivian E. Watts,D,Taxes and Revenue,Derived from LIS bill description,Present both years,True,True,130.0,95.0,106.0,91.0,-15.0,1.0,0.0,-1.0,0.9433962264150944,0.0,-0.9433962264150944,4.0,0.0,-4.0,Vivian E. Watts,Vivian E. Watts,D,D
H0360,Michael B. Feggans,D,Energy and Utilities,Derived from LIS bill description,Present both years,True,True,111.0,267.0,105.0,260.0,155.0,1.0,0.0,-1.0,0.9523809523809524,0.0,-0.9523809523809524,1.0,0.0,-1.0,Michael B. Feggans,Michael B. Feggans,D,D
H0308,Joseph P. McNamara,R,Energy and Utilities,Derived from LIS bill description,Present both years,True,True,118.0,152.0,112.0,142.0,30.0,20.0,24.0,4.0,17.857142857142858,16.901408450704224,-0.9557344064386335,27.0,28.0,1.0,Joseph P. McNamara,Joseph P. McNamara,R,R
H0212,Betsy B. Carr,D,Labor and Employment,Derived from LIS bill description,Present both years,True,True,101.0,152.0,100.0,150.0,50.0,1.0,0.0,-1.0,1.0,0.0,-1.0,1.0,0.0,-1.0,Betsy B. Carr,Betsy B. Carr,D,D
H0369,Hillary Pugh Kent,R,Labor and Employment,Derived from LIS bill description,Present both years,True,True,73.0,117.0,73.0,116.0,43.0,2.0,2.0,0.0,2.73972602739726,1.7241379310344829,-1.0155880963627772,2.0,4.0,2.0,Hillary Pugh Kent,Hillary Pugh Kent,R,R
H0323,Shelly A. Simonds,D,Education,Derived from LIS bill description,Present both years,True,True,312.0,350.0,292.0,336.0,44.0,3.0,0.0,-3.0,1.0273972602739725,0.0,-1.0273972602739725,4.0,0.0,-4.0,Shelly A. Simonds,Shelly A. Simonds,D,D
H0253,Terry L. Austin,R,Elections and Voting,Derived from LIS bill description,Present both years,True,True,56.0,87.0,55.0,87.0,32.0,5.0,7.0,2.0,9.090909090909092,8.045977011494253,-1.0449320794148385,5.0,8.0,3.0,Terry L. Austin,Terry L. Austin,R,R
H0224,James W. Morefield,R,Criminal Justice,Derived from LIS bill description,Present both years,True,True,79.0,97.0,79.0,95.0,16.0,5.0,5.0,0.0,6.329113924050633,5.263157894736842,-1.0659560293137913,5.0,5.0,0.0,James W. Morefield,James W. Morefield,R,R
H0353,Bonita G. Anthony,D,Transportation,Derived from LIS bill description,Present both years,True,True,91.0,183.0,91.0,182.0,91.0,1.0,0.0,-1.0,1.098901098901099,0.0,-1.098901098901099,1.0,1.0,0.0,Bonita G. Anthony,Bonita G. Anthony,D,D
H0361,Debra D. Gardner,D,Taxes and Revenue,Derived from LIS bill description,Present both years,True,True,97.0,93.0,91.0,89.0,-2.0,1.0,0.0,-1.0,1.098901098901099,0.0,-1.098901098901099,1.0,0.0,-1.0,Debra D. Gardner,Debra D. Gardner,D,D
H0269,"Richard C. ""Rip"" Sullivan, Jr.",D,Taxes and Revenue,Derived from LIS bill description,Present both years,True,True,115.0,71.0,89.0,69.0,-20.0,1.0,0.0,-1.0,1.1235955056179776,0.0,-1.1235955056179776,2.0,0.0,-2.0,"Richard C. ""Rip"" Sullivan, Jr.","Richard C. ""Rip"" Sullivan, Jr.",D,D
H0301,David A. Reid,D,Transportation,Derived from LIS bill description,Present both years,True,True,88.0,156.0,88.0,155.0,67.0,1.0,0.0,-1.0,1.1363636363636365,0.0,-1.1363636363636365,2.0,0.0,-2.0,David A. Reid,David A. Reid,D,D
H0382,Joshua E. Thomas,D,Labor and Employment,Derived from LIS bill description,Present both years,True,True,89.0,136.0,86.0,133.0,47.0,1.0,0.0,-1.0,1.162790697674419,0.0,-1.162790697674419,1.0,0.0,-1.0,Joshua E. Thomas,Joshua E. Thomas,D,D
H0294,Karrie K. Delaney,D,Transportation,Derived from LIS bill description,Present both years,True,True,111.0,140.0,85.0,136.0,51.0,1.0,0.0,-1.0,1.1764705882352942,0.0,-1.1764705882352942,1.0,0.0,-1.0,Karrie K. Delaney,Karrie K. Delaney,D,D
H0333,Jason S. Ballard,R,Criminal Justice,Derived from LIS bill description,Present both years,True,True,103.0,121.0,103.0,116.0,13.0,3.0,2.0,-1.0,2.912621359223301,1.7241379310344829,-1.1884834281888181,7.0,4.0,-3.0,Jason S. Ballard,Jason S. Ballard,R,R
H0361,Debra D. Gardner,D,Energy and Utilities,Derived from LIS bill description,Present both years,True,True,82.0,143.0,80.0,143.0,63.0,1.0,0.0,-1.0,1.25,0.0,-1.25,1.0,0.0,-1.0,Debra D. Gardner,Debra D. Gardner,D,D
H0345,Anne Ferrell Tata,R,Elections and Voting,Derived from LIS bill description,Present both years,True,True,59.0,92.0,58.0,91.0,33.0,2.0,2.0,0.0,3.4482758620689653,2.197802197802198,-1.2504736642667673,2.0,5.0,3.0,Anne Ferrell Tata,Anne Ferrell Tata,R,R
H0357,Will Davis,R,Criminal Justice,Derived from LIS bill description,Present both years,True,True,102.0,143.0,102.0,141.0,39.0,2.0,1.0,-1.0,1.96078431372549,0.7092198581560284,-1.2515644555694614,4.0,1.0,-3.0,Will Davis,Will Davis,R,R
H0327,Rodney T. Willett,D,Education,Derived from LIS bill description,Present both years,True,True,160.0,181.0,159.0,176.0,17.0,2.0,0.0,-2.0,1.257861635220126,0.0,-1.257861635220126,3.0,0.0,-3.0,Rodney T. Willett,Rodney T. Willett,D,D
H0253,Terry L. Austin,R,Energy and Utilities,Derived from LIS bill description,Present both years,True,True,85.0,165.0,85.0,164.0,79.0,13.0,23.0,10.0,15.294117647058824,14.02439024390244,-1.2697274031563843,15.0,23.0,8.0,Terry L. Austin,Terry L. Austin,R,R
H0305,Kathy K.L. Tran,D,Criminal Justice,Derived from LIS bill description,Present both years,True,True,78.0,109.0,78.0,109.0,31.0,1.0,0.0,-1.0,1.282051282051282,0.0,-1.282051282051282,1.0,1.0,0.0,Kathy K.L. Tran,Kathy K.L. Tran,D,D
H0349,Jackie H. Glass,D,Transportation,Derived from LIS bill description,Present both years,True,True,79.0,145.0,78.0,140.0,62.0,1.0,0.0,-1.0,1.282051282051282,0.0,-1.282051282051282,2.0,1.0,-1.0,Jackie H. Glass,Jackie H. Glass,D,D
H0383,Eric R. Zehr,R,Education,Derived from LIS bill description,Present both years,True,True,241.0,248.0,228.0,244.0,16.0,3.0,0.0,-3.0,1.3157894736842104,0.0,-1.3157894736842104,20.0,34.0,14.0,Eric R. Zehr,Eric R. Zehr,R,R
H0353,Bonita G. Anthony,D,Energy and Utilities,Derived from LIS bill description,Present both years,True,True,77.0,267.0,76.0,255.0,179.0,1.0,0.0,-1.0,1.3157894736842104,0.0,-1.3157894736842104,1.0,1.0,0.0,Bonita G. Anthony,Bonita G. Anthony,D,D
H0383,Eric R. Zehr,R,Energy and Utilities,Derived from LIS bill description,Present both years,True,True,75.0,140.0,75.0,138.0,63.0,1.0,0.0,-1.0,1.3333333333333337,0.0,-1.3333333333333337,7.0,18.0,11.0,Eric R. Zehr,Eric R. Zehr,R,R
H0219,Patrick A. Hope,D,Family and Children,Derived from LIS bill description,Present both years,True,True,83.0,82.0,74.0,75.0,1.0,1.0,0.0,-1.0,1.351351351351351,0.0,-1.351351351351351,1.0,0.0,-1.0,Patrick A. Hope,Patrick A. Hope,D,D
H0242,Israel D. O'Quinn,R,Transportation,Derived from LIS bill description,Present both years,True,True,74.0,167.0,74.0,165.0,91.0,1.0,0.0,-1.0,1.351351351351351,0.0,-1.351351351351351,1.0,0.0,-1.0,Israel D. O'Quinn,Israel D. O'Quinn,R,R
H0264,Marcus B. Simon,D,Health and Healthcare,Derived from LIS bill description,Present both years,True,True,74.0,76.0,74.0,76.0,2.0,1.0,0.0,-1.0,1.351351351351351,0.0,-1.351351351351351,1.0,0.0,-1.0,Marcus B. Simon,Marcus B. Simon,D,D
H0314,Joshua G. Cole,D,Energy and Utilities,Derived from LIS bill description,Present both years,True,True,78.0,143.0,74.0,142.0,68.0,1.0,0.0,-1.0,1.351351351351351,0.0,-1.351351351351351,2.0,0.0,-2.0,Joshua G. Cole,Joshua G. Cole,D,D
