year,vote_id,member_id,MBR_NAME,MBR_HOU,party,vote,own_party_position,other_party_position,broke_with_party,cross_party,Subject_Id,Subject_Name,eligible_cross_party
2026,26110725,H0392,Mark C. Downey,H,D,Y,Y,Y,False,False,1160,Workforce,True
2026,26110725,H0392,Mark C. Downey,H,D,Y,Y,Y,False,False,1282,Uncodified Legislation,True
2026,26110725,H0392,Mark C. Downey,H,D,Y,Y,Y,False,False,18042,Wind Energy,True
2026,26110725,H0393,Lily V. Franklin,H,D,Y,Y,Y,False,False,1160,Workforce,True
2026,26110725,H0393,Lily V. Franklin,H,D,Y,Y,Y,False,False,1282,Uncodified Legislation,True
2026,26110725,H0393,Lily V. Franklin,H,D,Y,Y,Y,False,False,18042,Wind Energy,True
2026,26110725,H0394,Karen Hamilton,H,R,N,Y,Y,True,False,1160,Workforce,True
2026,26110725,H0394,Karen Hamilton,H,R,N,Y,Y,True,False,1282,Uncodified Legislation,True
2026,26110725,H0394,Karen Hamilton,H,R,N,Y,Y,True,False,18042,Wind Energy,True
2026,26110725,H0395,John Chilton McAuliff,H,D,Y,Y,Y,False,False,1160,Workforce,True
2026,26110725,H0395,John Chilton McAuliff,H,D,Y,Y,Y,False,False,1282,Uncodified Legislation,True
2026,26110725,H0395,John Chilton McAuliff,H,D,Y,Y,Y,False,False,18042,Wind Energy,True
2026,26110725,H0396,Leslie Chambers Mehta,H,D,Y,Y,Y,False,False,1160,Workforce,True
2026,26110725,H0396,Leslie Chambers Mehta,H,D,Y,Y,Y,False,False,1282,Uncodified Legislation,True
2026,26110725,H0396,Leslie Chambers Mehta,H,D,Y,Y,Y,False,False,18042,Wind Energy,True
2026,26110725,H0397,May Nivar,H,D,Y,Y,Y,False,False,1160,Workforce,True
2026,26110725,H0397,May Nivar,H,D,Y,Y,Y,False,False,1282,Uncodified Legislation,True
2026,26110725,H0397,May Nivar,H,D,Y,Y,Y,False,False,18042,Wind Energy,True
2026,26110725,H0398,Justin Pence,H,R,N,Y,Y,True,False,1160,Workforce,True
2026,26110725,H0398,Justin Pence,H,R,N,Y,Y,True,False,1282,Uncodified Legislation,True
2026,26110725,H0398,Justin Pence,H,R,N,Y,Y,True,False,18042,Wind Energy,True
2026,26110725,H0399,Kimberly Pope Adams,H,D,Y,Y,Y,False,False,1160,Workforce,True
2026,26110725,H0399,Kimberly Pope Adams,H,D,Y,Y,Y,False,False,1282,Uncodified Legislation,True
2026,26110725,H0399,Kimberly Pope Adams,H,D,Y,Y,Y,False,False,18042,Wind Energy,True
2026,26110725,H0400,Virgil Thornton,H,D,Y,Y,Y,False,False,1160,Workforce,True
2026,26110725,H0400,Virgil Thornton,H,D,Y,Y,Y,False,False,1282,Uncodified Legislation,True
2026,26110725,H0400,Virgil Thornton,H,D,Y,Y,Y,False,False,18042,Wind Energy,True
2026,26110725,H0401,Madison Whittle,H,R,Y,Y,Y,False,False,1160,Workforce,True
2026,26110725,H0401,Madison Whittle,H,R,Y,Y,Y,False,False,1282,Uncodified Legislation,True
2026,26110725,H0401,Madison Whittle,H,R,Y,Y,Y,False,False,18042,Wind Energy,True
2026,26110725,H0402,Charlie Schmidt,H,D,Y,Y,Y,False,False,1160,Workforce,True
2026,26110725,H0402,Charlie Schmidt,H,D,Y,Y,Y,False,False,1282,Uncodified Legislation,True
2026,26110725,H0402,Charlie Schmidt,H,D,Y,Y,Y,False,False,18042,Wind Energy,True
2026,26110725,H0403,Gretchen M. Bulova,H,D,Y,Y,Y,False,False,1160,Workforce,True
2026,26110725,H0403,Gretchen M. Bulova,H,D,Y,Y,Y,False,False,1282,Uncodified Legislation,True
2026,26110725,H0403,Gretchen M. Bulova,H,D,Y,Y,Y,False,False,18042,Wind Energy,True
2026,26110725,H0404,Margaret A. Franklin,H,D,Y,Y,Y,False,False,1160,Workforce,True
2026,26110725,H0404,Margaret A. Franklin,H,D,Y,Y,Y,False,False,1282,Uncodified Legislation,True
2026,26110725,H0404,Margaret A. Franklin,H,D,Y,Y,Y,False,False,18042,Wind Energy,True
2026,26110725,H0405,Garrett McGuire,H,D,Y,Y,Y,False,False,1160,Workforce,True
2026,26110725,H0405,Garrett McGuire,H,D,Y,Y,Y,False,False,1282,Uncodified Legislation,True
2026,26110725,H0405,Garrett McGuire,H,D,Y,Y,Y,False,False,18042,Wind Energy,True
2026,26110725,H0406,Kirk McPike,H,D,Y,Y,Y,False,False,1160,Workforce,True
2026,26110725,H0406,Kirk McPike,H,D,Y,Y,Y,False,False,1282,Uncodified Legislation,True
2026,26110725,H0406,Kirk McPike,H,D,Y,Y,Y,False,False,18042,Wind Energy,True
2026,H02V2613809,H0207,Delores L. McQuinn,H,D,Y,Y,Y,False,False,1160,Workforce,True
2026,H02V2613809,H0207,Delores L. McQuinn,H,D,Y,Y,Y,False,False,1282,Uncodified Legislation,True
2026,H02V2613809,H0207,Delores L. McQuinn,H,D,Y,Y,Y,False,False,18042,Wind Energy,True
2026,H02V2613809,H0208,Charniele L. Herring,H,D,Y,Y,Y,False,False,1160,Workforce,True
2026,H02V2613809,H0208,Charniele L. Herring,H,D,Y,Y,Y,False,False,1282,Uncodified Legislation,True
2026,H02V2613809,H0208,Charniele L. Herring,H,D,Y,Y,Y,False,False,18042,Wind Energy,True
2026,H02V2613809,H0212,Betsy B. Carr,H,D,Y,Y,Y,False,False,1160,Workforce,True
2026,H02V2613809,H0212,Betsy B. Carr,H,D,Y,Y,Y,False,False,1282,Uncodified Legislation,True
2026,H02V2613809,H0212,Betsy B. Carr,H,D,Y,Y,Y,False,False,18042,Wind Energy,True
2026,H02V2613809,H0224,James W. Morefield,H,R,Y,Y,Y,False,False,1160,Workforce,True
2026,H02V2613809,H0224,James W. Morefield,H,R,Y,Y,Y,False,False,1282,Uncodified Legislation,True
2026,H02V2613809,H0224,James W. Morefield,H,R,Y,Y,Y,False,False,18042,Wind Energy,True
2026,H02V2613809,H0227,Luke E. Torian,H,D,Y,Y,Y,False,False,1160,Workforce,True
2026,H02V2613809,H0227,Luke E. Torian,H,D,Y,Y,Y,False,False,1282,Uncodified Legislation,True
2026,H02V2613809,H0227,Luke E. Torian,H,D,Y,Y,Y,False,False,18042,Wind Energy,True
2026,H02V2613809,H0238,M. Keith Hodges,H,R,Y,Y,Y,False,False,1160,Workforce,True
2026,H02V2613809,H0238,M. Keith Hodges,H,R,Y,Y,Y,False,False,1282,Uncodified Legislation,True
2026,H02V2613809,H0238,M. Keith Hodges,H,R,Y,Y,Y,False,False,18042,Wind Energy,True
2026,H02V2613809,H0253,Terry L. Austin,H,R,Y,Y,Y,False,False,1160,Workforce,True
2026,H02V2613809,H0253,Terry L. Austin,H,R,Y,Y,Y,False,False,1282,Uncodified Legislation,True
2026,H02V2613809,H0253,Terry L. Austin,H,R,Y,Y,Y,False,False,18042,Wind Energy,True
2026,H02V2613809,H0267,"Robert S. Bloxom, Jr.",H,R,Y,Y,Y,False,False,1160,Workforce,True
2026,H02V2613809,H0267,"Robert S. Bloxom, Jr.",H,R,Y,Y,Y,False,False,1282,Uncodified Legislation,True
2026,H02V2613809,H0267,"Robert S. Bloxom, Jr.",H,R,Y,Y,Y,False,False,18042,Wind Energy,True
2026,H02V2613809,H0281,Paul E. Krizek,H,D,Y,Y,Y,False,False,1160,Workforce,True
2026,H02V2613809,H0281,Paul E. Krizek,H,D,Y,Y,Y,False,False,1282,Uncodified Legislation,True
2026,H02V2613809,H0281,Paul E. Krizek,H,D,Y,Y,Y,False,False,18042,Wind Energy,True
2026,H02V2613809,H0284,"Marcia S. ""Cia"" Price",H,D,X,Y,Y,False,False,1160,Workforce,False
2026,H02V2613809,H0284,"Marcia S. ""Cia"" Price",H,D,X,Y,Y,False,False,1282,Uncodified Legislation,False
2026,H02V2613809,H0284,"Marcia S. ""Cia"" Price",H,D,X,Y,Y,False,False,18042,Wind Energy,False
2026,H02V2613809,H0285,"C.E. Cliff Hayes, Jr.",H,D,Y,Y,Y,False,False,1160,Workforce,True
2026,H02V2613809,H0285,"C.E. Cliff Hayes, Jr.",H,D,Y,Y,Y,False,False,1282,Uncodified Legislation,True
2026,H02V2613809,H0285,"C.E. Cliff Hayes, Jr.",H,D,Y,Y,Y,False,False,18042,Wind Energy,True
2026,H02V2613809,H0301,David A. Reid,H,D,Y,Y,Y,False,False,1160,Workforce,True
2026,H02V2613809,H0301,David A. Reid,H,D,Y,Y,Y,False,False,1282,Uncodified Legislation,True
2026,H02V2613809,H0301,David A. Reid,H,D,Y,Y,Y,False,False,18042,Wind Energy,True
2026,H02V2613809,H0305,Kathy K.L. Tran,H,D,Y,Y,Y,False,False,1160,Workforce,True
2026,H02V2613809,H0305,Kathy K.L. Tran,H,D,Y,Y,Y,False,False,1282,Uncodified Legislation,True
2026,H02V2613809,H0305,Kathy K.L. Tran,H,D,Y,Y,Y,False,False,18042,Wind Energy,True
2026,H02V2613809,H0311,Alex Q. Askew,H,D,Y,Y,Y,False,False,1160,Workforce,True
2026,H02V2613809,H0311,Alex Q. Askew,H,D,Y,Y,Y,False,False,1282,Uncodified Legislation,True
2026,H02V2613809,H0311,Alex Q. Askew,H,D,Y,Y,Y,False,False,18042,Wind Energy,True
2026,H02V2613809,H0323,Shelly A. Simonds,H,D,Y,Y,Y,False,False,1160,Workforce,True
2026,H02V2613809,H0323,Shelly A. Simonds,H,D,Y,Y,Y,False,False,1282,Uncodified Legislation,True
2026,H02V2613809,H0323,Shelly A. Simonds,H,D,Y,Y,Y,False,False,18042,Wind Energy,True
2026,H02V2613809,H0327,Rodney T. Willett,H,D,Y,Y,Y,False,False,1160,Workforce,True
2026,H02V2613809,H0327,Rodney T. Willett,H,D,Y,Y,Y,False,False,1282,Uncodified Legislation,True
2026,H02V2613809,H0327,Rodney T. Willett,H,D,Y,Y,Y,False,False,18042,Wind Energy,True
2026,H02V2613809,H0328,Scott A. Wyatt,H,R,Y,Y,Y,False,False,1160,Workforce,True
2026,H02V2613809,H0328,Scott A. Wyatt,H,R,Y,Y,Y,False,False,1282,Uncodified Legislation,True
2026,H02V2613809,H0328,Scott A. Wyatt,H,R,Y,Y,Y,False,False,18042,Wind Energy,True
2026,H02V2613809,H0329,Bill Wiley,H,R,Y,Y,Y,False,False,1160,Workforce,True
2026,H02V2613809,H0329,Bill Wiley,H,R,Y,Y,Y,False,False,1282,Uncodified Legislation,True
2026,H02V2613809,H0329,Bill Wiley,H,R,Y,Y,Y,False,False,18042,Wind Energy,True
2026,H02V2613809,H0343,Briana D. Sewell,H,D,Y,Y,Y,False,False,1160,Workforce,True
2026,H02V2613809,H0343,Briana D. Sewell,H,D,Y,Y,Y,False,False,1282,Uncodified Legislation,True
2026,H02V2613809,H0343,Briana D. Sewell,H,D,Y,Y,Y,False,False,18042,Wind Energy,True
2026,H02V2613809,H0350,Ellen H. McLaughlin,H,R,Y,Y,Y,False,False,1160,Workforce,True
2026,H02V2613809,H0350,Ellen H. McLaughlin,H,R,Y,Y,Y,False,False,1282,Uncodified Legislation,True
2026,H02V2613809,H0350,Ellen H. McLaughlin,H,R,Y,Y,Y,False,False,18042,Wind Energy,True
2026,H02V2613809,H0371,Amy J. Laufer,H,D,Y,Y,Y,False,False,1160,Workforce,True
2026,H02V2613809,H0371,Amy J. Laufer,H,D,Y,Y,Y,False,False,1282,Uncodified Legislation,True
2026,H02V2613809,H0371,Amy J. Laufer,H,D,Y,Y,Y,False,False,18042,Wind Energy,True
2026,H02V2613809,H0382,Joshua E. Thomas,H,D,Y,Y,Y,False,False,1160,Workforce,True
2026,H02V2613809,H0382,Joshua E. Thomas,H,D,Y,Y,Y,False,False,1282,Uncodified Legislation,True
2026,H02V2613809,H0382,Joshua E. Thomas,H,D,Y,Y,Y,False,False,18042,Wind Energy,True
2026,H14V2613600,H0056,Terry G. Kilgore,H,R,Y,Y,Y,False,False,1160,Workforce,True
2026,H14V2613600,H0056,Terry G. Kilgore,H,R,Y,Y,Y,False,False,1282,Uncodified Legislation,True
2026,H14V2613600,H0056,Terry G. Kilgore,H,R,Y,Y,Y,False,False,18042,Wind Energy,True
2026,H14V2613600,H0173,Jeion A. Ward,H,D,Y,Y,Y,False,False,1160,Workforce,True
2026,H14V2613600,H0173,Jeion A. Ward,H,D,Y,Y,Y,False,False,1282,Uncodified Legislation,True
2026,H14V2613600,H0173,Jeion A. Ward,H,D,Y,Y,Y,False,False,18042,Wind Energy,True
2026,H14V2613600,H0231,Tony O. Wilt,H,R,Y,Y,Y,False,False,1160,Workforce,True
2026,H14V2613600,H0231,Tony O. Wilt,H,R,Y,Y,Y,False,False,1282,Uncodified Legislation,True
2026,H14V2613600,H0231,Tony O. Wilt,H,R,Y,Y,Y,False,False,18042,Wind Energy,True
2026,H14V2613600,H0239,Alfonso H. Lopez,H,D,Y,Y,Y,False,False,1160,Workforce,True
2026,H14V2613600,H0239,Alfonso H. Lopez,H,D,Y,Y,Y,False,False,1282,Uncodified Legislation,True
2026,H14V2613600,H0239,Alfonso H. Lopez,H,D,Y,Y,Y,False,False,18042,Wind Energy,True
2026,H14V2613600,H0242,Israel D. O'Quinn,H,R,Y,Y,Y,False,False,1160,Workforce,True
2026,H14V2613600,H0242,Israel D. O'Quinn,H,R,Y,Y,Y,False,False,1282,Uncodified Legislation,True
2026,H14V2613600,H0242,Israel D. O'Quinn,H,R,Y,Y,Y,False,False,18042,Wind Energy,True
2026,H14V2613600,H0247,Michael J. Webert,H,R,Y,Y,Y,False,False,1160,Workforce,True
2026,H14V2613600,H0247,Michael J. Webert,H,R,Y,Y,Y,False,False,1282,Uncodified Legislation,True
2026,H14V2613600,H0247,Michael J. Webert,H,R,Y,Y,Y,False,False,18042,Wind Energy,True
2026,H14V2613600,H0269,"Richard C. ""Rip"" Sullivan, Jr.",H,D,Y,Y,Y,False,False,1160,Workforce,True
2026,H14V2613600,H0269,"Richard C. ""Rip"" Sullivan, Jr.",H,D,Y,Y,Y,False,False,1282,Uncodified Legislation,True
2026,H14V2613600,H0269,"Richard C. ""Rip"" Sullivan, Jr.",H,D,Y,Y,Y,False,False,18042,Wind Energy,True
2026,H14V2613600,H0295,Kelly K. Convirs-Fowler,H,D,Y,Y,Y,False,False,1160,Workforce,True
2026,H14V2613600,H0295,Kelly K. Convirs-Fowler,H,D,Y,Y,Y,False,False,1282,Uncodified Legislation,True
2026,H14V2613600,H0295,Kelly K. Convirs-Fowler,H,D,Y,Y,Y,False,False,18042,Wind Energy,True
2026,H14V2613600,H0317,Dan I. Helmer,H,D,Y,Y,Y,False,False,1160,Workforce,True
2026,H14V2613600,H0317,Dan I. Helmer,H,D,Y,Y,Y,False,False,1282,Uncodified Legislation,True
2026,H14V2613600,H0317,Dan I. Helmer,H,D,Y,Y,Y,False,False,18042,Wind Energy,True
2026,H14V2613600,H0321,Chris S. Runion,H,R,N,Y,Y,True,False,1160,Workforce,True
2026,H14V2613600,H0321,Chris S. Runion,H,R,N,Y,Y,True,False,1282,Uncodified Legislation,True
2026,H14V2613600,H0321,Chris S. Runion,H,R,N,Y,Y,True,False,18042,Wind Energy,True
2026,H14V2613600,H0333,Jason S. Ballard,H,R,Y,Y,Y,False,False,1160,Workforce,True
2026,H14V2613600,H0333,Jason S. Ballard,H,R,Y,Y,Y,False,False,1282,Uncodified Legislation,True
2026,H14V2613600,H0333,Jason S. Ballard,H,R,Y,Y,Y,False,False,18042,Wind Energy,True
2026,H14V2613600,H0336,Nadarius E. Clark,H,D,Y,Y,Y,False,False,1160,Workforce,True
2026,H14V2613600,H0336,Nadarius E. Clark,H,D,Y,Y,Y,False,False,1282,Uncodified Legislation,True
2026,H14V2613600,H0336,Nadarius E. Clark,H,D,Y,Y,Y,False,False,18042,Wind Energy,True
2026,H14V2613600,H0340,Michelle Lopes Maldonado,H,D,Y,Y,Y,False,False,1160,Workforce,True
2026,H14V2613600,H0340,Michelle Lopes Maldonado,H,D,Y,Y,Y,False,False,1282,Uncodified Legislation,True
2026,H14V2613600,H0340,Michelle Lopes Maldonado,H,D,Y,Y,Y,False,False,18042,Wind Energy,True
2026,H14V2613600,H0344,Irene Shin,H,D,Y,Y,Y,False,False,1160,Workforce,True
2026,H14V2613600,H0344,Irene Shin,H,D,Y,Y,Y,False,False,1282,Uncodified Legislation,True
2026,H14V2613600,H0344,Irene Shin,H,D,Y,Y,Y,False,False,18042,Wind Energy,True
2026,H14V2613600,H0348,Wren M. Williams,H,R,X,Y,Y,False,False,1160,Workforce,False
2026,H14V2613600,H0348,Wren M. Williams,H,R,X,Y,Y,False,False,1282,Uncodified Legislation,False
2026,H14V2613600,H0348,Wren M. Williams,H,R,X,Y,Y,False,False,18042,Wind Energy,False
2026,H14V2613600,H0353,Bonita G. Anthony,H,D,Y,Y,Y,False,False,1160,Workforce,True
2026,H14V2613600,H0353,Bonita G. Anthony,H,D,Y,Y,Y,False,False,1282,Uncodified Legislation,True
2026,H14V2613600,H0353,Bonita G. Anthony,H,D,Y,Y,Y,False,False,18042,Wind Energy,True
2026,H14V2613600,H0355,Laura Jane Cohen,H,D,Y,Y,Y,False,False,1160,Workforce,True
2026,H14V2613600,H0355,Laura Jane Cohen,H,D,Y,Y,Y,False,False,1282,Uncodified Legislation,True
2026,H14V2613600,H0355,Laura Jane Cohen,H,D,Y,Y,Y,False,False,18042,Wind Energy,True
2026,H14V2613600,H0356,Rae Cousins,H,D,Y,Y,Y,False,False,1160,Workforce,True
2026,H14V2613600,H0356,Rae Cousins,H,D,Y,Y,Y,False,False,1282,Uncodified Legislation,True
2026,H14V2613600,H0356,Rae Cousins,H,D,Y,Y,Y,False,False,18042,Wind Energy,True
2026,H14V2613600,H0360,Michael B. Feggans,H,D,Y,Y,Y,False,False,1160,Workforce,True
2026,H14V2613600,H0360,Michael B. Feggans,H,D,Y,Y,Y,False,False,1282,Uncodified Legislation,True
2026,H14V2613600,H0360,Michael B. Feggans,H,D,Y,Y,Y,False,False,18042,Wind Energy,True
2026,H14V2613600,H0372,Destiny LeVere Bolling,H,D,Y,Y,Y,False,False,1160,Workforce,True
2026,H14V2613600,H0372,Destiny LeVere Bolling,H,D,Y,Y,Y,False,False,1282,Uncodified Legislation,True
2026,H14V2613600,H0372,Destiny LeVere Bolling,H,D,Y,Y,Y,False,False,18042,Wind Energy,True
2026,H14V2613600,H0385,JJ Singh,H,D,Y,Y,Y,False,False,1160,Workforce,True
2026,H14V2613600,H0385,JJ Singh,H,D,Y,Y,Y,False,False,1282,Uncodified Legislation,True
2026,H14V2613600,H0385,JJ Singh,H,D,Y,Y,Y,False,False,18042,Wind Energy,True
2026,H14V2613600,H0397,May Nivar,H,D,Y,Y,Y,False,False,1160,Workforce,True
2026,H14V2613600,H0397,May Nivar,H,D,Y,Y,Y,False,False,1282,Uncodified Legislation,True
2026,H14V2613600,H0397,May Nivar,H,D,Y,Y,Y,False,False,18042,Wind Energy,True
2026,H14V2613725,H0056,Terry G. Kilgore,H,R,Y,Y,Y,False,False,1160,Workforce,True
2026,H14V2613725,H0056,Terry G. Kilgore,H,R,Y,Y,Y,False,False,1282,Uncodified Legislation,True
2026,H14V2613725,H0056,Terry G. Kilgore,H,R,Y,Y,Y,False,False,18042,Wind Energy,True
2026,H14V2613725,H0173,Jeion A. Ward,H,D,Y,Y,Y,False,False,1160,Workforce,True
2026,H14V2613725,H0173,Jeion A. Ward,H,D,Y,Y,Y,False,False,1282,Uncodified Legislation,True
2026,H14V2613725,H0173,Jeion A. Ward,H,D,Y,Y,Y,False,False,18042,Wind Energy,True
2026,H14V2613725,H0231,Tony O. Wilt,H,R,Y,Y,Y,False,False,1160,Workforce,True
2026,H14V2613725,H0231,Tony O. Wilt,H,R,Y,Y,Y,False,False,1282,Uncodified Legislation,True
2026,H14V2613725,H0231,Tony O. Wilt,H,R,Y,Y,Y,False,False,18042,Wind Energy,True
2026,H14V2613725,H0239,Alfonso H. Lopez,H,D,Y,Y,Y,False,False,1160,Workforce,True
2026,H14V2613725,H0239,Alfonso H. Lopez,H,D,Y,Y,Y,False,False,1282,Uncodified Legislation,True
2026,H14V2613725,H0239,Alfonso H. Lopez,H,D,Y,Y,Y,False,False,18042,Wind Energy,True
2026,H14V2613725,H0242,Israel D. O'Quinn,H,R,Y,Y,Y,False,False,1160,Workforce,True
2026,H14V2613725,H0242,Israel D. O'Quinn,H,R,Y,Y,Y,False,False,1282,Uncodified Legislation,True
2026,H14V2613725,H0242,Israel D. O'Quinn,H,R,Y,Y,Y,False,False,18042,Wind Energy,True
2026,H14V2613725,H0247,Michael J. Webert,H,R,N,Y,Y,True,False,1160,Workforce,True
2026,H14V2613725,H0247,Michael J. Webert,H,R,N,Y,Y,True,False,1282,Uncodified Legislation,True
2026,H14V2613725,H0247,Michael J. Webert,H,R,N,Y,Y,True,False,18042,Wind Energy,True
2026,H14V2613725,H0269,"Richard C. ""Rip"" Sullivan, Jr.",H,D,Y,Y,Y,False,False,1160,Workforce,True
2026,H14V2613725,H0269,"Richard C. ""Rip"" Sullivan, Jr.",H,D,Y,Y,Y,False,False,1282,Uncodified Legislation,True
2026,H14V2613725,H0269,"Richard C. ""Rip"" Sullivan, Jr.",H,D,Y,Y,Y,False,False,18042,Wind Energy,True
2026,H14V2613725,H0295,Kelly K. Convirs-Fowler,H,D,Y,Y,Y,False,False,1160,Workforce,True
2026,H14V2613725,H0295,Kelly K. Convirs-Fowler,H,D,Y,Y,Y,False,False,1282,Uncodified Legislation,True
2026,H14V2613725,H0295,Kelly K. Convirs-Fowler,H,D,Y,Y,Y,False,False,18042,Wind Energy,True
2026,H14V2613725,H0317,Dan I. Helmer,H,D,Y,Y,Y,False,False,1160,Workforce,True
2026,H14V2613725,H0317,Dan I. Helmer,H,D,Y,Y,Y,False,False,1282,Uncodified Legislation,True
2026,H14V2613725,H0317,Dan I. Helmer,H,D,Y,Y,Y,False,False,18042,Wind Energy,True
2026,H14V2613725,H0321,Chris S. Runion,H,R,Y,Y,Y,False,False,1160,Workforce,True
2026,H14V2613725,H0321,Chris S. Runion,H,R,Y,Y,Y,False,False,1282,Uncodified Legislation,True
2026,H14V2613725,H0321,Chris S. Runion,H,R,Y,Y,Y,False,False,18042,Wind Energy,True
2026,H14V2613725,H0333,Jason S. Ballard,H,R,Y,Y,Y,False,False,1160,Workforce,True
2026,H14V2613725,H0333,Jason S. Ballard,H,R,Y,Y,Y,False,False,1282,Uncodified Legislation,True
2026,H14V2613725,H0333,Jason S. Ballard,H,R,Y,Y,Y,False,False,18042,Wind Energy,True
2026,H14V2613725,H0336,Nadarius E. Clark,H,D,Y,Y,Y,False,False,1160,Workforce,True
2026,H14V2613725,H0336,Nadarius E. Clark,H,D,Y,Y,Y,False,False,1282,Uncodified Legislation,True
2026,H14V2613725,H0336,Nadarius E. Clark,H,D,Y,Y,Y,False,False,18042,Wind Energy,True
2026,H14V2613725,H0340,Michelle Lopes Maldonado,H,D,Y,Y,Y,False,False,1160,Workforce,True
2026,H14V2613725,H0340,Michelle Lopes Maldonado,H,D,Y,Y,Y,False,False,1282,Uncodified Legislation,True
2026,H14V2613725,H0340,Michelle Lopes Maldonado,H,D,Y,Y,Y,False,False,18042,Wind Energy,True
2026,H14V2613725,H0344,Irene Shin,H,D,Y,Y,Y,False,False,1160,Workforce,True
2026,H14V2613725,H0344,Irene Shin,H,D,Y,Y,Y,False,False,1282,Uncodified Legislation,True
2026,H14V2613725,H0344,Irene Shin,H,D,Y,Y,Y,False,False,18042,Wind Energy,True
2026,H14V2613725,H0348,Wren M. Williams,H,R,X,Y,Y,False,False,1160,Workforce,False
2026,H14V2613725,H0348,Wren M. Williams,H,R,X,Y,Y,False,False,1282,Uncodified Legislation,False
2026,H14V2613725,H0348,Wren M. Williams,H,R,X,Y,Y,False,False,18042,Wind Energy,False
2026,H14V2613725,H0353,Bonita G. Anthony,H,D,Y,Y,Y,False,False,1160,Workforce,True
2026,H14V2613725,H0353,Bonita G. Anthony,H,D,Y,Y,Y,False,False,1282,Uncodified Legislation,True
2026,H14V2613725,H0353,Bonita G. Anthony,H,D,Y,Y,Y,False,False,18042,Wind Energy,True
2026,H14V2613725,H0355,Laura Jane Cohen,H,D,Y,Y,Y,False,False,1160,Workforce,True
2026,H14V2613725,H0355,Laura Jane Cohen,H,D,Y,Y,Y,False,False,1282,Uncodified Legislation,True
2026,H14V2613725,H0355,Laura Jane Cohen,H,D,Y,Y,Y,False,False,18042,Wind Energy,True
2026,H14V2613725,H0356,Rae Cousins,H,D,Y,Y,Y,False,False,1160,Workforce,True
2026,H14V2613725,H0356,Rae Cousins,H,D,Y,Y,Y,False,False,1282,Uncodified Legislation,True
2026,H14V2613725,H0356,Rae Cousins,H,D,Y,Y,Y,False,False,18042,Wind Energy,True
2026,H14V2613725,H0360,Michael B. Feggans,H,D,Y,Y,Y,False,False,1160,Workforce,True
2026,H14V2613725,H0360,Michael B. Feggans,H,D,Y,Y,Y,False,False,1282,Uncodified Legislation,True
2026,H14V2613725,H0360,Michael B. Feggans,H,D,Y,Y,Y,False,False,18042,Wind Energy,True
2026,H14V2613725,H0372,Destiny LeVere Bolling,H,D,Y,Y,Y,False,False,1160,Workforce,True
2026,H14V2613725,H0372,Destiny LeVere Bolling,H,D,Y,Y,Y,False,False,1282,Uncodified Legislation,True
2026,H14V2613725,H0372,Destiny LeVere Bolling,H,D,Y,Y,Y,False,False,18042,Wind Energy,True
2026,H14V2613725,H0385,JJ Singh,H,D,Y,Y,Y,False,False,1160,Workforce,True
2026,H14V2613725,H0385,JJ Singh,H,D,Y,Y,Y,False,False,1282,Uncodified Legislation,True
2026,H14V2613725,H0385,JJ Singh,H,D,Y,Y,Y,False,False,18042,Wind Energy,True
2026,H14V2613725,H0397,May Nivar,H,D,Y,Y,Y,False,False,1160,Workforce,True
2026,H14V2613725,H0397,May Nivar,H,D,Y,Y,Y,False,False,1282,Uncodified Legislation,True
2026,H14V2613725,H0397,May Nivar,H,D,Y,Y,Y,False,False,18042,Wind Energy,True
2026,26110753,H0056,Terry G. Kilgore,H,R,N,N,Y,False,False,125,Courts Not of Record,True
2026,26110753,H0056,Terry G. Kilgore,H,R,N,N,Y,False,False,597,Children,True
2026,26110753,H0108,Vivian E. Watts,H,D,Y,Y,N,False,False,125,Courts Not of Record,True
2026,26110753,H0108,Vivian E. Watts,H,D,Y,Y,N,False,False,597,Children,True
2026,26110753,H0124,R. Lee Ware,H,R,N,N,Y,False,False,125,Courts Not of Record,True
2026,26110753,H0124,R. Lee Ware,H,R,N,N,Y,False,False,597,Children,True
2026,26110753,H0136,"Thomas C. Wright, Jr.",H,R,N,N,Y,False,False,125,Courts Not of Record,True
2026,26110753,H0136,"Thomas C. Wright, Jr.",H,R,N,N,Y,False,False,597,Children,True
2026,26110753,H0173,Jeion A. Ward,H,D,Y,Y,N,False,False,125,Courts Not of Record,True
2026,26110753,H0173,Jeion A. Ward,H,D,Y,Y,N,False,False,597,Children,True
2026,26110753,H0207,Delores L. McQuinn,H,D,Y,Y,N,False,False,125,Courts Not of Record,True
2026,26110753,H0207,Delores L. McQuinn,H,D,Y,Y,N,False,False,597,Children,True
2026,26110753,H0208,Charniele L. Herring,H,D,Y,Y,N,False,False,125,Courts Not of Record,True
2026,26110753,H0208,Charniele L. Herring,H,D,Y,Y,N,False,False,597,Children,True
2026,26110753,H0212,Betsy B. Carr,H,D,Y,Y,N,False,False,125,Courts Not of Record,True
2026,26110753,H0212,Betsy B. Carr,H,D,Y,Y,N,False,False,597,Children,True
2026,26110753,H0219,Patrick A. Hope,H,D,Y,Y,N,False,False,125,Courts Not of Record,True
2026,26110753,H0219,Patrick A. Hope,H,D,Y,Y,N,False,False,597,Children,True
2026,26110753,H0224,James W. Morefield,H,R,N,N,Y,False,False,125,Courts Not of Record,True
2026,26110753,H0224,James W. Morefield,H,R,N,N,Y,False,False,597,Children,True
