party,delegates,avg_cross_party_pct_2025,avg_cross_party_pct_2026,avg_cross_party_pct_change,median_cross_party_pct_change,total_cross_party_votes_2025,total_cross_party_votes_2026
D,47,0.29250220891146994,0.4550165638819919,0.16251435497052197,0.09723954834788723,209.0,453.0
R,31,3.4276610069431643,3.8573353831727113,0.4296743762295471,0.15184253716363827,1574.0,2491.0
